"Status","Year","Age","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Crown Prosecution Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Electronics and Components Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Electronics and Components Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Equipment and Support","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Equipment and Support","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Equipment and Support","South West (England)","100","100","18210","17780"
"In post","2021","16-19","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","North East (England)","40","40","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","North West (England)","30","30","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Wales","40","30","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","North East (England)","50","50","20460","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","North West (England)","50","50","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Scotland","40","40","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","16-19","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Maritime and Coastguard Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Records of Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of the Public Guardian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Public Health England","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Public Health England","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Public Health England","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Public Health England","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Public Health England","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Registers of Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Royal Fleet Auxiliary","Unknown","40","40","[c]","[c]"
"In post","2021","16-19","Rural Payments Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government (excl. agencies)","Scotland","40","40","[c]","[c]"
"In post","2021","16-19","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Social Security Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Student Awards Agency for Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Transport Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","UK Hydrographic Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","UK Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Vehicle Certification Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Accountant in Bankruptcy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","East of England","40","40","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","North West (England)","50","50","23870","21050"
"In post","2021","20-29","Animal and Plant Health Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","South East (England)","140","140","26860","24920"
"In post","2021","20-29","Animal and Plant Health Agency","South West (England)","70","70","24540","24920"
"In post","2021","20-29","Animal and Plant Health Agency","Wales","50","50","21800","21050"
"In post","2021","20-29","Animal and Plant Health Agency","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","20-29","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","London","2520","2510","35450","32000"
"In post","2021","20-29","Cabinet Office (excl. agencies)","North East (England)","90","90","25160","23850"
"In post","2021","20-29","Cabinet Office (excl. agencies)","North West (England)","90","90","32230","29250"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","South East (England)","40","40","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","South West (England)","40","40","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Unknown","370","370","31530","29250"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Wales","30","30","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Yorkshire and The Humber","160","160","27400","26670"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","East of England","70","70","25360","24920"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","North West (England)","30","30","[c]","[c]"
"In post","2021","20-29","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Companies House","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Companies House","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Companies House","Wales","120","110","27160","24500"
"In post","2021","20-29","Competition and Markets Authority","London","140","140","37810","33610"
"In post","2021","20-29","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Criminal Injuries Compensation Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","East of England","30","30","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","North West (England)","60","60","27930","27770"
"In post","2021","20-29","Crown Commercial Service","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Crown Commercial Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Crown Office and Procurator Fiscal Service","Scotland","390","380","26170","22220"
"In post","2021","20-29","Crown Prosecution Service","East Midlands (England)","60","60","25320","21950"
"In post","2021","20-29","Crown Prosecution Service","East of England","60","60","28270","25480"
"In post","2021","20-29","Crown Prosecution Service","London","260","250","28300","26970"
"In post","2021","20-29","Crown Prosecution Service","North East (England)","30","30","[c]","[c]"
"In post","2021","20-29","Crown Prosecution Service","North West (England)","120","120","27140","25480"
"In post","2021","20-29","Crown Prosecution Service","South East (England)","120","110","26790","24590"
"In post","2021","20-29","Crown Prosecution Service","South West (England)","50","50","25440","23470"
"In post","2021","20-29","Crown Prosecution Service","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Crown Prosecution Service","West Midlands (England)","50","50","26580","23470"
"In post","2021","20-29","Crown Prosecution Service","Yorkshire and The Humber","120","120","26790","25480"
"In post","2021","20-29","Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Electronics and Components Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Electronics and Components Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Equipment and Support","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Equipment and Support","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Equipment and Support","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Equipment and Support","Scotland","70","70","24240","23230"
"In post","2021","20-29","Defence Equipment and Support","South East (England)","40","40","[c]","[c]"
"In post","2021","20-29","Defence Equipment and Support","South West (England)","1890","1870","26940","26950"
"In post","2021","20-29","Defence Equipment and Support","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Equipment and Support","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Science and Technology Laboratory","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Science and Technology Laboratory","South East (England)","370","360","30060","28650"
"In post","2021","20-29","Defence Science and Technology Laboratory","South West (England)","540","540","28360","28650"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","1750","1750","41160","40050"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","London","650","650","41310","35660"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education (excl. agencies)","London","590","590","39750","36980"
"In post","2021","20-29","Department for Education (excl. agencies)","North East (England)","70","70","31350","29360"
"In post","2021","20-29","Department for Education (excl. agencies)","North West (England)","230","230","32940","29730"
"In post","2021","20-29","Department for Education (excl. agencies)","South West (England)","40","30","[c]","[c]"
"In post","2021","20-29","Department for Education (excl. agencies)","West Midlands (England)","110","110","30500","29360"
"In post","2021","20-29","Department for Education (excl. agencies)","Yorkshire and The Humber","200","200","34030","30200"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
