"Status","Year","Region_ITL2","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","Female","460","420","28930","27570"
"In post","2021","Bedfordshire and Hertfordshire","Bedford","Male","370","360","31830","30060"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","Female","190","170","28630","26670"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","Male","250","240","31440","29750"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Female","1600","1460","33730","30110"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Male","1120","1100","36280","31880"
"In post","2021","Bedfordshire and Hertfordshire","Luton","Female","330","300","25600","25260"
"In post","2021","Bedfordshire and Hertfordshire","Luton","Male","220","190","27310","27370"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Female","1370","1260","32720","29290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Male","1590","1560","35820","33170"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Female","980","920","31030","28670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Male","700","680","33710","31810"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Female","990","930","30420","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Male","1220","1190","34090","31800"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Female","1440","1310","31500","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Male","1300","1270","32850","30400"
"In post","2021","Cheshire","Cheshire East","Female","470","430","29740","27570"
"In post","2021","Cheshire","Cheshire East","Male","290","270","30540","27570"
"In post","2021","Cheshire","Cheshire West and Chester","Female","290","260","26370","27570"
"In post","2021","Cheshire","Cheshire West and Chester","Male","170","160","25600","23840"
"In post","2021","Cheshire","Warrington","Female","1430","1330","30800","28840"
"In post","2021","Cheshire","Warrington","Male","1260","1230","34480","32770"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Female","920","800","26230","26590"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Male","730","700","27040","26670"
"In post","2021","Cumbria","East Cumbria","Female","540","470","27230","25010"
"In post","2021","Cumbria","East Cumbria","Male","400","390","28160","24920"
"In post","2021","Cumbria","West Cumbria","Female","700","600","26070","24440"
"In post","2021","Cumbria","West Cumbria","Male","500","490","31350","27570"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Female","650","540","24990","21530"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Male","370","350","29020","27570"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Female","280","240","26270","27570"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Male","110","100","28250","27570"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Female","520","480","28780","27570"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Male","470","450","29060","27380"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Female","4430","4020","31160","27570"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Male","3530","3410","32550","28130"
"In post","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","Female","670","590","31280","27570"
"In post","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","Male","490","460","35010","31650"
"In post","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","Female","380","350","29780","27380"
"In post","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","Male","400","380","31190","28220"
"In post","2021","Devon","Devon CC","Female","2710","2360","29700","27570"
"In post","2021","Devon","Devon CC","Male","2870","2750","33560","31580"
"In post","2021","Devon","Plymouth","Female","1420","1260","29110","27130"
"In post","2021","Devon","Plymouth","Male","1680","1630","32880","30640"
"In post","2021","Devon","Torbay","Female","220","180","25920","25190"
"In post","2021","Devon","Torbay","Male","110","110","25850","27570"
"In post","2021","Dorset and Somerset","Bournemouth and Poole","Female","420","360","27030","27570"
"In post","2021","Dorset and Somerset","Bournemouth and Poole","Male","300","290","26620","27290"
"In post","2021","Dorset and Somerset","Dorset CC","Female","950","860","27860","26670"
"In post","2021","Dorset and Somerset","Dorset CC","Male","1190","1150","30160","28220"
"In post","2021","Dorset and Somerset","Somerset","Female","1140","1000","29250","27570"
"In post","2021","Dorset and Somerset","Somerset","Male","1220","1180","32550","32160"
"In post","2021","East Anglia","Breckland and South Norfolk","Female","220","200","27910","26300"
"In post","2021","East Anglia","Breckland and South Norfolk","Male","310","300","29020","26810"
"In post","2021","East Anglia","Cambridgeshire CC","Female","1620","1500","32990","29180"
"In post","2021","East Anglia","Cambridgeshire CC","Male","1760","1700","34900","31650"
"In post","2021","East Anglia","North and West Norfolk","Female","410","360","26210","25790"
"In post","2021","East Anglia","North and West Norfolk","Male","520","500","29450","27570"
"In post","2021","East Anglia","Norwich and East Norfolk","Female","950","820","28480","27570"
"In post","2021","East Anglia","Norwich and East Norfolk","Male","840","810","30800","27570"
"In post","2021","East Anglia","Peterborough","Female","1030","900","27450","25040"
"In post","2021","East Anglia","Peterborough","Male","640","600","29350","27130"
"In post","2021","East Anglia","Suffolk","Female","2150","1940","27440","26670"
"In post","2021","East Anglia","Suffolk","Male","2020","1970","30040","27830"
"In post","2021","East Wales","Cardiff and Vale of Glamorgan","Female","6510","5880","32300","27570"
"In post","2021","East Wales","Cardiff and Vale of Glamorgan","Male","5560","5380","33710","28850"
"In post","2021","East Wales","Flintshire and Wrexham","Female","1090","1000","27130","25200"
"In post","2021","East Wales","Flintshire and Wrexham","Male","1060","1030","28500","27460"
"In post","2021","East Wales","Monmouthshire and Newport","Female","3090","2810","31370","28030"
"In post","2021","East Wales","Monmouthshire and Newport","Male","2490","2420","36810","32820"
"In post","2021","East Wales","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Powys","Female","290","270","29690","27570"
"In post","2021","East Wales","Powys","Male","260","250","28380","26670"
"In post","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Female","680","620","26540","25570"
"In post","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Male","1210","1160","29820","26930"
"In post","2021","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Female","1090","930","27400","27130"
"In post","2021","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Male","920","870","28690","27370"
"In post","2021","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Female","560","480","25560","25560"
"In post","2021","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Male","260","250","26290","26700"
"In post","2021","Eastern Scotland","Angus and Dundee City","Female","1160","1040","26520","22230"
"In post","2021","Eastern Scotland","Angus and Dundee City","Male","740","710","25790","21150"
"In post","2021","Eastern Scotland","City of Edinburgh","Female","6750","6310","37110","31810"
"In post","2021","Eastern Scotland","City of Edinburgh","Male","6050","5900","37710","33620"
"In post","2021","Eastern Scotland","Clackmannanshire and Fife","Female","680","610","27840","27570"
"In post","2021","Eastern Scotland","Clackmannanshire and Fife","Male","670","640","32110","33300"
"In post","2021","Eastern Scotland","East Lothian and Midlothian","Female","70","60","27240","27570"
"In post","2021","Eastern Scotland","East Lothian and Midlothian","Male","50","40","[c]","[c]"
"In post","2021","Eastern Scotland","Falkirk","Female","1150","980","26250","22820"
"In post","2021","Eastern Scotland","Falkirk","Male","660","620","29880","27570"
"In post","2021","Eastern Scotland","Perth and Kinross and Stirling","Female","610","560","29630","27570"
"In post","2021","Eastern Scotland","Perth and Kinross and Stirling","Male","750","710","32050","31040"
"In post","2021","Eastern Scotland","West Lothian","Female","310","280","32890","27570"
"In post","2021","Eastern Scotland","West Lothian","Male","200","200","32460","27570"
"In post","2021","Essex","Essex Haven Gateway","Female","570","530","29460","29290"
"In post","2021","Essex","Essex Haven Gateway","Male","560","540","35250","29670"
"In post","2021","Essex","Essex Thames Gateway","Female","690","600","27500","28200"
"In post","2021","Essex","Essex Thames Gateway","Male","250","240","28100","29290"
"In post","2021","Essex","Heart of Essex","Female","640","590","31120","29290"
"In post","2021","Essex","Heart of Essex","Male","480","460","33150","30680"
"In post","2021","Essex","Southend-on-Sea","Female","800","700","30560","29290"
"In post","2021","Essex","Southend-on-Sea","Male","540","510","34350","31810"
"In post","2021","Essex","Thurrock","Female","170","150","26650","26830"
"In post","2021","Essex","Thurrock","Male","200","190","26160","25310"
"In post","2021","Essex","West Essex","Female","360","320","30530","29290"
"In post","2021","Essex","West Essex","Male","340","300","30260","27370"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","5370","4980","34700","32660"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","7990","7850","39800","37990"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Female","3520","3170","34380","29870"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Male","3090","2960","37550","31860"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Female","830","730","28130","27130"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Male","570","530","30890","27570"
