"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","London","80","80","47300","44740"
"In post","2021","Analysis","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Wales","30","30","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Digital, Data and Technology","Yorkshire and The Humber","70","60","43220","42220"
"In post","2021","Analysis","Economics","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","London","1070","1050","47760","42020"
"In post","2021","Analysis","Economics","North West (England)","30","30","[c]","[c]"
"In post","2021","Analysis","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Wales","120","120","36080","29840"
"In post","2021","Analysis","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","London","30","30","[c]","[c]"
"In post","2021","Analysis","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","London","210","210","54010","53360"
"In post","2021","Analysis","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Yorkshire and The Humber","60","60","48480","49530"
"In post","2021","Analysis","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","London","80","80","39530","32540"
"In post","2021","Analysis","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","North West (England)","40","40","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South East (England)","100","90","30920","29540"
"In post","2021","Analysis","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Wales","330","310","30790","29540"
"In post","2021","Analysis","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","London","280","270","49340","48170"
"In post","2021","Analysis","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","North West (England)","60","60","41360","38630"
"In post","2021","Analysis","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","South East (England)","250","240","41710","46080"
"In post","2021","Analysis","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","London","210","200","64030","57250"
"In post","2021","Analysis","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","London","220","210","50490","46030"
"In post","2021","Analysis","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","Yorkshire and The Humber","70","70","43520","42500"
"In post","2021","Analysis","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","East of England","350","330","34330","30220"
"In post","2021","Analysis","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","South East (England)","80","80","38500","37320"
"In post","2021","Analysis","Science and Engineering","South West (England)","200","190","33520","29270"
"In post","2021","Analysis","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
