"Status","Year","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Operational Delivery","60","60","33860","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","480","450","33720","29750"
"In post","2021","Charity Commission","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Digital, Data and Technology","50","40","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Operational Delivery","60","50","32020","29160"
"In post","2021","Charity Commission","Charity Commission","Other","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Unknown","220","210","32970","29160"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","260","250","38840","38000"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Finance","60","50","30930","27460"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","90","80","33040","27460"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","580","520","24590","22490"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Communications","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Digital, Data and Technology","70","60","56530","54550"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Economics","90","90","62530","59510"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Human Resources","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Legal","130","120","70480","72430"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","380","360","60680","56360"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","290","270","25500","22570"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Commercial","370","360","34050","34800"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Digital, Data and Technology","120","110","41230","35760"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Human Resources","30","30","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Operational Delivery","190","180","41070","35570"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Digital, Data and Technology","50","50","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Human Resources","30","30","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Legal","600","560","54610","52490"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Operational Delivery","1270","1170","26330","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Communications","50","50","41310","39750"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Digital, Data and Technology","120","120","39820","38180"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Finance","90","90","32650","30130"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Human Resources","140","140","40720","35610"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Legal","3190","2960","54980","55610"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","3050","2820","27280","25480"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Policy","40","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Security","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Digital, Data and Technology","40","30","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Operational Delivery","40","40","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Security","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","Operational Delivery","60","60","30360","28110"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","Other","30","30","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","Science and Engineering","240","230","26900","28750"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Commercial","920","880","39490","35570"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Communications","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","370","360","41030","40640"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Finance","460","440","38920","32860"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Human Resources","190","180","38330","33190"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Knowledge and Information Management","180","180","35340","33110"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Other","3460","3310","31410","27950"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Policy","80","80","42760","40890"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Project Delivery","2270","2200","40450","39230"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Property","110","110","35850","33670"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Science and Engineering","2570","2520","37010","36400"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Security","60","50","36820","36090"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Commercial","70","70","33740","35520"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Corporate Finance","50","50","39680","37760"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Digital, Data and Technology","120","120","45900","46080"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Human Resources","80","70","33990","28650"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Operational Delivery","380","360","38980","37320"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Operational Research","490","470","42750","46080"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Project Delivery","450","430","40740","37360"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Property","40","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Science and Engineering","2500","2420","39950","37360"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Security","60","60","36300","37320"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Communications","130","130","48060","45270"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","120","120","45390","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Economics","300","290","46610","39570"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Finance","170","170","52940","54880"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Human Resources","140","140","48590","49080"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Delivery","530","520","45020","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Policy","3740","3660","49610","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Project Delivery","70","70","50870","49200"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Statistics","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Communications","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Economics","80","70","53810","59730"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Finance","70","70","56710","58490"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Human Resources","60","60","48880","37990"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Other","90","90","40850","34330"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Policy","1080","1060","48480","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Project Delivery","210","210","48690","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Commercial","190","180","39800","38000"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Communications","240","230","37810","33510"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","580","560","40690","37100"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Finance","470","450","43130","40940"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Human Resources","140","130","34780","29730"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Legal","60","60","54720","57570"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Operational Delivery","580","560","41110","36780"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Policy","2800","2680","45800","41190"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Project Delivery","50","50","47790","49860"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Property","560","550","51020","51910"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Security","30","30","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","140","140","39210","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","260","250","41570","37790"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","670","650","43890","47550"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Economics","160","160","44720","47550"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","400","390","43210","38060"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","260","250","42830","38710"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Delivery","100","100","38900","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","2470","2390","43010","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Project Delivery","230","230","42220","37110"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","390","370","36760","32560"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Science and Engineering","160","150","43590","39610"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Social Research","40","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Statistics","70","70","38190","32840"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Communications","140","140","43060","38540"
"In post","2021","Department for International Trade","Department for International Trade","Digital, Data and Technology","120","120","47030","44020"
"In post","2021","Department for International Trade","Department for International Trade","Economics","150","150","43500","33220"
"In post","2021","Department for International Trade","Department for International Trade","Finance","90","90","49850","51970"
"In post","2021","Department for International Trade","Department for International Trade","Human Resources","130","130","43380","38540"
"In post","2021","Department for International Trade","Department for International Trade","International Trade","1300","1280","48330","50430"
"In post","2021","Department for International Trade","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Operational Delivery","110","110","36650","32120"
