"Status","Year","Disability","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","East Midlands (England)","Derbyshire and Nottinghamshire","1550","1420","29570","27570"
"In post","2021","Declared disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","740","670","26250","24800"
"In post","2021","Declared disabled","East Midlands (England)","Lincolnshire","390","360","28200","27570"
"In post","2021","Declared disabled","East of England","Bedfordshire and Hertfordshire","510","470","31040","29290"
"In post","2021","Declared disabled","East of England","East Anglia","1360","1250","29280","27570"
"In post","2021","Declared disabled","East of England","Essex","710","640","30210","29290"
"In post","2021","Declared disabled","London","Inner London - East","1570","1480","37760","31880"
"In post","2021","Declared disabled","London","Inner London - West","5180","5010","44730","39800"
"In post","2021","Declared disabled","London","Outer London - East and North East","490","450","30220","31060"
"In post","2021","Declared disabled","London","Outer London - South","1080","1000","36060","31170"
"In post","2021","Declared disabled","London","Outer London - West and North West","880","810","32000","31060"
"In post","2021","Declared disabled","North East (England)","Northumberland and Tyne and Wear","2320","2030","26830","25560"
"In post","2021","Declared disabled","North East (England)","Tees Valley and Durham","1100","970","27270","27130"
"In post","2021","Declared disabled","North West (England)","Cheshire","400","370","29170","27570"
"In post","2021","Declared disabled","North West (England)","Cumbria","240","220","27770","25790"
"In post","2021","Declared disabled","North West (England)","Greater Manchester","2140","1970","29600","27570"
"In post","2021","Declared disabled","North West (England)","Lancashire","1940","1730","27100","27130"
"In post","2021","Declared disabled","North West (England)","Merseyside","2280","2020","27850","25560"
"In post","2021","Declared disabled","Northern Ireland","Northern Ireland","320","300","27380","25560"
"In post","2021","Declared disabled","Overseas","Overseas","220","220","48160","45750"
"In post","2021","Declared disabled","Scotland","Eastern Scotland","1920","1780","32610","27570"
"In post","2021","Declared disabled","Scotland","Highlands and Islands","170","150","28210","27570"
"In post","2021","Declared disabled","Scotland","North Eastern Scotland","130","130","33610","27570"
"In post","2021","Declared disabled","Scotland","Southern Scotland","500","450","28820","26140"
"In post","2021","Declared disabled","Scotland","West Central Scotland","1740","1550","28390","26160"
"In post","2021","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","1000","950","31740","29290"
"In post","2021","Declared disabled","South East (England)","Hampshire and Isle of Wight","1670","1520","30410","27570"
"In post","2021","Declared disabled","South East (England)","Kent","950","890","29540","29290"
"In post","2021","Declared disabled","South East (England)","Surrey, East and West Sussex","940","850","28990","27570"
"In post","2021","Declared disabled","South West (England)","Cornwall and Isles of Scilly","210","190","26460","27570"
"In post","2021","Declared disabled","South West (England)","Devon","960","860","28680","27570"
"In post","2021","Declared disabled","South West (England)","Dorset and Somerset","590","540","28750","27570"
"In post","2021","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","3000","2820","34510","31810"
"In post","2021","Declared disabled","Unknown","Unknown","190","180","31390","27570"
"In post","2021","Declared disabled","Wales","East Wales","1780","1640","31210","27570"
"In post","2021","Declared disabled","Wales","West Wales and The Valleys","1760","1530","26100","22810"
"In post","2021","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","440","400","27770","27380"
"In post","2021","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","1060","980","29310","27570"
"In post","2021","Declared disabled","West Midlands (England)","West Midlands","2100","1900","28930","27570"
"In post","2021","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","500","450","27030","27130"
"In post","2021","Declared disabled","Yorkshire and The Humber","North Yorkshire","460","420","32500","27570"
"In post","2021","Declared disabled","Yorkshire and The Humber","South Yorkshire","1230","1100","30070","27570"
"In post","2021","Declared disabled","Yorkshire and The Humber","West Yorkshire","1800","1620","30250","27570"
"In post","2021","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","8050","7420","31740","27570"
"In post","2021","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","4240","3870","27860","26780"
"In post","2021","Declared non-disabled","East Midlands (England)","Lincolnshire","1970","1860","28080","26750"
"In post","2021","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","3130","2910","32360","29290"
"In post","2021","Declared non-disabled","East of England","East Anglia","8530","7930","29920","27570"
"In post","2021","Declared non-disabled","East of England","Essex","3850","3530","30820","29290"
"In post","2021","Declared non-disabled","London","Inner London - East","11010","10470","42400","36160"
"In post","2021","Declared non-disabled","London","Inner London - West","39470","38310","47970","43200"
"In post","2021","Declared non-disabled","London","Outer London - East and North East","2620","2430","30860","31060"
"In post","2021","Declared non-disabled","London","Outer London - South","7700","7290","37900","33900"
"In post","2021","Declared non-disabled","London","Outer London - West and North West","6500","6020","32620","31060"
"In post","2021","Declared non-disabled","North East (England)","Northumberland and Tyne and Wear","13970","12520","28990","25560"
"In post","2021","Declared non-disabled","North East (England)","Tees Valley and Durham","6360","5740","28170","26630"
"In post","2021","Declared non-disabled","North West (England)","Cheshire","2240","2100","30880","27570"
"In post","2021","Declared non-disabled","North West (England)","Cumbria","1680","1520","27630","24920"
"In post","2021","Declared non-disabled","North West (England)","Greater Manchester","13110","12300","31470","27570"
"In post","2021","Declared non-disabled","North West (England)","Lancashire","9800","8900","28690","27570"
"In post","2021","Declared non-disabled","North West (England)","Merseyside","13440","12250","28750","25560"
"In post","2021","Declared non-disabled","Northern Ireland","Northern Ireland","2320","2180","28650","25560"
"In post","2021","Declared non-disabled","Overseas","Overseas","2570","2560","49430","47490"
"In post","2021","Declared non-disabled","Scotland","Eastern Scotland","10120","9500","35320","29190"
"In post","2021","Declared non-disabled","Scotland","Highlands and Islands","1400","1310","28910","27570"
"In post","2021","Declared non-disabled","Scotland","North Eastern Scotland","1050","990","38600","31060"
"In post","2021","Declared non-disabled","Scotland","Southern Scotland","3480","3140","30290","27570"
"In post","2021","Declared non-disabled","Scotland","West Central Scotland","10930","10080","30500","27570"
"In post","2021","Declared non-disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","6390","6080","32810","29440"
"In post","2021","Declared non-disabled","South East (England)","Hampshire and Isle of Wight","9770","9080","32620","28650"
"In post","2021","Declared non-disabled","South East (England)","Kent","5940","5540","29490","28130"
"In post","2021","Declared non-disabled","South East (England)","Surrey, East and West Sussex","5840","5330","30640","27570"
"In post","2021","Declared non-disabled","South West (England)","Cornwall and Isles of Scilly","1180","1080","26500","26670"
"In post","2021","Declared non-disabled","South West (England)","Devon","6600","6060","32260","27570"
"In post","2021","Declared non-disabled","South West (England)","Dorset and Somerset","3540","3290","29520","27570"
"In post","2021","Declared non-disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20350","19320","36550","33300"
"In post","2021","Declared non-disabled","Unknown","Unknown","1020","950","32960","27570"
"In post","2021","Declared non-disabled","Wales","East Wales","13500","12620","33660","28850"
"In post","2021","Declared non-disabled","Wales","West Wales and The Valleys","11480","10390","29310","26780"
"In post","2021","Declared non-disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","2870","2680","27900","26300"
"In post","2021","Declared non-disabled","West Midlands (England)","Shropshire and Staffordshire","5620","5230","29970","27570"
"In post","2021","Declared non-disabled","West Midlands (England)","West Midlands","12330","11330","31020","27570"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","3340","3050","27960","27130"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","North Yorkshire","3330","3160","34130","29840"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","South Yorkshire","7270","6610","31540","27570"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","West Yorkshire","11040","10160","31770","27570"
"In post","2021","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","790","730","30580","28330"
"In post","2021","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","450","410","27940","27570"
"In post","2021","Undeclared","East Midlands (England)","Lincolnshire","260","240","29010","27570"
"In post","2021","Undeclared","East of England","Bedfordshire and Hertfordshire","260","240","32400","29870"
"In post","2021","Undeclared","East of England","East Anglia","1120","1030","31010","30980"
"In post","2021","Undeclared","East of England","Essex","360","340","31560","29290"
"In post","2021","Undeclared","London","Inner London - East","1000","930","40250","35320"
"In post","2021","Undeclared","London","Inner London - West","3660","3580","45350","40940"
"In post","2021","Undeclared","London","Outer London - East and North East","300","280","31390","31060"
"In post","2021","Undeclared","London","Outer London - South","570","540","38230","35030"
"In post","2021","Undeclared","London","Outer London - West and North West","550","510","34750","31060"
"In post","2021","Undeclared","North East (England)","Northumberland and Tyne and Wear","960","880","29020","26090"
"In post","2021","Undeclared","North East (England)","Tees Valley and Durham","800","720","29580","30450"
"In post","2021","Undeclared","North West (England)","Cheshire","280","260","30710","31650"
"In post","2021","Undeclared","North West (England)","Cumbria","110","100","29680","26810"
"In post","2021","Undeclared","North West (England)","Greater Manchester","1200","1120","30490","27570"
"In post","2021","Undeclared","North West (England)","Lancashire","1000","920","28580","27570"
"In post","2021","Undeclared","North West (England)","Merseyside","870","790","29880","27570"
"In post","2021","Undeclared","Northern Ireland","Northern Ireland","210","200","28570","26550"
"In post","2021","Undeclared","Overseas","Overseas","160","160","47110","41800"
"In post","2021","Undeclared","Scotland","Eastern Scotland","540","500","31760","27570"
"In post","2021","Undeclared","Scotland","Highlands and Islands","40","40","[c]","[c]"
"In post","2021","Undeclared","Scotland","North Eastern Scotland","60","50","42700","30360"
"In post","2021","Undeclared","Scotland","Southern Scotland","160","140","30480","27570"
"In post","2021","Undeclared","Scotland","West Central Scotland","640","590","29480","26670"
"In post","2021","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","730","690","33340","33000"
"In post","2021","Undeclared","South East (England)","Hampshire and Isle of Wight","1190","1110","32810","31650"
"In post","2021","Undeclared","South East (England)","Kent","780","720","30430","29290"
"In post","2021","Undeclared","South East (England)","Surrey, East and West Sussex","680","630","31270","29290"
"In post","2021","Undeclared","South West (England)","Cornwall and Isles of Scilly","100","90","27270","26670"
"In post","2021","Undeclared","South West (England)","Devon","450","410","29360","27570"
"In post","2021","Undeclared","South West (England)","Dorset and Somerset","400","380","30800","29240"
"In post","2021","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","1870","1780","37850","36300"
"In post","2021","Undeclared","Unknown","Unknown","60","50","31670","27570"
"In post","2021","Undeclared","Wales","East Wales","980","910","31400","28750"
"In post","2021","Undeclared","Wales","West Wales and The Valleys","950","860","28730","26350"
"In post","2021","Undeclared","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","400","380","30000","30880"
"In post","2021","Undeclared","West Midlands (England)","Shropshire and Staffordshire","650","600","29740","27570"
"In post","2021","Undeclared","West Midlands (England)","West Midlands","890","830","30530","27570"
"In post","2021","Undeclared","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","420","380","30460","31650"
"In post","2021","Undeclared","Yorkshire and The Humber","North Yorkshire","330","310","32560","30810"
"In post","2021","Undeclared","Yorkshire and The Humber","South Yorkshire","590","560","32060","30200"
"In post","2021","Undeclared","Yorkshire and The Humber","West Yorkshire","940","860","30740","28130"
"In post","2021","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","1910","1820","28990","25560"
"In post","2021","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","830","770","25860","22850"
"In post","2021","Unknown","East Midlands (England)","Lincolnshire","210","200","27190","23150"
"In post","2021","Unknown","East of England","Bedfordshire and Hertfordshire","650","630","34180","30990"
"In post","2021","Unknown","East of England","East Anglia","1460","1380","31510","27570"
"In post","2021","Unknown","East of England","Essex","670","630","30800","26760"
"In post","2021","Unknown","London","Inner London - East","3620","3500","43300","37560"
"In post","2021","Unknown","London","Inner London - West","12840","12580","45540","40050"
"In post","2021","Unknown","London","Outer London - East and North East","370","370","29160","30470"
"In post","2021","Unknown","London","Outer London - South","1390","1350","36310","32520"
"In post","2021","Unknown","London","Outer London - West and North West","1130","1080","37260","31060"
"In post","2021","Unknown","North East (England)","Northumberland and Tyne and Wear","4120","3690","26640","21440"
"In post","2021","Unknown","North East (England)","Tees Valley and Durham","990","950","25470","22350"
"In post","2021","Unknown","North West (England)","Cheshire","980","960","33280","32770"
"In post","2021","Unknown","North West (England)","Cumbria","110","110","32250","29370"
"In post","2021","Unknown","North West (England)","Greater Manchester","3260","3120","29910","25560"
"In post","2021","Unknown","North West (England)","Lancashire","1370","1270","26480","22350"
"In post","2021","Unknown","North West (England)","Merseyside","2900","2700","28610","24880"
"In post","2021","Unknown","Northern Ireland","Northern Ireland","970","910","26460","22330"
"In post","2021","Unknown","Overseas","Overseas","800","790","52670","51870"
"In post","2021","Unknown","Scotland","Eastern Scotland","7260","6860","33540","30160"
"In post","2021","Unknown","Scotland","Highlands and Islands","350","320","28750","27570"
"In post","2021","Unknown","Scotland","North Eastern Scotland","630","590","32110","29350"
"In post","2021","Unknown","Scotland","Southern Scotland","1880","1710","27900","24110"
"In post","2021","Unknown","Scotland","West Central Scotland","4610","4330","31980","29350"
"In post","2021","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","1470","1410","33880","30400"
"In post","2021","Unknown","South East (England)","Hampshire and Isle of Wight","2720","2470","31030","27030"
"In post","2021","Unknown","South East (England)","Kent","860","830","30030","27850"
"In post","2021","Unknown","South East (England)","Surrey, East and West Sussex","850","800","30930","27960"
"In post","2021","Unknown","South West (England)","Cornwall and Isles of Scilly","160","150","27000","21960"
"In post","2021","Unknown","South West (England)","Devon","1010","960","28280","24500"
"In post","2021","Unknown","South West (England)","Dorset and Somerset","680","640","30390","26740"
"In post","2021","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","4090","3910","36850","33300"
"In post","2021","Unknown","Unknown","Unknown","2470","2460","37220","32700"
"In post","2021","Unknown","Wales","East Wales","4110","3890","29670","25560"
"In post","2021","Unknown","Wales","West Wales and The Valleys","1520","1420","26680","22350"
"In post","2021","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","280","270","26710","24000"
"In post","2021","Unknown","West Midlands (England)","Shropshire and Staffordshire","980","930","29990","25560"
"In post","2021","Unknown","West Midlands (England)","West Midlands","2880","2750","31380","27560"
"In post","2021","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","440","430","25750","24880"
"In post","2021","Unknown","Yorkshire and The Humber","North Yorkshire","610","580","31280","26670"
"In post","2021","Unknown","Yorkshire and The Humber","South Yorkshire","830","800","31430","27570"
"In post","2021","Unknown","Yorkshire and The Humber","West Yorkshire","3460","3320","31000","25560"
"In post","2022","Declared disabled","East Midlands (England)","Derbyshire and Nottinghamshire","1740","1600","30220","27570"
"In post","2022","Declared disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","800","720","27210","26830"
"In post","2022","Declared disabled","East Midlands (England)","Lincolnshire","410","380","28500","27570"
"In post","2022","Declared disabled","East of England","Bedfordshire and Hertfordshire","550","500","32170","29290"
"In post","2022","Declared disabled","East of England","East Anglia","1480","1350","29690","27570"
"In post","2022","Declared disabled","East of England","Essex","690","620","30280","29290"
"In post","2022","Declared disabled","London","Inner London - East","1860","1760","38740","33440"
"In post","2022","Declared disabled","London","Inner London - West","5450","5280","45430","40600"
"In post","2022","Declared disabled","London","Outer London - East and North East","530","490","30950","31060"
"In post","2022","Declared disabled","London","Outer London - South","1210","1130","37480","33230"
"In post","2022","Declared disabled","London","Outer London - West and North West","880","810","32430","31060"
"In post","2022","Declared disabled","North East (England)","Northumberland, and Tyne and Wear","2600","2300","28260","26820"
"In post","2022","Declared disabled","North East (England)","Tees Valley and Durham","1230","1090","28220","27570"
"In post","2022","Declared disabled","North West (England)","Cheshire","460","420","30370","27570"
"In post","2022","Declared disabled","North West (England)","Cumbria","260","230","28950","25930"
"In post","2022","Declared disabled","North West (England)","Greater Manchester","2390","2210","30950","27570"
"In post","2022","Declared disabled","North West (England)","Lancashire","2070","1850","27880","27570"
"In post","2022","Declared disabled","North West (England)","Merseyside","2500","2240","28770","26820"
"In post","2022","Declared disabled","Northern Ireland","Northern Ireland","340","310","29440","26820"
"In post","2022","Declared disabled","Overseas","Overseas","240","240","47790","44970"
"In post","2022","Declared disabled","Scotland","Eastern Scotland","2060","1920","33870","28990"
"In post","2022","Declared disabled","Scotland","Highlands and Islands","180","160","28940","27570"
"In post","2022","Declared disabled","Scotland","North Eastern Scotland","130","130","33920","27750"
"In post","2022","Declared disabled","Scotland","Southern Scotland","540","480","29180","26990"
"In post","2022","Declared disabled","Scotland","West Central Scotland","1930","1750","29600","27570"
"In post","2022","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","1040","980","32410","29290"
"In post","2022","Declared disabled","South East (England)","Hampshire and Isle of Wight","1660","1490","30650","27570"
"In post","2022","Declared disabled","South East (England)","Kent","990","920","29870","29260"
"In post","2022","Declared disabled","South East (England)","Surrey, East and West Sussex","1040","940","30070","27570"
"In post","2022","Declared disabled","South West (England)","Cornwall and Isles of Scilly","250","230","26730","27570"
"In post","2022","Declared disabled","South West (England)","Devon","1060","950","29250","27570"
"In post","2022","Declared disabled","South West (England)","Dorset and Somerset","660","600","29460","27570"
"In post","2022","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","3030","2850","34850","32380"
"In post","2022","Declared disabled","Unknown","Unknown","150","140","32460","28000"
"In post","2022","Declared disabled","Wales","East Wales","1900","1750","32260","27570"
"In post","2022","Declared disabled","Wales","West Wales and The Valleys","1930","1690","26660","25570"
"In post","2022","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","480","440","28870","27570"
"In post","2022","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","1170","1070","29900","27570"
"In post","2022","Declared disabled","West Midlands (England)","West Midlands","2380","2160","29970","27570"
"In post","2022","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","550","490","27730","27380"
