"Status","Year","Ethnicity","Region_ITL2","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","White","Northern Ireland","Northern Ireland","3310","3140","30020","26820"
"In post","2022","White","Northumberland, and Tyne and Wear","North East (England)","18050","16280","30350","27570"
"In post","2022","White","Outer London - East and North East","London","1610","1490","32590","31060"
"In post","2022","White","Outer London - South","London","5390","5110","41920","37610"
"In post","2022","White","Outer London - West and North West","London","3700","3460","35820","31900"
"In post","2022","White","Overseas","Overseas","2530","2520","50050","49810"
"In post","2022","White","Shropshire and Staffordshire","West Midlands (England)","7090","6590","31060","27570"
"In post","2022","White","South Yorkshire","Yorkshire and The Humber","8220","7490","32410","27570"
"In post","2022","White","Southern Scotland","Scotland","4520","4100","30810","27570"
"In post","2022","White","Surrey, East and West Sussex","South East (England)","6500","5960","31720","27960"
"In post","2022","White","Tees Valley and Durham","North East (England)","8320","7560","29160","27130"
"In post","2022","White","Unknown","Unknown","780","750","34610","30260"
"In post","2022","White","West Central Scotland","Scotland","14820","13760","32280","27570"
"In post","2022","White","West Midlands","West Midlands (England)","10260","9460","33280","27570"
"In post","2022","White","West Wales and The Valleys","Wales","14370","13010","29340","26780"
"In post","2022","White","West Yorkshire","Yorkshire and The Humber","11980","11100","33970","30190"
"Leaver CS","2021","Asian","Bedfordshire and Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Cheshire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Derbyshire and Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Devon","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Dorset and Somerset","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","East Anglia","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","East Wales","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Essex","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Asian","Greater Manchester","North West (England)","60","50","[c]","[c]"
"Leaver CS","2021","Asian","Hampshire and Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Highlands and Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Inner London - East","London","120","110","36150","32030"
"Leaver CS","2021","Asian","Inner London - West","London","260","240","35380","28670"
"Leaver CS","2021","Asian","Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Lancashire","North West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Asian","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2021","Asian","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","North Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","North Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Northumberland and Tyne and Wear","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Outer London - South","London","50","40","[c]","[c]"
"Leaver CS","2021","Asian","Outer London - West and North West","London","150","130","29700","28820"
"Leaver CS","2021","Asian","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Shropshire and Staffordshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","South Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Southern Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Surrey, East and West Sussex","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Tees Valley and Durham","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","West Central Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","West Midlands","West Midlands (England)","120","100","29260","21010"
"Leaver CS","2021","Asian","West Wales and The Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","West Yorkshire","Yorkshire and The Humber","60","60","[c]","[c]"
"Leaver CS","2021","Black","Bedfordshire and Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Cheshire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Derbyshire and Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Devon","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Dorset and Somerset","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","East Anglia","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","East Wales","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Essex","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Greater Manchester","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Hampshire and Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Highlands and Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Inner London - East","London","100","90","30710","26410"
"Leaver CS","2021","Black","Inner London - West","London","170","150","34870","29540"
"Leaver CS","2021","Black","Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","North Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","North Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Northumberland and Tyne and Wear","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Outer London - East and North East","London","30","30","[c]","[c]"
"Leaver CS","2021","Black","Outer London - South","London","40","40","[c]","[c]"
"Leaver CS","2021","Black","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Shropshire and Staffordshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","South Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Southern Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Surrey, East and West Sussex","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Tees Valley and Durham","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","West Central Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","West Midlands","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","Black","West Wales and The Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","West Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Bedfordshire and Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cheshire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Derbyshire and Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Devon","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Dorset and Somerset","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East Anglia","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East Wales","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Essex","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Greater Manchester","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Hampshire and Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Highlands and Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northumberland and Tyne and Wear","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Shropshire and Staffordshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Southern Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Surrey, East and West Sussex","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Tees Valley and Durham","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Central Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Wales and The Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Bedfordshire and Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Cheshire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Derbyshire and Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Devon","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Dorset and Somerset","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","East Anglia","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","East Wales","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Essex","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Greater Manchester","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Hampshire and Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Highlands and Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Inner London - East","London","40","40","[c]","[c]"
"Leaver CS","2021","Mixed","Inner London - West","London","90","80","38710","33290"
"Leaver CS","2021","Mixed","Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","North Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","North Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Northumberland and Tyne and Wear","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Shropshire and Staffordshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","South Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Southern Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Surrey, East and West Sussex","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Tees Valley and Durham","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Central Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Wales and The Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Bedfordshire and Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cheshire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Derbyshire and Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Devon","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Dorset and Somerset","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Anglia","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Wales","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Essex","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Greater Manchester","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Hampshire and Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Highlands and Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Inner London - West","London","30","30","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northumberland and Tyne and Wear","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Shropshire and Staffordshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","South Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Southern Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Surrey, East and West Sussex","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Tees Valley and Durham","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","West Central Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","West Midlands","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","West Wales and The Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","West Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Bedfordshire and Hertfordshire","East of England","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cheshire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","South West (England)","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Dorset and Somerset","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","East of England","70","50","31410","32820"
"Leaver CS","2021","Undeclared","East Wales","Wales","80","80","29740","23050"
"Leaver CS","2021","Undeclared","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","Scotland","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","East of England","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","80","70","36190","34660"
"Leaver CS","2021","Undeclared","Greater Manchester","North West (England)","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","South East (England)","90","80","27030","23050"
"Leaver CS","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Highlands and Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","London","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","London","170","160","36660","26410"
"Leaver CS","2021","Undeclared","Kent","South East (England)","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Merseyside","North West (England)","30","20","[c]","[c]"
"Leaver CS","2021","Undeclared","North Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northumberland and Tyne and Wear","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - West and North West","London","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Shropshire and Staffordshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Southern Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Surrey, East and West Sussex","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Tees Valley and Durham","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Central Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands","West Midlands (England)","60","50","[c]","[c]"
"Leaver CS","2021","Undeclared","West Wales and The Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Yorkshire","Yorkshire and The Humber","30","20","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","East of England","110","100","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","190","180","28260","25100"
"Leaver CS","2021","Unknown","Cheshire","North West (England)","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","North West (England)","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","East Midlands (England)","160","140","25670","24130"
"Leaver CS","2021","Unknown","Devon","South West (England)","170","150","27050","21100"
"Leaver CS","2021","Unknown","Dorset and Somerset","South West (England)","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","East of England","160","150","28680","27570"
"Leaver CS","2021","Unknown","East Wales","Wales","200","180","30810","26860"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","70","70","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","Scotland","350","320","33370","27870"
"Leaver CS","2021","Unknown","Essex","East of England","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","220","210","33220","27570"
"Leaver CS","2021","Unknown","Greater Manchester","North West (England)","190","180","27280","25000"
"Leaver CS","2021","Unknown","Hampshire and Isle of Wight","South East (England)","90","90","33380","27570"
