"Status","Year","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","9540","9050","33560","30110"
"In post","2022","Cheshire","4390","4130","31980","28880"
"In post","2022","Cornwall and Isles of Scilly","1770","1620","27790","26750"
"In post","2022","Cumbria","2320","2120","28780","25190"
"In post","2022","Derbyshire and Nottinghamshire","13710","12760","31950","27570"
"In post","2022","Devon","9320","8570","32060","27570"
"In post","2022","Dorset and Somerset","5460","5090","30510","27570"
"In post","2022","East Anglia","12910","12030","30540","27570"
"In post","2022","East Wales","20860","19610","33910","29470"
"In post","2022","East Yorkshire and Northern Lincolnshire","4950","4540","28490","27130"
"In post","2022","Eastern Scotland","20990","19810","35670","31280"
"In post","2022","Essex","5320","4900","31260","29290"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30170","28680","36750","33300"
"In post","2022","Greater Manchester","21600","20380","32190","27570"
"In post","2022","Hampshire and Isle of Wight","15570","14360","33070","29230"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","4190","3910","29130","26780"
"In post","2022","Highlands and Islands","2000","1880","29970","27570"
"In post","2022","Inner London - East","19050","18250","42320","37610"
"In post","2022","Inner London - West","60770","59140","47670","42720"
"In post","2022","Kent","8760","8200","30010","28200"
"In post","2022","Lancashire","14780","13490","29240","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","6280","5770","28240","26750"
"In post","2022","Lincolnshire","3020","2840","28870","26950"
"In post","2022","Merseyside","21220","19580","29570","26670"
"In post","2022","North Eastern Scotland","1930","1820","36780","31540"
"In post","2022","North Yorkshire","4650","4410","32880","29180"
"In post","2022","Northern Ireland","4260","4050","29640","26590"
"In post","2022","Northumberland, and Tyne and Wear","23250","21080","30050","26820"
"In post","2022","Outer London - East and North East","4070","3800","31460","31060"
"In post","2022","Outer London - South","11820","11240","38900","35050"
"In post","2022","Outer London - West and North West","9120","8530","33790","31060"
"In post","2022","Overseas","3690","3670","49440","48580"
"In post","2022","Shropshire and Staffordshire","8910","8310","31080","27570"
"In post","2022","South Yorkshire","10480","9610","32200","27570"
"In post","2022","Southern Scotland","6240","5690","30260","27230"
"In post","2022","Surrey, East and West Sussex","8770","8050","31570","27980"
"In post","2022","Tees Valley and Durham","9850","8990","28980","27130"
"In post","2022","Unknown","3310","3240","35950","32400"
"In post","2022","West Central Scotland","19850","18500","31960","27570"
"In post","2022","West Midlands","20070","18640","31380","27570"
"In post","2022","West Wales and The Valleys","17040","15490","29170","26710"
"In post","2022","West Yorkshire","19150","17850","32690","27570"
"Leaver CS","2021","Bedfordshire and Hertfordshire","470","420","30260","26590"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","720","660","31830","28550"
"Leaver CS","2021","Cheshire","200","170","28240","26000"
"Leaver CS","2021","Cornwall and Isles of Scilly","90","80","27030","24670"
"Leaver CS","2021","Cumbria","120","110","26280","21050"
"Leaver CS","2021","Derbyshire and Nottinghamshire","630","550","27100","24000"
"Leaver CS","2021","Devon","610","540","26480","21580"
"Leaver CS","2021","Dorset and Somerset","350","310","29280","27130"
"Leaver CS","2021","East Anglia","990","880","30560","26890"
"Leaver CS","2021","East Wales","1190","1030","32570","26930"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","460","390","27920","26930"
"Leaver CS","2021","Eastern Scotland","1120","990","34390","28910"
"Leaver CS","2021","Essex","340","300","29210","26350"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","1410","1300","34540","30020"
"Leaver CS","2021","Greater Manchester","960","850","30080","26000"
"Leaver CS","2021","Hampshire and Isle of Wight","860","750","29770","26670"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","270","240","24650","22220"
"Leaver CS","2021","Highlands and Islands","100","90","28640","25870"
"Leaver CS","2021","Inner London - East","1020","950","41730","33870"
"Leaver CS","2021","Inner London - West","3080","2730","44030","37030"
"Leaver CS","2021","Kent","560","490","26770","25110"
"Leaver CS","2021","Lancashire","720","610","26280","21010"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","640","570","25920","21950"
"Leaver CS","2021","Lincolnshire","330","300","29040","28000"
"Leaver CS","2021","Merseyside","770","630","27640","24110"
"Leaver CS","2021","North Eastern Scotland","150","130","35030","27570"
"Leaver CS","2021","North Yorkshire","260","230","33880","27570"
"Leaver CS","2021","Northern Ireland","200","180","27470","21850"
"Leaver CS","2021","Northumberland and Tyne and Wear","1070","860","26470","21010"
"Leaver CS","2021","Outer London - East and North East","230","210","29380","31060"
"Leaver CS","2021","Outer London - South","440","390","34990","30060"
"Leaver CS","2021","Outer London - West and North West","560","500","33200","31060"
"Leaver CS","2021","Overseas","130","110","42070","38290"
"Leaver CS","2021","Shropshire and Staffordshire","510","450","27790","26000"
"Leaver CS","2021","South Yorkshire","640","540","29060","25000"
"Leaver CS","2021","Southern Scotland","260","210","29770","27150"
"Leaver CS","2021","Surrey, East and West Sussex","550","490","29780","26080"
"Leaver CS","2021","Tees Valley and Durham","610","510","27260","22350"
"Leaver CS","2021","Unknown","690","680","40470","32000"
"Leaver CS","2021","West Central Scotland","710","610","30340","26750"
"Leaver CS","2021","West Midlands","1100","930","32130","26120"
"Leaver CS","2021","West Wales and The Valleys","780","650","26320","21590"
"Leaver CS","2021","West Yorkshire","980","810","29680","26890"
"Leaver CS","2022","Bedfordshire and Hertfordshire","600","560","31680","29290"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","1300","1220","30320","27570"
"Leaver CS","2022","Cheshire","340","310","30970","27570"
"Leaver CS","2022","Cornwall and Isles of Scilly","170","150","26340","21260"
"Leaver CS","2022","Cumbria","200","180","29810","26030"
"Leaver CS","2022","Derbyshire and Nottinghamshire","1070","950","28740","26780"
"Leaver CS","2022","Devon","760","680","29820","26750"
"Leaver CS","2022","Dorset and Somerset","530","480","29870","27570"
"Leaver CS","2022","East Anglia","1460","1320","31490","27570"
"Leaver CS","2022","East Wales","1560","1390","31990","26780"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","420","380","27300","26930"
"Leaver CS","2022","Eastern Scotland","1640","1470","33850","27570"
"Leaver CS","2022","Essex","620","550","30300","29290"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","2610","2420","34000","30000"
"Leaver CS","2022","Greater Manchester","1600","1450","31000","27570"
"Leaver CS","2022","Hampshire and Isle of Wight","1530","1340","30370","26970"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","460","430","26820","26130"
"Leaver CS","2022","Highlands and Islands","190","170","27830","26780"
"Leaver CS","2022","Inner London - East","2610","2450","43870","36480"
"Leaver CS","2022","Inner London - West","4930","4220","44310","39750"
"Leaver CS","2022","Kent","800","720","31060","27380"
"Leaver CS","2022","Lancashire","1130","990","26530","21260"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","920","820","27730","22200"
"Leaver CS","2022","Lincolnshire","290","270","28520","26930"
"Leaver CS","2022","Merseyside","1350","1140","28280","25040"
"Leaver CS","2022","North Eastern Scotland","160","150","32590","27570"
"Leaver CS","2022","North Yorkshire","420","380","31750","27570"
"Leaver CS","2022","Northern Ireland","260","230","27950","23250"
"Leaver CS","2022","Northumberland, and Tyne and Wear","1840","1560","28310","21760"
"Leaver CS","2022","Outer London - East and North East","420","390","29980","31060"
"Leaver CS","2022","Outer London - South","770","710","34850","31060"
"Leaver CS","2022","Outer London - West and North West","910","800","32190","31060"
"Leaver CS","2022","Overseas","140","130","48290","44910"
"Leaver CS","2022","Shropshire and Staffordshire","780","700","28520","26780"
"Leaver CS","2022","South Yorkshire","740","660","30240","27290"
"Leaver CS","2022","Southern Scotland","540","460","30280","27570"
"Leaver CS","2022","Surrey, East and West Sussex","940","830","30270","27570"
"Leaver CS","2022","Tees Valley and Durham","710","610","27060","22600"
"Leaver CS","2022","Unknown","1230","1010","31440","26780"
"Leaver CS","2022","West Central Scotland","1220","1060","30830","26970"
"Leaver CS","2022","West Midlands","1480","1330","32670","27570"
"Leaver CS","2022","West Wales and The Valleys","650","560","28630","26120"
"Leaver CS","2022","West Yorkshire","1920","1600","30530","27570"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","40","40","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","70","70","[c]","[c]"
"Leaver Dept.","2021","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cumbria","40","40","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","190","190","28260","24000"
"Leaver Dept.","2021","Devon","90","90","27180","22530"
"Leaver Dept.","2021","Dorset and Somerset","40","40","[c]","[c]"
"Leaver Dept.","2021","East Anglia","100","100","30530","29750"
"Leaver Dept.","2021","East Wales","400","390","34490","30630"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","30","30","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","200","200","31840","27570"
"Leaver Dept.","2021","Essex","50","50","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","670","650","35520","32430"
"Leaver Dept.","2021","Greater Manchester","450","440","29510","27570"
"Leaver Dept.","2021","Hampshire and Isle of Wight","180","170","33640","29130"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","50","50","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","480","470","45280","40470"
"Leaver Dept.","2021","Inner London - West","4480","4060","44660","39420"
"Leaver Dept.","2021","Kent","80","70","[c]","[c]"
"Leaver Dept.","2021","Lancashire","190","190","31750","27570"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","70","60","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","360","330","29090","25040"
"Leaver Dept.","2021","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","110","100","35890","32430"
"Leaver Dept.","2021","Northern Ireland","50","50","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","460","440","27990","26600"
"Leaver Dept.","2021","Outer London - East and North East","40","40","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","240","230","39080","33960"
"Leaver Dept.","2021","Outer London - West and North West","110","100","32090","30220"
"Leaver Dept.","2021","Overseas","120","70","50990","52500"
"Leaver Dept.","2021","Shropshire and Staffordshire","90","90","25970","21170"
"Leaver Dept.","2021","South Yorkshire","160","150","34290","31990"
"Leaver Dept.","2021","Southern Scotland","90","80","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","90","90","27360","25980"
"Leaver Dept.","2021","Tees Valley and Durham","150","140","26220","24510"
"Leaver Dept.","2021","Unknown","710","700","35580","32000"
"Leaver Dept.","2021","West Central Scotland","310","300","27540","26550"
"Leaver Dept.","2021","West Midlands","400","390","28540","24570"
"Leaver Dept.","2021","West Wales and The Valleys","190","180","28640","26130"
"Leaver Dept.","2021","West Yorkshire","340","300","32350","27570"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","90","80","35750","30910"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","450","410","42390","39110"
"Leaver Dept.","2022","Cheshire","90","90","32580","27570"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","30","30","[c]","[c]"
"Leaver Dept.","2022","Cumbria","40","40","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","490","470","33660","28440"
"Leaver Dept.","2022","Devon","150","150","33610","28080"
"Leaver Dept.","2022","Dorset and Somerset","50","50","[c]","[c]"
"Leaver Dept.","2022","East Anglia","450","420","38030","30760"
"Leaver Dept.","2022","East Wales","570","560","34060","29540"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","40","40","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","480","460","29420","27570"
"Leaver Dept.","2022","Essex","120","120","38190","30460"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","1890","1800","37070","32780"
"Leaver Dept.","2022","Greater Manchester","990","950","32940","27570"
"Leaver Dept.","2022","Hampshire and Isle of Wight","280","270","35980","30210"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","100","90","33320","27570"
"Leaver Dept.","2022","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","2450","2290","45540","40070"
"Leaver Dept.","2022","Inner London - West","6060","4970","44640","39990"
"Leaver Dept.","2022","Kent","180","170","38540","30840"
"Leaver Dept.","2022","Lancashire","260","250","33770","28590"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","110","100","26500","23390"
"Leaver Dept.","2022","Lincolnshire","40","30","[c]","[c]"
"Leaver Dept.","2022","Merseyside","680","650","30560","27370"
"Leaver Dept.","2022","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","220","210","38510","33300"
"Leaver Dept.","2022","Northern Ireland","50","50","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","780","740","31990","27570"
"Leaver Dept.","2022","Outer London - East and North East","100","100","31220","31060"
"Leaver Dept.","2022","Outer London - South","350","340","37660","32000"
"Leaver Dept.","2022","Outer London - West and North West","1320","1210","41220","33950"
"Leaver Dept.","2022","Overseas","60","30","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","160","150","33330","27570"
"Leaver Dept.","2022","South Yorkshire","280","270","37210","33320"
"Leaver Dept.","2022","Southern Scotland","160","160","35880","33930"
"Leaver Dept.","2022","Surrey, East and West Sussex","170","160","37830","30460"
"Leaver Dept.","2022","Tees Valley and Durham","220","210","30600","27570"
"Leaver Dept.","2022","Unknown","740","540","37380","32000"
"Leaver Dept.","2022","West Central Scotland","580","560","28870","27570"
"Leaver Dept.","2022","West Midlands","1060","1000","33160","27570"
"Leaver Dept.","2022","West Wales and The Valleys","170","170","31820","27570"
"Leaver Dept.","2022","West Yorkshire","1130","770","35720","30760"
"New entrant CS","2021","Bedfordshire and Hertfordshire","820","790","27060","27570"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","1260","1220","28730","27570"
"New entrant CS","2021","Cheshire","670","660","27800","27570"
"New entrant CS","2021","Cornwall and Isles of Scilly","180","170","27020","27570"
"New entrant CS","2021","Cumbria","150","140","28260","23540"
"New entrant CS","2021","Derbyshire and Nottinghamshire","1310","1270","27280","25560"
"New entrant CS","2021","Devon","1060","1020","26270","22850"
"New entrant CS","2021","Dorset and Somerset","520","500","25620","22920"
"New entrant CS","2021","East Anglia","1410","1360","26710","25850"
"New entrant CS","2021","East Wales","1940","1880","26810","23320"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","440","430","24590","22850"
"New entrant CS","2021","Eastern Scotland","2090","2040","28880","25560"
"New entrant CS","2021","Essex","790","770","27620","29290"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","3210","3080","30350","27570"
"New entrant CS","2021","Greater Manchester","2680","2620","27970","25560"
"New entrant CS","2021","Hampshire and Isle of Wight","1870","1800","28670","27570"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","410","390","25600","22850"
"New entrant CS","2021","Highlands and Islands","210","200","25120","21710"
"New entrant CS","2021","Inner London - East","3330","3200","35420","31060"
"New entrant CS","2021","Inner London - West","8340","8250","37660","32790"
"New entrant CS","2021","Kent","1150","1120","26720","27850"
"New entrant CS","2021","Lancashire","1290","1260","23540","21010"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","880","850","24610","22850"
"New entrant CS","2021","Lincolnshire","290","280","26800","25790"
"New entrant CS","2021","Merseyside","1240","1210","26160","22570"
"New entrant CS","2021","North Eastern Scotland","190","180","28000","27570"
"New entrant CS","2021","North Yorkshire","560","540","29600","27570"
"New entrant CS","2021","Northern Ireland","360","340","24170","20140"
"New entrant CS","2021","Northumberland and Tyne and Wear","2560","2510","24860","21010"
"New entrant CS","2021","Outer London - East and North East","930","910","29040","31060"
"New entrant CS","2021","Outer London - South","1070","1060","33050","31060"
"New entrant CS","2021","Outer London - West and North West","1440","1400","30310","31060"
"New entrant CS","2021","Overseas","40","40","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","1050","1010","25610","24000"
"New entrant CS","2021","South Yorkshire","1030","1010","27110","24120"
"New entrant CS","2021","Southern Scotland","480","470","23680","20810"
"New entrant CS","2021","Surrey, East and West Sussex","1350","1300","26950","27570"
"New entrant CS","2021","Tees Valley and Durham","710","690","23620","21050"
"New entrant CS","2021","Unknown","900","880","32720","27570"
"New entrant CS","2021","West Central Scotland","1530","1490","27110","23450"
"New entrant CS","2021","West Midlands","2000","1940","28870","27000"
"New entrant CS","2021","West Wales and The Valleys","1020","960","24190","21590"
"New entrant CS","2021","West Yorkshire","2490","2430","28060","27570"
"New entrant CS","2022","Bedfordshire and Hertfordshire","750","720","29060","28140"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","1310","1260","29240","27570"
"New entrant CS","2022","Cheshire","590","570","28050","24800"
"New entrant CS","2022","Cornwall and Isles of Scilly","250","240","25720","21260"
"New entrant CS","2022","Cumbria","360","340","26650","23170"
"New entrant CS","2022","Derbyshire and Nottinghamshire","2130","2040","27130","25710"
"New entrant CS","2022","Devon","1020","980","27150","23540"
"New entrant CS","2022","Dorset and Somerset","710","680","26960","24090"
"New entrant CS","2022","East Anglia","1770","1680","26900","24800"
"New entrant CS","2022","East Wales","2540","2470","28310","24500"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","600","580","25200","23140"
"New entrant CS","2022","Eastern Scotland","3290","3200","29470","27230"
"New entrant CS","2022","Essex","770","730","27950","24880"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","3720","3600","30720","27540"
"New entrant CS","2022","Greater Manchester","3430","3330","28850","26590"
"New entrant CS","2022","Hampshire and Isle of Wight","1790","1670","28710","26030"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","650","610","26750","24090"
"New entrant CS","2022","Highlands and Islands","170","170","27720","27230"
"New entrant CS","2022","Inner London - East","2880","2800","37350","32260"
"New entrant CS","2022","Inner London - West","7770","7490","37750","33230"
"New entrant CS","2022","Kent","1090","1050","26720","24880"
"New entrant CS","2022","Lancashire","1600","1560","25920","23140"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","1050","1020","25060","23140"
"New entrant CS","2022","Lincolnshire","450","430","27030","25480"
"New entrant CS","2022","Merseyside","2850","2770","25890","24800"
"New entrant CS","2022","North Eastern Scotland","270","270","30400","27230"
"New entrant CS","2022","North Yorkshire","660","640","31040","27570"
"New entrant CS","2022","Northern Ireland","600","590","28030","26590"
"New entrant CS","2022","Northumberland, and Tyne and Wear","2990","2910","26250","23010"
"New entrant CS","2022","Outer London - East and North East","690","670","30030","30130"
"New entrant CS","2022","Outer London - South","1160","1130","33960","30750"
"New entrant CS","2022","Outer London - West and North West","1270","1200","30820","29610"
"New entrant CS","2022","Overseas","50","50","37970","36740"
"New entrant CS","2022","Shropshire and Staffordshire","1090","1040","27560","24090"
"New entrant CS","2022","South Yorkshire","1220","1180","28850","25000"
"New entrant CS","2022","Southern Scotland","700","680","24480","21640"
"New entrant CS","2022","Surrey, East and West Sussex","1330","1260","28990","26140"
"New entrant CS","2022","Tees Valley and Durham","1220","1190","26890","23700"
"New entrant CS","2022","Unknown","870","770","29440","27570"
"New entrant CS","2022","West Central Scotland","3150","3080","28970","27020"
"New entrant CS","2022","West Midlands","3510","3380","28570","26590"
"New entrant CS","2022","West Wales and The Valleys","1680","1620","25520","21840"
"New entrant CS","2022","West Yorkshire","3390","3180","29090","26590"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","",""
"Data column","Description","","","","",""
"Status","Employment status of the civil servants.","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","",""
"Year","Year of data collection (as at March 31st).","","","","",""
"Region_ITL2","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","",""
"","ITL 2 divides into Northern Ireland, counties in England (most grouped), groups of districts in Greater London, groups of unitary authorities in Wales, groups of council areas in Scotland.","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","",""
