"Status","Year","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","East Sussex CC","Heterosexual / straight","70","60","25360","21010"
"Leaver CS","2021","East Sussex CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Heterosexual / straight","100","90","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Unknown","220","180","[c]","[c]"
"Leaver CS","2021","Glasgow City","Heterosexual / straight","220","190","31020","25670"
"Leaver CS","2021","Glasgow City","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Glasgow City","Unknown","170","150","30580","26050"
"Leaver CS","2021","Gloucestershire","Heterosexual / straight","60","50","29010","26630"
"Leaver CS","2021","Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Unknown","150","130","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Heterosexual / straight","80","70","32010","29080"
"Leaver CS","2021","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Unknown","190","160","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Heterosexual / straight","100","90","32170","26730"
"Leaver CS","2021","Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Unknown","140","120","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Heterosexual / straight","90","80","29260","27760"
"Leaver CS","2021","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Anglesey","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Isle of Anglesey","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Anglesey","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Wight","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Kensington & Chelsea and Hammersmith & Fulham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Kent Thames Gateway","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent Thames Gateway","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","Unknown","130","110","[c]","[c]"
"Leaver CS","2021","Lambeth","Heterosexual / straight","160","160","43790","37920"
"Leaver CS","2021","Lambeth","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Heterosexual / straight","260","220","31240","27570"
"Leaver CS","2021","Leeds","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Leeds","Unknown","310","240","32270","27570"
"Leaver CS","2021","Leicester","Heterosexual / straight","80","70","27750","22390"
"Leaver CS","2021","Leicester","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicester","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","Heterosexual / straight","110","100","29320","26750"
"Leaver CS","2021","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","Heterosexual / straight","70","60","33460","31060"
"Leaver CS","2021","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Heterosexual / straight","170","160","29240","27680"
"Leaver CS","2021","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Unknown","120","110","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","Heterosexual / straight","210","180","25830","22640"
"Leaver CS","2021","Liverpool","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","Unknown","130","100","[c]","[c]"
"Leaver CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Luton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Luton","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Luton","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Luton","Unknown","90","80","[c]","[c]"
"Leaver CS","2021","Manchester","Heterosexual / straight","240","220","35110","28170"
"Leaver CS","2021","Manchester","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Manchester","Unknown","160","140","33450","26890"
"Leaver CS","2021","Medway","Heterosexual / straight","80","70","[c]","[c]"
"Leaver CS","2021","Medway","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medway","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merton, Kingston upon Thames and Sutton","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mid Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mid Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mid Kent","Unknown","100","80","[c]","[c]"
"Leaver CS","2021","Mid Lancashire","Heterosexual / straight","90","80","28690","26380"
"Leaver CS","2021","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mid Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mid Lancashire","Unknown","140","110","[c]","[c]"
"Leaver CS","2021","Milton Keynes","Heterosexual / straight","70","70","[c]","[c]"
"Leaver CS","2021","Milton Keynes","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Milton Keynes","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Milton Keynes","Unknown","70","50","[c]","[c]"
"Leaver CS","2021","Monmouthshire and Newport","Heterosexual / straight","130","100","32260","26660"
"Leaver CS","2021","Monmouthshire and Newport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Monmouthshire and Newport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Monmouthshire and Newport","Unknown","100","90","29590","23320"
"Leaver CS","2021","Na h-Eileanan Siar","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Na h-Eileanan Siar","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Newry, Mourne and Down","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Newry, Mourne and Down","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Newry, Mourne and Down","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North and North East Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North and North East Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North and North East Lincolnshire","Unknown","90","70","[c]","[c]"
"Leaver CS","2021","North and West Norfolk","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North and West Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Hampshire","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Lanarkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Lanarkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Lanarkshire","Unknown","70","50","[c]","[c]"
"Leaver CS","2021","North Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Nottinghamshire","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire CC","Heterosexual / straight","70","70","29750","21470"
"Leaver CS","2021","North Yorkshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Norwich and East Norfolk","Heterosexual / straight","80","70","[c]","[c]"
"Leaver CS","2021","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Norwich and East Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Norwich and East Norfolk","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Nottingham","Heterosexual / straight","150","140","28300","24000"
"Leaver CS","2021","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Nottingham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Nottingham","Unknown","190","170","25560","22350"
"Leaver CS","2021","Orkney Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Orkney Islands","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Orkney Islands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Heterosexual / straight","70","70","42050","36960"
"Leaver CS","2021","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","60","40","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Heterosexual / straight","120","110","30470","27570"
"Leaver CS","2021","Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Perth and Kinross and Stirling","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Perth and Kinross and Stirling","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Perth and Kinross and Stirling","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Perth and Kinross and Stirling","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Peterborough","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Peterborough","Unknown","150","120","[c]","[c]"
"Leaver CS","2021","Plymouth","Heterosexual / straight","90","70","28710","26890"
"Leaver CS","2021","Plymouth","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Plymouth","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Portsmouth","Heterosexual / straight","100","90","29400","26800"
"Leaver CS","2021","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Portsmouth","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Powys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Powys","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Powys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Powys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Redbridge and Waltham Forest","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Redbridge and Waltham Forest","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sandwell","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sandwell","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sandwell","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Borders","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Borders","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Borders","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Borders","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","Heterosexual / straight","90","70","31720","27370"
"Leaver CS","2021","Sefton","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","Unknown","150","120","[c]","[c]"
"Leaver CS","2021","Sheffield","Heterosexual / straight","180","160","29200","24700"
"Leaver CS","2021","Sheffield","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sheffield","Unknown","230","190","31720","26120"
"Leaver CS","2021","Shetland Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Shropshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Somerset","Heterosexual / straight","100","90","30430","27620"
"Leaver CS","2021","Somerset","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Heterosexual / straight","160","130","26060","23090"
"Leaver CS","2021","South Hampshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Unknown","80","60","25640","19170"
"Leaver CS","2021","South Lanarkshire","Heterosexual / straight","30","20","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Unknown","120","100","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Heterosexual / straight","30","30","[c]","[c]"
