"Status","Year","Parent_department","Sex","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Female","Bedfordshire and Hertfordshire","120","100","38990","30110"
"In post","2021","Attorney General's Departments","Female","Berkshire, Buckinghamshire and Oxfordshire","100","90","41740","36240"
"In post","2021","Attorney General's Departments","Female","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Female","Cumbria","30","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Female","Derbyshire and Nottinghamshire","180","160","36980","28430"
"In post","2021","Attorney General's Departments","Female","Devon","50","50","38720","36240"
"In post","2021","Attorney General's Departments","Female","East Anglia","80","70","32660","28430"
"In post","2021","Attorney General's Departments","Female","East Wales","190","170","38610","37890"
"In post","2021","Attorney General's Departments","Female","East Yorkshire and Northern Lincolnshire","50","50","37270","28430"
"In post","2021","Attorney General's Departments","Female","Essex","130","120","40170","34140"
"In post","2021","Attorney General's Departments","Female","Gloucestershire, Wiltshire and Bath/Bristol area","130","120","41310","40050"
"In post","2021","Attorney General's Departments","Female","Greater Manchester","240","220","39720","33900"
"In post","2021","Attorney General's Departments","Female","Hampshire and Isle of Wight","170","160","42130","36240"
"In post","2021","Attorney General's Departments","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Female","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Female","Inner London - West","2830","2600","50020","51250"
"In post","2021","Attorney General's Departments","Female","Kent","80","70","36790","30110"
"In post","2021","Attorney General's Departments","Female","Lancashire","110","100","38190","32890"
"In post","2021","Attorney General's Departments","Female","Leicestershire, Rutland and Northamptonshire","110","100","37620","34480"
"In post","2021","Attorney General's Departments","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Female","Merseyside","240","220","35850","28430"
"In post","2021","Attorney General's Departments","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Female","North Yorkshire","190","170","45790","51470"
"In post","2021","Attorney General's Departments","Female","Northumberland and Tyne and Wear","160","140","36040","28430"
"In post","2021","Attorney General's Departments","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Female","Outer London - South","60","50","39340","31710"
"In post","2021","Attorney General's Departments","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Female","Shropshire and Staffordshire","50","50","39470","38760"
"In post","2021","Attorney General's Departments","Female","South Yorkshire","100","80","34320","28430"
"In post","2021","Attorney General's Departments","Female","Surrey, East and West Sussex","120","110","41010","33960"
"In post","2021","Attorney General's Departments","Female","Tees Valley and Durham","70","60","36990","28430"
"In post","2021","Attorney General's Departments","Female","West Midlands","330","300","38140","32170"
"In post","2021","Attorney General's Departments","Female","West Wales and The Valleys","50","50","38900","33310"
"In post","2021","Attorney General's Departments","Female","West Yorkshire","290","260","39000","34480"
"In post","2021","Attorney General's Departments","Male","Bedfordshire and Hertfordshire","60","60","49620","51120"
"In post","2021","Attorney General's Departments","Male","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Derbyshire and Nottinghamshire","90","90","38360","34480"
"In post","2021","Attorney General's Departments","Male","Devon","50","50","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","East Anglia","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","East Wales","100","90","46140","48830"
"In post","2021","Attorney General's Departments","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Essex","50","50","43630","36240"
"In post","2021","Attorney General's Departments","Male","Gloucestershire, Wiltshire and Bath/Bristol area","70","70","47140","51160"
"In post","2021","Attorney General's Departments","Male","Greater Manchester","120","120","44360","48080"
"In post","2021","Attorney General's Departments","Male","Hampshire and Isle of Wight","90","90","44300","50520"
"In post","2021","Attorney General's Departments","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Inner London - West","1680","1650","51330","51250"
"In post","2021","Attorney General's Departments","Male","Kent","50","50","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Lancashire","60","60","43340","48080"
"In post","2021","Attorney General's Departments","Male","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Merseyside","120","120","40890","38180"
"In post","2021","Attorney General's Departments","Male","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","North Yorkshire","130","120","49250","55610"
"In post","2021","Attorney General's Departments","Male","Northumberland and Tyne and Wear","80","80","41760","48080"
"In post","2021","Attorney General's Departments","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Outer London - South","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","South Yorkshire","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Surrey, East and West Sussex","50","50","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","West Midlands","160","160","43130","40420"
"In post","2021","Attorney General's Departments","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","West Yorkshire","160","160","44820","48080"
"In post","2021","Cabinet Office","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Berkshire, Buckinghamshire and Oxfordshire","60","60","33420","33000"
"In post","2021","Cabinet Office","Female","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","East Anglia","60","50","47860","40250"
"In post","2021","Cabinet Office","Female","East Wales","40","30","[c]","[c]"
"In post","2021","Cabinet Office","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Gloucestershire, Wiltshire and Bath/Bristol area","70","70","56320","51230"
"In post","2021","Cabinet Office","Female","Greater Manchester","160","160","43420","37300"
"In post","2021","Cabinet Office","Female","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Female","Inner London - East","450","440","49270","54700"
"In post","2021","Cabinet Office","Female","Inner London - West","2970","2910","46810","38580"
"In post","2021","Cabinet Office","Female","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Merseyside","60","60","47310","49700"
"In post","2021","Cabinet Office","Female","North Yorkshire","230","220","28570","26670"
"In post","2021","Cabinet Office","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Northumberland and Tyne and Wear","250","230","27650","23850"
"In post","2021","Cabinet Office","Female","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","South Yorkshire","60","50","46160","40160"
"In post","2021","Cabinet Office","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Unknown","330","320","36050","32000"
"In post","2021","Cabinet Office","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","West Yorkshire","100","100","47700","40250"
"In post","2021","Cabinet Office","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Berkshire, Buckinghamshire and Oxfordshire","60","60","37790","33300"
"In post","2021","Cabinet Office","Male","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","East Anglia","50","50","46530","44060"
"In post","2021","Cabinet Office","Male","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Gloucestershire, Wiltshire and Bath/Bristol area","100","100","54730","53190"
"In post","2021","Cabinet Office","Male","Greater Manchester","120","110","47950","49700"
"In post","2021","Cabinet Office","Male","Hampshire and Isle of Wight","50","50","55730","53320"
"In post","2021","Cabinet Office","Male","Inner London - East","450","440","54950","54700"
"In post","2021","Cabinet Office","Male","Inner London - West","2580","2570","52520","46550"
"In post","2021","Cabinet Office","Male","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Merseyside","70","70","50760","49700"
"In post","2021","Cabinet Office","Male","North Yorkshire","210","210","30380","26670"
"In post","2021","Cabinet Office","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Northumberland and Tyne and Wear","160","150","29760","23850"
"In post","2021","Cabinet Office","Male","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","South Yorkshire","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Unknown","280","280","36480","32000"
"In post","2021","Cabinet Office","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","West Yorkshire","80","80","46190","39810"
"In post","2021","Chancellor's other departments","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Female","Inner London - West","160","150","53920","47940"
"In post","2021","Chancellor's other departments","Female","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Male","Inner London - West","200","200","63760","52280"
"In post","2021","Chancellor's other departments","Male","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Female","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Female","Inner London - West","50","50","[c]","[c]"
"In post","2021","Charity Commission","Female","Merseyside","180","160","32560","29160"
"In post","2021","Charity Commission","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Male","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Male","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Male","Merseyside","130","130","33070","29160"
"In post","2021","Competition and Markets Authority","Female","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Female","Eastern Scotland","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Female","Inner London - East","400","380","58800","56000"
"In post","2021","Competition and Markets Authority","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Male","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Male","Inner London - East","390","380","62910","59170"
"In post","2021","Competition and Markets Authority","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Derbyshire and Nottinghamshire","110","100","29750","27130"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Devon","710","660","37200","37420"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","East Anglia","90","80","30850","26450"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","East Wales","1410","1270","31590","26920"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Eastern Scotland","70","70","26570","21840"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Gloucestershire, Wiltshire and Bath/Bristol area","130","130","39120","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Greater Manchester","190","180","32060","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Hampshire and Isle of Wight","50","50","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Inner London - East","130","120","40270","38170"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Inner London - West","2530","2450","47860","44520"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Kent","40","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Lancashire","40","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Merseyside","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","North Eastern Scotland","70","60","44440","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Northern Ireland","[c]","[c]","[c]","[c]"
