"Status","Year","Region_ITL3","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Aberdeen City and Aberdeenshire","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Legal","Operational Delivery","80","70","24440","22820"
"In post","2021","Aberdeen City and Aberdeenshire","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","No function","Operational Delivery","510","490","39970","31760"
"In post","2021","Aberdeen City and Aberdeenshire","No function","Other","30","30","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","No function","Policy","80","80","51630","52940"
"In post","2021","Aberdeen City and Aberdeenshire","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","No function","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Property","Other","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Property","Unknown","60","60","30300","28630"
"In post","2021","Aberdeen City and Aberdeenshire","Security","Security","90","90","40950","44070"
"In post","2021","Aberdeen City and Aberdeenshire","Unknown","Operational Delivery","40","30","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Unknown","Unknown","820","760","33810","29190"
"In post","2021","Angus and Dundee City","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Legal","Legal","30","30","[c]","[c]"
"In post","2021","Angus and Dundee City","Legal","Operational Delivery","70","60","24910","22820"
"In post","2021","Angus and Dundee City","No function","Operational Delivery","280","260","23340","21440"
"In post","2021","Angus and Dundee City","No function","Tax","70","70","25250","20140"
"In post","2021","Angus and Dundee City","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Unknown","Unknown","1380","1280","26400","22230"
"In post","2021","Antrim and Newtownabbey","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Security","Security","80","80","21070","20310"
"In post","2021","Antrim and Newtownabbey","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Unknown","Other","60","60","20950","20310"
"In post","2021","Antrim and Newtownabbey","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","No function","Operational Delivery","40","40","[c]","[c]"
"In post","2021","Ards and North Down","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Security","Security","90","90","21100","20310"
"In post","2021","Ards and North Down","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Unknown","Other","40","40","[c]","[c]"
"In post","2021","Ards and North Down","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","No function","Operational Delivery","130","120","27800","26150"
"In post","2021","Barking & Dagenham and Havering","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Unknown","460","420","30980","31060"
"In post","2021","Barnet","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Digital, Data & Technology","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Barnet","Finance","Finance","40","40","[c]","[c]"
"In post","2021","Barnet","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","No function","Medicine","40","30","[c]","[c]"
"In post","2021","Barnet","No function","Operational Delivery","500","470","35580","32190"
"In post","2021","Barnet","No function","Science and Engineering","530","510","40980","40070"
"In post","2021","Barnet","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","Digital, Data and Technology","130","130","45330","44730"
"In post","2021","Barnet","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","Unknown","310","280","31360","31060"
"In post","2021","Barnsley, Doncaster and Rotherham","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","No function","Operational Delivery","1390","1290","27720","26580"
"In post","2021","Barnsley, Doncaster and Rotherham","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","No function","Psychology","30","30","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Security","Security","80","80","39250","40190"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Operational Delivery","40","30","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Unknown","1360","1150","25090","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Analysis","Statistics","60","50","40280","37050"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","Commercial","390","380","40900","38710"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","Knowledge and Information Management","60","50","43220","33300"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","Other","50","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","Project Delivery","60","60","47530","42850"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","Science and Engineering","60","50","45000","42530"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","Communications","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","Digital, Data and Technology","70","70","38170","36300"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","Finance","480","460","38940","34400"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","Other","110","100","40530","32820"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","Project Delivery","60","50","43570","39920"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Human Resources","440","400","34270","28860"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Operational Delivery","130","120","34040","32170"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Legal","Legal","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Legal","Other","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","Operational Delivery","980","910","30990","30990"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Commercial","710","680","38830","34770"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Digital, Data and Technology","260","250","43570","43970"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Finance","300","280","42580","39940"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Knowledge and Information Management","110","110","35160","33080"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Other","1820","1740","34180","32480"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Policy","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Project Delivery","2730","2650","40860","39980"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Science and Engineering","2290","2250","38350","37810"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","Commercial","30","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","Other","60","60","37640","34770"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","Property","110","110","36800","34890"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","Science and Engineering","[c]","[c]","[c]","[c]"
