"Status","Year","Disability","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Attorney General's Departments","Female","610","550","43580","39890"
"In post","2021","Declared disabled","Attorney General's Departments","Male","330","320","45990","49710"
"In post","2021","Declared disabled","Cabinet Office","Female","390","370","43210","38420"
"In post","2021","Declared disabled","Cabinet Office","Male","320","310","44950","38340"
"In post","2021","Declared disabled","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Female","590","550","38920","33640"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Male","440","430","41260","39130"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Female","70","70","46980","39190"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Male","50","40","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Female","440","410","41390","37040"
"In post","2021","Declared disabled","Department for Education","Male","280","280","41870","37100"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Female","690","630","33400","29720"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Male","470","460","35510","31640"
"In post","2021","Declared disabled","Department for International Trade","Female","100","100","45360","41640"
"In post","2021","Declared disabled","Department for International Trade","Male","100","100","44850","38540"
"In post","2021","Declared disabled","Department for Transport","Female","760","630","27300","21590"
"In post","2021","Declared disabled","Department for Transport","Male","630","590","31850","26780"
"In post","2021","Declared disabled","Department for Work and Pensions","Female","10440","8860","27160","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Male","5110","4790","27580","27570"
"In post","2021","Declared disabled","Department of Health and Social Care","Female","350","320","39000","35380"
"In post","2021","Declared disabled","Department of Health and Social Care","Male","180","170","45120","37380"
"In post","2021","Declared disabled","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Male","40","40","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Female","420","400","42850","38600"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Male","380","380","44460","38600"
"In post","2021","Declared disabled","HM Land Registry","Female","290","240","29870","27130"
"In post","2021","Declared disabled","HM Land Registry","Male","200","180","31490","27130"
"In post","2021","Declared disabled","HM Revenue and Customs","Female","3270","2830","30230","25820"
"In post","2021","Declared disabled","HM Revenue and Customs","Male","2470","2310","32080","28130"
"In post","2021","Declared disabled","HM Treasury","Female","140","130","43200","39280"
"In post","2021","Declared disabled","HM Treasury","Male","110","110","49600","52500"
"In post","2021","Declared disabled","Home Office","Female","1670","1490","30990","27370"
"In post","2021","Declared disabled","Home Office","Male","1400","1320","31720","27370"
"In post","2021","Declared disabled","Ministry of Defence","Female","2410","2270","32140","28960"
"In post","2021","Declared disabled","Ministry of Defence","Male","2870","2800","34320","33040"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Female","180","170","41070","38160"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Male","160","160","41910","36340"
"In post","2021","Declared disabled","Ministry of Justice","Female","5490","5050","28490","25400"
"In post","2021","Declared disabled","Ministry of Justice","Male","3470","3300","30710","28860"
"In post","2021","Declared disabled","National Crime Agency","Female","100","100","37000","36310"
"In post","2021","Declared disabled","National Crime Agency","Male","100","100","39050","36630"
"In post","2021","Declared disabled","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","Female","100","90","44830","51360"
"In post","2021","Declared disabled","Office for Standards in Education","Male","40","40","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Female","40","30","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Male","30","30","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government","Female","900","850","35720","32140"
"In post","2021","Declared disabled","Scottish Government","Male","830","800","36310","33650"
"In post","2021","Declared disabled","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Female","330","290","31190","29540"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Male","190","170","32070","30130"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","Female","190","170","38370","37410"
"In post","2021","Declared disabled","Welsh Government","Male","140","130","39050","37410"
"In post","2021","Declared non-disabled","Attorney General's Departments","Female","4350","3920","44510","48080"
"In post","2021","Declared non-disabled","Attorney General's Departments","Male","2410","2350","48550","51120"
"In post","2021","Declared non-disabled","Cabinet Office","Female","2390","2300","46490","40600"
"In post","2021","Declared non-disabled","Cabinet Office","Male","2110","2090","51830","53500"
"In post","2021","Declared non-disabled","Chancellor's other departments","Female","140","140","52570","45760"
"In post","2021","Declared non-disabled","Chancellor's other departments","Male","190","180","65290","54910"
"In post","2021","Declared non-disabled","Charity Commission","Female","120","110","35790","29160"
"In post","2021","Declared non-disabled","Charity Commission","Male","90","90","34520","29160"
"In post","2021","Declared non-disabled","Competition and Markets Authority","Female","360","340","57760","55860"
"In post","2021","Declared non-disabled","Competition and Markets Authority","Male","350","340","61280","56630"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Female","4260","4000","40540","38790"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Male","4550","4460","45180","41650"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Female","720","700","48500","51730"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Male","610","610","50940","51730"
"In post","2021","Declared non-disabled","Department for Education","Female","3250","3070","44130","40510"
"In post","2021","Declared non-disabled","Department for Education","Male","2330","2300","46280","42780"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Female","4630","4260","34410","30220"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Male","3610","3550","37140","32790"
"In post","2021","Declared non-disabled","Department for International Trade","Female","640","620","46030","40810"
"In post","2021","Declared non-disabled","Department for International Trade","Male","780","770","47240","41730"
"In post","2021","Declared non-disabled","Department for Transport","Female","5020","4410","30870","26470"
"In post","2021","Declared non-disabled","Department for Transport","Male","6010","5810","35920","30780"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Female","46050","39630","27510","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Male","24500","23560","29530","27570"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Female","4010","3660","42190","37450"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Male","1860","1770","47290","41030"
"In post","2021","Declared non-disabled","ESTYN","Female","60","50","54760","69690"
"In post","2021","Declared non-disabled","ESTYN","Male","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Female","280","260","40230","37910"
"In post","2021","Declared non-disabled","Food Standards Agency","Male","530","520","34930","29090"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Female","2850","2760","46180","39880"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Male","3050","3020","48780","44880"
"In post","2021","Declared non-disabled","HM Land Registry","Female","2270","1940","31900","27130"
"In post","2021","Declared non-disabled","HM Land Registry","Male","1420","1320","35020","33840"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Female","20100","17800","31680","28130"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Male","17310","16670","34250","31810"
"In post","2021","Declared non-disabled","HM Treasury","Female","910","870","47080","44020"
"In post","2021","Declared non-disabled","HM Treasury","Male","920","910","49770","52500"
"In post","2021","Declared non-disabled","Home Office","Female","14910","13420","31340","27240"
"In post","2021","Declared non-disabled","Home Office","Male","13580","13000","32720","28350"
"In post","2021","Declared non-disabled","Ministry of Defence","Female","16020","15120","32050","28650"
"In post","2021","Declared non-disabled","Ministry of Defence","Male","22120","21760","35450","33300"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","Female","1260","1190","44580","40600"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","Male","1250","1220","47430","47660"
"In post","2021","Declared non-disabled","Ministry of Justice","Female","30000","27410","28950","25780"
"In post","2021","Declared non-disabled","Ministry of Justice","Male","23190","22420","31230","28960"
"In post","2021","Declared non-disabled","National Crime Agency","Female","740","700","40990","39840"
"In post","2021","Declared non-disabled","National Crime Agency","Male","1010","1000","44990","43510"
"In post","2021","Declared non-disabled","Northern Ireland Office","Female","50","50","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","Male","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Standards in Education","Female","970","930","49500","51360"
"In post","2021","Declared non-disabled","Office for Standards in Education","Male","500","500","52340","51360"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Female","470","460","43580","37620"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Male","550","550","45950","39380"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Female","100","90","41270","38000"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Male","60","60","49450","45440"
"In post","2021","Declared non-disabled","Office of Rail and Road","Female","120","110","50290","49580"
"In post","2021","Declared non-disabled","Office of Rail and Road","Male","170","170","57750","58900"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Female","190","190","41120","37300"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Male","170","170","49670","41700"
"In post","2021","Declared non-disabled","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Government","Female","5530","5160","38510","33620"
"In post","2021","Declared non-disabled","Scottish Government","Male","4300","4210","40110","35110"
"In post","2021","Declared non-disabled","The National Archives","Female","190","180","35270","33930"
"In post","2021","Declared non-disabled","The National Archives","Male","150","140","36700","34770"
"In post","2021","Declared non-disabled","UK Export Finance","Female","150","140","49280","43000"
"In post","2021","Declared non-disabled","UK Export Finance","Male","230","230","57080","51250"
"In post","2021","Declared non-disabled","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
