"Status","Year","Sexual_orientation","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Declared disabled","550","500","26210","24550"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","3270","3000","27990","26630"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Undeclared","190","180","26870","27130"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Unknown","140","130","30020","26670"
"In post","2021","Heterosexual / straight","Lincolnshire","Declared disabled","300","280","28090","27570"
"In post","2021","Heterosexual / straight","Lincolnshire","Declared non-disabled","1620","1540","27970","26670"
"In post","2021","Heterosexual / straight","Lincolnshire","Undeclared","120","110","28180","27570"
"In post","2021","Heterosexual / straight","Lincolnshire","Unknown","80","80","27350","21580"
"In post","2021","Heterosexual / straight","Merseyside","Declared disabled","1770","1570","28130","25600"
"In post","2021","Heterosexual / straight","Merseyside","Declared non-disabled","10620","9770","29010","25560"
"In post","2021","Heterosexual / straight","Merseyside","Undeclared","360","330","29060","26670"
"In post","2021","Heterosexual / straight","Merseyside","Unknown","580","550","32590","27770"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Declared disabled","90","80","32860","27570"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Declared non-disabled","770","720","39560","31720"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Unknown","190","180","34530","33650"
"In post","2021","Heterosexual / straight","North Yorkshire","Declared disabled","350","320","32110","27570"
"In post","2021","Heterosexual / straight","North Yorkshire","Declared non-disabled","2660","2530","34340","30210"
"In post","2021","Heterosexual / straight","North Yorkshire","Undeclared","180","170","32810","30810"
"In post","2021","Heterosexual / straight","North Yorkshire","Unknown","140","130","32600","28720"
"In post","2021","Heterosexual / straight","Northern Ireland","Declared disabled","250","240","27290","25560"
"In post","2021","Heterosexual / straight","Northern Ireland","Declared non-disabled","2030","1910","28670","25560"
"In post","2021","Heterosexual / straight","Northern Ireland","Undeclared","120","110","28850","26750"
"In post","2021","Heterosexual / straight","Northern Ireland","Unknown","230","220","29250","25560"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","Declared disabled","1770","1550","27010","25560"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","Declared non-disabled","10490","9500","29510","26780"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","Undeclared","400","360","28300","25560"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","Unknown","630","550","28830","25560"
"In post","2021","Heterosexual / straight","Outer London - East and North East","Declared disabled","350","320","30040","31060"
"In post","2021","Heterosexual / straight","Outer London - East and North East","Declared non-disabled","1870","1770","31070","31060"
"In post","2021","Heterosexual / straight","Outer London - East and North East","Undeclared","130","120","31870","31060"
"In post","2021","Heterosexual / straight","Outer London - East and North East","Unknown","50","50","28910","30870"
"In post","2021","Heterosexual / straight","Outer London - South","Declared disabled","800","740","36080","31370"
"In post","2021","Heterosexual / straight","Outer London - South","Declared non-disabled","6410","6080","38090","35050"
"In post","2021","Heterosexual / straight","Outer London - South","Undeclared","210","200","36150","31060"
"In post","2021","Heterosexual / straight","Outer London - South","Unknown","200","190","39690","36220"
"In post","2021","Heterosexual / straight","Outer London - West and North West","Declared disabled","660","600","32170","31060"
"In post","2021","Heterosexual / straight","Outer London - West and North West","Declared non-disabled","5130","4780","32490","31000"
"In post","2021","Heterosexual / straight","Outer London - West and North West","Undeclared","210","200","32460","31060"
"In post","2021","Heterosexual / straight","Outer London - West and North West","Unknown","240","230","38550","32520"
"In post","2021","Heterosexual / straight","Overseas","Declared disabled","160","160","48570","45490"
"In post","2021","Heterosexual / straight","Overseas","Declared non-disabled","2100","2090","49620","49810"
"In post","2021","Heterosexual / straight","Overseas","Undeclared","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Unknown","180","180","55300","54540"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","Declared disabled","830","770","29320","27570"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","Declared non-disabled","4500","4220","30220","27570"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","Undeclared","310","280","29790","27570"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","Unknown","200","190","32950","27130"
"In post","2021","Heterosexual / straight","South Yorkshire","Declared disabled","930","820","30080","27570"
"In post","2021","Heterosexual / straight","South Yorkshire","Declared non-disabled","5720","5230","31560","27570"
"In post","2021","Heterosexual / straight","South Yorkshire","Undeclared","290","270","31520","29730"
"In post","2021","Heterosexual / straight","South Yorkshire","Unknown","200","200","33110","31540"
"In post","2021","Heterosexual / straight","Southern Scotland","Declared disabled","370","330","28890","26140"
"In post","2021","Heterosexual / straight","Southern Scotland","Declared non-disabled","2600","2380","31060","27570"
"In post","2021","Heterosexual / straight","Southern Scotland","Undeclared","70","70","28830","27490"
"In post","2021","Heterosexual / straight","Southern Scotland","Unknown","330","290","30030","26570"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","Declared disabled","670","600","29060","27570"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","Declared non-disabled","4400","4040","30880","27850"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","Undeclared","260","240","29860","27570"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","Unknown","150","140","34510","30720"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","Declared disabled","860","760","27460","27570"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","Declared non-disabled","4950","4500","28230","26300"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","Undeclared","350","320","29200","27570"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","Unknown","200","190","27050","22350"
"In post","2021","Heterosexual / straight","Unknown","Declared disabled","140","140","30980","27570"
"In post","2021","Heterosexual / straight","Unknown","Declared non-disabled","780","740","33340","27570"
"In post","2021","Heterosexual / straight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Unknown","50","50","42680","42080"
"In post","2021","Heterosexual / straight","West Central Scotland","Declared disabled","1260","1120","28350","26160"
"In post","2021","Heterosexual / straight","West Central Scotland","Declared non-disabled","8300","7700","30800","27570"
"In post","2021","Heterosexual / straight","West Central Scotland","Undeclared","290","270","28800","27070"
"In post","2021","Heterosexual / straight","West Central Scotland","Unknown","1360","1280","36330","33650"
"In post","2021","Heterosexual / straight","West Midlands","Declared disabled","1540","1400","29220","27570"
"In post","2021","Heterosexual / straight","West Midlands","Declared non-disabled","9080","8430","31370","27570"
"In post","2021","Heterosexual / straight","West Midlands","Undeclared","420","390","29240","27570"
"In post","2021","Heterosexual / straight","West Midlands","Unknown","670","640","34070","31810"
"In post","2021","Heterosexual / straight","West Wales and The Valleys","Declared disabled","1230","1080","26480","25360"
"In post","2021","Heterosexual / straight","West Wales and The Valleys","Declared non-disabled","8590","7900","30020","26780"
"In post","2021","Heterosexual / straight","West Wales and The Valleys","Undeclared","420","380","27470","23830"
"In post","2021","Heterosexual / straight","West Wales and The Valleys","Unknown","280","260","27130","22500"
"In post","2021","Heterosexual / straight","West Yorkshire","Declared disabled","1360","1230","30530","27570"
"In post","2021","Heterosexual / straight","West Yorkshire","Declared non-disabled","8380","7780","32020","27570"
"In post","2021","Heterosexual / straight","West Yorkshire","Undeclared","380","350","29910","27570"
"In post","2021","Heterosexual / straight","West Yorkshire","Unknown","520","490","36330","32770"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","Declared disabled","40","40","[c]","[c]"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","Declared non-disabled","100","100","31900","29430"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","70","70","29340","28670"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","250","240","31170","29290"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cheshire","Declared non-disabled","100","100","29190","27570"
"In post","2021","LGBO","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cheshire","Unknown","40","40","[c]","[c]"
"In post","2021","LGBO","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cumbria","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","LGBO","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","Declared disabled","110","100","30080","27570"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","Declared non-disabled","310","300","31000","27470"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","Unknown","30","30","[c]","[c]"
"In post","2021","LGBO","Devon","Declared disabled","70","60","27400","27570"
"In post","2021","LGBO","Devon","Declared non-disabled","160","150","26860","25680"
"In post","2021","LGBO","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Dorset and Somerset","Declared disabled","40","40","[c]","[c]"
"In post","2021","LGBO","Dorset and Somerset","Declared non-disabled","110","110","28260","27570"
"In post","2021","LGBO","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Anglia","Declared disabled","80","80","27400","27570"
"In post","2021","LGBO","East Anglia","Declared non-disabled","270","260","28520","27150"
"In post","2021","LGBO","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Wales","Declared disabled","160","160","31740","27570"
"In post","2021","LGBO","East Wales","Declared non-disabled","600","590","32100","27570"
"In post","2021","LGBO","East Wales","Undeclared","30","30","[c]","[c]"
"In post","2021","LGBO","East Wales","Unknown","70","70","30310","29540"
"In post","2021","LGBO","East Yorkshire and Northern Lincolnshire","Declared disabled","40","30","[c]","[c]"
"In post","2021","LGBO","East Yorkshire and Northern Lincolnshire","Declared non-disabled","110","110","26600","26410"
"In post","2021","LGBO","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Eastern Scotland","Declared disabled","200","190","32820","28170"
"In post","2021","LGBO","Eastern Scotland","Declared non-disabled","430","420","34750","30080"
"In post","2021","LGBO","Eastern Scotland","Undeclared","30","30","[c]","[c]"
"In post","2021","LGBO","Eastern Scotland","Unknown","110","110","36960","33650"
"In post","2021","LGBO","Essex","Declared disabled","50","50","29260","29290"
"In post","2021","LGBO","Essex","Declared non-disabled","130","120","30520","29290"
"In post","2021","LGBO","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","230","220","31930","28650"
"In post","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","680","660","33300","29180"
"In post","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","50","50","36360","33380"
"In post","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","60","60","34670","29420"
"In post","2021","LGBO","Greater Manchester","Declared disabled","200","200","29480","27570"
"In post","2021","LGBO","Greater Manchester","Declared non-disabled","680","670","31480","27570"
"In post","2021","LGBO","Greater Manchester","Undeclared","60","50","28520","27570"
"In post","2021","LGBO","Greater Manchester","Unknown","40","40","[c]","[c]"
"In post","2021","LGBO","Hampshire and Isle of Wight","Declared disabled","120","110","29650","27570"
"In post","2021","LGBO","Hampshire and Isle of Wight","Declared non-disabled","300","300","30930","27570"
"In post","2021","LGBO","Hampshire and Isle of Wight","Undeclared","40","40","[c]","[c]"
"In post","2021","LGBO","Hampshire and Isle of Wight","Unknown","50","50","[c]","[c]"
"In post","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","110","100","28940","24920"
"In post","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inner London - East","Declared disabled","140","140","38490","32260"
"In post","2021","LGBO","Inner London - East","Declared non-disabled","540","530","43290","36370"
"In post","2021","LGBO","Inner London - East","Undeclared","30","30","[c]","[c]"
"In post","2021","LGBO","Inner London - East","Unknown","70","70","39350","36850"
"In post","2021","LGBO","Inner London - West","Declared disabled","670","660","45020","40050"
"In post","2021","LGBO","Inner London - West","Declared non-disabled","2520","2480","48130","44660"
"In post","2021","LGBO","Inner London - West","Undeclared","170","170","44430","38190"
"In post","2021","LGBO","Inner London - West","Unknown","260","250","45030","40650"
"In post","2021","LGBO","Kent","Declared disabled","80","70","29570","29290"
"In post","2021","LGBO","Kent","Declared non-disabled","230","220","30560","29290"
"In post","2021","LGBO","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lancashire","Declared disabled","120","110","26540","27570"
"In post","2021","LGBO","Lancashire","Declared non-disabled","300","290","27580","26560"
"In post","2021","LGBO","Lancashire","Undeclared","30","30","[c]","[c]"
"In post","2021","LGBO","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leicestershire, Rutland and Northamptonshire","Declared disabled","60","50","27280","27570"
"In post","2021","LGBO","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","150","150","28030","27380"
"In post","2021","LGBO","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lincolnshire","Declared disabled","30","30","[c]","[c]"
"In post","2021","LGBO","Lincolnshire","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","LGBO","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Merseyside","Declared disabled","120","110","28300","25560"
"In post","2021","LGBO","Merseyside","Declared non-disabled","420","400","28500","25380"
"In post","2021","LGBO","Merseyside","Undeclared","30","30","[c]","[c]"
"In post","2021","LGBO","Merseyside","Unknown","30","30","[c]","[c]"
"In post","2021","LGBO","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Eastern Scotland","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","LGBO","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Yorkshire","Declared disabled","40","40","[c]","[c]"
"In post","2021","LGBO","North Yorkshire","Declared non-disabled","130","130","33010","29180"
"In post","2021","LGBO","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Declared non-disabled","70","60","26490","25310"
"In post","2021","LGBO","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northumberland and Tyne and Wear","Declared disabled","140","130","27340","25560"
"In post","2021","LGBO","Northumberland and Tyne and Wear","Declared non-disabled","490","470","28840","25560"
"In post","2021","LGBO","Northumberland and Tyne and Wear","Undeclared","50","40","[c]","[c]"
"In post","2021","LGBO","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Outer London - East and North East","Declared disabled","40","40","[c]","[c]"
"In post","2021","LGBO","Outer London - East and North East","Declared non-disabled","70","70","31810","31060"
"In post","2021","LGBO","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Outer London - South","Declared disabled","70","70","38500","34960"
"In post","2021","LGBO","Outer London - South","Declared non-disabled","200","200","40020","35200"
"In post","2021","LGBO","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Outer London - West and North West","Declared disabled","50","50","33660","31060"
"In post","2021","LGBO","Outer London - West and North West","Declared non-disabled","200","190","33960","31060"
"In post","2021","LGBO","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Declared non-disabled","130","130","52300","52630"
"In post","2021","LGBO","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Shropshire and Staffordshire","Declared disabled","80","80","27750","25790"
"In post","2021","LGBO","Shropshire and Staffordshire","Declared non-disabled","210","200","28160","26750"
"In post","2021","LGBO","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South Yorkshire","Declared disabled","90","90","31320","27570"
"In post","2021","LGBO","South Yorkshire","Declared non-disabled","250","240","31490","27570"
"In post","2021","LGBO","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Southern Scotland","Declared disabled","40","40","[c]","[c]"
