"Status","Year","Ethnicity","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","16-19","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","16-19","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","16-19","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","16-19","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","16-19","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","16-19","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","16-19","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","16-19","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","16-19","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","16-19","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","Bedfordshire and Hertfordshire","80","70","27510","27570"
"In post","2021","Asian","20-29","Berkshire, Buckinghamshire and Oxfordshire","100","90","26980","27570"
"In post","2021","Asian","20-29","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","Derbyshire and Nottinghamshire","120","110","27000","25560"
"In post","2021","Asian","20-29","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","East Anglia","60","50","23750","21430"
"In post","2021","Asian","20-29","East Wales","80","80","25520","23760"
"In post","2021","Asian","20-29","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","Eastern Scotland","30","30","[c]","[c]"
"In post","2021","Asian","20-29","Essex","40","40","[c]","[c]"
"In post","2021","Asian","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","160","150","27580","27540"
"In post","2021","Asian","20-29","Greater Manchester","360","350","26590","25560"
"In post","2021","Asian","20-29","Hampshire and Isle of Wight","70","70","27130","26670"
"In post","2021","Asian","20-29","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","Inner London - East","520","510","32390","31060"
"In post","2021","Asian","20-29","Inner London - West","1470","1460","35060","33210"
"In post","2021","Asian","20-29","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","Lancashire","200","180","23050","21010"
"In post","2021","Asian","20-29","Leicestershire, Rutland and Northamptonshire","150","140","23710","22350"
"In post","2021","Asian","20-29","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","Northumberland and Tyne and Wear","60","60","24800","21010"
"In post","2021","Asian","20-29","Outer London - East and North East","150","150","29490","31060"
"In post","2021","Asian","20-29","Outer London - South","180","180","32110","30600"
"In post","2021","Asian","20-29","Outer London - West and North West","320","320","29040","28760"
"In post","2021","Asian","20-29","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","Shropshire and Staffordshire","60","60","25020","25560"
"In post","2021","Asian","20-29","South Yorkshire","110","110","24780","22920"
"In post","2021","Asian","20-29","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","Surrey, East and West Sussex","40","40","[c]","[c]"
"In post","2021","Asian","20-29","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","West Central Scotland","30","30","[c]","[c]"
"In post","2021","Asian","20-29","West Midlands","650","630","25200","24880"
"In post","2021","Asian","20-29","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","20-29","West Yorkshire","470","460","25170","25560"
"In post","2021","Asian","30-39","Bedfordshire and Hertfordshire","140","130","30610","29290"
"In post","2021","Asian","30-39","Berkshire, Buckinghamshire and Oxfordshire","150","140","31770","29290"
"In post","2021","Asian","30-39","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","30-39","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","30-39","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","30-39","Derbyshire and Nottinghamshire","170","160","28790","27570"
"In post","2021","Asian","30-39","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","30-39","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","30-39","East Anglia","110","90","26440","22420"
"In post","2021","Asian","30-39","East Wales","110","110","28220","25560"
"In post","2021","Asian","30-39","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","30-39","Eastern Scotland","70","70","31080","27570"
"In post","2021","Asian","30-39","Essex","40","30","[c]","[c]"
"In post","2021","Asian","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","220","210","34710","32830"
"In post","2021","Asian","30-39","Greater Manchester","440","420","29610","27570"
"In post","2021","Asian","30-39","Hampshire and Isle of Wight","60","50","29110","27570"
"In post","2021","Asian","30-39","Herefordshire, Worcestershire and Warwickshire","50","40","[c]","[c]"
"In post","2021","Asian","30-39","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","30-39","Inner London - East","690","650","37720","32960"
"In post","2021","Asian","30-39","Inner London - West","1660","1610","43770","40800"
"In post","2021","Asian","30-39","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","30-39","Lancashire","320","280","24180","21010"
"In post","2021","Asian","30-39","Leicestershire, Rutland and Northamptonshire","230","210","25490","23970"
"In post","2021","Asian","30-39","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","30-39","Merseyside","60","60","31560","25560"
"In post","2021","Asian","30-39","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","30-39","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","30-39","Northumberland and Tyne and Wear","110","100","28370","25560"
"In post","2021","Asian","30-39","Outer London - East and North East","140","130","30430","31060"
"In post","2021","Asian","30-39","Outer London - South","360","350","35870","35050"
"In post","2021","Asian","30-39","Outer London - West and North West","540","520","31220","29080"
"In post","2021","Asian","30-39","Overseas","50","50","[c]","[c]"
"In post","2021","Asian","30-39","Shropshire and Staffordshire","80","80","32230","29060"
"In post","2021","Asian","30-39","South Yorkshire","160","150","27010","24890"
"In post","2021","Asian","30-39","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","30-39","Surrey, East and West Sussex","70","70","29560","27570"
"In post","2021","Asian","30-39","Tees Valley and Durham","40","40","[c]","[c]"
"In post","2021","Asian","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","30-39","West Central Scotland","80","80","30830","26620"
"In post","2021","Asian","30-39","West Midlands","1110","1040","27220","25560"
"In post","2021","Asian","30-39","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","30-39","West Yorkshire","550","490","27540","27570"
"In post","2021","Asian","40-49","Bedfordshire and Hertfordshire","180","160","32840","29290"
"In post","2021","Asian","40-49","Berkshire, Buckinghamshire and Oxfordshire","160","140","30730","27630"
"In post","2021","Asian","40-49","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","40-49","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","40-49","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","40-49","Derbyshire and Nottinghamshire","180","160","30860","27570"
"In post","2021","Asian","40-49","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","40-49","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","40-49","East Anglia","110","90","27730","25030"
"In post","2021","Asian","40-49","East Wales","80","80","33620","27570"
"In post","2021","Asian","40-49","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","40-49","Eastern Scotland","60","60","35020","28700"
"In post","2021","Asian","40-49","Essex","60","60","34200","29290"
"In post","2021","Asian","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","170","160","38830","34530"
"In post","2021","Asian","40-49","Greater Manchester","360","320","29990","27570"
"In post","2021","Asian","40-49","Hampshire and Isle of Wight","60","50","32940","27570"
"In post","2021","Asian","40-49","Herefordshire, Worcestershire and Warwickshire","70","60","26890","27120"
"In post","2021","Asian","40-49","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","40-49","Inner London - East","670","610","40030","34070"
"In post","2021","Asian","40-49","Inner London - West","1540","1460","44990","40230"
"In post","2021","Asian","40-49","Kent","50","50","30030","29290"
"In post","2021","Asian","40-49","Lancashire","310","270","25680","21440"
"In post","2021","Asian","40-49","Leicestershire, Rutland and Northamptonshire","270","230","26030","22350"
"In post","2021","Asian","40-49","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","40-49","Merseyside","40","30","[c]","[c]"
"In post","2021","Asian","40-49","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","40-49","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","40-49","Northumberland and Tyne and Wear","70","70","30920","27570"
"In post","2021","Asian","40-49","Outer London - East and North East","160","140","29410","31060"
"In post","2021","Asian","40-49","Outer London - South","460","430","36410","31350"
"In post","2021","Asian","40-49","Outer London - West and North West","700","640","32640","29750"
"In post","2021","Asian","40-49","Overseas","60","60","[c]","[c]"
"In post","2021","Asian","40-49","Shropshire and Staffordshire","80","70","34390","27570"
"In post","2021","Asian","40-49","South Yorkshire","90","80","31690","27570"
"In post","2021","Asian","40-49","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","40-49","Surrey, East and West Sussex","80","70","32290","28670"
"In post","2021","Asian","40-49","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","40-49","Unknown","40","30","[c]","[c]"
"In post","2021","Asian","40-49","West Central Scotland","60","50","31790","27570"
"In post","2021","Asian","40-49","West Midlands","1020","930","29170","27570"
"In post","2021","Asian","40-49","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","40-49","West Yorkshire","520","460","29150","27570"
"In post","2021","Asian","50-59","Bedfordshire and Hertfordshire","120","100","30810","29290"
"In post","2021","Asian","50-59","Berkshire, Buckinghamshire and Oxfordshire","150","140","32260","29290"
"In post","2021","Asian","50-59","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","50-59","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","50-59","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","50-59","Derbyshire and Nottinghamshire","150","140","32140","27570"
"In post","2021","Asian","50-59","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","50-59","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","50-59","East Anglia","60","50","30430","25580"
"In post","2021","Asian","50-59","East Wales","40","40","[c]","[c]"
"In post","2021","Asian","50-59","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","50-59","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","50-59","Essex","50","50","43910","30670"
"In post","2021","Asian","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","110","100","38020","34050"
"In post","2021","Asian","50-59","Greater Manchester","180","160","30160","25560"
"In post","2021","Asian","50-59","Hampshire and Isle of Wight","80","80","30160","26510"
"In post","2021","Asian","50-59","Herefordshire, Worcestershire and Warwickshire","40","30","[c]","[c]"
"In post","2021","Asian","50-59","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","50-59","Inner London - East","440","420","38830","32520"
"In post","2021","Asian","50-59","Inner London - West","980","950","42690","36650"
"In post","2021","Asian","50-59","Kent","50","50","[c]","[c]"
"In post","2021","Asian","50-59","Lancashire","130","120","26900","23820"
"In post","2021","Asian","50-59","Leicestershire, Rutland and Northamptonshire","300","270","25180","21950"
"In post","2021","Asian","50-59","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","50-59","Merseyside","30","30","[c]","[c]"
"In post","2021","Asian","50-59","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","50-59","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"In post","2021","Asian","50-59","Outer London - East and North East","180","160","30120","31060"
"In post","2021","Asian","50-59","Outer London - South","430","400","34290","29450"
"In post","2021","Asian","50-59","Outer London - West and North West","680","630","31110","30410"
"In post","2021","Asian","50-59","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","50-59","Shropshire and Staffordshire","70","70","33320","29470"
"In post","2021","Asian","50-59","South Yorkshire","40","40","[c]","[c]"
"In post","2021","Asian","50-59","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","50-59","Surrey, East and West Sussex","80","70","28700","27570"
"In post","2021","Asian","50-59","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","50-59","Unknown","40","30","[c]","[c]"
"In post","2021","Asian","50-59","West Central Scotland","40","40","[c]","[c]"
"In post","2021","Asian","50-59","West Midlands","650","600","27900","26780"
"In post","2021","Asian","50-59","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","50-59","West Yorkshire","220","200","31540","27570"
"In post","2021","Asian","60-64","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"In post","2021","Asian","60-64","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2021","Asian","60-64","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Inner London - East","130","110","33960","31610"
"In post","2021","Asian","60-64","Inner London - West","240","220","37710","31880"
"In post","2021","Asian","60-64","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Leicestershire, Rutland and Northamptonshire","70","60","24770","21440"
"In post","2021","Asian","60-64","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Outer London - East and North East","40","30","[c]","[c]"
"In post","2021","Asian","60-64","Outer London - South","180","150","29580","28670"
"In post","2021","Asian","60-64","Outer London - West and North West","230","200","30830","29980"
"In post","2021","Asian","60-64","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","West Midlands","120","100","27690","25560"
"In post","2021","Asian","60-64","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","60-64","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Inner London - East","70","60","32040","29580"
"In post","2021","Asian","65+","Inner London - West","120","100","33690","29740"
"In post","2021","Asian","65+","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Outer London - East and North East","30","20","[c]","[c]"
"In post","2021","Asian","65+","Outer London - South","100","80","27450","25630"
"In post","2021","Asian","65+","Outer London - West and North West","150","110","29540","27130"
"In post","2021","Asian","65+","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","65+","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Black","16-19","North Eastern Scotland","[c]","[c]","[c]","[c]"
