"Status","Year","Profession_of_post","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Economics","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Yorkshire and The Humber","No function","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Finance","180","170","36280","31810"
"In post","2021","Finance","East Midlands (England)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East of England","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East of England","Finance","390","360","36720","33300"
"In post","2021","Finance","East of England","No function","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Analysis","30","30","[c]","[c]"
"In post","2021","Finance","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Finance","2060","2020","49200","44900"
"In post","2021","Finance","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","No function","180","170","48110","42890"
"In post","2021","Finance","London","Project Delivery","30","30","[c]","[c]"
"In post","2021","Finance","London","Property","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Unknown","200","200","50830","45590"
"In post","2021","Finance","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North East (England)","Finance","310","300","40020","38630"
"In post","2021","Finance","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North East (England)","No function","50","50","34860","32650"
"In post","2021","Finance","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North West (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North West (England)","Finance","540","520","38730","36500"
"In post","2021","Finance","North West (England)","No function","30","30","[c]","[c]"
"In post","2021","Finance","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North West (England)","Unknown","60","50","34190","30830"
"In post","2021","Finance","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Finance","30","30","[c]","[c]"
"In post","2021","Finance","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scotland","Finance","660","550","27350","21440"
"In post","2021","Finance","Scotland","No function","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scotland","Project Delivery","40","40","[c]","[c]"
"In post","2021","Finance","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South East (England)","Finance","890","850","37010","33300"
"In post","2021","Finance","South East (England)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South West (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South West (England)","Finance","970","930","38840","34640"
"In post","2021","Finance","South West (England)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South West (England)","Project Delivery","310","300","42320","39860"
"In post","2021","Finance","South West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","Finance","380","350","34310","30730"
"In post","2021","Finance","Wales","Unknown","330","310","41910","37410"
"In post","2021","Finance","West Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Midlands (England)","Finance","430","410","39620","36960"
"In post","2021","Finance","West Midlands (England)","No function","80","70","48170","48770"
"In post","2021","Finance","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Yorkshire and The Humber","Finance","700","650","35150","30210"
"In post","2021","Finance","Yorkshire and The Humber","No function","50","40","[c]","[c]"
"In post","2021","Finance","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","Human Resources","360","340","37850","33840"
"In post","2021","Human Resources","East Midlands (England)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East of England","Human Resources","190","170","35680","32910"
"In post","2021","Human Resources","East of England","No function","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Human Resources","1930","1880","46890","42200"
"In post","2021","Human Resources","London","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","No function","40","40","[c]","[c]"
"In post","2021","Human Resources","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Unknown","390","370","45700","41970"
"In post","2021","Human Resources","North East (England)","Human Resources","120","110","36130","33250"
"In post","2021","Human Resources","North East (England)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North West (England)","Human Resources","940","890","33400","29560"
"In post","2021","Human Resources","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North West (England)","Unknown","90","90","37430","30980"
"In post","2021","Human Resources","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland","Human Resources","750","710","29170","25870"
"In post","2021","Human Resources","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South East (England)","Human Resources","470","440","36810","33280"
"In post","2021","Human Resources","South East (England)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
