"Status","Year","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Commercial","Heterosexual / straight","210","200","39540","36780"
"In post","2021","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Heterosexual / straight","150","150","39740","36660"
"In post","2021","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data and Technology","Heterosexual / straight","690","680","42420","38630"
"In post","2021","Asian","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data and Technology","Undeclared","50","50","[c]","[c]"
"In post","2021","Asian","Digital, Data and Technology","Unknown","110","100","42120","39040"
"In post","2021","Asian","Economics","Heterosexual / straight","160","150","44050","39300"
"In post","2021","Asian","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Heterosexual / straight","660","640","40010","36500"
"In post","2021","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Undeclared","40","40","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","50","40","[c]","[c]"
"In post","2021","Asian","Human Resources","Heterosexual / straight","370","350","37200","33870"
"In post","2021","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Heterosexual / straight","160","160","32700","29310"
"In post","2021","Asian","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Heterosexual / straight","70","60","46900","44310"
"In post","2021","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","Heterosexual / straight","100","100","42310","38160"
"In post","2021","Asian","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Heterosexual / straight","100","100","35130","33100"
"In post","2021","Asian","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Heterosexual / straight","720","680","46910","48360"
"In post","2021","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Undeclared","30","30","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","120","110","50400","51470"
"In post","2021","Asian","Medicine","Heterosexual / straight","150","140","67330","73920"
"In post","2021","Asian","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Unknown","30","30","[c]","[c]"
"In post","2021","Asian","Operational Delivery","Heterosexual / straight","8440","7780","28070","25630"
"In post","2021","Asian","Operational Delivery","LGBO","180","160","26660","24640"
"In post","2021","Asian","Operational Delivery","Undeclared","670","590","27250","25630"
"In post","2021","Asian","Operational Delivery","Unknown","790","690","27220","24920"
"In post","2021","Asian","Operational Research","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Asian","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Heterosexual / straight","700","670","32350","28670"
"In post","2021","Asian","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Undeclared","50","50","32330","28180"
"In post","2021","Asian","Other","Unknown","70","70","39580","33300"
"In post","2021","Asian","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Heterosexual / straight","1670","1630","42950","38880"
"In post","2021","Asian","Policy","LGBO","70","70","44830","40050"
"In post","2021","Asian","Policy","Undeclared","90","90","39510","35060"
"In post","2021","Asian","Policy","Unknown","90","90","44900","38580"
"In post","2021","Asian","Project Delivery","Heterosexual / straight","710","700","40710","37640"
"In post","2021","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Undeclared","40","40","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","50","50","41630","38630"
"In post","2021","Asian","Property","Heterosexual / straight","200","190","37860","33740"
"In post","2021","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
