"Status","Year","Sexual_orientation","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","East Midlands (England)","Analysis","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","East Midlands (England)","Commercial","120","110","40420","37970"
"In post","2021","Heterosexual / straight","East Midlands (England)","Communications","260","250","30990","26700"
"In post","2021","Heterosexual / straight","East Midlands (England)","Counter Fraud","330","310","34600","31810"
"In post","2021","Heterosexual / straight","East Midlands (England)","Debt","100","90","22570","20140"
"In post","2021","Heterosexual / straight","East Midlands (England)","Digital, Data & Technology","190","190","37510","33350"
"In post","2021","Heterosexual / straight","East Midlands (England)","Finance","180","170","35710","31810"
"In post","2021","Heterosexual / straight","East Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Midlands (England)","Human Resources","350","330","38250","33840"
"In post","2021","Heterosexual / straight","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Midlands (England)","Legal","410","370","38880","34480"
"In post","2021","Heterosexual / straight","East Midlands (England)","No function","7280","6770","29510","26700"
"In post","2021","Heterosexual / straight","East Midlands (England)","Project Delivery","500","480","38210","35000"
"In post","2021","Heterosexual / straight","East Midlands (England)","Property","320","300","34760","32100"
"In post","2021","Heterosexual / straight","East Midlands (England)","Security","110","110","28120","24620"
"In post","2021","Heterosexual / straight","East Midlands (England)","Unknown","3890","3530","26320","27570"
"In post","2021","Heterosexual / straight","East of England","Analysis","150","140","34900","30660"
"In post","2021","Heterosexual / straight","East of England","Commercial","270","260","39140","35760"
"In post","2021","Heterosexual / straight","East of England","Communications","80","70","34060","31810"
"In post","2021","Heterosexual / straight","East of England","Counter Fraud","270","250","29010","26470"
"In post","2021","Heterosexual / straight","East of England","Debt","80","70","24770","24390"
"In post","2021","Heterosexual / straight","East of England","Digital, Data & Technology","320","310","36650","33300"
"In post","2021","Heterosexual / straight","East of England","Finance","310","290","37580","35270"
"In post","2021","Heterosexual / straight","East of England","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East of England","Human Resources","160","150","35600","31780"
"In post","2021","Heterosexual / straight","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East of England","Legal","410","380","40650","36770"
"In post","2021","Heterosexual / straight","East of England","No function","5970","5580","30360","28130"
"In post","2021","Heterosexual / straight","East of England","Project Delivery","620","600","38500","36520"
"In post","2021","Heterosexual / straight","East of England","Property","390","370","33000","33300"
"In post","2021","Heterosexual / straight","East of England","Security","400","390","33300","28890"
"In post","2021","Heterosexual / straight","East of England","Unknown","6180","5680","28420","27570"
"In post","2021","Heterosexual / straight","London","Analysis","2290","2220","49320","45250"
"In post","2021","Heterosexual / straight","London","Commercial","950","930","53210","46130"
"In post","2021","Heterosexual / straight","London","Communications","1470","1440","44710","40640"
"In post","2021","Heterosexual / straight","London","Counter Fraud","1360","1320","40160","36160"
"In post","2021","Heterosexual / straight","London","Debt","240","220","28280","25630"
"In post","2021","Heterosexual / straight","London","Digital, Data & Technology","2100","2060","49490","50000"
"In post","2021","Heterosexual / straight","London","Finance","1770","1730","49410","44880"
"In post","2021","Heterosexual / straight","London","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","London","Human Resources","1980","1920","47480","42270"
"In post","2021","Heterosexual / straight","London","Internal Audit","170","160","53690","52360"
"In post","2021","Heterosexual / straight","London","Legal","3410","3210","51530","51320"
"In post","2021","Heterosexual / straight","London","No function","26550","25650","43240","37910"
"In post","2021","Heterosexual / straight","London","Project Delivery","3360","3260","52930","52850"
"In post","2021","Heterosexual / straight","London","Property","820","790","44900","38430"
"In post","2021","Heterosexual / straight","London","Security","730","720","40360","36750"
"In post","2021","Heterosexual / straight","London","Unknown","19120","18130","38350","31520"
"In post","2021","Heterosexual / straight","North East (England)","Analysis","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","North East (England)","Commercial","80","70","44640","40930"
"In post","2021","Heterosexual / straight","North East (England)","Communications","940","890","28550","25560"
"In post","2021","Heterosexual / straight","North East (England)","Counter Fraud","340","330","32600","31810"
"In post","2021","Heterosexual / straight","North East (England)","Debt","220","200","22570","20140"
"In post","2021","Heterosexual / straight","North East (England)","Digital, Data & Technology","490","470","39540","37840"
"In post","2021","Heterosexual / straight","North East (England)","Finance","280","270","38180","36960"
"In post","2021","Heterosexual / straight","North East (England)","Grants Management","130","110","25570","21050"
"In post","2021","Heterosexual / straight","North East (England)","Human Resources","470","440","29030","25560"
"In post","2021","Heterosexual / straight","North East (England)","Internal Audit","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","North East (England)","Legal","360","320","39020","38000"
"In post","2021","Heterosexual / straight","North East (England)","No function","7500","6710","27510","24920"
"In post","2021","Heterosexual / straight","North East (England)","Project Delivery","750","710","40310","38630"
"In post","2021","Heterosexual / straight","North East (England)","Property","320","300","31440","27040"
"In post","2021","Heterosexual / straight","North East (England)","Security","70","70","32710","30810"
"In post","2021","Heterosexual / straight","North East (England)","Unknown","7600","6770","27040","27370"
"In post","2021","Heterosexual / straight","North West (England)","Analysis","240","230","39430","38630"
"In post","2021","Heterosexual / straight","North West (England)","Commercial","450","440","40010","35420"
"In post","2021","Heterosexual / straight","North West (England)","Communications","360","340","32520","31810"
"In post","2021","Heterosexual / straight","North West (England)","Counter Fraud","1010","950","33960","31810"
"In post","2021","Heterosexual / straight","North West (England)","Debt","190","180","24280","21440"
"In post","2021","Heterosexual / straight","North West (England)","Digital, Data & Technology","580","560","39190","36520"
"In post","2021","Heterosexual / straight","North West (England)","Finance","490","470","38950","36500"
"In post","2021","Heterosexual / straight","North West (England)","Grants Management","300","260","24930","21050"
"In post","2021","Heterosexual / straight","North West (England)","Human Resources","950","900","33760","31810"
"In post","2021","Heterosexual / straight","North West (England)","Internal Audit","60","50","44560","42360"
"In post","2021","Heterosexual / straight","North West (England)","Legal","1010","940","39490","35200"
"In post","2021","Heterosexual / straight","North West (England)","No function","13510","12550","30060","26580"
"In post","2021","Heterosexual / straight","North West (England)","Project Delivery","1430","1370","39100","38370"
"In post","2021","Heterosexual / straight","North West (England)","Property","370","350","35560","32100"
"In post","2021","Heterosexual / straight","North West (England)","Security","200","200","28860","24610"
"In post","2021","Heterosexual / straight","North West (England)","Unknown","17820","16300","27230","26670"
"In post","2021","Heterosexual / straight","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Counter Fraud","260","250","32180","31810"
"In post","2021","Heterosexual / straight","Northern Ireland","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","No function","1040","960","31120","28130"
"In post","2021","Heterosexual / straight","Northern Ireland","Project Delivery","60","50","37880","34050"
"In post","2021","Heterosexual / straight","Northern Ireland","Property","90","90","28780","27680"
"In post","2021","Heterosexual / straight","Northern Ireland","Security","320","320","21260","20310"
"In post","2021","Heterosexual / straight","Northern Ireland","Unknown","760","700","25390","22330"
"In post","2021","Heterosexual / straight","Overseas","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Commercial","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","No function","1280","1280","53460","54470"
"In post","2021","Heterosexual / straight","Overseas","Project Delivery","390","390","55540","55620"
"In post","2021","Heterosexual / straight","Overseas","Property","140","140","38160","36100"
"In post","2021","Heterosexual / straight","Overseas","Security","100","100","39790","34450"
"In post","2021","Heterosexual / straight","Overseas","Unknown","480","480","39970","33300"
"In post","2021","Heterosexual / straight","Scotland","Analysis","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland","Commercial","220","210","36920","34800"
"In post","2021","Heterosexual / straight","Scotland","Communications","150","140","32790","31810"
"In post","2021","Heterosexual / straight","Scotland","Counter Fraud","520","480","31130","31810"
"In post","2021","Heterosexual / straight","Scotland","Debt","690","610","22460","20140"
"In post","2021","Heterosexual / straight","Scotland","Digital, Data & Technology","360","350","39130","35240"
"In post","2021","Heterosexual / straight","Scotland","Finance","540","470","29080","25560"
"In post","2021","Heterosexual / straight","Scotland","Human Resources","750","700","29710","25870"
"In post","2021","Heterosexual / straight","Scotland","Internal Audit","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland","Legal","630","600","50140","52490"
"In post","2021","Heterosexual / straight","Scotland","No function","6330","5860","30960","28130"
"In post","2021","Heterosexual / straight","Scotland","Project Delivery","1160","1120","37470","33930"
"In post","2021","Heterosexual / straight","Scotland","Property","480","460","32170","31060"
"In post","2021","Heterosexual / straight","Scotland","Security","990","960","30220","26670"
"In post","2021","Heterosexual / straight","Scotland","Unknown","14880","13850","33770","27570"
"In post","2021","Heterosexual / straight","South East (England)","Analysis","620","590","39430","37320"
"In post","2021","Heterosexual / straight","South East (England)","Commercial","490","470","36180","33300"
"In post","2021","Heterosexual / straight","South East (England)","Communications","230","220","33130","31390"
"In post","2021","Heterosexual / straight","South East (England)","Counter Fraud","260","240","30870","29570"
"In post","2021","Heterosexual / straight","South East (England)","Debt","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","South East (England)","Digital, Data & Technology","590","570","38480","35900"
"In post","2021","Heterosexual / straight","South East (England)","Finance","750","720","36750","33300"
"In post","2021","Heterosexual / straight","South East (England)","Grants Management","90","80","30990","26520"
"In post","2021","Heterosexual / straight","South East (England)","Human Resources","440","410","35820","31180"
"In post","2021","Heterosexual / straight","South East (England)","Internal Audit","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","South East (England)","Legal","610","560","42370","40790"
"In post","2021","Heterosexual / straight","South East (England)","No function","10770","9910","30910","28970"
"In post","2021","Heterosexual / straight","South East (England)","Project Delivery","1780","1720","37820","35300"
"In post","2021","Heterosexual / straight","South East (England)","Property","770","740","35120","33300"
"In post","2021","Heterosexual / straight","South East (England)","Security","1300","1280","31400","27750"
"In post","2021","Heterosexual / straight","South East (England)","Unknown","10170","9400","28390","27570"
"In post","2021","Heterosexual / straight","South West (England)","Analysis","290","280","38100","36770"
"In post","2021","Heterosexual / straight","South West (England)","Commercial","850","820","39890","37400"
"In post","2021","Heterosexual / straight","South West (England)","Communications","230","210","36130","33300"
"In post","2021","Heterosexual / straight","South West (England)","Counter Fraud","240","220","34970","31810"
"In post","2021","Heterosexual / straight","South West (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","South West (England)","Digital, Data & Technology","970","930","39210","38450"
"In post","2021","Heterosexual / straight","South West (England)","Finance","940","900","39440","34920"
"In post","2021","Heterosexual / straight","South West (England)","Grants Management","120","110","27110","25990"
"In post","2021","Heterosexual / straight","South West (England)","Human Resources","830","770","36610","32780"
"In post","2021","Heterosexual / straight","South West (England)","Internal Audit","70","70","44010","42200"
"In post","2021","Heterosexual / straight","South West (England)","Legal","360","340","41280","38630"
"In post","2021","Heterosexual / straight","South West (England)","No function","8730","8150","33260","29360"
"In post","2021","Heterosexual / straight","South West (England)","Project Delivery","8570","8290","38600","36820"
"In post","2021","Heterosexual / straight","South West (England)","Property","960","910","33980","33250"
"In post","2021","Heterosexual / straight","South West (England)","Security","780","760","26820","20920"
"In post","2021","Heterosexual / straight","South West (England)","Unknown","7070","6470","28480","27570"
"In post","2021","Heterosexual / straight","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","No function","140","140","43660","43630"
"In post","2021","Heterosexual / straight","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Security","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Unknown","720","680","30130","27570"
"In post","2021","Heterosexual / straight","Wales","Analysis","650","620","37240","36030"
"In post","2021","Heterosexual / straight","Wales","Commercial","240","230","35670","32020"
"In post","2021","Heterosexual / straight","Wales","Communications","570","540","30100","25560"
"In post","2021","Heterosexual / straight","Wales","Counter Fraud","250","230","31910","31810"
"In post","2021","Heterosexual / straight","Wales","Debt","170","160","23930","20140"
"In post","2021","Heterosexual / straight","Wales","Digital, Data & Technology","1120","1090","40830","38230"
"In post","2021","Heterosexual / straight","Wales","Finance","270","250","34540","30730"
"In post","2021","Heterosexual / straight","Wales","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Wales","Human Resources","510","470","34800","31380"
"In post","2021","Heterosexual / straight","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Wales","Legal","380","350","41210","38760"
"In post","2021","Heterosexual / straight","Wales","No function","9410","8610","27580","23320"
"In post","2021","Heterosexual / straight","Wales","Project Delivery","440","420","37760","33350"
"In post","2021","Heterosexual / straight","Wales","Property","330","310","33790","32020"
"In post","2021","Heterosexual / straight","Wales","Security","220","220","26730","25390"
"In post","2021","Heterosexual / straight","Wales","Unknown","9180","8510","33630","27570"
"In post","2021","Heterosexual / straight","West Midlands (England)","Analysis","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","West Midlands (England)","Commercial","230","220","39160","36710"
"In post","2021","Heterosexual / straight","West Midlands (England)","Communications","190","180","34620","31810"
"In post","2021","Heterosexual / straight","West Midlands (England)","Counter Fraud","440","410","32510","31810"
"In post","2021","Heterosexual / straight","West Midlands (England)","Debt","200","180","23820","21440"
"In post","2021","Heterosexual / straight","West Midlands (England)","Digital, Data & Technology","610","590","40370","37310"
"In post","2021","Heterosexual / straight","West Midlands (England)","Finance","330","320","39740","36880"
"In post","2021","Heterosexual / straight","West Midlands (England)","Grants Management","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","West Midlands (England)","Human Resources","260","250","39840","36780"
"In post","2021","Heterosexual / straight","West Midlands (England)","Internal Audit","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","West Midlands (England)","Legal","550","510","39850","38000"
"In post","2021","Heterosexual / straight","West Midlands (England)","No function","9400","8830","30070","26550"
"In post","2021","Heterosexual / straight","West Midlands (England)","Project Delivery","730","710","37080","33300"
"In post","2021","Heterosexual / straight","West Midlands (England)","Property","390","360","35440","33250"
"In post","2021","Heterosexual / straight","West Midlands (England)","Security","250","250","29580","25560"
"In post","2021","Heterosexual / straight","West Midlands (England)","Unknown","6670","6040","27040","27570"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Analysis","250","240","42060","41990"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Commercial","250","250","41830","37800"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Communications","280","270","31810","28130"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Counter Fraud","570","520","32910","31810"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Debt","190","170","25090","21440"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Digital, Data & Technology","550","530","39360","35900"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Finance","520","480","35720","30840"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Grants Management","70","60","30240","26520"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Human Resources","370","350","39520","37300"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Internal Audit","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Legal","680","620","41620","39030"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","No function","9000","8350","31410","28200"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Project Delivery","470","450","38600","35900"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Property","530","500","34260","32100"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Security","510","490","31330","31810"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Unknown","10060","9160","29040","27570"
"In post","2021","LGBO","East Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","No function","430","420","29420","26460"
"In post","2021","LGBO","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Unknown","210","200","26140","27570"
"In post","2021","LGBO","East of England","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Debt","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Legal","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","No function","320","310","29080","27380"
"In post","2021","LGBO","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Security","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Unknown","290","280","28220","27570"
"In post","2021","LGBO","London","Analysis","220","220","46140","42020"
"In post","2021","LGBO","London","Commercial","60","60","47210","40980"
"In post","2021","LGBO","London","Communications","150","150","44410","41760"
"In post","2021","LGBO","London","Counter Fraud","90","80","38590","34500"
"In post","2021","LGBO","London","Debt","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","Digital, Data & Technology","210","210","49200","52410"
"In post","2021","LGBO","London","Finance","80","80","51040","53360"
"In post","2021","LGBO","London","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","Human Resources","180","170","46220","42470"
"In post","2021","LGBO","London","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","Legal","310","300","51880","51250"
"In post","2021","LGBO","London","No function","2440","2400","44330","39470"
"In post","2021","LGBO","London","Project Delivery","270","260","52090","52850"
"In post","2021","LGBO","London","Property","60","50","46010","36900"
"In post","2021","LGBO","London","Security","60","60","41510","37170"
"In post","2021","LGBO","London","Unknown","970","940","40560","35050"
"In post","2021","LGBO","North East (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Communications","70","60","27700","25560"
"In post","2021","LGBO","North East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","No function","360","340","28140","24920"
"In post","2021","LGBO","North East (England)","Project Delivery","30","30","[c]","[c]"
"In post","2021","LGBO","North East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Unknown","390","370","26080","21430"
"In post","2021","LGBO","North West (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","Communications","40","30","[c]","[c]"
"In post","2021","LGBO","North West (England)","Counter Fraud","50","50","[c]","[c]"
"In post","2021","LGBO","North West (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","LGBO","North West (England)","Finance","30","30","[c]","[c]"
"In post","2021","LGBO","North West (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","Human Resources","60","60","34330","31710"
"In post","2021","LGBO","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","Legal","50","50","[c]","[c]"
"In post","2021","LGBO","North West (England)","No function","900","870","28860","25790"
"In post","2021","LGBO","North West (England)","Project Delivery","70","70","38120","35000"
"In post","2021","LGBO","North West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","Unknown","950","920","27140","27570"
"In post","2021","LGBO","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Debt","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","No function","60","60","26840","25560"
"In post","2021","LGBO","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","No function","100","100","51440","53350"
"In post","2021","LGBO","Overseas","Project Delivery","40","40","[c]","[c]"
"In post","2021","LGBO","Overseas","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Security","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland","Counter Fraud","30","30","[c]","[c]"
"In post","2021","LGBO","Scotland","Debt","60","60","21830","20140"
"In post","2021","LGBO","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland","Human Resources","40","30","[c]","[c]"
"In post","2021","LGBO","Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland","Legal","30","30","[c]","[c]"
"In post","2021","LGBO","Scotland","No function","400","380","29650","26570"
"In post","2021","LGBO","Scotland","Project Delivery","40","40","[c]","[c]"
"In post","2021","LGBO","Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland","Unknown","940","920","33530","27570"
"In post","2021","LGBO","South East (England)","Analysis","50","50","[c]","[c]"
"In post","2021","LGBO","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South East (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South East (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South East (England)","Legal","40","30","[c]","[c]"
"In post","2021","LGBO","South East (England)","No function","750","730","30410","28970"
