"Status","Year","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","East Anglia","Unknown","210","190","31710","27570"
"Leaver CS","2021","East Wales","Declared disabled","130","110","31110","25030"
"Leaver CS","2021","East Wales","Declared non-disabled","650","560","34770","27570"
"Leaver CS","2021","East Wales","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","East Wales","Unknown","340","300","29070","23050"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","280","240","28690","27130"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","90","80","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Declared disabled","110","100","28750","27570"
"Leaver CS","2021","Eastern Scotland","Declared non-disabled","480","420","34580","27570"
"Leaver CS","2021","Eastern Scotland","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Unknown","500","450","35430","30790"
"Leaver CS","2021","Essex","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Essex","Declared non-disabled","190","170","29490","25110"
"Leaver CS","2021","Essex","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Essex","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","170","150","29650","26500"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","870","800","34910","30420"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","120","100","37420","34030"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","260","240","35130","29690"
"Leaver CS","2021","Greater Manchester","Declared disabled","110","90","29750","25720"
"Leaver CS","2021","Greater Manchester","Declared non-disabled","590","520","30650","26120"
"Leaver CS","2021","Greater Manchester","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Unknown","210","190","28640","25930"
"Leaver CS","2021","Hampshire and Isle of Wight","Declared disabled","110","90","26810","25480"
"Leaver CS","2021","Hampshire and Isle of Wight","Declared non-disabled","480","420","30600","27570"
"Leaver CS","2021","Hampshire and Isle of Wight","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Unknown","230","190","29230","26220"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","150","130","24430","21470"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Declared non-disabled","60","50","27850","26530"
"Leaver CS","2021","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Declared disabled","90","80","34230","31490"
"Leaver CS","2021","Inner London - East","Declared non-disabled","590","550","43330","35200"
"Leaver CS","2021","Inner London - East","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","Inner London - East","Unknown","290","280","40850","32760"
"Leaver CS","2021","Inner London - West","Declared disabled","230","210","43690","37440"
"Leaver CS","2021","Inner London - West","Declared non-disabled","1630","1470","47010","40470"
"Leaver CS","2021","Inner London - West","Undeclared","170","160","43160","38830"
"Leaver CS","2021","Inner London - West","Unknown","1050","890","39110","32560"
"Leaver CS","2021","Kent","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Kent","Declared non-disabled","330","290","27180","25110"
"Leaver CS","2021","Kent","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Kent","Unknown","110","100","24180","24110"
"Leaver CS","2021","Lancashire","Declared disabled","90","80","31290","27570"
"Leaver CS","2021","Lancashire","Declared non-disabled","450","380","26290","21010"
"Leaver CS","2021","Lancashire","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Lancashire","Unknown","130","120","23460","21010"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","70","60","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","370","320","26740","22350"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","150","140","24020","21010"
"Leaver CS","2021","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Declared non-disabled","210","190","28710","27680"
"Leaver CS","2021","Lincolnshire","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Merseyside","Declared disabled","100","80","26010","24310"
"Leaver CS","2021","Merseyside","Declared non-disabled","500","400","27300","24110"
"Leaver CS","2021","Merseyside","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Merseyside","Unknown","140","120","30230","27010"
"Leaver CS","2021","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Declared non-disabled","100","80","38450","29600"
"Leaver CS","2021","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Declared non-disabled","140","130","35330","27570"
"Leaver CS","2021","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Unknown","80","70","31750","26890"
"Leaver CS","2021","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Declared non-disabled","120","100","25450","21430"
"Leaver CS","2021","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Declared disabled","150","120","25860","21010"
"Leaver CS","2021","Northumberland and Tyne and Wear","Declared non-disabled","610","490","26300","21010"
"Leaver CS","2021","Northumberland and Tyne and Wear","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Unknown","280","230","26630","21150"
"Leaver CS","2021","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Declared non-disabled","120","100","28520","29590"
"Leaver CS","2021","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","Outer London - South","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Outer London - South","Declared non-disabled","280","250","35670","30170"
"Leaver CS","2021","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Unknown","90","80","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Declared non-disabled","350","310","33250","30380"
"Leaver CS","2021","Outer London - West and North West","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Unknown","130","120","33440","31060"
"Leaver CS","2021","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","80","70","39640","36960"
"Leaver CS","2021","Shropshire and Staffordshire","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Declared non-disabled","300","260","29260","26780"
"Leaver CS","2021","Shropshire and Staffordshire","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Unknown","110","100","25060","21590"
"Leaver CS","2021","South Yorkshire","Declared disabled","90","70","28440","26120"
"Leaver CS","2021","South Yorkshire","Declared non-disabled","420","350","29030","24910"
"Leaver CS","2021","South Yorkshire","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Declared non-disabled","150","120","29800","26890"
"Leaver CS","2021","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Unknown","80","70","29510","26550"
"Leaver CS","2021","Surrey, East and West Sussex","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Declared non-disabled","290","250","28190","26430"
"Leaver CS","2021","Surrey, East and West Sussex","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Unknown","160","150","33860","24370"
"Leaver CS","2021","Tees Valley and Durham","Declared disabled","70","50","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Declared non-disabled","370","300","27980","22350"
"Leaver CS","2021","Tees Valley and Durham","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Unknown","120","110","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","60","50","45310","32200"
"Leaver CS","2021","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","620","610","39880","32000"
"Leaver CS","2021","West Central Scotland","Declared disabled","80","60","27790","26720"
"Leaver CS","2021","West Central Scotland","Declared non-disabled","390","320","30520","26120"
"Leaver CS","2021","West Central Scotland","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Unknown","220","190","31000","27570"
"Leaver CS","2021","West Midlands","Declared disabled","150","120","26900","26000"
"Leaver CS","2021","West Midlands","Declared non-disabled","620","520","31580","26120"
"Leaver CS","2021","West Midlands","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","270","250","36550","27570"
"Leaver CS","2021","West Wales and The Valleys","Declared disabled","110","80","23560","21590"
"Leaver CS","2021","West Wales and The Valleys","Declared non-disabled","480","400","27240","21590"
"Leaver CS","2021","West Wales and The Valleys","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Unknown","140","130","25750","21590"
"Leaver CS","2021","West Yorkshire","Declared disabled","90","80","28030","27570"
"Leaver CS","2021","West Yorkshire","Declared non-disabled","550","460","29940","26890"
"Leaver CS","2021","West Yorkshire","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Unknown","270","210","29550","24880"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Declared disabled","70","60","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Declared non-disabled","350","330","31120","29210"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Unknown","140","140","33050","29670"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","110","90","29690","27570"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","830","780","30290","27570"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","300","280","30670","26470"
"Leaver CS","2022","Cheshire","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Cheshire","Declared non-disabled","210","190","30850","27570"
"Leaver CS","2022","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Unknown","80","70","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Declared non-disabled","120","100","26070","21260"
"Leaver CS","2022","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Declared non-disabled","150","130","29660","25680"
"Leaver CS","2022","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Declared disabled","140","120","28070","27570"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Declared non-disabled","630","560","29230","27570"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Unknown","230","210","27830","24880"
"Leaver CS","2022","Devon","Declared disabled","80","70","26700","22350"
"Leaver CS","2022","Devon","Declared non-disabled","520","460","30600","27570"
"Leaver CS","2022","Devon","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Devon","Unknown","120","120","28930","25500"
"Leaver CS","2022","Dorset and Somerset","Declared disabled","60","60","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Declared non-disabled","350","310","29930","27570"
"Leaver CS","2022","Dorset and Somerset","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Unknown","90","80","31180","26740"
"Leaver CS","2022","East Anglia","Declared disabled","170","150","28010","26700"
"Leaver CS","2022","East Anglia","Declared non-disabled","960","870","30940","27570"
"Leaver CS","2022","East Anglia","Undeclared","100","90","[c]","[c]"
"Leaver CS","2022","East Anglia","Unknown","230","210","36500","27570"
"Leaver CS","2022","East Wales","Declared disabled","140","120","32820","27570"
"Leaver CS","2022","East Wales","Declared non-disabled","930","820","32720","27570"
"Leaver CS","2022","East Wales","Undeclared","100","90","30770","27570"
"Leaver CS","2022","East Wales","Unknown","380","350","30250","24030"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Declared non-disabled","290","260","27960","27130"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Undeclared","30","20","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Declared disabled","170","150","31290","27570"
"Leaver CS","2022","Eastern Scotland","Declared non-disabled","760","670","34710","27570"
"Leaver CS","2022","Eastern Scotland","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Unknown","670","610","33720","30450"
"Leaver CS","2022","Essex","Declared disabled","70","60","30660","29290"
"Leaver CS","2022","Essex","Declared non-disabled","410","360","30320","29290"
"Leaver CS","2022","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Unknown","120","110","30080","24880"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","260","230","33480","27570"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","1710","1590","34310","30370"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","130","120","35100","34940"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","510","480","32850","28050"
"Leaver CS","2022","Greater Manchester","Declared disabled","160","140","27870","26060"
"Leaver CS","2022","Greater Manchester","Declared non-disabled","970","870","31440","27570"
"Leaver CS","2022","Greater Manchester","Undeclared","80","60","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Unknown","400","370","32120","26780"
"Leaver CS","2022","Hampshire and Isle of Wight","Declared disabled","160","130","29390","27570"
"Leaver CS","2022","Hampshire and Isle of Wight","Declared non-disabled","920","820","32000","27570"
"Leaver CS","2022","Hampshire and Isle of Wight","Undeclared","140","120","29290","27570"
"Leaver CS","2022","Hampshire and Isle of Wight","Unknown","320","270","26380","21720"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","290","270","27670","27370"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","80","80","24200","21170"
"Leaver CS","2022","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Declared non-disabled","140","120","28120","26780"
"Leaver CS","2022","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Inner London - East","Declared disabled","210","190","39080","32320"
"Leaver CS","2022","Inner London - East","Declared non-disabled","1660","1550","43920","37040"
"Leaver CS","2022","Inner London - East","Undeclared","90","90","42160","40070"
"Leaver CS","2022","Inner London - East","Unknown","650","620","45390","38200"
"Leaver CS","2022","Inner London - West","Declared disabled","380","330","40610","35000"
"Leaver CS","2022","Inner London - West","Declared non-disabled","2540","2280","46000","40990"
"Leaver CS","2022","Inner London - West","Undeclared","230","210","45680","41750"
"Leaver CS","2022","Inner London - West","Unknown","1790","1390","42070","35060"
"Leaver CS","2022","Kent","Declared disabled","100","90","29320","27370"
"Leaver CS","2022","Kent","Declared non-disabled","500","450","31840","29290"
"Leaver CS","2022","Kent","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Kent","Unknown","150","140","30210","24880"
"Leaver CS","2022","Lancashire","Declared disabled","150","120","25480","21260"
"Leaver CS","2022","Lancashire","Declared non-disabled","700","600","26980","21260"
"Leaver CS","2022","Lancashire","Undeclared","80","60","[c]","[c]"
"Leaver CS","2022","Lancashire","Unknown","210","190","26030","21260"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Declared disabled","100","90","28040","22600"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","510","460","29280","27470"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Unknown","250","230","24670","21260"
"Leaver CS","2022","Lincolnshire","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Declared non-disabled","200","190","28780","27150"
"Leaver CS","2022","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Merseyside","Declared disabled","180","150","27260","25040"
"Leaver CS","2022","Merseyside","Declared non-disabled","840","700","28060","25040"
"Leaver CS","2022","Merseyside","Undeclared","60","40","[c]","[c]"
"Leaver CS","2022","Merseyside","Unknown","270","250","30300","26130"
"Leaver CS","2022","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","Declared non-disabled","80","70","34910","27570"
"Leaver CS","2022","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","Unknown","60","60","29220","27230"
"Leaver CS","2022","North Yorkshire","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","North Yorkshire","Declared non-disabled","280","250","32160","27570"
"Leaver CS","2022","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire","Unknown","80","70","31970","26670"
"Leaver CS","2022","Northern Ireland","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared non-disabled","140","120","27750","23160"
"Leaver CS","2022","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Declared disabled","200","160","25690","21260"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Declared non-disabled","1110","930","27890","21300"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Undeclared","80","70","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Unknown","460","390","31700","24880"
"Leaver CS","2022","Outer London - East and North East","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","Declared non-disabled","250","220","30840","31060"
"Leaver CS","2022","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","Unknown","110","110","27600","30130"
"Leaver CS","2022","Outer London - South","Declared disabled","90","80","34070","29370"
"Leaver CS","2022","Outer London - South","Declared non-disabled","480","440","35600","31060"
"Leaver CS","2022","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","Unknown","170","170","32530","30130"
"Leaver CS","2022","Outer London - West and North West","Declared disabled","90","80","31090","31060"
"Leaver CS","2022","Outer London - West and North West","Declared non-disabled","580","510","31510","31060"
"Leaver CS","2022","Outer London - West and North West","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","Unknown","200","190","34810","31060"
"Leaver CS","2022","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared non-disabled","70","60","53150","46860"
"Leaver CS","2022","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","Declared disabled","110","100","27190","27570"
"Leaver CS","2022","Shropshire and Staffordshire","Declared non-disabled","480","430","28800","27570"
"Leaver CS","2022","Shropshire and Staffordshire","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","Unknown","140","130","27930","22350"
"Leaver CS","2022","South Yorkshire","Declared disabled","110","100","29970","27570"
"Leaver CS","2022","South Yorkshire","Declared non-disabled","460","400","29840","26160"
"Leaver CS","2022","South Yorkshire","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","South Yorkshire","Unknown","140","130","31490","27570"
"Leaver CS","2022","Southern Scotland","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Southern Scotland","Declared non-disabled","310","260","30190","27570"
"Leaver CS","2022","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","Unknown","170","150","30910","27570"
"Leaver CS","2022","Surrey, East and West Sussex","Declared disabled","80","70","26990","27570"
"Leaver CS","2022","Surrey, East and West Sussex","Declared non-disabled","630","560","30770","27570"
"Leaver CS","2022","Surrey, East and West Sussex","Undeclared","60","60","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","Unknown","170","150","30770","25770"
"Leaver CS","2022","Tees Valley and Durham","Declared disabled","80","60","29340","25120"
"Leaver CS","2022","Tees Valley and Durham","Declared non-disabled","450","380","27190","22200"
"Leaver CS","2022","Tees Valley and Durham","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Unknown","130","120","24760","22600"
"Leaver CS","2022","Unknown","Declared disabled","60","40","26190","21840"
"Leaver CS","2022","Unknown","Declared non-disabled","420","360","28060","21840"
"Leaver CS","2022","Unknown","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","710","560","35270","31880"
"Leaver CS","2022","West Central Scotland","Declared disabled","130","100","28570","23540"
"Leaver CS","2022","West Central Scotland","Declared non-disabled","700","600","30120","26380"
"Leaver CS","2022","West Central Scotland","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Unknown","350","320","32640","27230"
"Leaver CS","2022","West Midlands","Declared disabled","140","110","27920","27570"
"Leaver CS","2022","West Midlands","Declared non-disabled","890","790","33020","27570"
"Leaver CS","2022","West Midlands","Undeclared","50","50","[c]","[c]"
"Leaver CS","2022","West Midlands","Unknown","400","380","33750","27570"
"Leaver CS","2022","West Wales and The Valleys","Declared disabled","100","80","26190","22350"
"Leaver CS","2022","West Wales and The Valleys","Declared non-disabled","410","350","29820","26120"
"Leaver CS","2022","West Wales and The Valleys","Undeclared","30","20","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Unknown","110","100","26130","25190"
"Leaver CS","2022","West Yorkshire","Declared disabled","170","140","27690","26120"
"Leaver CS","2022","West Yorkshire","Declared non-disabled","1070","930","30650","27570"
"Leaver CS","2022","West Yorkshire","Undeclared","80","70","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Unknown","600","470","31600","27570"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cumbria","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Declared non-disabled","100","100","27500","23740"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derbyshire and Nottinghamshire","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Declared non-disabled","60","60","28450","25600"
"Leaver Dept.","2021","Devon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Declared non-disabled","60","60","[c]","[c]"
