"Status","Year","Ethnicity","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","650","590","29880","27570"
"In post","2021","Asian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","1030","920","25190","22030"
"In post","2021","Asian","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","Bedfordshire and Hertfordshire","540","500","30790","29290"
"In post","2021","Asian","East of England","East Anglia","370","320","27160","23130"
"In post","2021","Asian","East of England","Essex","210","200","34760","29290"
"In post","2021","Asian","London","Inner London - East","2520","2360","37070","31880"
"In post","2021","Asian","London","Inner London - West","6000","5800","41320","36240"
"In post","2021","Asian","London","Outer London - East and North East","700","640","29620","31060"
"In post","2021","Asian","London","Outer London - South","1710","1590","34070","29870"
"In post","2021","Asian","London","Outer London - West and North West","2630","2420","31160","29450"
"In post","2021","Asian","North East (England)","Northumberland and Tyne and Wear","280","260","28260","25440"
"In post","2021","Asian","North East (England)","Tees Valley and Durham","110","100","26720","22850"
"In post","2021","Asian","North West (England)","Cheshire","60","50","28950","27570"
"In post","2021","Asian","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Greater Manchester","1370","1280","28870","27570"
"In post","2021","Asian","North West (England)","Lancashire","970","860","24840","21010"
"In post","2021","Asian","North West (England)","Merseyside","170","150","33690","26370"
"In post","2021","Asian","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","150","150","46340","41410"
"In post","2021","Asian","Scotland","Eastern Scotland","190","180","32310","27570"
"In post","2021","Asian","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Southern Scotland","50","50","34070","27570"
"In post","2021","Asian","Scotland","West Central Scotland","240","210","28990","25560"
"In post","2021","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","600","560","30660","28420"
"In post","2021","Asian","South East (England)","Hampshire and Isle of Wight","310","280","30370","27390"
"In post","2021","Asian","South East (England)","Kent","160","150","29470","29290"
"In post","2021","Asian","South East (England)","Surrey, East and West Sussex","310","290","29650","27850"
"In post","2021","Asian","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","Devon","50","50","35110","31860"
"In post","2021","Asian","South West (England)","Dorset and Somerset","30","30","[c]","[c]"
"In post","2021","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","690","660","34650","31650"
"In post","2021","Asian","Unknown","Unknown","170","150","29630","27570"
"In post","2021","Asian","Wales","East Wales","330","320","30400","25560"
"In post","2021","Asian","Wales","West Wales and The Valleys","90","90","29270","22160"
"In post","2021","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","190","170","26390","25400"
"In post","2021","Asian","West Midlands (England)","Shropshire and Staffordshire","300","290","32060","27570"
"In post","2021","Asian","West Midlands (England)","West Midlands","3580","3330","27550","25800"
"In post","2021","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","30","30","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","North Yorkshire","70","70","32440","29030"
"In post","2021","Asian","Yorkshire and The Humber","South Yorkshire","410","380","28230","25000"
"In post","2021","Asian","Yorkshire and The Humber","West Yorkshire","1800","1650","27800","26620"
"In post","2021","Black","East Midlands (England)","Derbyshire and Nottinghamshire","320","300","27280","26560"
"In post","2021","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","170","160","26400","24140"
"In post","2021","Black","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Bedfordshire and Hertfordshire","230","220","30990","29290"
"In post","2021","Black","East of England","East Anglia","120","120","32370","27570"
"In post","2021","Black","East of England","Essex","240","230","29610","29290"
"In post","2021","Black","London","Inner London - East","2540","2440","33470","31060"
"In post","2021","Black","London","Inner London - West","4330","4230","36970","33460"
"In post","2021","Black","London","Outer London - East and North East","640","620","30720","31060"
"In post","2021","Black","London","Outer London - South","1580","1510","33010","30470"
"In post","2021","Black","London","Outer London - West and North West","880","830","31350","31060"
"In post","2021","Black","North East (England)","Northumberland and Tyne and Wear","110","110","27260","25560"
"In post","2021","Black","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Cheshire","30","30","[c]","[c]"
