"Status","Year","Sexual_orientation","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","North East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Department for Education","40","40","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Department for Transport","100","80","25540","26470"
"In post","2021","Undeclared","North East (England)","Department for Work and Pensions","680","600","27260","27570"
"In post","2021","Undeclared","North East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","HM Land Registry","80","70","30750","27130"
"In post","2021","Undeclared","North East (England)","HM Revenue and Customs","660","580","28360","25560"
"In post","2021","Undeclared","North East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Home Office","120","110","25770","25040"
"In post","2021","Undeclared","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Ministry of Justice","330","300","29760","28200"
"In post","2021","Undeclared","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Department for Education","80","70","40930","36780"
"In post","2021","Undeclared","North West (England)","Department for Environment, Food and Rural Affairs","80","80","31130","26520"
"In post","2021","Undeclared","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Department for Transport","90","80","28880","26780"
"In post","2021","Undeclared","North West (England)","Department for Work and Pensions","1480","1320","27870","27570"
"In post","2021","Undeclared","North West (England)","Department of Health and Social Care","50","50","40340","31370"
"In post","2021","Undeclared","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","HM Land Registry","80","70","33190","27130"
"In post","2021","Undeclared","North West (England)","HM Revenue and Customs","870","800","32180","31810"
"In post","2021","Undeclared","North West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Home Office","630","570","27440","25040"
"In post","2021","Undeclared","North West (England)","Ministry of Defence","210","190","31060","26670"
"In post","2021","Undeclared","North West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Ministry of Justice","830","760","28390","26320"
"In post","2021","Undeclared","North West (England)","National Crime Agency","90","80","34880","34140"
"In post","2021","Undeclared","North West (England)","Office for Standards in Education","30","30","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","HM Revenue and Customs","100","100","29670","28130"
"In post","2021","Undeclared","Northern Ireland","Home Office","40","40","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Ministry of Defence","70","70","25250","21880"
"In post","2021","Undeclared","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Foreign, Commonwealth and Development Office","220","220","51220","53470"
"In post","2021","Undeclared","Overseas","Home Office","70","70","[c]","[c]"
"In post","2021","Undeclared","Overseas","Ministry of Defence","60","60","43040","40580"
"In post","2021","Undeclared","Overseas","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Department for Transport","100","90","30840","26780"
"In post","2021","Undeclared","Scotland","Department for Work and Pensions","810","720","26180","27010"
"In post","2021","Undeclared","Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"In post","2021","Undeclared","Scotland","HM Revenue and Customs","500","440","29370","25560"
"In post","2021","Undeclared","Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Home Office","120","110","28560","26410"
"In post","2021","Undeclared","Scotland","Ministry of Defence","440","420","32120","29200"
"In post","2021","Undeclared","Scotland","Ministry of Justice","60","60","22920","20910"
"In post","2021","Undeclared","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Scottish Government","2380","2190","31340","29350"
"In post","2021","Undeclared","South East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Department for Environment, Food and Rural Affairs","140","130","38710","34150"
"In post","2021","Undeclared","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Department for Transport","220","200","36700","31860"
"In post","2021","Undeclared","South East (England)","Department for Work and Pensions","580","510","27500","27570"
"In post","2021","Undeclared","South East (England)","Department of Health and Social Care","50","40","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Foreign, Commonwealth and Development Office","90","80","37880","34290"
"In post","2021","Undeclared","South East (England)","HM Revenue and Customs","280","250","32330","31810"
"In post","2021","Undeclared","South East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Home Office","650","580","28760","27370"
"In post","2021","Undeclared","South East (England)","Ministry of Defence","1180","1150","34460","33300"
"In post","2021","Undeclared","South East (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Ministry of Justice","860","810","30660","30400"
"In post","2021","Undeclared","South East (England)","National Crime Agency","30","30","[c]","[c]"
"In post","2021","Undeclared","South East (England)","United Kingdom Statistics Authority","90","70","26450","21020"
"In post","2021","Undeclared","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Department for Environment, Food and Rural Affairs","140","130","35060","32160"
"In post","2021","Undeclared","South West (England)","Department for Transport","110","100","33360","29590"
"In post","2021","Undeclared","South West (England)","Department for Work and Pensions","510","440","26660","27570"
"In post","2021","Undeclared","South West (England)","Department of Health and Social Care","180","160","41560","36940"
"In post","2021","Undeclared","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","HM Land Registry","170","140","34750","33840"
"In post","2021","Undeclared","South West (England)","HM Revenue and Customs","150","130","36170","31810"
"In post","2021","Undeclared","South West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Home Office","70","60","28580","27370"
"In post","2021","Undeclared","South West (England)","Ministry of Defence","2500","2390","38190","36900"
"In post","2021","Undeclared","South West (England)","Ministry of Housing, Communities and Local Government","60","50","46040","47660"
"In post","2021","Undeclared","South West (England)","Ministry of Justice","480","440","29090","26330"
"In post","2021","Undeclared","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions","80","70","29690","27570"
"In post","2021","Undeclared","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Department for Business, Energy and Industrial Strategy","180","160","35940","36030"
"In post","2021","Undeclared","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Department for Transport","1640","1360","25330","21590"
"In post","2021","Undeclared","Wales","Department for Work and Pensions","460","420","26120","27570"
"In post","2021","Undeclared","Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","HM Land Registry","60","50","31920","27130"
"In post","2021","Undeclared","Wales","HM Revenue and Customs","280","260","29440","25560"
"In post","2021","Undeclared","Wales","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Home Office","60","50","27660","25360"
"In post","2021","Undeclared","Wales","Ministry of Defence","350","340","27640","27460"
"In post","2021","Undeclared","Wales","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Ministry of Justice","270","240","29160","26810"
"In post","2021","Undeclared","Wales","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","United Kingdom Statistics Authority","90","80","37470","32900"
"In post","2021","Undeclared","Wales","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Welsh Government","680","640","42680","37410"
"In post","2021","Undeclared","West Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","Department for Education","80","80","40560","36960"
"In post","2021","Undeclared","West Midlands (England)","Department for Environment, Food and Rural Affairs","60","50","32500","30680"
"In post","2021","Undeclared","West Midlands (England)","Department for Transport","70","60","27870","26780"
"In post","2021","Undeclared","West Midlands (England)","Department for Work and Pensions","620","540","25970","27570"
"In post","2021","Undeclared","West Midlands (England)","Department of Health and Social Care","50","40","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","HM Land Registry","80","70","31950","27130"
"In post","2021","Undeclared","West Midlands (England)","HM Revenue and Customs","340","300","34630","31810"
"In post","2021","Undeclared","West Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","Home Office","110","100","29800","27370"
"In post","2021","Undeclared","West Midlands (England)","Ministry of Defence","280","270","30520","28110"
"In post","2021","Undeclared","West Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","Ministry of Justice","700","650","27580","24620"
"In post","2021","Undeclared","West Midlands (England)","National Crime Agency","30","30","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","Department for Education","120","110","39820","37000"
"In post","2021","Undeclared","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","80","80","36020","35900"
"In post","2021","Undeclared","Yorkshire and The Humber","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","Department for Transport","90","90","29520","26780"
"In post","2021","Undeclared","Yorkshire and The Humber","Department for Work and Pensions","790","690","29300","27570"
"In post","2021","Undeclared","Yorkshire and The Humber","Department of Health and Social Care","70","60","45040","37880"
"In post","2021","Undeclared","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","HM Land Registry","50","40","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","HM Revenue and Customs","400","350","31310","28130"
"In post","2021","Undeclared","Yorkshire and The Humber","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","Home Office","330","310","28430","25310"
"In post","2021","Undeclared","Yorkshire and The Humber","Ministry of Defence","270","260","29530","26930"
"In post","2021","Undeclared","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","Ministry of Justice","740","680","29720","29290"
"In post","2021","Undeclared","Yorkshire and The Humber","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Attorney General's Departments","100","90","38410","34480"
"In post","2021","Unknown","East Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Department for Business, Energy and Industrial Strategy","110","110","29920","30240"
"In post","2021","Unknown","East Midlands (England)","Department for Education","30","30","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Department for Environment, Food and Rural Affairs","70","70","30020","26100"
"In post","2021","Unknown","East Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Department for Transport","120","110","30710","26700"
"In post","2021","Unknown","East Midlands (England)","Department for Work and Pensions","1080","930","26270","27570"
"In post","2021","Unknown","East Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","HM Land Registry","260","240","28670","27130"
"In post","2021","Unknown","East Midlands (England)","HM Revenue and Customs","1360","1260","28050","25560"
"In post","2021","Unknown","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Ministry of Defence","160","160","28700","24760"
"In post","2021","Unknown","East Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Ministry of Justice","1030","950","26250","24440"
"In post","2021","Unknown","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","Attorney General's Departments","100","90","43520","37120"
"In post","2021","Unknown","East of England","Cabinet Office","50","50","[c]","[c]"
"In post","2021","Unknown","East of England","Department for Business, Energy and Industrial Strategy","100","90","30960","30930"
"In post","2021","Unknown","East of England","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","Department for Environment, Food and Rural Affairs","340","320","34330","30220"
"In post","2021","Unknown","East of England","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","Department for Transport","70","60","27090","26700"
"In post","2021","Unknown","East of England","Department for Work and Pensions","990","840","28000","27570"
"In post","2021","Unknown","East of England","Department of Health and Social Care","170","160","47840","41080"
"In post","2021","Unknown","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","HM Land Registry","60","50","26050","22350"
"In post","2021","Unknown","East of England","HM Revenue and Customs","580","520","30680","28130"
"In post","2021","Unknown","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","Home Office","100","90","23380","21430"
"In post","2021","Unknown","East of England","Ministry of Defence","380","370","28970","26670"
"In post","2021","Unknown","East of England","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","Ministry of Justice","1000","930","27610","27070"
"In post","2021","Unknown","East of England","National Crime Agency","30","30","[c]","[c]"
"In post","2021","Unknown","East of England","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","Other Cabinet Office Agencies","40","40","[c]","[c]"
"In post","2021","Unknown","London","Attorney General's Departments","1050","960","52340","54770"
"In post","2021","Unknown","London","Cabinet Office","2510","2490","47150","34550"
"In post","2021","Unknown","London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Charity Commission","30","30","[c]","[c]"
"In post","2021","Unknown","London","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2021","Unknown","London","Department for Business, Energy and Industrial Strategy","760","740","43730","40050"
"In post","2021","Unknown","London","Department for Digital, Culture, Media and Sport","230","220","48640","51730"
"In post","2021","Unknown","London","Department for Education","590","570","50040","53420"
"In post","2021","Unknown","London","Department for Environment, Food and Rural Affairs","540","520","45640","40000"
"In post","2021","Unknown","London","Department for International Trade","740","730","43930","38540"
"In post","2021","Unknown","London","Department for Transport","720","700","41910","35430"
"In post","2021","Unknown","London","Department for Work and Pensions","2540","2300","33410","31060"
"In post","2021","Unknown","London","Department of Health and Social Care","2210","2130","49790","44460"
"In post","2021","Unknown","London","Food Standards Agency","50","50","41460","37340"
"In post","2021","Unknown","London","Foreign, Commonwealth and Development Office","820","790","48930","48840"
"In post","2021","Unknown","London","HM Land Registry","110","110","39190","30600"
"In post","2021","Unknown","London","HM Revenue and Customs","2680","2540","40490","36160"
"In post","2021","Unknown","London","HM Treasury","230","220","53850","50000"
"In post","2021","Unknown","London","Home Office","750","740","39770","35050"
"In post","2021","Unknown","London","Ministry of Defence","430","420","40550","37910"
"In post","2021","Unknown","London","Ministry of Housing, Communities and Local Government","150","150","45740","39600"
"In post","2021","Unknown","London","Ministry of Justice","3050","2930","33160","30720"
"In post","2021","Unknown","London","National Crime Agency","260","260","45080","42520"
"In post","2021","Unknown","London","Northern Ireland Office","40","40","[c]","[c]"
"In post","2021","Unknown","London","Office for Standards in Education","30","30","[c]","[c]"
"In post","2021","Unknown","London","Office of Gas and Electricity Markets","360","350","53650","48360"
"In post","2021","Unknown","London","Office of Rail and Road","90","80","60880","57910"
"In post","2021","Unknown","London","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","The National Archives","240","230","35140","32560"
"In post","2021","Unknown","London","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","United Kingdom Statistics Authority","110","110","42180","34050"
"In post","2021","Unknown","London","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Water Services Regulation Authority","50","40","[c]","[c]"
"In post","2021","Unknown","North East (England)","Attorney General's Departments","80","70","38190","28430"
"In post","2021","Unknown","North East (England)","Cabinet Office","70","70","34980","28630"
"In post","2021","Unknown","North East (England)","Department for Business, Energy and Industrial Strategy","70","60","27450","24250"
"In post","2021","Unknown","North East (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Department for Education","80","80","36970","36500"
"In post","2021","Unknown","North East (England)","Department for Environment, Food and Rural Affairs","150","150","28690","24920"
"In post","2021","Unknown","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Department for Transport","40","40","[c]","[c]"
"In post","2021","Unknown","North East (England)","Department for Work and Pensions","2160","1850","26550","26120"
"In post","2021","Unknown","North East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","HM Land Registry","190","180","26050","22350"
"In post","2021","Unknown","North East (England)","HM Revenue and Customs","4120","3600","25240","21440"
"In post","2021","Unknown","North East (England)","Home Office","40","40","[c]","[c]"
"In post","2021","Unknown","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Ministry of Justice","760","690","28040","26810"
"In post","2021","Unknown","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Attorney General's Departments","200","180","41650","34480"
"In post","2021","Unknown","North West (England)","Cabinet Office","270","270","49100","49700"
"In post","2021","Unknown","North West (England)","Charity Commission","120","110","33170","29320"
"In post","2021","Unknown","North West (England)","Department for Business, Energy and Industrial Strategy","150","150","30040","26290"
"In post","2021","Unknown","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Department for Education","160","150","39200","36500"
"In post","2021","Unknown","North West (England)","Department for Environment, Food and Rural Affairs","520","470","25220","21050"
"In post","2021","Unknown","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Department for Transport","90","80","27200","26580"
"In post","2021","Unknown","North West (England)","Department for Work and Pensions","4690","4110","26410","27570"
"In post","2021","Unknown","North West (England)","Department of Health and Social Care","100","90","37510","35290"
"In post","2021","Unknown","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","HM Land Registry","320","300","26640","22350"
"In post","2021","Unknown","North West (England)","HM Revenue and Customs","4410","4030","26980","25560"
"In post","2021","Unknown","North West (England)","Home Office","260","250","27860","24880"
"In post","2021","Unknown","North West (England)","Ministry of Defence","140","130","28920","23540"
"In post","2021","Unknown","North West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Ministry of Justice","1750","1590","26960","25790"
"In post","2021","Unknown","North West (England)","National Crime Agency","140","140","38600","36740"
"In post","2021","Unknown","North West (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Other Cabinet Office Agencies","90","90","34480","31500"
"In post","2021","Unknown","Northern Ireland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","HM Revenue and Customs","660","610","25120","21440"
"In post","2021","Unknown","Northern Ireland","Home Office","50","40","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Ministry of Defence","60","60","22800","20310"
"In post","2021","Unknown","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Northern Ireland Office","30","30","[c]","[c]"
"In post","2021","Unknown","Overseas","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","Department for International Trade","50","50","[c]","[c]"
"In post","2021","Unknown","Overseas","Foreign, Commonwealth and Development Office","350","350","53620","54070"
"In post","2021","Unknown","Overseas","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","Ministry of Defence","250","250","45110","45140"
"In post","2021","Unknown","Overseas","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland","Cabinet Office","70","70","50160","50260"
"In post","2021","Unknown","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland","Department for Business, Energy and Industrial Strategy","160","150","32000","32730"
"In post","2021","Unknown","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
