"Status","Year","Region_ITL3","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Aberdeen City and Aberdeenshire","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Undeclared","Scotland","80","70","41810","33650"
"In post","2021","Aberdeen City and Aberdeenshire","Unknown","Scotland","420","400","32600","29190"
"In post","2021","Aberdeen City and Aberdeenshire","White","Scotland","1300","1230","36360","30650"
"In post","2021","Angus and Dundee City","Asian","Scotland","40","40","[c]","[c]"
"In post","2021","Angus and Dundee City","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Undeclared","Scotland","60","50","23360","21010"
"In post","2021","Angus and Dundee City","Unknown","Scotland","320","300","24510","21010"
"In post","2021","Angus and Dundee City","White","Scotland","1460","1340","26740","22230"
"In post","2021","Antrim and Newtownabbey","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","White","Northern Ireland","180","170","24160","20310"
"In post","2021","Ards and North Down","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","White","Northern Ireland","200","200","25970","20920"
"In post","2021","Armagh City, Banbridge and Craigavon","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","White","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Asian","London","140","130","30720","31060"
"In post","2021","Barking & Dagenham and Havering","Black","London","100","90","31020","31060"
"In post","2021","Barking & Dagenham and Havering","Chinese","London","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Mixed","London","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","London","30","30","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","London","60","50","28700","31060"
"In post","2021","Barking & Dagenham and Havering","White","London","240","220","30270","31060"
"In post","2021","Barnet","Asian","London","400","380","37740","32090"
"In post","2021","Barnet","Black","London","210","200","34320","31060"
"In post","2021","Barnet","Chinese","London","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Mixed","London","70","70","34350","31060"
"In post","2021","Barnet","Other ethnicity","London","40","30","[c]","[c]"
"In post","2021","Barnet","Undeclared","London","120","110","42810","36820"
