"Status","Year","Sexual_orientation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","LGBO","Foreign, Commonwealth and Development Office","South East (England)","40","40","[c]","[c]"
"In post","2022","LGBO","HM Land Registry","East Midlands (England)","30","30","[c]","[c]"
"In post","2022","LGBO","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Land Registry","South West (England)","30","30","[c]","[c]"
"In post","2022","LGBO","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Revenue and Customs","East Midlands (England)","190","180","34120","33080"
"In post","2022","LGBO","HM Revenue and Customs","East of England","50","40","[c]","[c]"
"In post","2022","LGBO","HM Revenue and Customs","London","390","380","47900","40910"
"In post","2022","LGBO","HM Revenue and Customs","North East (England)","410","390","30440","26820"
"In post","2022","LGBO","HM Revenue and Customs","North West (England)","580","560","32270","28920"
"In post","2022","LGBO","HM Revenue and Customs","Northern Ireland","90","90","28900","26820"
"In post","2022","LGBO","HM Revenue and Customs","Scotland","340","320","28990","26820"
"In post","2022","LGBO","HM Revenue and Customs","South East (England)","80","80","32300","28920"
"In post","2022","LGBO","HM Revenue and Customs","South West (England)","110","100","35110","33080"
"In post","2022","LGBO","HM Revenue and Customs","Wales","250","250","29840","26820"
"In post","2022","LGBO","HM Revenue and Customs","West Midlands (England)","150","150","34560","33080"
"In post","2022","LGBO","HM Revenue and Customs","Yorkshire and The Humber","180","170","32900","28920"
"In post","2022","LGBO","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Treasury","London","190","180","47320","50000"
"In post","2022","LGBO","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Treasury","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Home Office","East of England","50","50","[c]","[c]"
"In post","2022","LGBO","Home Office","London","400","390","44780","41950"
"In post","2022","LGBO","Home Office","North East (England)","50","50","[c]","[c]"
"In post","2022","LGBO","Home Office","North West (England)","280","270","28090","25040"
"In post","2022","LGBO","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Home Office","Scotland","50","50","28900","25130"
"In post","2022","LGBO","Home Office","South East (England)","110","100","28340","26330"
"In post","2022","LGBO","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Home Office","Wales","40","30","[c]","[c]"
"In post","2022","LGBO","Home Office","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","LGBO","Home Office","Yorkshire and The Humber","150","150","29470","25220"
"In post","2022","LGBO","Ministry of Defence","East Midlands (England)","30","30","[c]","[c]"
"In post","2022","LGBO","Ministry of Defence","East of England","90","90","30880","28540"
"In post","2022","LGBO","Ministry of Defence","London","170","170","42380","40640"
"In post","2022","LGBO","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Ministry of Defence","North West (England)","50","50","27400","23830"
"In post","2022","LGBO","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Ministry of Defence","Scotland","80","80","30940","26350"
"In post","2022","LGBO","Ministry of Defence","South East (England)","260","260","32170","29230"
"In post","2022","LGBO","Ministry of Defence","South West (England)","600","590","34010","32290"
"In post","2022","LGBO","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Ministry of Defence","West Midlands (England)","70","60","30030","26670"
"In post","2022","LGBO","Ministry of Defence","Yorkshire and The Humber","50","50","30880","27360"
"In post","2022","LGBO","Ministry of Justice","East Midlands (England)","370","360","28550","25700"
"In post","2022","LGBO","Ministry of Justice","East of England","320","310","28940","27120"
"In post","2022","LGBO","Ministry of Justice","London","760","740","39900","35210"
"In post","2022","LGBO","Ministry of Justice","North East (England)","190","180","29110","26100"
"In post","2022","LGBO","Ministry of Justice","North West (England)","610","590","28570","26100"
"In post","2022","LGBO","Ministry of Justice","Scotland","30","30","[c]","[c]"
"In post","2022","LGBO","Ministry of Justice","South East (England)","610","600","31020","30210"
"In post","2022","LGBO","Ministry of Justice","South West (England)","280","270","27180","25610"
"In post","2022","LGBO","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Ministry of Justice","Wales","200","200","26720","24260"
"In post","2022","LGBO","Ministry of Justice","West Midlands (England)","430","420","27530","25120"
"In post","2022","LGBO","Ministry of Justice","Yorkshire and The Humber","450","430","30330","27380"
"In post","2022","LGBO","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","National Crime Agency","London","70","70","42620","39840"
"In post","2022","LGBO","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","National Crime Agency","North West (England)","60","60","36130","34140"
"In post","2022","LGBO","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office for Standards in Education, Children's Services and Skills","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office for Standards in Education, Children's Services and Skills","North West (England)","40","40","[c]","[c]"
"In post","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Gas and Electricity Markets","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Gas and Electricity Markets","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Gas and Electricity Markets","London","50","50","[c]","[c]"
"In post","2022","LGBO","Office of Gas and Electricity Markets","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Gas and Electricity Markets","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Gas and Electricity Markets","Scotland","50","50","[c]","[c]"
"In post","2022","LGBO","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Gas and Electricity Markets","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Qualifications and Examinations Regulation","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Qualifications and Examinations Regulation","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Qualifications and Examinations Regulation","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Qualifications and Examinations Regulation","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of the Secretary of State for Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Government","Scotland","1120","1100","36390","31540"
"In post","2022","LGBO","Scottish Government","Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","The National Archives","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","The National Archives","London","40","40","[c]","[c]"
"In post","2022","LGBO","The National Archives","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","The National Archives","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Export Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Export Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Export Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Export Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Export Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Export Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Export Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Export Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Export Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Export Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Export Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Statistics Authority","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Statistics Authority","South East (England)","90","80","29530","30210"
"In post","2022","LGBO","UK Statistics Authority","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","UK Statistics Authority","Wales","170","160","35120","30810"
"In post","2022","LGBO","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Welsh Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Welsh Government","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Welsh Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Welsh Government","Wales","240","230","42390","38160"
"In post","2022","LGBO","Welsh Government","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Welsh Government","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","London","270","250","51450","52730"
"In post","2022","Undeclared","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","London","400","390","51220","54700"
"In post","2022","Undeclared","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","Yorkshire and The Humber","50","50","37560","33520"
"In post","2022","Undeclared","Chancellor's other departments","London","70","60","61940","53640"
"In post","2022","Undeclared","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","London","60","60","63050","60600"
"In post","2022","Undeclared","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","London","550","540","49700","53380"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","North West (England)","40","40","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Scotland","40","40","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","South West (England)","350","330","40220","39650"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Wales","190","180","36370","35810"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","130","120","45930","48000"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","London","190","190","49360","53420"
"In post","2022","Undeclared","Department for Education","North East (England)","60","50","39530","37100"
"In post","2022","Undeclared","Department for Education","North West (England)","90","80","42370","36870"
"In post","2022","Undeclared","Department for Education","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","West Midlands (England)","100","90","40060","36500"
"In post","2022","Undeclared","Department for Education","Yorkshire and The Humber","120","110","40910","37050"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","East of England","60","50","34180","31440"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","200","200","42550","38750"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","North East (England)","50","50","33510","30820"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","North West (England)","100","100","31190","26520"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","South East (England)","160","150","38740","33880"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","South West (England)","170","160","35830","35900"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","West Midlands (England)","60","60","33500","31390"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","110","100","34970","30810"
"In post","2022","Undeclared","Department for International Trade","London","130","130","46890","46530"
"In post","2022","Undeclared","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","150","150","47810","44000"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","South West (England)","40","40","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","East Midlands (England)","100","100","35580","31040"
"In post","2022","Undeclared","Department for Transport","East of England","60","60","29160","28150"
"In post","2022","Undeclared","Department for Transport","London","320","310","46400","42890"
"In post","2022","Undeclared","Department for Transport","North East (England)","90","80","26560","26580"
"In post","2022","Undeclared","Department for Transport","North West (England)","90","80","29840","26780"
"In post","2022","Undeclared","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Scotland","90","80","30870","26780"
"In post","2022","Undeclared","Department for Transport","South East (England)","210","190","37240","32250"
"In post","2022","Undeclared","Department for Transport","South West (England)","100","90","32510","29730"
"In post","2022","Undeclared","Department for Transport","Wales","1470","1220","25800","21840"
"In post","2022","Undeclared","Department for Transport","West Midlands (England)","80","70","28160","26780"
"In post","2022","Undeclared","Department for Transport","Yorkshire and The Humber","100","90","29030","26780"
"In post","2022","Undeclared","Department for Work and Pensions","East Midlands (England)","440","390","28270","27570"
"In post","2022","Undeclared","Department for Work and Pensions","East of England","410","370","29190","27570"
"In post","2022","Undeclared","Department for Work and Pensions","London","790","720","33030","31060"
"In post","2022","Undeclared","Department for Work and Pensions","North East (England)","750","670","28940","27570"
"In post","2022","Undeclared","Department for Work and Pensions","North West (England)","1540","1390","28350","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Scotland","800","710","26390","27570"
"In post","2022","Undeclared","Department for Work and Pensions","South East (England)","570","500","27550","27570"
"In post","2022","Undeclared","Department for Work and Pensions","South West (England)","520","450","26770","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Unknown","60","50","30340","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Wales","470","430","26090","27570"
"In post","2022","Undeclared","Department for Work and Pensions","West Midlands (England)","650","570","26050","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Yorkshire and The Humber","840","740","29550","27570"
"In post","2022","Undeclared","Department of Health and Social Care","East Midlands (England)","40","30","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","East of England","90","90","45230","40930"
"In post","2022","Undeclared","Department of Health and Social Care","London","1380","1320","47450","41030"
"In post","2022","Undeclared","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","North West (England)","70","70","39670","36690"
"In post","2022","Undeclared","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","South East (England)","80","70","48700","40360"
"In post","2022","Undeclared","Department of Health and Social Care","South West (England)","190","180","42870","38760"
"In post","2022","Undeclared","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","West Midlands (England)","60","60","41980","36330"
"In post","2022","Undeclared","Department of Health and Social Care","Yorkshire and The Humber","320","310","42730","36820"
"In post","2022","Undeclared","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","London","330","320","51380","47270"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Overseas","200","190","50170","53140"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","South East (England)","80","80","39040","34330"
"In post","2022","Undeclared","HM Land Registry","East Midlands (England)","80","70","31280","27130"
"In post","2022","Undeclared","HM Land Registry","East of England","50","40","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","London","40","40","[c]","[c]"
