"Status","Year","Parent_department","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","East Midlands (England)","Heterosexual / straight","320","290","38320","34480"
"In post","2021","Attorney General's Departments","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","Unknown","100","90","38410","34480"
"In post","2021","Attorney General's Departments","East of England","Heterosexual / straight","350","320","39880","35020"
"In post","2021","Attorney General's Departments","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","Unknown","100","90","43520","37120"
"In post","2021","Attorney General's Departments","London","Heterosexual / straight","3120","2960","49120","51250"
"In post","2021","Attorney General's Departments","London","LGBO","260","250","49570","51250"
"In post","2021","Attorney General's Departments","London","Undeclared","250","240","51550","51830"
"In post","2021","Attorney General's Departments","London","Unknown","1050","960","52340","54770"
"In post","2021","Attorney General's Departments","North East (England)","Heterosexual / straight","240","220","38110","33310"
"In post","2021","Attorney General's Departments","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","Unknown","80","70","38190","28430"
"In post","2021","Attorney General's Departments","North West (England)","Heterosexual / straight","710","670","38990","33310"
"In post","2021","Attorney General's Departments","North West (England)","LGBO","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","Unknown","200","180","41650","34480"
"In post","2021","Attorney General's Departments","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Heterosexual / straight","480","450","41640","36240"
"In post","2021","Attorney General's Departments","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Unknown","170","150","44740","40000"
"In post","2021","Attorney General's Departments","South West (England)","Heterosexual / straight","230","220","39870","38000"
"In post","2021","Attorney General's Departments","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Unknown","70","60","48430","54030"
"In post","2021","Attorney General's Departments","Wales","Heterosexual / straight","250","240","40610","38090"
"In post","2021","Attorney General's Departments","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Unknown","80","70","43310","51470"
"In post","2021","Attorney General's Departments","West Midlands (England)","Heterosexual / straight","390","360","39180","38000"
"In post","2021","Attorney General's Departments","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Unknown","150","140","41420","38760"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Heterosexual / straight","670","620","41530","38180"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","LGBO","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Unknown","260","220","44630","51470"
"In post","2021","Cabinet Office","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Heterosexual / straight","60","50","39830","33300"
"In post","2021","Cabinet Office","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Unknown","50","50","[c]","[c]"
"In post","2021","Cabinet Office","London","Heterosexual / straight","3220","3160","51980","54700"
"In post","2021","Cabinet Office","London","LGBO","370","360","47280","41820"
"In post","2021","Cabinet Office","London","Undeclared","410","400","50850","54700"
"In post","2021","Cabinet Office","London","Unknown","2510","2490","47150","34550"
"In post","2021","Cabinet Office","North East (England)","Heterosexual / straight","310","290","28550","23850"
"In post","2021","Cabinet Office","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Unknown","70","70","34980","28630"
"In post","2021","Cabinet Office","North West (England)","Heterosexual / straight","170","160","44130","37300"
"In post","2021","Cabinet Office","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Unknown","270","270","49100","49700"
"In post","2021","Cabinet Office","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Unknown","70","70","50160","50260"
"In post","2021","Cabinet Office","South East (England)","Heterosexual / straight","80","80","37440","33300"
"In post","2021","Cabinet Office","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Unknown","130","120","46700","35900"
"In post","2021","Cabinet Office","South West (England)","Heterosexual / straight","60","60","44300","38420"
"In post","2021","Cabinet Office","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Unknown","110","110","60550","53320"
"In post","2021","Cabinet Office","Unknown","Heterosexual / straight","140","140","41870","35900"
"In post","2021","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Unknown","440","440","34530","32000"
"In post","2021","Cabinet Office","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","Unknown","50","50","35770","29250"
"In post","2021","Cabinet Office","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","Unknown","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Heterosexual / straight","340","320","35580","33300"
"In post","2021","Cabinet Office","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Unknown","350","330","37590","29250"
"In post","2021","Chancellor's other departments","London","Heterosexual / straight","260","250","60720","50560"
"In post","2021","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Undeclared","70","70","58630","48770"
"In post","2021","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","Undeclared","[c]","[c]","[c]","[c]"
