"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","70","70","43680","42490"
"In post","2021","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","East Anglia","220","210","38250","35730"
"In post","2021","Commercial","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Inner London - East","70","70","45090","41190"
"In post","2021","Commercial","London","Inner London - West","570","560","50230","44480"
"In post","2021","Commercial","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Outer London - South","150","140","43970","43420"
"In post","2021","Commercial","London","Outer London - West and North West","80","70","37840","32880"
"In post","2021","Commercial","North East (England)","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"In post","2021","Commercial","North East (England)","Tees Valley and Durham","90","80","43480","40300"
"In post","2021","Commercial","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Greater Manchester","220","210","39840","37920"
"In post","2021","Commercial","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Merseyside","230","220","36010","34800"
"In post","2021","Commercial","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Overseas","40","40","[c]","[c]"
"In post","2021","Commercial","Scotland","Eastern Scotland","90","90","33600","28410"
"In post","2021","Commercial","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Southern Scotland","70","70","40370","39630"
"In post","2021","Commercial","Scotland","West Central Scotland","110","110","34650","33300"
"In post","2021","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","180","180","39050","37070"
"In post","2021","Commercial","South East (England)","Hampshire and Isle of Wight","220","210","36180","34800"
"In post","2021","Commercial","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Surrey, East and West Sussex","40","40","[c]","[c]"
"In post","2021","Commercial","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Devon","220","210","42790","39790"
"In post","2021","Commercial","South West (England)","Dorset and Somerset","70","70","42320","40430"
"In post","2021","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","1430","1370","38880","35900"
"In post","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","East Wales","160","150","36670","33290"
"In post","2021","Commercial","Wales","West Wales and The Valleys","170","160","33470","31040"
"In post","2021","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Shropshire and Staffordshire","100","100","39280","34800"
"In post","2021","Commercial","West Midlands (England)","West Midlands","130","130","38940","37040"
"In post","2021","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","North Yorkshire","60","50","41100","38180"
"In post","2021","Commercial","Yorkshire and The Humber","South Yorkshire","110","100","38610","36960"
"In post","2021","Commercial","Yorkshire and The Humber","West Yorkshire","190","190","40810","36820"
"In post","2021","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","80","80","36960","36590"
"In post","2021","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"In post","2021","Communications","East of England","East Anglia","50","40","[c]","[c]"
