"Status","Year","Responsibility_level","Region_ITL3","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Aberdeen City and Aberdeenshire","Declared disabled","40","40","[c]","[c]"
"In post","2021","AA/AO","Aberdeen City and Aberdeenshire","Declared non-disabled","250","230","26080","22230"
"In post","2021","AA/AO","Aberdeen City and Aberdeenshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Aberdeen City and Aberdeenshire","Unknown","250","230","24730","22820"
"In post","2021","AA/AO","Angus and Dundee City","Declared disabled","180","160","21140","21010"
"In post","2021","AA/AO","Angus and Dundee City","Declared non-disabled","610","560","21090","21010"
"In post","2021","AA/AO","Angus and Dundee City","Undeclared","60","60","20930","21010"
"In post","2021","AA/AO","Angus and Dundee City","Unknown","250","230","21210","21010"
"In post","2021","AA/AO","Antrim and Newtownabbey","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Antrim and Newtownabbey","Declared non-disabled","90","90","20800","20310"
"In post","2021","AA/AO","Antrim and Newtownabbey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Antrim and Newtownabbey","Unknown","30","30","[c]","[c]"
"In post","2021","AA/AO","Ards and North Down","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ards and North Down","Declared non-disabled","100","100","21110","20310"
"In post","2021","AA/AO","Ards and North Down","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ards and North Down","Unknown","40","40","[c]","[c]"
"In post","2021","AA/AO","Armagh City, Banbridge and Craigavon","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Armagh City, Banbridge and Craigavon","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Armagh City, Banbridge and Craigavon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Barking & Dagenham and Havering","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Barking & Dagenham and Havering","Declared non-disabled","80","70","23450","23210"
"In post","2021","AA/AO","Barking & Dagenham and Havering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Barking & Dagenham and Havering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Barnet","Declared disabled","30","30","[c]","[c]"
"In post","2021","AA/AO","Barnet","Declared non-disabled","180","150","23840","23530"
"In post","2021","AA/AO","Barnet","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Barnet","Unknown","50","50","23680","23600"
"In post","2021","AA/AO","Barnsley, Doncaster and Rotherham","Declared disabled","180","160","22010","21010"
"In post","2021","AA/AO","Barnsley, Doncaster and Rotherham","Declared non-disabled","1050","920","23040","21010"
"In post","2021","AA/AO","Barnsley, Doncaster and Rotherham","Undeclared","130","120","25490","23610"
"In post","2021","AA/AO","Barnsley, Doncaster and Rotherham","Unknown","140","140","22940","22850"
"In post","2021","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","Declared disabled","70","60","22740","21010"
"In post","2021","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","Declared non-disabled","500","460","23020","21130"
"In post","2021","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","90","80","25640","23330"
"In post","2021","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","110","100","21820","20800"
"In post","2021","AA/AO","Bedford","Declared disabled","30","30","[c]","[c]"
"In post","2021","AA/AO","Bedford","Declared non-disabled","180","170","26280","27850"
"In post","2021","AA/AO","Bedford","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bedford","Unknown","60","60","24210","21500"
"In post","2021","AA/AO","Belfast","Declared disabled","90","80","20810","21400"
"In post","2021","AA/AO","Belfast","Declared non-disabled","520","460","20770","21430"
"In post","2021","AA/AO","Belfast","Undeclared","40","30","[c]","[c]"
"In post","2021","AA/AO","Belfast","Unknown","360","330","20450","20140"
"In post","2021","AA/AO","Berkshire","Declared disabled","100","90","27240","25110"
"In post","2021","AA/AO","Berkshire","Declared non-disabled","580","550","26500","24180"
"In post","2021","AA/AO","Berkshire","Undeclared","60","60","30580","27680"
"In post","2021","AA/AO","Berkshire","Unknown","260","250","29290","26610"
"In post","2021","AA/AO","Bexley and Greenwich","Declared disabled","70","60","26750","24440"
"In post","2021","AA/AO","Bexley and Greenwich","Declared non-disabled","520","500","28430","28590"
"In post","2021","AA/AO","Bexley and Greenwich","Undeclared","120","110","29360","28720"
"In post","2021","AA/AO","Bexley and Greenwich","Unknown","170","170","28640","30150"
"In post","2021","AA/AO","Birmingham","Declared disabled","400","350","20950","20230"
"In post","2021","AA/AO","Birmingham","Declared non-disabled","2180","1950","21030","20180"
"In post","2021","AA/AO","Birmingham","Undeclared","180","160","21300","20140"
"In post","2021","AA/AO","Birmingham","Unknown","820","760","20910","20140"
"In post","2021","AA/AO","Blackburn with Darwen","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Blackburn with Darwen","Declared non-disabled","120","100","21240","21010"
"In post","2021","AA/AO","Blackburn with Darwen","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Blackpool","Declared disabled","300","260","20840","21010"
"In post","2021","AA/AO","Blackpool","Declared non-disabled","1300","1170","20840","21010"
"In post","2021","AA/AO","Blackpool","Undeclared","80","70","20760","21010"
"In post","2021","AA/AO","Blackpool","Unknown","80","70","20970","21010"
"In post","2021","AA/AO","Bournemouth and Poole","Declared disabled","30","30","[c]","[c]"
"In post","2021","AA/AO","Bournemouth and Poole","Declared non-disabled","140","130","20360","20350"
"In post","2021","AA/AO","Bournemouth and Poole","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bournemouth and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bradford","Declared disabled","160","120","20540","21010"
"In post","2021","AA/AO","Bradford","Declared non-disabled","750","620","20480","20140"
"In post","2021","AA/AO","Bradford","Undeclared","70","60","20660","21010"
"In post","2021","AA/AO","Bradford","Unknown","360","320","20440","20140"
"In post","2021","AA/AO","Breckland and South Norfolk","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Breckland and South Norfolk","Declared non-disabled","230","210","24230","23240"
"In post","2021","AA/AO","Breckland and South Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brent","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brent","Declared non-disabled","120","100","23550","23500"
"In post","2021","AA/AO","Brent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bridgend and Neath Port Talbot","Declared disabled","40","30","[c]","[c]"
"In post","2021","AA/AO","Bridgend and Neath Port Talbot","Declared non-disabled","210","170","20520","21010"
"In post","2021","AA/AO","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brighton and Hove","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brighton and Hove","Declared non-disabled","100","90","20540","20650"
"In post","2021","AA/AO","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bristol, City of","Declared disabled","180","170","21170","21010"
"In post","2021","AA/AO","Bristol, City of","Declared non-disabled","820","750","21630","21050"
"In post","2021","AA/AO","Bristol, City of","Undeclared","70","60","22140","21010"
"In post","2021","AA/AO","Bristol, City of","Unknown","260","240","21250","21160"
"In post","2021","AA/AO","Bromley","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bromley","Declared non-disabled","120","100","22410","22450"
"In post","2021","AA/AO","Bromley","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Buckinghamshire CC","Declared disabled","70","60","24790","23130"
"In post","2021","AA/AO","Buckinghamshire CC","Declared non-disabled","380","360","24950","23050"
"In post","2021","AA/AO","Buckinghamshire CC","Undeclared","70","60","28570","30400"
"In post","2021","AA/AO","Buckinghamshire CC","Unknown","60","50","24240","22850"
"In post","2021","AA/AO","Caithness and Sutherland and Ross and Cromarty","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Caithness and Sutherland and Ross and Cromarty","Declared non-disabled","60","60","24030","22920"
"In post","2021","AA/AO","Caithness and Sutherland and Ross and Cromarty","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Calderdale and Kirklees","Declared disabled","40","30","[c]","[c]"
"In post","2021","AA/AO","Calderdale and Kirklees","Declared non-disabled","150","120","20510","21010"
"In post","2021","AA/AO","Calderdale and Kirklees","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Calderdale and Kirklees","Unknown","30","30","[c]","[c]"
"In post","2021","AA/AO","Cambridgeshire CC","Declared disabled","100","90","25090","23240"
"In post","2021","AA/AO","Cambridgeshire CC","Declared non-disabled","690","650","24920","21940"
"In post","2021","AA/AO","Cambridgeshire CC","Undeclared","210","190","27050","29810"
"In post","2021","AA/AO","Cambridgeshire CC","Unknown","130","130","25170","25850"
"In post","2021","AA/AO","Camden and City of London","Declared disabled","100","90","23160","23500"
"In post","2021","AA/AO","Camden and City of London","Declared non-disabled","510","480","23560","23500"
"In post","2021","AA/AO","Camden and City of London","Undeclared","70","70","23810","23500"
"In post","2021","AA/AO","Camden and City of London","Unknown","180","170","23760","22680"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","Declared disabled","340","300","21170","21010"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","Declared non-disabled","1980","1790","21480","21010"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","Undeclared","160","140","22250","21430"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","Unknown","920","820","20930","20140"
"In post","2021","AA/AO","Causeway Coast and Glens","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Causeway Coast and Glens","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","AA/AO","Causeway Coast and Glens","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Causeway Coast and Glens","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Bedfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Bedfordshire","Declared non-disabled","100","100","20920","20920"
"In post","2021","AA/AO","Central Bedfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Hampshire","Declared disabled","80","80","22450","20920"
"In post","2021","AA/AO","Central Hampshire","Declared non-disabled","530","510","23170","20920"
"In post","2021","AA/AO","Central Hampshire","Undeclared","80","80","24420","21710"
"In post","2021","AA/AO","Central Hampshire","Unknown","110","110","23080","20920"
"In post","2021","AA/AO","Central Valleys","Declared disabled","50","50","21130","21010"
"In post","2021","AA/AO","Central Valleys","Declared non-disabled","270","240","21620","21010"
"In post","2021","AA/AO","Central Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cheshire East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cheshire East","Declared non-disabled","190","170","23640","21550"
"In post","2021","AA/AO","Cheshire East","Undeclared","40","30","[c]","[c]"
"In post","2021","AA/AO","Cheshire East","Unknown","40","40","[c]","[c]"
"In post","2021","AA/AO","Cheshire West and Chester","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cheshire West and Chester","Declared non-disabled","130","120","20700","21010"
"In post","2021","AA/AO","Cheshire West and Chester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chorley and West Lancashire","Declared disabled","60","60","25760","25400"
"In post","2021","AA/AO","Chorley and West Lancashire","Declared non-disabled","440","400","25240","24920"
"In post","2021","AA/AO","Chorley and West Lancashire","Undeclared","110","100","28350","31650"
"In post","2021","AA/AO","Chorley and West Lancashire","Unknown","110","110","23800","24440"
"In post","2021","AA/AO","City of Edinburgh","Declared disabled","240","230","22410","22230"
"In post","2021","AA/AO","City of Edinburgh","Declared non-disabled","1200","1140","22090","21440"
"In post","2021","AA/AO","City of Edinburgh","Undeclared","60","60","21410","20920"
"In post","2021","AA/AO","City of Edinburgh","Unknown","1640","1550","22250","21480"
"In post","2021","AA/AO","Clackmannanshire and Fife","Declared disabled","40","30","[c]","[c]"
"In post","2021","AA/AO","Clackmannanshire and Fife","Declared non-disabled","240","210","21260","21010"
"In post","2021","AA/AO","Clackmannanshire and Fife","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Clackmannanshire and Fife","Unknown","190","180","23570","22820"
"In post","2021","AA/AO","Conwy and Denbighshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Conwy and Denbighshire","Declared non-disabled","110","100","22110","23830"
"In post","2021","AA/AO","Conwy and Denbighshire","Undeclared","[c]","[c]","[c]","[c]"
