"Status","Year","Age","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Scottish Forestry","40","40","[c]","[c]"
"In post","2021","30-39","Scottish Government (excl. agencies)","1930","1860","41610","38540"
"In post","2021","30-39","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Prison Service","1080","1050","29900","30930"
"In post","2021","30-39","Scottish Public Pensions Agency","80","70","29520","27150"
"In post","2021","30-39","Serious Fraud Office","150","150","45740","41280"
"In post","2021","30-39","Social Security Scotland","310","300","31320","27150"
"In post","2021","30-39","Standards and Testing Agency","50","40","[c]","[c]"
"In post","2021","30-39","Student Awards Agency for Scotland","50","50","[c]","[c]"
"In post","2021","30-39","Submarine Delivery Agency","430","420","39430","39860"
"In post","2021","30-39","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","The National Archives","110","110","34520","34260"
"In post","2021","30-39","Transport Scotland","110","110","41420","39660"
"In post","2021","30-39","UK Export Finance","90","90","52590","50120"
"In post","2021","30-39","UK Hydrographic Office","220","210","33580","33290"
"In post","2021","30-39","UK Intellectual Property Office","390","370","36140","30630"
"In post","2021","30-39","UK Space Agency","100","100","45100","40220"
"In post","2021","30-39","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","1310","1230","35070","36030"
"In post","2021","30-39","Valuation Office Agency","640","590","33300","31100"
"In post","2021","30-39","Vehicle Certification Agency","60","60","35920","34290"
"In post","2021","30-39","Veterinary Medicines Directorate","30","30","[c]","[c]"
"In post","2021","30-39","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","70","60","51520","48000"
"In post","2021","30-39","Welsh Government (excl. agencies)","1260","1190","37440","37410"
"In post","2021","30-39","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Accountant in Bankruptcy","40","30","[c]","[c]"
"In post","2021","40-49","Advisory, Conciliation and Arbitration Service","260","250","34180","31040"
"In post","2021","40-49","Animal and Plant Health Agency","690","640","32290","29180"
"In post","2021","40-49","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office (excl. agencies)","1850","1790","58180","54700"
"In post","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","180","160","35290","31070"
"In post","2021","40-49","Charity Commission","130","120","37350","29550"
"In post","2021","40-49","Companies House","260","240","34310","30660"
"In post","2021","40-49","Competition and Markets Authority","220","210","71280","72430"
"In post","2021","40-49","Criminal Injuries Compensation Authority","80","70","26610","22710"
"In post","2021","40-49","Crown Commercial Service","190","190","42120","36870"
"In post","2021","40-49","Crown Office and Procurator Fiscal Service","440","400","42020","34150"
"In post","2021","40-49","Crown Prosecution Service","1910","1750","43610","48080"
"In post","2021","40-49","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Electronics and Components Agency","90","90","28920","27460"
"In post","2021","40-49","Defence Equipment and Support","2180","2100","40840","39820"
"In post","2021","40-49","Defence Science and Technology Laboratory","1020","970","44810","46080"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","990","950","56800","54300"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","280","270","57970","58190"
"In post","2021","40-49","Department for Education (excl. agencies)","1460","1380","48650","49860"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","1450","1370","46310","47050"
"In post","2021","40-49","Department for International Trade","450","440","53370","51970"
"In post","2021","40-49","Department for Transport (excl. agencies)","780","750","54840","54760"
"In post","2021","40-49","Department for Work and Pensions (excl. agencies)","21670","19500","28110","27570"
"In post","2021","40-49","Department of Health and Social Care (excl. agencies)","730","700","53700","52080"
"In post","2021","40-49","Disclosure Scotland","70","60","32270","28170"
"In post","2021","40-49","Driver and Vehicle Licensing Agency","1540","1410","27950","21590"
"In post","2021","40-49","Driver and Vehicle Standards Agency","1190","1150","30530","27680"
"In post","2021","40-49","Education and Skills Funding Agency","550","530","45070","40940"
"In post","2021","40-49","Education Scotland","90","80","55580","58560"
"In post","2021","40-49","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","40-49","FCDO Services","240","240","43130","39580"
"In post","2021","40-49","Food Standards Agency","360","350","40490","37910"
"In post","2021","40-49","Food Standards Scotland","70","70","37940","33620"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","1970","1910","53830","55620"
"In post","2021","40-49","Forestry and Land Scotland","230","220","33840","31060"
"In post","2021","40-49","Government Actuary's Department","50","40","[c]","[c]"
"In post","2021","40-49","Government Internal Audit Agency","130","130","49560","48780"
"In post","2021","40-49","Government Legal Department","730","650","59620","64680"
"In post","2021","40-49","Government Property Agency","60","60","50960","51570"
"In post","2021","40-49","Health and Safety Executive","670","630","46150","45100"
"In post","2021","40-49","HM Courts and Tribunals Service","3770","3360","26090","22080"
"In post","2021","40-49","HM Land Registry","1270","1180","33640","27130"
"In post","2021","40-49","HM Prison and Probation Service","11450","10920","32410","31650"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","13890","12950","32550","29570"
"In post","2021","40-49","HM Treasury (excl. agencies)","220","210","60480","63410"
"In post","2021","40-49","Home Office (incl. agencies)","9040","8470","33870","28850"
"In post","2021","40-49","Insolvency Service","500","480","34450","34050"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","50","50","51420","50470"
"In post","2021","40-49","Legal Aid Agency","320","300","30790","25670"
"In post","2021","40-49","Maritime and Coastguard Agency","310","300","39100","36110"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","330","320","53990","53810"
"In post","2021","40-49","Met Office","550","520","43150","41900"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","7870","7600","34160","33000"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","550","530","51750","51660"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","1410","1360","45880","42700"
"In post","2021","40-49","National Crime Agency","1380","1340","42580","40210"
"In post","2021","40-49","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","110","100","38310","35110"
"In post","2021","40-49","National Savings and Investments","60","60","54530","49220"
"In post","2021","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","510","490","52240","51360"
"In post","2021","40-49","Office of Gas and Electricity Markets","250","240","55590","52850"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","80","80","48220","46660"
"In post","2021","40-49","Office of Rail and Road","90","80","55050","55430"
"In post","2021","40-49","Office of the Public Guardian","250","230","23160","20650"
"In post","2021","40-49","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","250","230","43420","47660"
"In post","2021","40-49","Public Health England","1790","1640","47630","43880"
"In post","2021","40-49","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","300","290","34590","30080"
"In post","2021","40-49","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Royal Fleet Auxiliary","390","390","40220","35380"
"In post","2021","40-49","Rural Payments Agency","690","620","27220","25190"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","370","340","29860","29350"
"In post","2021","40-49","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","60","60","35980","35680"
"In post","2021","40-49","Scottish Government (excl. agencies)","2070","1960","47970","46600"
"In post","2021","40-49","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","820","800","32940","33650"
"In post","2021","40-49","Scottish Public Pensions Agency","70","60","33720","29190"
"In post","2021","40-49","Serious Fraud Office","110","100","51950","53330"
"In post","2021","40-49","Social Security Scotland","300","290","34520","30650"
"In post","2021","40-49","Standards and Testing Agency","40","40","[c]","[c]"
"In post","2021","40-49","Student Awards Agency for Scotland","60","60","33540","28680"
"In post","2021","40-49","Submarine Delivery Agency","390","380","46290","42950"
"In post","2021","40-49","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","150","140","39640","36710"
"In post","2021","40-49","Transport Scotland","130","120","50980","48930"
"In post","2021","40-49","UK Export Finance","110","110","58520","53950"
"In post","2021","40-49","UK Hydrographic Office","220","210","38370","33330"
"In post","2021","40-49","UK Intellectual Property Office","430","400","42500","39480"
"In post","2021","40-49","UK Space Agency","60","60","49380","49310"
"In post","2021","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
