"Status","Year","Region_ITL3","Ethnicity","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Aberdeen City and Aberdeenshire","Asian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Black","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Chinese","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Mixed","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Other ethnicity","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Undeclared","North Eastern Scotland","80","70","41810","33650"
"In post","2021","Aberdeen City and Aberdeenshire","Unknown","North Eastern Scotland","420","400","32600","29190"
"In post","2021","Aberdeen City and Aberdeenshire","White","North Eastern Scotland","1300","1230","36360","30650"
"In post","2021","Angus and Dundee City","Asian","Eastern Scotland","40","40","[c]","[c]"
"In post","2021","Angus and Dundee City","Black","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Chinese","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Mixed","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Other ethnicity","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Undeclared","Eastern Scotland","60","50","23360","21010"
"In post","2021","Angus and Dundee City","Unknown","Eastern Scotland","320","300","24510","21010"
"In post","2021","Angus and Dundee City","White","Eastern Scotland","1460","1340","26740","22230"
"In post","2021","Antrim and Newtownabbey","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
