"Status","Year","Disability","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Accountant in Bankruptcy","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Accountant in Bankruptcy","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Accountant in Bankruptcy","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Accountant in Bankruptcy","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Accountant in Bankruptcy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Accountant in Bankruptcy","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","White","90","80","31410","30950"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Animal and Plant Health Agency","White","320","300","28220","25100"
"In post","2021","Declared disabled","Attorney General's Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Office","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Asian","60","50","41990","35590"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Black","30","30","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Mixed","30","30","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Undeclared","30","30","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","White","530","510","44160","38420"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","White","60","60","31560","25100"
"In post","2021","Declared disabled","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","White","30","30","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","White","30","30","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","White","100","90","37740","33550"
"In post","2021","Declared disabled","Crown Prosecution Service","Asian","50","50","40240","34480"
"In post","2021","Declared disabled","Crown Prosecution Service","Black","40","40","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Unknown","30","30","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","White","550","510","42080","38000"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Undeclared","80","80","39180","39290"
"In post","2021","Declared disabled","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","White","920","890","35280","33010"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","White","420","400","38010","37320"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","40","40","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","40","40","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","320","310","48510","46220"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","White","90","90","48450","44740"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Asian","40","30","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","White","410","390","42210","37100"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Asian","40","40","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","White","470","460","41210","36970"
"In post","2021","Declared disabled","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
