"Status","Year","Sexual_orientation","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Overseas","Mixed","80","80","49220","51220"
"In post","2021","Heterosexual / straight","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Undeclared","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","White","2140","2130","50330","50430"
"In post","2021","Heterosexual / straight","Scotland","Asian","420","390","32500","27570"
"In post","2021","Heterosexual / straight","Scotland","Black","210","200","31650","27570"
"In post","2021","Heterosexual / straight","Scotland","Chinese","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland","Mixed","190","180","35150","27570"
"In post","2021","Heterosexual / straight","Scotland","Other ethnicity","60","50","35240","27570"
"In post","2021","Heterosexual / straight","Scotland","Undeclared","260","240","33140","33520"
"In post","2021","Heterosexual / straight","Scotland","Unknown","270","240","31470","26780"
"In post","2021","Heterosexual / straight","Scotland","White","26350","24550","33100","27570"
"In post","2021","Heterosexual / straight","South East (England)","Asian","1150","1070","30290","27850"
"In post","2021","Heterosexual / straight","South East (England)","Black","740","700","30420","29290"
"In post","2021","Heterosexual / straight","South East (England)","Chinese","80","70","31690","28660"
"In post","2021","Heterosexual / straight","South East (England)","Mixed","520","500","31630","29290"
"In post","2021","Heterosexual / straight","South East (England)","Other ethnicity","160","150","29040","26950"
"In post","2021","Heterosexual / straight","South East (England)","Undeclared","270","260","31510","27920"
"In post","2021","Heterosexual / straight","South East (England)","Unknown","270","240","30290","29540"
"In post","2021","Heterosexual / straight","South East (England)","White","25760","24000","31610","28550"
"In post","2021","Heterosexual / straight","South West (England)","Asian","650","620","34380","31690"
"In post","2021","Heterosexual / straight","South West (England)","Black","480","460","32480","31000"
"In post","2021","Heterosexual / straight","South West (England)","Chinese","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","South West (England)","Mixed","470","450","32810","28730"
"In post","2021","Heterosexual / straight","South West (England)","Other ethnicity","120","110","32070","28580"
"In post","2021","Heterosexual / straight","South West (England)","Undeclared","180","180","33430","29440"
"In post","2021","Heterosexual / straight","South West (England)","Unknown","190","180","31400","27570"
"In post","2021","Heterosexual / straight","South West (England)","White","28860","27200","34410","31220"
"In post","2021","Heterosexual / straight","Unknown","Asian","130","120","30270","27570"
"In post","2021","Heterosexual / straight","Unknown","Black","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","White","780","740","34040","27570"
"In post","2021","Heterosexual / straight","Wales","Asian","370","350","30420","25560"
"In post","2021","Heterosexual / straight","Wales","Black","160","150","29170","27360"
"In post","2021","Heterosexual / straight","Wales","Chinese","50","50","31850","29200"
"In post","2021","Heterosexual / straight","Wales","Mixed","300","280","31370","27570"
"In post","2021","Heterosexual / straight","Wales","Other ethnicity","70","70","31810","27680"
"In post","2021","Heterosexual / straight","Wales","Undeclared","210","190","29190","27570"
"In post","2021","Heterosexual / straight","Wales","Unknown","260","240","29430","25910"
"In post","2021","Heterosexual / straight","Wales","White","22350","20720","31790","27570"
"In post","2021","Heterosexual / straight","West Midlands (England)","Asian","3240","3040","27950","26130"
"In post","2021","Heterosexual / straight","West Midlands (England)","Black","970","910","28570","27570"
"In post","2021","Heterosexual / straight","West Midlands (England)","Chinese","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","West Midlands (England)","Mixed","420","390","28420","26720"
"In post","2021","Heterosexual / straight","West Midlands (England)","Other ethnicity","120","110","28810","26560"
"In post","2021","Heterosexual / straight","West Midlands (England)","Undeclared","210","200","27780","27570"
"In post","2021","Heterosexual / straight","West Midlands (England)","Unknown","240","220","30520","27570"
"In post","2021","Heterosexual / straight","West Midlands (England)","White","15140","14070","31240","27570"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Asian","1830","1710","28320","26780"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Black","450","430","29110","27570"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Chinese","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Mixed","390","370","31880","27570"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Other ethnicity","80","80","32610","27160"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Undeclared","210","190","29630","27570"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Unknown","240","220","31180","27570"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","White","21110","19460","31900","27570"
"In post","2021","LGBO","East Midlands (England)","Asian","30","30","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","White","690","670","29780","27570"
"In post","2021","LGBO","East of England","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","White","660","630","29630","27570"
"In post","2021","LGBO","London","Asian","290","270","38530","32870"
"In post","2021","LGBO","London","Black","200","190","37390","31060"
"In post","2021","LGBO","London","Chinese","30","30","[c]","[c]"
"In post","2021","LGBO","London","Mixed","300","300","41960","37540"
"In post","2021","LGBO","London","Other ethnicity","70","70","39940","34550"
"In post","2021","LGBO","London","Undeclared","70","70","44050","37510"
"In post","2021","LGBO","London","Unknown","60","60","46180","39620"
"In post","2021","LGBO","London","White","4080","4010","45960","40600"
"In post","2021","LGBO","North East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","White","920","880","28190","25820"
"In post","2021","LGBO","North West (England)","Asian","50","40","26550","23160"
"In post","2021","LGBO","North West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","Mixed","60","50","29530","27570"
"In post","2021","LGBO","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","Undeclared","30","30","[c]","[c]"
"In post","2021","LGBO","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","White","2100","2030","29540","27570"
"In post","2021","LGBO","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","White","90","90","26110","24890"
"In post","2021","LGBO","Overseas","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","White","140","140","51530","53020"
"In post","2021","LGBO","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland","Mixed","40","30","[c]","[c]"
"In post","2021","LGBO","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland","Unknown","30","30","[c]","[c]"
"In post","2021","LGBO","Scotland","White","1520","1480","32160","27570"
"In post","2021","LGBO","South East (England)","Asian","30","30","[c]","[c]"
"In post","2021","LGBO","South East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South East (England)","Mixed","60","50","30430","27570"
"In post","2021","LGBO","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South East (England)","White","1470","1420","30190","27960"
"In post","2021","LGBO","South West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South West (England)","Mixed","40","40","[c]","[c]"
"In post","2021","LGBO","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South West (England)","Undeclared","40","40","[c]","[c]"
"In post","2021","LGBO","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South West (England)","White","1350","1310","31100","27570"
"In post","2021","LGBO","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","White","50","50","32230","27570"
"In post","2021","LGBO","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wales","White","1240","1200","30680","27570"
"In post","2021","LGBO","West Midlands (England)","Asian","60","60","27410","25190"
"In post","2021","LGBO","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Midlands (England)","Mixed","30","30","[c]","[c]"
"In post","2021","LGBO","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Midlands (England)","White","860","830","29910","27570"
"In post","2021","LGBO","Yorkshire and The Humber","Asian","40","30","[c]","[c]"
"In post","2021","LGBO","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Yorkshire and The Humber","Mixed","50","50","28090","27570"
"In post","2021","LGBO","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Yorkshire and The Humber","White","1310","1260","31090","27570"
"In post","2021","Undeclared","East Midlands (England)","Asian","90","80","26450","22300"
"In post","2021","Undeclared","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Midlands (England)","Undeclared","610","570","31080","27570"
"In post","2021","Undeclared","East Midlands (England)","Unknown","100","90","31410","29700"
"In post","2021","Undeclared","East Midlands (England)","White","1140","1030","29620","27570"
"In post","2021","Undeclared","East of England","Asian","80","70","29140","26260"
"In post","2021","Undeclared","East of England","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","Undeclared","730","690","31680","29670"
"In post","2021","Undeclared","East of England","Unknown","90","80","31440","30560"
"In post","2021","Undeclared","East of England","White","1220","1110","30830","28130"
"In post","2021","Undeclared","London","Asian","830","760","34250","30890"
"In post","2021","Undeclared","London","Black","530","500","33890","31060"
"In post","2021","Undeclared","London","Chinese","60","60","40960","37770"
"In post","2021","Undeclared","London","Mixed","240","230","39870","33650"
"In post","2021","Undeclared","London","Other ethnicity","160","160","47960","41950"
"In post","2021","Undeclared","London","Undeclared","2940","2820","43400","38890"
"In post","2021","Undeclared","London","Unknown","340","330","42770","38590"
"In post","2021","Undeclared","London","White","3930","3760","45620","40470"
"In post","2021","Undeclared","North East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Undeclared","650","600","30370","27230"
"In post","2021","Undeclared","North East (England)","Unknown","80","70","27930","24510"
"In post","2021","Undeclared","North East (England)","White","1370","1200","27970","25560"
"In post","2021","Undeclared","North West (England)","Asian","130","110","25710","21430"
"In post","2021","Undeclared","North West (England)","Black","40","30","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Mixed","60","50","29310","25970"
"In post","2021","Undeclared","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Undeclared","1370","1270","31710","27570"
"In post","2021","Undeclared","North West (England)","Unknown","180","160","29360","26810"
"In post","2021","Undeclared","North West (England)","White","2820","2550","29050","27570"
"In post","2021","Undeclared","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Undeclared","80","70","28770","25850"
"In post","2021","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","White","140","140","27330","24970"
"In post","2021","Undeclared","Overseas","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Undeclared","150","150","45930","39560"
"In post","2021","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","White","200","190","49710","51270"
"In post","2021","Undeclared","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Undeclared","830","780","33730","28130"
"In post","2021","Undeclared","Scotland","Unknown","1740","1570","27900","22820"
"In post","2021","Undeclared","Scotland","White","1910","1740","30920","27570"
"In post","2021","Undeclared","South East (England)","Asian","70","70","29660","27570"
"In post","2021","Undeclared","South East (England)","Black","40","30","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Mixed","50","40","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Undeclared","1600","1490","33000","30890"
"In post","2021","Undeclared","South East (England)","Unknown","120","110","32530","31220"
"In post","2021","Undeclared","South East (England)","White","2330","2150","31670","28530"
"In post","2021","Undeclared","South West (England)","Asian","50","40","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Mixed","40","30","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Undeclared","1770","1680","36910","34000"
"In post","2021","Undeclared","South West (England)","Unknown","110","100","34360","31810"
"In post","2021","Undeclared","South West (England)","White","2500","2290","34950","31870"
"In post","2021","Undeclared","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","White","60","60","31500","27570"
"In post","2021","Undeclared","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Undeclared","820","780","33970","28850"
"In post","2021","Undeclared","Wales","Unknown","80","70","29370","26470"
"In post","2021","Undeclared","Wales","White","3170","2760","29140","26120"
"In post","2021","Undeclared","West Midlands (England)","Asian","200","180","25650","25400"
"In post","2021","Undeclared","West Midlands (England)","Black","60","60","25270","25280"
"In post","2021","Undeclared","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","Mixed","30","30","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","Undeclared","750","700","31350","27570"
"In post","2021","Undeclared","West Midlands (England)","Unknown","90","80","30330","27100"
"In post","2021","Undeclared","West Midlands (England)","White","1360","1230","30410","27570"
"In post","2021","Undeclared","Yorkshire and The Humber","Asian","120","110","26050","24890"
"In post","2021","Undeclared","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","Mixed","30","30","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","Undeclared","900","840","31910","27680"
"In post","2021","Undeclared","Yorkshire and The Humber","Unknown","130","120","32250","30350"
"In post","2021","Undeclared","Yorkshire and The Humber","White","1830","1650","30700","27570"
"In post","2021","Unknown","East Midlands (England)","Asian","260","220","26150","25560"
"In post","2021","Unknown","East Midlands (England)","Black","50","50","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Mixed","30","30","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Undeclared","170","150","29200","27570"
"In post","2021","Unknown","East Midlands (England)","Unknown","2420","2280","27290","25560"
"In post","2021","Unknown","East Midlands (England)","White","1500","1330","29440","27570"
"In post","2021","Unknown","East of England","Asian","90","80","35130","28530"
"In post","2021","Unknown","East of England","Black","50","40","[c]","[c]"
"In post","2021","Unknown","East of England","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","Mixed","30","30","[c]","[c]"
"In post","2021","Unknown","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","Undeclared","210","180","32050","29050"
"In post","2021","Unknown","East of England","Unknown","1800","1710","29030","26670"
"In post","2021","Unknown","East of England","White","1840","1620","31430","29270"
"In post","2021","Unknown","London","Asian","1290","1160","36740","31880"
"In post","2021","Unknown","London","Black","1040","970","33670","31070"
"In post","2021","Unknown","London","Chinese","60","60","45570","40680"
"In post","2021","Unknown","London","Mixed","220","200","42290","36650"
"In post","2021","Unknown","London","Other ethnicity","130","110","42210","36330"
"In post","2021","Unknown","London","Undeclared","780","710","40490","33090"
"In post","2021","Unknown","London","Unknown","14410","14090","42810","36160"
"In post","2021","Unknown","London","White","3570","3330","47390","40860"
"In post","2021","Unknown","North East (England)","Asian","50","40","[c]","[c]"
"In post","2021","Unknown","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Undeclared","260","220","26720","21440"
