"Status","Year","Sex","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","16-19","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Swansea","30","30","[c]","[c]"
"In post","2021","Female","16-19","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Westminster","50","50","25820","25140"
"In post","2021","Female","16-19","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Female","16-19","York","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Aberdeen City and Aberdeenshire","140","130","26920","26160"
"In post","2021","Female","20-29","Angus and Dundee City","120","120","23390","21010"
"In post","2021","Female","20-29","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Barking & Dagenham and Havering","50","50","29390","31060"
"In post","2021","Female","20-29","Barnet","230","220","30550","31060"
"In post","2021","Female","20-29","Barnsley, Doncaster and Rotherham","240","230","24440","22920"
"In post","2021","Female","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","1180","1150","27270","26670"
"In post","2021","Female","20-29","Bedford","90","90","26590","27570"
"In post","2021","Female","20-29","Belfast","190","180","23490","20140"
"In post","2021","Female","20-29","Berkshire","180","180","28010","26610"
"In post","2021","Female","20-29","Bexley and Greenwich","200","190","29220","31060"
"In post","2021","Female","20-29","Birmingham","1000","970","25030","23140"
"In post","2021","Female","20-29","Blackburn with Darwen","30","30","[c]","[c]"
"In post","2021","Female","20-29","Blackpool","290","290","24470","21010"
"In post","2021","Female","20-29","Bournemouth and Poole","40","30","[c]","[c]"
"In post","2021","Female","20-29","Bradford","230","220","23610","21010"
"In post","2021","Female","20-29","Breckland and South Norfolk","40","40","[c]","[c]"
"In post","2021","Female","20-29","Brent","70","70","29250","31060"
"In post","2021","Female","20-29","Bridgend and Neath Port Talbot","60","50","25080","27570"
"In post","2021","Female","20-29","Brighton and Hove","60","50","25310","26970"
"In post","2021","Female","20-29","Bristol, City of","650","630","27440","25560"
"In post","2021","Female","20-29","Bromley","40","40","[c]","[c]"
"In post","2021","Female","20-29","Buckinghamshire CC","170","170","27790","27850"
"In post","2021","Female","20-29","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Calderdale and Kirklees","60","60","25550","27570"
"In post","2021","Female","20-29","Cambridgeshire CC","230","220","26630","26670"
"In post","2021","Female","20-29","Camden and City of London","290","290","30510","29250"
"In post","2021","Female","20-29","Cardiff and Vale of Glamorgan","1040","1020","25760","25030"
"In post","2021","Female","20-29","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Central Hampshire","290","290","28560","28650"
"In post","2021","Female","20-29","Central Valleys","100","100","25720","24320"
"In post","2021","Female","20-29","Cheshire East","80","80","24870","24920"
"In post","2021","Female","20-29","Cheshire West and Chester","30","30","[c]","[c]"
"In post","2021","Female","20-29","Chorley and West Lancashire","110","110","25130","24620"
"In post","2021","Female","20-29","City of Edinburgh","1280","1250","27920","26160"
"In post","2021","Female","20-29","Clackmannanshire and Fife","80","70","25410","24030"
"In post","2021","Female","20-29","Conwy and Denbighshire","30","30","[c]","[c]"
"In post","2021","Female","20-29","Cornwall and Isles of Scilly","70","70","23400","21010"
"In post","2021","Female","20-29","Coventry","220","220","29390","28000"
"In post","2021","Female","20-29","Croydon","640","630","31890","29570"
"In post","2021","Female","20-29","Darlington","70","70","29560","29250"
"In post","2021","Female","20-29","Derby","80","80","24130","22920"
"In post","2021","Female","20-29","Devon CC","330","320","25410","24620"
"In post","2021","Female","20-29","Dorset CC","140","130","24630","23970"
"In post","2021","Female","20-29","Dudley","60","60","23940","22920"
"In post","2021","Female","20-29","Dumfries and Galloway","30","30","[c]","[c]"
"In post","2021","Female","20-29","Durham CC","480","460","23420","22350"
"In post","2021","Female","20-29","Ealing","60","60","30910","31060"
"In post","2021","Female","20-29","East Ayrshire and North Ayrshire mainland","30","30","[c]","[c]"
"In post","2021","Female","20-29","East Cumbria","40","40","[c]","[c]"
"In post","2021","Female","20-29","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","120","110","25980","25770"
"In post","2021","Female","20-29","East Kent","260","260","24930","24880"
"In post","2021","Female","20-29","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","East Merseyside","50","50","[c]","[c]"
"In post","2021","Female","20-29","East Riding of Yorkshire","120","120","23580","23970"
"In post","2021","Female","20-29","East Surrey","110","110","30360","30720"
"In post","2021","Female","20-29","East Sussex CC","150","140","24390","25320"
"In post","2021","Female","20-29","Enfield","50","40","[c]","[c]"
"In post","2021","Female","20-29","Essex Haven Gateway","60","60","24970","24340"
"In post","2021","Female","20-29","Essex Thames Gateway","90","90","25550","24180"
"In post","2021","Female","20-29","Falkirk","180","170","23420","21010"
"In post","2021","Female","20-29","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Flintshire and Wrexham","150","150","23770","22850"
"In post","2021","Female","20-29","Glasgow City","880","860","26200","24890"
"In post","2021","Female","20-29","Gloucestershire","100","100","25500","23140"
"In post","2021","Female","20-29","Greater Manchester North East","120","110","26150","27570"
"In post","2021","Female","20-29","Greater Manchester North West","130","120","23600","22850"
"In post","2021","Female","20-29","Greater Manchester South East","90","90","24620","21920"
"In post","2021","Female","20-29","Greater Manchester South West","550","540","25580","25220"
"In post","2021","Female","20-29","Gwent Valleys","70","60","24040","23830"
"In post","2021","Female","20-29","Gwynedd","60","60","22410","21010"
"In post","2021","Female","20-29","Hackney and Newham","220","220","31440","31060"
"In post","2021","Female","20-29","Haringey and Islington","190","190","28200","30220"
"In post","2021","Female","20-29","Harrow and Hillingdon","190","190","29110","28670"
"In post","2021","Female","20-29","Hartlepool and Stockton-on-Tees","80","80","25010","26300"
"In post","2021","Female","20-29","Heart of Essex","130","120","27830","28380"
"In post","2021","Female","20-29","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Hertfordshire","240","230","29160","29290"
"In post","2021","Female","20-29","Hounslow and Richmond upon Thames","320","320","29130","28940"
"In post","2021","Female","20-29","Inverclyde, East Renfrewshire and Renfrewshire","60","60","25940","25410"
"In post","2021","Female","20-29","Inverness and Nairn and Moray, Badenoch and Strathspey","60","60","25460","22920"
"In post","2021","Female","20-29","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Isle of Wight","40","40","[c]","[c]"
"In post","2021","Female","20-29","Kensington & Chelsea and Hammersmith & Fulham","120","120","30630","31060"
"In post","2021","Female","20-29","Kent Thames Gateway","130","130","27550","29200"
"In post","2021","Female","20-29","Kingston upon Hull, City of","120","120","24680","24440"
"In post","2021","Female","20-29","Lambeth","550","540","32800","32260"
"In post","2021","Female","20-29","Lancaster and Wyre","80","80","24360","25380"
"In post","2021","Female","20-29","Leeds","1250","1230","27380","25560"
"In post","2021","Female","20-29","Leicester","180","170","24330","22850"
"In post","2021","Female","20-29","Leicestershire CC and Rutland","130","130","23780","24120"
"In post","2021","Female","20-29","Lewisham and Southwark","130","130","28740","30210"
"In post","2021","Female","20-29","Lincolnshire","160","160","25240","25980"
"In post","2021","Female","20-29","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Liverpool","940","900","25120","24890"
"In post","2021","Female","20-29","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Luton","60","60","23310","22920"
"In post","2021","Female","20-29","Manchester","790","770","27530","25620"
"In post","2021","Female","20-29","Medway","140","140","28130","29290"
"In post","2021","Female","20-29","Merton, Kingston upon Thames and Sutton","60","60","29180","31060"
"In post","2021","Female","20-29","Mid Kent","60","60","25860","25830"
"In post","2021","Female","20-29","Mid Lancashire","280","260","23490","21300"
"In post","2021","Female","20-29","Milton Keynes","210","200","26520","26550"
"In post","2021","Female","20-29","Monmouthshire and Newport","610","590","28460","27570"
"In post","2021","Female","20-29","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","North and North East Lincolnshire","60","60","22870","21430"
"In post","2021","Female","20-29","North and West Norfolk","40","40","[c]","[c]"
"In post","2021","Female","20-29","North Hampshire","60","60","24680","22920"
"In post","2021","Female","20-29","North Lanarkshire","200","180","22730","20140"
"In post","2021","Female","20-29","North Northamptonshire","40","40","[c]","[c]"
"In post","2021","Female","20-29","North Nottinghamshire","90","90","25990","26720"
"In post","2021","Female","20-29","North Yorkshire CC","80","80","25460","25010"
"In post","2021","Female","20-29","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Norwich and East Norfolk","120","120","25170","23750"
"In post","2021","Female","20-29","Nottingham","690","670","25610","25480"
"In post","2021","Female","20-29","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Overseas","160","160","37200","34220"
"In post","2021","Female","20-29","Oxfordshire","200","200","26400","26670"
"In post","2021","Female","20-29","Perth and Kinross and Stirling","90","80","26620","26160"
"In post","2021","Female","20-29","Peterborough","90","80","24180","22350"
"In post","2021","Female","20-29","Plymouth","160","160","25520","24380"
"In post","2021","Female","20-29","Portsmouth","200","200","25830","25560"
"In post","2021","Female","20-29","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Redbridge and Waltham Forest","130","120","28210","31060"
"In post","2021","Female","20-29","Sandwell","30","30","[c]","[c]"
"In post","2021","Female","20-29","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Sefton","440","420","24120","24440"
"In post","2021","Female","20-29","Sheffield","560","540","27660","25040"
"In post","2021","Female","20-29","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Shropshire CC","60","60","24950","24380"
"In post","2021","Female","20-29","Solihull","90","80","25820","24890"
"In post","2021","Female","20-29","Somerset","100","100","25400","22920"
"In post","2021","Female","20-29","South and West Derbyshire","80","70","24820","24920"
"In post","2021","Female","20-29","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","South Hampshire","300","290","28480","29540"
"In post","2021","Female","20-29","South Lanarkshire","270","260","26210","22820"
"In post","2021","Female","20-29","South Nottinghamshire","50","40","[c]","[c]"
"In post","2021","Female","20-29","South Teesside","70","70","23520","21010"
"In post","2021","Female","20-29","South West Wales","80","80","23880","22920"
"In post","2021","Female","20-29","Southampton","100","90","25730","26350"
"In post","2021","Female","20-29","Southend-on-Sea","50","50","28180","25560"
"In post","2021","Female","20-29","Staffordshire CC","340","330","25090","24620"
"In post","2021","Female","20-29","Stoke-on-Trent","130","130","21150","18880"
"In post","2021","Female","20-29","Suffolk","280","280","24990","24920"
"In post","2021","Female","20-29","Sunderland","250","230","24090","21170"
"In post","2021","Female","20-29","Swansea","660","610","22840","21590"
"In post","2021","Female","20-29","Swindon","40","40","[c]","[c]"
"In post","2021","Female","20-29","Telford and Wrekin","100","100","26670","27130"
"In post","2021","Female","20-29","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Tower Hamlets","740","740","35070","32960"
"In post","2021","Female","20-29","Tyneside","1170","1130","25580","25560"
"In post","2021","Female","20-29","Unknown","350","350","30300","29250"
"In post","2021","Female","20-29","Wakefield","120","120","24720","24440"
"In post","2021","Female","20-29","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","Wandsworth","120","120","31250","31060"
"In post","2021","Female","20-29","Warrington","270","270","28170","28840"
"In post","2021","Female","20-29","Warwickshire","80","80","23100","21430"
"In post","2021","Female","20-29","West Cumbria","80","80","22880","21050"
"In post","2021","Female","20-29","West Essex","50","40","[c]","[c]"
"In post","2021","Female","20-29","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Female","20-29","West Northamptonshire","120","110","22670","22890"
"In post","2021","Female","20-29","West Surrey","200","200","27270","27850"
"In post","2021","Female","20-29","West Sussex (North East)","80","80","26220","25960"
"In post","2021","Female","20-29","West Sussex (South West)","40","40","[c]","[c]"
"In post","2021","Female","20-29","Westminster","8630","8580","37350","34090"
"In post","2021","Female","20-29","Wiltshire","600","580","27790","27570"
"In post","2021","Female","20-29","Wirral","110","110","24340","22350"
"In post","2021","Female","20-29","Wolverhampton","50","50","[c]","[c]"
"In post","2021","Female","20-29","Worcestershire","190","180","23720","23840"
"In post","2021","Female","20-29","York","230","230","26030","25100"
"In post","2021","Female","30-39","Aberdeen City and Aberdeenshire","240","210","32190","30360"
"In post","2021","Female","30-39","Angus and Dundee City","250","230","26290","23340"
"In post","2021","Female","30-39","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Female","30-39","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Female","30-39","Barking & Dagenham and Havering","60","50","29910","31060"
"In post","2021","Female","30-39","Barnet","230","220","38060","33350"
"In post","2021","Female","30-39","Barnsley, Doncaster and Rotherham","320","280","26300","26300"
"In post","2021","Female","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","1440","1300","34880","33300"
"In post","2021","Female","30-39","Bedford","90","80","27790","27570"
"In post","2021","Female","30-39","Belfast","350","320","28870","25560"
"In post","2021","Female","30-39","Berkshire","250","240","33760","30890"
"In post","2021","Female","30-39","Bexley and Greenwich","190","180","31500","31060"
"In post","2021","Female","30-39","Birmingham","1460","1330","29480","27470"
"In post","2021","Female","30-39","Blackburn with Darwen","50","40","25450","27570"
"In post","2021","Female","30-39","Blackpool","390","350","27290","27570"
"In post","2021","Female","30-39","Bournemouth and Poole","60","50","26360","27570"
"In post","2021","Female","30-39","Bradford","330","280","26320","25560"
"In post","2021","Female","30-39","Breckland and South Norfolk","60","50","28390","26810"
"In post","2021","Female","30-39","Brent","60","50","29720","31060"
"In post","2021","Female","30-39","Bridgend and Neath Port Talbot","100","90","25890","27570"
"In post","2021","Female","30-39","Brighton and Hove","70","60","29020","27570"
"In post","2021","Female","30-39","Bristol, City of","860","770","34280","31810"
"In post","2021","Female","30-39","Bromley","50","40","[c]","[c]"
"In post","2021","Female","30-39","Buckinghamshire CC","190","180","32060","28670"
"In post","2021","Female","30-39","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Female","30-39","Calderdale and Kirklees","140","110","26460","27570"
"In post","2021","Female","30-39","Cambridgeshire CC","340","310","32370","30210"
"In post","2021","Female","30-39","Camden and City of London","350","330","37460","31110"
"In post","2021","Female","30-39","Cardiff and Vale of Glamorgan","1520","1390","32330","28850"
"In post","2021","Female","30-39","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Female","30-39","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","30-39","Central Hampshire","380","360","35120","33300"
"In post","2021","Female","30-39","Central Valleys","230","220","31870","28850"
"In post","2021","Female","30-39","Cheshire East","100","90","29630","27570"
"In post","2021","Female","30-39","Cheshire West and Chester","40","40","[c]","[c]"
"In post","2021","Female","30-39","Chorley and West Lancashire","160","150","30110","27700"
"In post","2021","Female","30-39","City of Edinburgh","1680","1580","37340","33620"
"In post","2021","Female","30-39","Clackmannanshire and Fife","120","110","27780","27570"
"In post","2021","Female","30-39","Conwy and Denbighshire","80","70","32090","30210"
"In post","2021","Female","30-39","Cornwall and Isles of Scilly","150","130","26190","22640"
"In post","2021","Female","30-39","Coventry","330","300","35410","31420"
"In post","2021","Female","30-39","Croydon","970","900","37710","35070"
"In post","2021","Female","30-39","Darlington","120","110","33790","30280"
"In post","2021","Female","30-39","Derby","120","100","24540","21530"
"In post","2021","Female","30-39","Devon CC","600","530","30650","27570"
"In post","2021","Female","30-39","Dorset CC","170","150","28010","26350"
"In post","2021","Female","30-39","Dudley","130","100","24590","27570"
"In post","2021","Female","30-39","Dumfries and Galloway","50","40","[c]","[c]"
"In post","2021","Female","30-39","Durham CC","600","530","25790","23910"
"In post","2021","Female","30-39","Ealing","40","40","[c]","[c]"
"In post","2021","Female","30-39","East Ayrshire and North Ayrshire mainland","90","70","28260","27570"
"In post","2021","Female","30-39","East Cumbria","90","70","26780","24920"
"In post","2021","Female","30-39","East Derbyshire","40","40","[c]","[c]"
"In post","2021","Female","30-39","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","170","160","28200","26670"
"In post","2021","Female","30-39","East Kent","370","320","26960","25310"
"In post","2021","Female","30-39","East Lancashire","60","50","26230","27570"
"In post","2021","Female","30-39","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Female","30-39","East Merseyside","110","100","27600","27570"
"In post","2021","Female","30-39","East Riding of Yorkshire","140","130","27240","26250"
"In post","2021","Female","30-39","East Surrey","100","90","33050","33590"
