"Status","Year","Region_ITL3","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Aberdeen City and Aberdeenshire","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Declared disabled","White","110","100","32810","27570"
"In post","2021","Aberdeen City and Aberdeenshire","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Declared non-disabled","Unknown","30","30","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Declared non-disabled","White","940","880","37250","30650"
"In post","2021","Aberdeen City and Aberdeenshire","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Unknown","Unknown","370","350","30350","28470"
"In post","2021","Aberdeen City and Aberdeenshire","Unknown","White","230","210","34570","33650"
"In post","2021","Angus and Dundee City","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Declared disabled","White","240","220","24230","21010"
"In post","2021","Angus and Dundee City","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Declared non-disabled","Undeclared","30","30","[c]","[c]"
