"Status","Year","Region_ITL2","Disability","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","Declared disabled","Female","330","300","30360","29290"
"In post","2021","Bedfordshire and Hertfordshire","Declared disabled","Male","180","170","32320","29290"
"In post","2021","Bedfordshire and Hertfordshire","Declared non-disabled","Female","1790","1620","31390","29290"
"In post","2021","Bedfordshire and Hertfordshire","Declared non-disabled","Male","1330","1290","33660","30750"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","Female","120","110","30860","28900"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","Male","130","130","33810","31880"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Female","340","320","33050","30200"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Male","310","310","35380","31810"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","Female","560","510","30960","28200"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","Male","450","440","32700","30460"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","Female","3290","3040","31270","28350"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","Male","3100","3040","34440","31810"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Female","320","290","31140","28670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Male","410","400","35090","34250"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","620","580","33610","29290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","850","830","34080","30400"
"In post","2021","Cheshire","Declared disabled","Female","270","240","28350","27570"
"In post","2021","Cheshire","Declared disabled","Male","140","130","30740","27570"
"In post","2021","Cheshire","Declared non-disabled","Female","1310","1190","29870","27570"
"In post","2021","Cheshire","Declared non-disabled","Male","930","910","32300","29180"
"In post","2021","Cheshire","Undeclared","Female","130","120","28810","27570"
"In post","2021","Cheshire","Undeclared","Male","150","140","32310","31650"
"In post","2021","Cheshire","Unknown","Female","480","470","31530","30640"
"In post","2021","Cheshire","Unknown","Male","490","490","34990","34140"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Female","130","110","26430","27570"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Male","80","70","26520","26690"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Female","670","590","25830","26590"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Male","510","490","27370","26670"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Female","50","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Male","50","50","27840","26630"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Female","70","60","29480","22640"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Male","90","90","25170","21950"
"In post","2021","Cumbria","Declared disabled","Female","140","120","26970","24920"
"In post","2021","Cumbria","Declared disabled","Male","100","100","28820","26580"
"In post","2021","Cumbria","Declared non-disabled","Female","1010","870","26320","24920"
"In post","2021","Cumbria","Declared non-disabled","Male","670","650","29630","25490"
"In post","2021","Cumbria","Undeclared","Female","50","40","26770","25420"
"In post","2021","Cumbria","Undeclared","Male","60","60","32060","29180"
"In post","2021","Cumbria","Unknown","Female","40","40","[c]","[c]"
"In post","2021","Cumbria","Unknown","Male","70","70","32870","30630"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Female","950","840","29660","27570"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Male","600","570","29430","27570"
"In post","2021","Derbyshire and Nottinghamshire","Declared non-disabled","Female","4630","4130","30650","27570"
"In post","2021","Derbyshire and Nottinghamshire","Declared non-disabled","Male","3420","3290","33230","28210"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Female","390","350","29560","27570"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Male","400","380","31570","31650"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Female","960","890","28410","25560"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Male","950","920","29580","25560"
"In post","2021","Devon","Declared disabled","Female","530","450","27430","26670"
"In post","2021","Devon","Declared disabled","Male","430","410","30230","27570"
"In post","2021","Devon","Declared non-disabled","Female","3220","2800","30120","27570"
"In post","2021","Devon","Declared non-disabled","Male","3380","3260","34290","31740"
"In post","2021","Devon","Undeclared","Female","170","150","27450","26000"
"In post","2021","Devon","Undeclared","Male","280","260","30560","28220"
"In post","2021","Devon","Unknown","Female","430","400","26390","22350"
"In post","2021","Devon","Unknown","Male","580","560","29690","26650"
"In post","2021","Dorset and Somerset","Declared disabled","Female","330","290","27710","27150"
