"Status","Year","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","East Midlands (England)","Female","300","270","37150","30130"
"In post","2021","Attorney General's Departments","East Midlands (England)","Male","140","140","40540","45140"
"In post","2021","Attorney General's Departments","East of England","Female","330","280","37950","30110"
"In post","2021","Attorney General's Departments","East of England","Male","150","150","46020","50520"
"In post","2021","Attorney General's Departments","London","Female","2930","2700","49500","51250"
"In post","2021","Attorney General's Departments","London","Male","1750","1710","50830","51250"
"In post","2021","Attorney General's Departments","North East (England)","Female","230","200","36330","28430"
"In post","2021","Attorney General's Departments","North East (England)","Male","110","110","41530","48080"
"In post","2021","Attorney General's Departments","North West (England)","Female","650","590","37850","30610"
"In post","2021","Attorney General's Departments","North West (England)","Male","320","310","43070","48080"
"In post","2021","Attorney General's Departments","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Female","470","430","40860","33930"
"In post","2021","Attorney General's Departments","South East (England)","Male","220","210","45120","50520"
"In post","2021","Attorney General's Departments","South West (England)","Female","200","180","39820","38000"
"In post","2021","Attorney General's Departments","South West (England)","Male","130","120","44800","49650"
"In post","2021","Attorney General's Departments","Wales","Female","240","220","38680","34480"
"In post","2021","Attorney General's Departments","Wales","Male","120","110","46540","48830"
"In post","2021","Attorney General's Departments","West Midlands (England)","Female","380","340","38270","32370"
"In post","2021","Attorney General's Departments","West Midlands (England)","Male","180","170","43690","48080"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Female","640","560","40200","38000"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Male","350","340","45670","49650"
"In post","2021","Cabinet Office","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Female","60","50","46960","38460"
"In post","2021","Cabinet Office","East of England","Male","60","60","46550","44060"
"In post","2021","Cabinet Office","London","Female","3450","3380","47090","40600"
"In post","2021","Cabinet Office","London","Male","3050","3030","52820","54700"
"In post","2021","Cabinet Office","North East (England)","Female","250","230","28400","24570"
"In post","2021","Cabinet Office","North East (England)","Male","160","160","31040","23850"
"In post","2021","Cabinet Office","North West (England)","Female","250","240","45240","38890"
"In post","2021","Cabinet Office","North West (England)","Male","210","200","48710","49700"
"In post","2021","Cabinet Office","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Female","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Male","40","40","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Female","110","100","39030","33300"
"In post","2021","Cabinet Office","South East (England)","Male","110","110","46100","34640"
"In post","2021","Cabinet Office","South West (England)","Female","80","70","54100","49620"
"In post","2021","Cabinet Office","South West (England)","Male","110","110","53580","51700"
"In post","2021","Cabinet Office","Unknown","Female","330","320","36050","32000"
"In post","2021","Cabinet Office","Unknown","Male","280","280","36480","32000"
"In post","2021","Cabinet Office","Wales","Female","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","Female","30","30","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Female","400","370","36140","32960"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Male","340","330","36570","33300"
"In post","2021","Chancellor's other departments","London","Female","160","150","53920","47940"
"In post","2021","Chancellor's other departments","London","Male","200","200","63760","52280"
"In post","2021","Chancellor's other departments","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Female","50","50","[c]","[c]"
"In post","2021","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Female","180","160","32560","29160"
"In post","2021","Charity Commission","North West (England)","Male","130","130","33070","29160"
"In post","2021","Charity Commission","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Female","400","380","58800","56000"
"In post","2021","Competition and Markets Authority","London","Male","390","380","62910","59170"
"In post","2021","Competition and Markets Authority","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Female","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Female","120","110","30400","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Male","90","90","34390","34390"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Female","130","120","31680","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Male","90","80","36100","35150"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Female","2740","2640","47180","43130"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Male","2880","2850","49900","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Female","130","120","30320","29190"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Male","80","80","34280","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Female","260","240","31880","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Male","200","200","33880","33720"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Female","200","190","33350","29850"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Male","200","190","37050","33860"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Female","140","130","33110","34390"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Male","100","100","37380","36730"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Female","840","780","37500","37420"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Male","1230","1200","41310","39960"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","Female","1410","1270","31580","26920"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","Male","1360","1330","37790","36070"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Female","370","350","32450","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Male","300","290","34400","31600"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Female","110","110","31390","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Male","90","90","34020","31000"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Female","920","890","48550","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Male","790","790","50460","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","East Midlands (England)","Female","180","160","40010","36980"
