"Status","Year","Age","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data and Technology","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data and Technology","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data and Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data and Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data and Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data and Technology","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data and Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
