"Status","Year","Disability","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","Female","330","300","30360","29290"
"In post","2021","Declared disabled","Bedfordshire and Hertfordshire","Male","180","170","32320","29290"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Female","560","510","30960","28200"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Male","450","440","32700","30460"
"In post","2021","Declared disabled","Cheshire","Female","270","240","28350","27570"
"In post","2021","Declared disabled","Cheshire","Male","140","130","30740","27570"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Female","130","110","26430","27570"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Male","80","70","26520","26690"
"In post","2021","Declared disabled","Cumbria","Female","140","120","26970","24920"
"In post","2021","Declared disabled","Cumbria","Male","100","100","28820","26580"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Female","950","840","29660","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Male","600","570","29430","27570"
"In post","2021","Declared disabled","Devon","Female","530","450","27430","26670"
"In post","2021","Declared disabled","Devon","Male","430","410","30230","27570"
"In post","2021","Declared disabled","Dorset and Somerset","Female","330","290","27710","27150"
"In post","2021","Declared disabled","Dorset and Somerset","Male","260","250","30070","27570"
"In post","2021","Declared disabled","East Anglia","Female","760","680","28220","27570"
"In post","2021","Declared disabled","East Anglia","Male","600","570","30630","28200"
"In post","2021","Declared disabled","East Wales","Female","1060","950","30430","27570"
"In post","2021","Declared disabled","East Wales","Male","720","680","32340","27680"
"In post","2021","Declared disabled","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Female","280","240","26580","27570"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Male","230","210","27560","26930"
"In post","2021","Declared disabled","Eastern Scotland","Female","1100","1000","31990","27570"
"In post","2021","Declared disabled","Eastern Scotland","Male","820","790","33440","30080"
"In post","2021","Declared disabled","Essex","Female","470","410","29320","29290"
"In post","2021","Declared disabled","Essex","Male","240","230","31930","29290"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Female","1540","1400","32670","28880"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Male","1460","1410","36440","33300"
"In post","2021","Declared disabled","Greater Manchester","Female","1250","1120","29130","27570"
"In post","2021","Declared disabled","Greater Manchester","Male","890","850","30270","27570"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Female","920","810","29680","27570"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Male","750","710","31300","28650"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Female","290","260","26970","26300"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Male","150","140","29320","27570"
"In post","2021","Declared disabled","Highlands and Islands","Female","90","80","27970","27570"
"In post","2021","Declared disabled","Highlands and Islands","Male","70","70","28510","27570"
"In post","2021","Declared disabled","Inner London - East","Female","980","910","36590","31090"
"In post","2021","Declared disabled","Inner London - East","Male","600","580","39680","34870"
"In post","2021","Declared disabled","Inner London - West","Female","2910","2780","43940","39190"
"In post","2021","Declared disabled","Inner London - West","Male","2270","2230","45720","40380"
"In post","2021","Declared disabled","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Kent","Female","530","480","28800","27380"
"In post","2021","Declared disabled","Kent","Male","430","410","30470","29290"
"In post","2021","Declared disabled","Lancashire","Female","1230","1060","26680","27130"
"In post","2021","Declared disabled","Lancashire","Male","720","670","27820","27130"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Female","460","400","25770","24000"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Male","280","260","27030","25850"
"In post","2021","Declared disabled","Lincolnshire","Female","240","210","27230","26810"
"In post","2021","Declared disabled","Lincolnshire","Male","150","150","29680","27570"
"In post","2021","Declared disabled","Merseyside","Female","1460","1240","27420","25560"
"In post","2021","Declared disabled","Merseyside","Male","820","770","28610","25560"
"In post","2021","Declared disabled","North Eastern Scotland","Female","80","70","29420","27570"
"In post","2021","Declared disabled","North Eastern Scotland","Male","50","50","39650","32400"
"In post","2021","Declared disabled","North Yorkshire","Female","280","260","33090","27570"
