"Status","Year","Region_ITL2","Responsibility_level","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","AA/AO","20-29","290","290","26030","27850"
"In post","2021","Bedfordshire and Hertfordshire","AA/AO","30-39","240","230","25200","23520"
"In post","2021","Bedfordshire and Hertfordshire","AA/AO","40-49","210","190","24450","22850"
"In post","2021","Bedfordshire and Hertfordshire","AA/AO","50-59","330","310","23630","22430"
"In post","2021","Bedfordshire and Hertfordshire","AA/AO","60-64","130","120","22150","21590"
"In post","2021","Bedfordshire and Hertfordshire","AA/AO","65+","50","40","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","EO","20-29","220","210","28470","28000"
"In post","2021","Bedfordshire and Hertfordshire","EO","30-39","270","260","28760","29290"
"In post","2021","Bedfordshire and Hertfordshire","EO","40-49","370","350","28890","29290"
"In post","2021","Bedfordshire and Hertfordshire","EO","50-59","540","490","29310","29290"
"In post","2021","Bedfordshire and Hertfordshire","EO","60-64","150","130","29460","29290"
"In post","2021","Bedfordshire and Hertfordshire","EO","65+","50","40","29540","29530"
"In post","2021","Bedfordshire and Hertfordshire","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","G6/G7","30-39","80","70","56120","54340"
"In post","2021","Bedfordshire and Hertfordshire","G6/G7","40-49","110","100","59660","59730"
"In post","2021","Bedfordshire and Hertfordshire","G6/G7","50-59","110","110","63820","62140"
"In post","2021","Bedfordshire and Hertfordshire","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SCS","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","20-29","110","100","36450","37000"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","30-39","230","220","37840","37640"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","40-49","260","250","39590","38620"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","50-59","320","320","39040","37890"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","60-64","70","70","38700","37910"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","20-29","80","70","23530","22920"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","30-39","90","80","29330","30210"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","40-49","60","50","28710","24940"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","50-59","50","50","30940","28200"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","20-29","790","790","25940","26610"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","30-39","710","690","27140","25840"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","40-49","670","630","26230","22920"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","50-59","920","880","24940","22020"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","60-64","320","280","23340","21270"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","65+","150","130","22040","21560"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","20-29","370","370","28040","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","30-39","450","430","29720","27810"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","40-49","530","500","29530","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","50-59","760","730","29700","28640"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","60-64","230","200","28830","28350"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","65+","70","60","28160","27670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","30-39","120","120","56200","54540"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","40-49","230","220","60890","57790"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","50-59","290","270","60960","59090"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","60-64","70","60","59970","58030"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","65+","40","20","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","20-29","170","170","34590","33390"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","30-39","440","420","37300","36730"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","40-49","550","530","38160","36970"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","50-59","850","820","39240","38160"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","60-64","210","190","39250","37890"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","65+","80","60","38540","38160"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","20-29","140","130","24100","24020"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","30-39","110","100","30540","32650"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","40-49","90","90","33190","37170"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","50-59","100","100","33000","33890"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","AA/AO","20-29","260","250","22700","21300"
"In post","2021","Cheshire","AA/AO","30-39","220","210","23460","22600"
"In post","2021","Cheshire","AA/AO","40-49","220","200","23790","21050"
"In post","2021","Cheshire","AA/AO","50-59","360","320","23150","21010"
"In post","2021","Cheshire","AA/AO","60-64","120","100","22570","21010"
"In post","2021","Cheshire","AA/AO","65+","30","20","[c]","[c]"
"In post","2021","Cheshire","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","EO","20-29","300","300","29270","28840"
"In post","2021","Cheshire","EO","30-39","340","330","30160","28840"
"In post","2021","Cheshire","EO","40-49","290","280","29800","27570"
"In post","2021","Cheshire","EO","50-59","410","380","29170","27570"
"In post","2021","Cheshire","EO","60-64","80","60","29230","27570"
"In post","2021","Cheshire","EO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G6/G7","30-39","30","30","[c]","[c]"
"In post","2021","Cheshire","G6/G7","40-49","70","70","56180","53250"
"In post","2021","Cheshire","G6/G7","50-59","90","90","59120","57400"
"In post","2021","Cheshire","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","20-29","50","50","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","30-39","200","200","38080","36970"
"In post","2021","Cheshire","SEO/HEO","40-49","250","240","40180","39470"
"In post","2021","Cheshire","SEO/HEO","50-59","280","270","40640","40210"
"In post","2021","Cheshire","SEO/HEO","60-64","60","50","38810","36710"
"In post","2021","Cheshire","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","30-39","50","40","[c]","[c]"
"In post","2021","Cheshire","Unknown","40-49","50","50","[c]","[c]"
"In post","2021","Cheshire","Unknown","50-59","50","50","30170","29150"
"In post","2021","Cheshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","20-29","70","70","20830","21010"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","30-39","120","100","21060","21010"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","40-49","140","130","21120","21010"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","50-59","250","230","20710","21010"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","60-64","100","80","20830","21010"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","20-29","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","30-39","90","90","27270","27570"
"In post","2021","Cornwall and Isles of Scilly","EO","40-49","150","140","27340","27570"
"In post","2021","Cornwall and Isles of Scilly","EO","50-59","250","230","27160","27570"
"In post","2021","Cornwall and Isles of Scilly","EO","60-64","70","60","27130","27570"
"In post","2021","Cornwall and Isles of Scilly","EO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","40-49","50","50","35700","36010"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","50-59","110","100","35710","33640"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","60-64","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","AA/AO","20-29","140","140","21700","21050"
"In post","2021","Cumbria","AA/AO","30-39","160","140","22060","21050"
"In post","2021","Cumbria","AA/AO","40-49","250","220","21990","21050"
"In post","2021","Cumbria","AA/AO","50-59","260","230","22160","21050"
"In post","2021","Cumbria","AA/AO","60-64","80","70","21500","21050"
"In post","2021","Cumbria","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","20-29","40","40","[c]","[c]"
"In post","2021","Cumbria","EO","30-39","90","80","25340","25190"
"In post","2021","Cumbria","EO","40-49","170","150","26570","26350"
"In post","2021","Cumbria","EO","50-59","210","200","26160","26520"
"In post","2021","Cumbria","EO","60-64","60","50","26280","26780"
"In post","2021","Cumbria","EO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","40-49","30","30","[c]","[c]"
"In post","2021","Cumbria","G6/G7","50-59","30","30","[c]","[c]"
"In post","2021","Cumbria","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","30-39","50","50","34570","35790"
"In post","2021","Cumbria","SEO/HEO","40-49","110","110","33410","31830"
"In post","2021","Cumbria","SEO/HEO","50-59","110","110","35810","34290"
"In post","2021","Cumbria","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","20-29","30","30","[c]","[c]"
"In post","2021","Cumbria","Unknown","30-39","60","50","38440","38390"
"In post","2021","Cumbria","Unknown","40-49","60","60","39750","37170"
"In post","2021","Cumbria","Unknown","50-59","70","70","39990","37170"
"In post","2021","Cumbria","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","16-19","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","20-29","810","780","22100","21010"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","30-39","720","660","22420","21010"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","40-49","700","630","22200","21010"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","50-59","1100","990","22190","21010"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","60-64","340","270","21450","21010"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","65+","100","70","20600","20720"
"In post","2021","Derbyshire and Nottinghamshire","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","20-29","580","570","25880","25560"
"In post","2021","Derbyshire and Nottinghamshire","EO","30-39","700","660","26350","26330"
"In post","2021","Derbyshire and Nottinghamshire","EO","40-49","830","750","27050","27570"
"In post","2021","Derbyshire and Nottinghamshire","EO","50-59","1100","1020","27100","27570"
"In post","2021","Derbyshire and Nottinghamshire","EO","60-64","260","200","27230","27570"
"In post","2021","Derbyshire and Nottinghamshire","EO","65+","70","50","26900","27570"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","20-29","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","30-39","180","170","53800","52580"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","40-49","370","360","56020","52580"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","50-59","460","440","59240","55610"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","60-64","80","60","60420","58130"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","50-59","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","65+","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","20-29","340","340","32060","31810"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","30-39","740","710","34450","31810"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","40-49","880","840","35820","33740"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","50-59","1050","1010","36700","35000"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","60-64","170","140","37170","35000"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","65+","50","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","20-29","90","90","24960","22920"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","30-39","130","110","29570","30210"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","40-49","120","110","31960","33360"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","50-59","120","110","31620","31420"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","60-64","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Devon","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Devon","AA/AO","20-29","530","520","22280","21080"
"In post","2021","Devon","AA/AO","30-39","570","510","22340","21010"
"In post","2021","Devon","AA/AO","40-49","610","540","22580","21010"
"In post","2021","Devon","AA/AO","50-59","920","820","22540","21010"
"In post","2021","Devon","AA/AO","60-64","350","280","21910","21010"
"In post","2021","Devon","AA/AO","65+","100","70","21410","21010"
"In post","2021","Devon","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Devon","EO","20-29","290","290","26420","27130"
"In post","2021","Devon","EO","30-39","430","390","27270","27570"
"In post","2021","Devon","EO","40-49","550","500","27300","27570"
"In post","2021","Devon","EO","50-59","770","710","27290","27570"
"In post","2021","Devon","EO","60-64","230","190","26220","27130"
"In post","2021","Devon","EO","65+","70","50","25740","26780"
"In post","2021","Devon","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6/G7","30-39","130","120","51350","48540"
"In post","2021","Devon","G6/G7","40-49","330","310","54960","52460"
"In post","2021","Devon","G6/G7","50-59","320","310","56190","54200"
"In post","2021","Devon","G6/G7","60-64","40","30","[c]","[c]"
"In post","2021","Devon","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SEO/HEO","20-29","170","170","34930","33840"
"In post","2021","Devon","SEO/HEO","30-39","620","590","37340","38200"
"In post","2021","Devon","SEO/HEO","40-49","650","600","37630","38450"
"In post","2021","Devon","SEO/HEO","50-59","760","740","38330","38450"
"In post","2021","Devon","SEO/HEO","60-64","160","140","38340","36460"
"In post","2021","Devon","SEO/HEO","65+","40","30","[c]","[c]"
"In post","2021","Devon","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","20-29","40","30","[c]","[c]"
"In post","2021","Devon","Unknown","30-39","60","60","30300","30210"
"In post","2021","Devon","Unknown","40-49","80","80","35760","37170"
"In post","2021","Devon","Unknown","50-59","80","80","38220","37170"
"In post","2021","Devon","Unknown","60-64","30","30","[c]","[c]"
"In post","2021","Devon","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AA/AO","20-29","290","280","22640","21490"
"In post","2021","Dorset and Somerset","AA/AO","30-39","290","270","23160","21710"
"In post","2021","Dorset and Somerset","AA/AO","40-49","300","280","22470","21010"
"In post","2021","Dorset and Somerset","AA/AO","50-59","560","520","22360","21010"
"In post","2021","Dorset and Somerset","AA/AO","60-64","210","190","21750","20970"
"In post","2021","Dorset and Somerset","AA/AO","65+","70","60","21200","20830"
"In post","2021","Dorset and Somerset","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","EO","20-29","150","140","26270","26740"
"In post","2021","Dorset and Somerset","EO","30-39","230","220","26850","27250"
"In post","2021","Dorset and Somerset","EO","40-49","390","360","27730","27570"
"In post","2021","Dorset and Somerset","EO","50-59","600","550","27580","27570"
"In post","2021","Dorset and Somerset","EO","60-64","180","150","27510","27570"
"In post","2021","Dorset and Somerset","EO","65+","70","50","26980","27470"
"In post","2021","Dorset and Somerset","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6/G7","40-49","70","70","59150","55050"
"In post","2021","Dorset and Somerset","G6/G7","50-59","100","90","59650","57290"
"In post","2021","Dorset and Somerset","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SEO/HEO","20-29","70","70","33260","33290"
"In post","2021","Dorset and Somerset","SEO/HEO","30-39","280","270","35390","33290"
"In post","2021","Dorset and Somerset","SEO/HEO","40-49","330","310","36880","35340"
"In post","2021","Dorset and Somerset","SEO/HEO","50-59","550","530","37330","35340"
"In post","2021","Dorset and Somerset","SEO/HEO","60-64","150","130","37240","35960"
"In post","2021","Dorset and Somerset","SEO/HEO","65+","60","50","36140","33890"
"In post","2021","Dorset and Somerset","Unknown","20-29","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","30-39","50","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","40-49","50","50","29780","30210"
"In post","2021","Dorset and Somerset","Unknown","50-59","50","50","30440","28200"
"In post","2021","Dorset and Somerset","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","AA/AO","20-29","860","830","23790","21950"
"In post","2021","East Anglia","AA/AO","30-39","940","870","24320","21820"
"In post","2021","East Anglia","AA/AO","40-49","980","880","23690","21430"
"In post","2021","East Anglia","AA/AO","50-59","1450","1350","23000","21430"
"In post","2021","East Anglia","AA/AO","60-64","530","460","22190","21010"
"In post","2021","East Anglia","AA/AO","65+","180","140","21060","20720"
"In post","2021","East Anglia","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","EO","20-29","360","360","26300","26670"
"In post","2021","East Anglia","EO","30-39","520","480","27380","27570"
"In post","2021","East Anglia","EO","40-49","850","780","27520","27570"
"In post","2021","East Anglia","EO","50-59","1180","1110","27880","27570"
"In post","2021","East Anglia","EO","60-64","280","240","27850","27570"
"In post","2021","East Anglia","EO","65+","90","60","27520","27570"
"In post","2021","East Anglia","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","G6/G7","30-39","110","100","54360","52180"
"In post","2021","East Anglia","G6/G7","40-49","230","220","57510","54540"
"In post","2021","East Anglia","G6/G7","50-59","310","300","59590","56050"
"In post","2021","East Anglia","G6/G7","60-64","60","50","62090","59070"
"In post","2021","East Anglia","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","SCS","50-59","30","30","[c]","[c]"
"In post","2021","East Anglia","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","SCS","65+","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","SEO/HEO","20-29","190","190","32010","31100"
"In post","2021","East Anglia","SEO/HEO","30-39","620","600","34910","33300"
"In post","2021","East Anglia","SEO/HEO","40-49","760","720","36390","35300"
"In post","2021","East Anglia","SEO/HEO","50-59","1040","1010","36910","34750"
"In post","2021","East Anglia","SEO/HEO","60-64","250","220","37290","34610"
"In post","2021","East Anglia","SEO/HEO","65+","70","60","37460","35980"
"In post","2021","East Anglia","Unknown","20-29","90","90","25440","24020"
"In post","2021","East Anglia","Unknown","30-39","110","100","29310","30210"
"In post","2021","East Anglia","Unknown","40-49","120","110","31900","31420"
"In post","2021","East Anglia","Unknown","50-59","120","110","30240","28200"
"In post","2021","East Anglia","Unknown","60-64","40","40","[c]","[c]"
"In post","2021","East Anglia","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","AA/AO","16-19","60","60","19330","20140"
"In post","2021","East Wales","AA/AO","20-29","1370","1340","21250","20500"
"In post","2021","East Wales","AA/AO","30-39","1130","1040","21570","21010"
"In post","2021","East Wales","AA/AO","40-49","940","840","21440","21010"
"In post","2021","East Wales","AA/AO","50-59","1490","1320","21550","21010"
"In post","2021","East Wales","AA/AO","60-64","560","450","21430","21010"
"In post","2021","East Wales","AA/AO","65+","190","140","21260","21010"
"In post","2021","East Wales","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","EO","20-29","1090","1080","25930","25560"
"In post","2021","East Wales","EO","30-39","1380","1310","26350","25690"
"In post","2021","East Wales","EO","40-49","1140","1070","26880","27460"
"In post","2021","East Wales","EO","50-59","1380","1290","27260","27570"
"In post","2021","East Wales","EO","60-64","380","300","27480","27570"
"In post","2021","East Wales","EO","65+","120","90","27740","27570"
"In post","2021","East Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","G6/G7","20-29","90","90","51740","49600"
"In post","2021","East Wales","G6/G7","30-39","560","540","54930","52580"
"In post","2021","East Wales","G6/G7","40-49","870","830","57640","57850"
"In post","2021","East Wales","G6/G7","50-59","740","720","59600","59720"
"In post","2021","East Wales","G6/G7","60-64","120","100","62300","60830"
"In post","2021","East Wales","G6/G7","65+","40","30","[c]","[c]"
"In post","2021","East Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","SCS","40-49","100","100","83880","78460"
"In post","2021","East Wales","SCS","50-59","110","100","86250","78460"
"In post","2021","East Wales","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","SCS","65+","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","SEO/HEO","20-29","840","840","32970","31810"
"In post","2021","East Wales","SEO/HEO","30-39","1750","1690","35400","36030"
"In post","2021","East Wales","SEO/HEO","40-49","1520","1450","37310","37410"
"In post","2021","East Wales","SEO/HEO","50-59","1470","1420","37420","37410"
