"Status","Year","Region_ITL3","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Barnet","London","LGBO","70","70","41100","32650"
"In post","2021","Barnet","London","Undeclared","150","140","41620","33230"
"In post","2021","Barnet","London","Unknown","330","310","46130","40070"
"In post","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Heterosexual / straight","2040","1820","27350","27150"
"In post","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","LGBO","130","120","28440","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Undeclared","240","220","28380","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Unknown","600","520","25780","25960"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Heterosexual / straight","10300","9900","37860","34500"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","LGBO","430","420","32930","29750"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Undeclared","1520","1450","40160","39420"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Unknown","1110","1060","35250","31950"
"In post","2021","Bedford","East of England","Heterosexual / straight","570","540","30600","28500"
"In post","2021","Bedford","East of England","LGBO","40","40","[c]","[c]"
"In post","2021","Bedford","East of England","Undeclared","80","70","31590","30400"
"In post","2021","Bedford","East of England","Unknown","150","130","28340","27700"
"In post","2021","Belfast","Northern Ireland","Heterosexual / straight","1800","1680","30090","26550"
"In post","2021","Belfast","Northern Ireland","LGBO","80","80","26730","25560"
"In post","2021","Belfast","Northern Ireland","Undeclared","160","140","29090","25560"
"In post","2021","Belfast","Northern Ireland","Unknown","780","730","26320","24690"
"In post","2021","Berkshire","South East (England)","Heterosexual / straight","1960","1880","34500","31040"
"In post","2021","Berkshire","South East (England)","LGBO","100","90","33190","29290"
"In post","2021","Berkshire","South East (England)","Undeclared","270","260","35200","32520"
"In post","2021","Berkshire","South East (England)","Unknown","630","590","33860","30380"
"In post","2021","Bexley and Greenwich","London","Heterosexual / straight","1140","1100","32020","31060"
"In post","2021","Bexley and Greenwich","London","LGBO","60","60","32510","31590"
"In post","2021","Bexley and Greenwich","London","Undeclared","150","140","32750","31590"
"In post","2021","Bexley and Greenwich","London","Unknown","410","390","30800","31060"
"In post","2021","Birmingham","West Midlands (England)","Heterosexual / straight","7350","6870","31690","27570"
"In post","2021","Birmingham","West Midlands (England)","LGBO","360","350","31510","27570"
"In post","2021","Birmingham","West Midlands (England)","Undeclared","930","850","31380","27570"
"In post","2021","Birmingham","West Midlands (England)","Unknown","2960","2730","29790","26130"
"In post","2021","Blackburn with Darwen","North West (England)","Heterosexual / straight","350","310","27080","27570"
"In post","2021","Blackburn with Darwen","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","North West (England)","Undeclared","30","30","[c]","[c]"
"In post","2021","Blackburn with Darwen","North West (England)","Unknown","110","100","25590","27570"
"In post","2021","Blackpool","North West (England)","Heterosexual / straight","3280","3010","29170","27570"
"In post","2021","Blackpool","North West (England)","LGBO","190","180","26770","27570"
"In post","2021","Blackpool","North West (England)","Undeclared","370","340","29340","27570"
"In post","2021","Blackpool","North West (England)","Unknown","1300","1170","29000","27570"
"In post","2021","Bournemouth and Poole","South West (England)","Heterosexual / straight","500","460","26670","27370"
"In post","2021","Bournemouth and Poole","South West (England)","LGBO","30","30","[c]","[c]"
"In post","2021","Bournemouth and Poole","South West (England)","Undeclared","80","70","26370","26780"
"In post","2021","Bournemouth and Poole","South West (England)","Unknown","100","80","28040","27570"
"In post","2021","Bradford","Yorkshire and The Humber","Heterosexual / straight","1800","1610","28300","26120"
"In post","2021","Bradford","Yorkshire and The Humber","LGBO","90","80","26610","25560"
"In post","2021","Bradford","Yorkshire and The Humber","Undeclared","250","210","26540","25560"
"In post","2021","Bradford","Yorkshire and The Humber","Unknown","970","850","25360","21440"
"In post","2021","Breckland and South Norfolk","East of England","Heterosexual / straight","380","360","28770","26830"
"In post","2021","Breckland and South Norfolk","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East of England","Unknown","90","90","27950","26580"
"In post","2021","Brent","London","Heterosexual / straight","370","350","31350","31060"
"In post","2021","Brent","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","London","Undeclared","80","70","32520","31060"
"In post","2021","Brent","London","Unknown","140","130","31210","30330"
"In post","2021","Bridgend and Neath Port Talbot","Wales","Heterosexual / straight","530","480","27480","27570"
"In post","2021","Bridgend and Neath Port Talbot","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Wales","Undeclared","40","30","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Wales","Unknown","130","110","25800","27570"
"In post","2021","Brighton and Hove","South East (England)","Heterosexual / straight","400","360","31340","27570"
"In post","2021","Brighton and Hove","South East (England)","LGBO","90","90","29420","27570"
"In post","2021","Brighton and Hove","South East (England)","Undeclared","70","60","27470","26120"
"In post","2021","Brighton and Hove","South East (England)","Unknown","100","90","30740","27570"
"In post","2021","Bristol, City of","South West (England)","Heterosexual / straight","4400","4100","36600","31810"
"In post","2021","Bristol, City of","South West (England)","LGBO","300","290","34870","31510"
"In post","2021","Bristol, City of","South West (England)","Undeclared","570","520","36050","31810"
"In post","2021","Bristol, City of","South West (England)","Unknown","1340","1220","33560","28000"
"In post","2021","Bromley","London","Heterosexual / straight","310","290","29270","31060"
"In post","2021","Bromley","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","London","Undeclared","50","40","[c]","[c]"
"In post","2021","Bromley","London","Unknown","90","80","29210","31060"
"In post","2021","Buckinghamshire CC","South East (England)","Heterosexual / straight","1240","1190","32220","29440"
"In post","2021","Buckinghamshire CC","South East (England)","LGBO","70","60","29740","27850"
"In post","2021","Buckinghamshire CC","South East (England)","Undeclared","160","150","31560","31250"
"In post","2021","Buckinghamshire CC","South East (England)","Unknown","210","190","32900","29920"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","Heterosexual / straight","110","110","29690","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","Unknown","80","70","28520","27570"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","Heterosexual / straight","690","610","27310","27570"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","LGBO","40","40","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","Undeclared","100","90","27260","27570"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","Unknown","240","200","26080","27570"
"In post","2021","Cambridgeshire CC","East of England","Heterosexual / straight","2380","2260","34390","31290"
"In post","2021","Cambridgeshire CC","East of England","LGBO","110","110","29190","27570"
"In post","2021","Cambridgeshire CC","East of England","Undeclared","360","350","34910","33170"
"In post","2021","Cambridgeshire CC","East of England","Unknown","520","480","32490","30450"
"In post","2021","Camden and City of London","London","Heterosexual / straight","2170","2080","38020","32510"
"In post","2021","Camden and City of London","London","LGBO","130","120","38960","36160"
"In post","2021","Camden and City of London","London","Undeclared","410","390","38220","35200"
"In post","2021","Camden and City of London","London","Unknown","940","890","38770","32520"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Heterosexual / straight","8110","7580","34240","28850"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","LGBO","560","540","31850","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Undeclared","1020","950","35320","30480"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Unknown","2380","2190","27800","25560"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Heterosexual / straight","50","50","20870","20310"
"In post","2021","Causeway Coast and Glens","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","East of England","Heterosexual / straight","330","320","30150","27570"
"In post","2021","Central Bedfordshire","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","East of England","Undeclared","60","60","32440","30600"
"In post","2021","Central Bedfordshire","East of England","Unknown","30","30","[c]","[c]"
"In post","2021","Central Hampshire","South East (England)","Heterosexual / straight","3080","2960","35720","33300"
"In post","2021","Central Hampshire","South East (England)","LGBO","130","130","32890","29680"
"In post","2021","Central Hampshire","South East (England)","Undeclared","430","410","36240","33400"
"In post","2021","Central Hampshire","South East (England)","Unknown","550","530","39580","37320"
"In post","2021","Central Valleys","Wales","Heterosexual / straight","1260","1180","35110","28850"
"In post","2021","Central Valleys","Wales","LGBO","60","50","35430","27570"
"In post","2021","Central Valleys","Wales","Undeclared","160","150","36000","30860"
"In post","2021","Central Valleys","Wales","Unknown","240","210","30540","27570"
"In post","2021","Cheshire East","North West (England)","Heterosexual / straight","440","410","31250","27570"
"In post","2021","Cheshire East","North West (England)","LGBO","50","40","[c]","[c]"
"In post","2021","Cheshire East","North West (England)","Undeclared","80","70","30470","28690"
"In post","2021","Cheshire East","North West (England)","Unknown","190","170","27160","25350"
"In post","2021","Cheshire West and Chester","North West (England)","Heterosexual / straight","340","310","25690","26120"
"In post","2021","Cheshire West and Chester","North West (England)","LGBO","30","30","[c]","[c]"
"In post","2021","Cheshire West and Chester","North West (England)","Undeclared","50","40","[c]","[c]"
"In post","2021","Cheshire West and Chester","North West (England)","Unknown","40","40","[c]","[c]"
"In post","2021","Chorley and West Lancashire","North West (England)","Heterosexual / straight","860","800","29990","27570"
"In post","2021","Chorley and West Lancashire","North West (England)","LGBO","50","40","[c]","[c]"
"In post","2021","Chorley and West Lancashire","North West (England)","Undeclared","80","80","30430","27570"
"In post","2021","Chorley and West Lancashire","North West (England)","Unknown","340","310","28820","27470"
"In post","2021","City of Edinburgh","Scotland","Heterosexual / straight","7040","6730","39570","34190"
"In post","2021","City of Edinburgh","Scotland","LGBO","570","560","36760","31810"
"In post","2021","City of Edinburgh","Scotland","Undeclared","1410","1340","33280","29350"
"In post","2021","City of Edinburgh","Scotland","Unknown","3780","3570","34970","30650"
"In post","2021","Clackmannanshire and Fife","Scotland","Heterosexual / straight","810","750","30470","27570"
"In post","2021","Clackmannanshire and Fife","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Scotland","Undeclared","170","150","29090","27170"
"In post","2021","Clackmannanshire and Fife","Scotland","Unknown","350","330","29130","27570"
"In post","2021","Conwy and Denbighshire","Wales","Heterosexual / straight","550","520","34990","31420"
"In post","2021","Conwy and Denbighshire","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Wales","Undeclared","70","60","39500","37410"
"In post","2021","Conwy and Denbighshire","Wales","Unknown","50","40","28700","27570"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Heterosexual / straight","1120","1030","26720","26670"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","LGBO","50","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Undeclared","160","140","27340","26670"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Unknown","320","280","25940","25260"
"In post","2021","Coventry","West Midlands (England)","Heterosexual / straight","1560","1480","36840","32300"
"In post","2021","Coventry","West Midlands (England)","LGBO","90","80","34730","31000"
"In post","2021","Coventry","West Midlands (England)","Undeclared","170","150","35200","31000"
"In post","2021","Coventry","West Midlands (England)","Unknown","620","580","37670","33840"
"In post","2021","Croydon","London","Heterosexual / straight","6860","6500","38670","35070"
"In post","2021","Croydon","London","LGBO","260","250","40690","36160"
"In post","2021","Croydon","London","Undeclared","1060","990","38250","35070"
"In post","2021","Croydon","London","Unknown","1440","1380","36490","32520"
"In post","2021","Darlington","North East (England)","Heterosexual / straight","770","730","35640","31990"
"In post","2021","Darlington","North East (England)","LGBO","40","40","[c]","[c]"
"In post","2021","Darlington","North East (England)","Undeclared","60","60","36110","30800"
"In post","2021","Darlington","North East (England)","Unknown","110","100","35710","30200"
"In post","2021","Derby","East Midlands (England)","Heterosexual / straight","640","570","27020","26470"
"In post","2021","Derby","East Midlands (England)","LGBO","30","30","[c]","[c]"
"In post","2021","Derby","East Midlands (England)","Undeclared","100","90","27590","21010"
"In post","2021","Derby","East Midlands (England)","Unknown","240","210","24280","21010"
"In post","2021","Derry City and Strabane","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","South West (England)","Heterosexual / straight","2620","2390","28250","26330"
"In post","2021","Devon CC","South West (England)","LGBO","140","140","26120","25600"
"In post","2021","Devon CC","South West (England)","Undeclared","340","300","28640","26780"
"In post","2021","Devon CC","South West (England)","Unknown","2480","2290","36050","33910"
"In post","2021","Dorset CC","South West (England)","Heterosexual / straight","1450","1370","29140","27130"
"In post","2021","Dorset CC","South West (England)","LGBO","70","70","28300","27260"
"In post","2021","Dorset CC","South West (England)","Undeclared","210","200","30370","27620"
"In post","2021","Dorset CC","South West (England)","Unknown","400","370","28620","27130"
"In post","2021","Dudley","West Midlands (England)","Heterosexual / straight","720","630","25450","26220"
"In post","2021","Dudley","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","West Midlands (England)","Undeclared","100","80","24150","21010"
"In post","2021","Dudley","West Midlands (England)","Unknown","310","260","24530","22920"
"In post","2021","Dumfries and Galloway","Scotland","Heterosexual / straight","250","230","29980","27570"
"In post","2021","Dumfries and Galloway","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Scotland","Undeclared","50","40","[c]","[c]"
"In post","2021","Dumfries and Galloway","Scotland","Unknown","260","240","28940","27510"
"In post","2021","Durham CC","North East (England)","Heterosexual / straight","3760","3370","27140","25310"
"In post","2021","Durham CC","North East (England)","LGBO","170","160","27810","25310"
"In post","2021","Durham CC","North East (England)","Undeclared","420","380","28130","26330"
"In post","2021","Durham CC","North East (England)","Unknown","1240","1110","26180","24500"
"In post","2021","Ealing","London","Heterosexual / straight","320","310","31410","31060"
"In post","2021","Ealing","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","London","Undeclared","40","40","[c]","[c]"
"In post","2021","Ealing","London","Unknown","130","120","30760","31060"
"In post","2021","East Ayrshire and North Ayrshire mainland","Scotland","Heterosexual / straight","690","630","27100","27570"
"In post","2021","East Ayrshire and North Ayrshire mainland","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Scotland","Undeclared","110","100","27470","26580"
"In post","2021","East Ayrshire and North Ayrshire mainland","Scotland","Unknown","150","130","24200","22230"
"In post","2021","East Cumbria","North West (England)","Heterosexual / straight","660","600","27390","24920"
"In post","2021","East Cumbria","North West (England)","LGBO","30","30","[c]","[c]"
"In post","2021","East Cumbria","North West (England)","Undeclared","90","80","28240","23970"
"In post","2021","East Cumbria","North West (England)","Unknown","170","150","28290","25190"
"In post","2021","East Derbyshire","East Midlands (England)","Heterosexual / straight","280","250","26650","27570"
"In post","2021","East Derbyshire","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","East Midlands (England)","Undeclared","40","30","[c]","[c]"
"In post","2021","East Derbyshire","East Midlands (England)","Unknown","60","50","27040","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","Heterosexual / straight","1620","1550","30790","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","LGBO","50","50","28700","26780"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","Undeclared","220","210","32750","29350"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","Unknown","530","510","29110","27570"
"In post","2021","East Kent","South East (England)","Heterosexual / straight","3030","2790","28050","26160"
"In post","2021","East Kent","South East (England)","LGBO","140","140","27470","26590"
"In post","2021","East Kent","South East (England)","Undeclared","570","510","28980","27370"
"In post","2021","East Kent","South East (England)","Unknown","490","450","28300","25110"
"In post","2021","East Lancashire","North West (England)","Heterosexual / straight","330","300","25910","27570"
"In post","2021","East Lancashire","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","North West (England)","Undeclared","40","30","[c]","[c]"
"In post","2021","East Lancashire","North West (England)","Unknown","100","90","25120","26720"
"In post","2021","East Lothian and Midlothian","Scotland","Heterosexual / straight","80","70","28240","27570"
"In post","2021","East Lothian and Midlothian","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","North West (England)","Heterosexual / straight","690","620","27940","27570"
"In post","2021","East Merseyside","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","North West (England)","Undeclared","80","70","27310","26780"
"In post","2021","East Merseyside","North West (England)","Unknown","250","210","26430","27570"
"In post","2021","East Riding of Yorkshire","Yorkshire and The Humber","Heterosexual / straight","1360","1290","28610","26810"
"In post","2021","East Riding of Yorkshire","Yorkshire and The Humber","LGBO","60","50","27410","26300"
"In post","2021","East Riding of Yorkshire","Yorkshire and The Humber","Undeclared","200","190","29440","27570"
"In post","2021","East Riding of Yorkshire","Yorkshire and The Humber","Unknown","270","250","28500","26680"
"In post","2021","East Surrey","South East (England)","Heterosexual / straight","630","590","33650","33590"
"In post","2021","East Surrey","South East (England)","LGBO","60","60","34470","33590"
"In post","2021","East Surrey","South East (England)","Undeclared","90","90","35660","34750"
"In post","2021","East Surrey","South East (England)","Unknown","210","200","31560","31880"
"In post","2021","East Sussex CC","South East (England)","Heterosexual / straight","1350","1210","26990","27570"
"In post","2021","East Sussex CC","South East (England)","LGBO","110","100","26030","26690"
"In post","2021","East Sussex CC","South East (England)","Undeclared","200","180","27810","27570"
"In post","2021","East Sussex CC","South East (England)","Unknown","350","300","25770","25930"
"In post","2021","Enfield","London","Heterosexual / straight","220","210","30300","31060"
"In post","2021","Enfield","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Enfield","London","Undeclared","40","40","[c]","[c]"
"In post","2021","Enfield","London","Unknown","90","80","29920","31060"
"In post","2021","Essex Haven Gateway","East of England","Heterosexual / straight","830","780","32330","29290"
"In post","2021","Essex Haven Gateway","East of England","LGBO","40","30","[c]","[c]"
"In post","2021","Essex Haven Gateway","East of England","Undeclared","140","130","33330","31070"
"In post","2021","Essex Haven Gateway","East of England","Unknown","130","130","30920","29290"
"In post","2021","Essex Thames Gateway","East of England","Heterosexual / straight","630","560","28060","29290"
"In post","2021","Essex Thames Gateway","East of England","LGBO","40","30","[c]","[c]"
"In post","2021","Essex Thames Gateway","East of England","Undeclared","70","60","26310","25110"
"In post","2021","Essex Thames Gateway","East of England","Unknown","210","180","27080","25110"
"In post","2021","Falkirk","Scotland","Heterosexual / straight","1000","880","27440","27570"
"In post","2021","Falkirk","Scotland","LGBO","50","50","27740","26700"
"In post","2021","Falkirk","Scotland","Undeclared","120","100","26400","22820"
"In post","2021","Falkirk","Scotland","Unknown","650","570","27990","27570"
"In post","2021","Fermanagh and Omagh","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Wales","Heterosexual / straight","1290","1230","28070","26120"
"In post","2021","Flintshire and Wrexham","Wales","LGBO","70","70","25590","24040"
"In post","2021","Flintshire and Wrexham","Wales","Undeclared","410","380","28580","27570"
"In post","2021","Flintshire and Wrexham","Wales","Unknown","390","350","26550","23970"
"In post","2021","Glasgow City","Scotland","Heterosexual / straight","7350","6860","32260","27570"
"In post","2021","Glasgow City","Scotland","LGBO","500","490","31060","27570"
"In post","2021","Glasgow City","Scotland","Undeclared","980","890","29790","26670"
"In post","2021","Glasgow City","Scotland","Unknown","2820","2620","31500","27570"
"In post","2021","Gloucestershire","South West (England)","Heterosexual / straight","890","810","29500","27570"
"In post","2021","Gloucestershire","South West (England)","LGBO","50","50","27740","27570"
"In post","2021","Gloucestershire","South West (England)","Undeclared","180","160","30310","27570"
"In post","2021","Gloucestershire","South West (England)","Unknown","280","250","28100","27130"
"In post","2021","Greater Manchester North East","North West (England)","Heterosexual / straight","790","750","28130","27570"
"In post","2021","Greater Manchester North East","North West (England)","LGBO","50","50","[c]","[c]"
"In post","2021","Greater Manchester North East","North West (England)","Undeclared","110","100","27140","27570"
"In post","2021","Greater Manchester North East","North West (England)","Unknown","250","220","25990","27570"
"In post","2021","Greater Manchester North West","North West (England)","Heterosexual / straight","1290","1160","25780","24920"
"In post","2021","Greater Manchester North West","North West (England)","LGBO","60","60","24710","22850"
"In post","2021","Greater Manchester North West","North West (England)","Undeclared","150","130","24410","23240"
"In post","2021","Greater Manchester North West","North West (England)","Unknown","490","430","24420","21280"
"In post","2021","Greater Manchester South East","North West (England)","Heterosexual / straight","930","860","25880","22920"
"In post","2021","Greater Manchester South East","North West (England)","LGBO","60","60","24830","21580"
"In post","2021","Greater Manchester South East","North West (England)","Undeclared","140","120","26030","23840"
"In post","2021","Greater Manchester South East","North West (England)","Unknown","260","230","24710","21010"
"In post","2021","Greater Manchester South West","North West (England)","Heterosexual / straight","3530","3330","31510","27570"
"In post","2021","Greater Manchester South West","North West (England)","LGBO","300","290","29580","25560"
"In post","2021","Greater Manchester South West","North West (England)","Undeclared","440","410","31540","28130"
"In post","2021","Greater Manchester South West","North West (England)","Unknown","1880","1760","28460","25560"
"In post","2021","Gwent Valleys","Wales","Heterosexual / straight","770","700","29130","27570"
"In post","2021","Gwent Valleys","Wales","LGBO","40","40","[c]","[c]"
"In post","2021","Gwent Valleys","Wales","Undeclared","80","70","29600","27570"
"In post","2021","Gwent Valleys","Wales","Unknown","200","170","24730","22920"
"In post","2021","Gwynedd","Wales","Heterosexual / straight","490","450","25670","23830"
"In post","2021","Gwynedd","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Wales","Undeclared","70","70","25390","23830"
"In post","2021","Gwynedd","Wales","Unknown","160","140","23500","21010"
"In post","2021","Hackney and Newham","London","Heterosexual / straight","1780","1660","35280","31060"
"In post","2021","Hackney and Newham","London","LGBO","110","100","35530","31060"
"In post","2021","Hackney and Newham","London","Undeclared","270","250","34760","31060"
"In post","2021","Hackney and Newham","London","Unknown","890","810","33080","31060"
"In post","2021","Haringey and Islington","London","Heterosexual / straight","880","840","31810","31060"
"In post","2021","Haringey and Islington","London","LGBO","60","60","32780","31060"
"In post","2021","Haringey and Islington","London","Undeclared","120","110","30690","31060"
"In post","2021","Haringey and Islington","London","Unknown","450","430","29610","31060"
"In post","2021","Harrow and Hillingdon","London","Heterosexual / straight","2540","2300","30990","29080"
"In post","2021","Harrow and Hillingdon","London","LGBO","60","60","29660","29080"
"In post","2021","Harrow and Hillingdon","London","Undeclared","480","420","32600","30410"
"In post","2021","Harrow and Hillingdon","London","Unknown","330","310","30820","29570"
"In post","2021","Hartlepool and Stockton-on-Tees","North East (England)","Heterosexual / straight","1050","970","27410","27570"
"In post","2021","Hartlepool and Stockton-on-Tees","North East (England)","LGBO","60","60","26850","27570"
"In post","2021","Hartlepool and Stockton-on-Tees","North East (England)","Undeclared","120","110","28580","27570"
"In post","2021","Hartlepool and Stockton-on-Tees","North East (England)","Unknown","320","280","26250","26300"
"In post","2021","Heart of Essex","East of England","Heterosexual / straight","770","720","32020","29290"
"In post","2021","Heart of Essex","East of England","LGBO","50","50","[c]","[c]"
"In post","2021","Heart of Essex","East of England","Undeclared","90","80","30900","29290"
"In post","2021","Heart of Essex","East of England","Unknown","210","200","32100","29060"
"In post","2021","Herefordshire, County of","West Midlands (England)","Heterosexual / straight","320","300","27780","26670"
"In post","2021","Herefordshire, County of","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","West Midlands (England)","Undeclared","30","30","[c]","[c]"
"In post","2021","Herefordshire, County of","West Midlands (England)","Unknown","80","80","26790","24610"
"In post","2021","Hertfordshire","East of England","Heterosexual / straight","1900","1790","34800","30880"
"In post","2021","Hertfordshire","East of England","LGBO","100","90","33500","30750"
"In post","2021","Hertfordshire","East of England","Undeclared","230","220","34900","31810"
"In post","2021","Hertfordshire","East of England","Unknown","500","460","34900","31810"
"In post","2021","Hounslow and Richmond upon Thames","London","Heterosexual / straight","1870","1770","32390","31060"
"In post","2021","Hounslow and Richmond upon Thames","London","LGBO","120","120","32810","31460"
"In post","2021","Hounslow and Richmond upon Thames","London","Undeclared","290","270","33080","31060"
"In post","2021","Hounslow and Richmond upon Thames","London","Unknown","580","550","33100","31060"
