"Status","Year","Parent_department","Ethnicity","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Asian","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Inner London - West","560","520","44820","50500"
"In post","2021","Attorney General's Departments","Asian","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","West Midlands","100","90","36140","28430"
"In post","2021","Attorney General's Departments","Asian","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Asian","West Yorkshire","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Inner London - West","400","380","41220","33290"
"In post","2021","Attorney General's Departments","Black","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Black","South Yorkshire","[c]","[c]","[c]","[c]"
