"Status","Year","Region_ITL1","Region_ITL3","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","Derby","Asian","110","90","25500","22570"
"In post","2021","East Midlands (England)","Derby","Black","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","Derby","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Derby","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Derby","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Derby","Undeclared","50","40","[c]","[c]"
"In post","2021","East Midlands (England)","Derby","Unknown","100","90","25700","21170"
"In post","2021","East Midlands (England)","Derby","White","700","620","26620","23320"
"In post","2021","East Midlands (England)","East Derbyshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","East Derbyshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","East Derbyshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","East Derbyshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","East Derbyshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","East Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","East Derbyshire","White","350","300","26890","27570"
"In post","2021","East Midlands (England)","Leicester","Asian","820","730","24850","21440"
"In post","2021","East Midlands (England)","Leicester","Black","80","70","26330","22850"
"In post","2021","East Midlands (England)","Leicester","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","Mixed","50","50","27610","25440"
"In post","2021","East Midlands (England)","Leicester","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","Undeclared","120","110","26830","26120"
"In post","2021","East Midlands (England)","Leicester","Unknown","350","320","24980","22350"
"In post","2021","East Midlands (England)","Leicester","White","1180","1070","28770","27230"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","Asian","120","110","26330","24890"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","Black","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","Undeclared","80","70","29590","27380"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","Unknown","220","200","27210","25220"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","White","1550","1450","29510","27250"
"In post","2021","East Midlands (England)","Lincolnshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","Undeclared","140","130","31090","27570"
"In post","2021","East Midlands (England)","Lincolnshire","Unknown","150","150","27370","26300"
"In post","2021","East Midlands (England)","Lincolnshire","White","2450","2310","27840","26670"
"In post","2021","East Midlands (England)","North Northamptonshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","Unknown","50","50","24500","24010"
"In post","2021","East Midlands (England)","North Northamptonshire","White","390","340","25670","27570"
"In post","2021","East Midlands (England)","North Nottinghamshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
