"Status","Year","Sex","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Declared disabled","Attorney General's Departments","610","550","43580","39890"
"In post","2021","Female","Declared disabled","Cabinet Office","390","370","43210","38420"
"In post","2021","Female","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Female","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Female","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","Declared disabled","Department for Business, Energy and Industrial Strategy","590","550","38920","33640"
"In post","2021","Female","Declared disabled","Department for Digital, Culture, Media and Sport","70","70","46980","39190"
"In post","2021","Female","Declared disabled","Department for Education","440","410","41390","37040"
"In post","2021","Female","Declared disabled","Department for Environment, Food and Rural Affairs","690","630","33400","29720"
"In post","2021","Female","Declared disabled","Department for International Trade","100","100","45360","41640"
"In post","2021","Female","Declared disabled","Department for Transport","760","630","27300","21590"
"In post","2021","Female","Declared disabled","Department for Work and Pensions","10440","8860","27160","27570"
"In post","2021","Female","Declared disabled","Department of Health and Social Care","350","320","39000","35380"
"In post","2021","Female","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Female","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Declared disabled","Foreign, Commonwealth and Development Office","420","400","42850","38600"
"In post","2021","Female","Declared disabled","HM Land Registry","290","240","29870","27130"
"In post","2021","Female","Declared disabled","HM Revenue and Customs","3270","2830","30230","25820"
"In post","2021","Female","Declared disabled","HM Treasury","140","130","43200","39280"
"In post","2021","Female","Declared disabled","Home Office","1670","1490","30990","27370"
"In post","2021","Female","Declared disabled","Ministry of Defence","2410","2270","32140","28960"
"In post","2021","Female","Declared disabled","Ministry of Housing, Communities and Local Government","180","170","41070","38160"
"In post","2021","Female","Declared disabled","Ministry of Justice","5490","5050","28490","25400"
"In post","2021","Female","Declared disabled","National Crime Agency","100","100","37000","36310"
"In post","2021","Female","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Declared disabled","Office for Standards in Education","100","90","44830","51360"
"In post","2021","Female","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Female","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Female","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Female","Declared disabled","Other Cabinet Office Agencies","40","30","[c]","[c]"
"In post","2021","Female","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Declared disabled","Scottish Government","900","850","35720","32140"
"In post","2021","Female","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Female","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Female","Declared disabled","United Kingdom Statistics Authority","330","290","31190","29540"
"In post","2021","Female","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","Declared disabled","Welsh Government","190","170","38370","37410"
"In post","2021","Female","Declared non-disabled","Attorney General's Departments","4350","3920","44510","48080"
"In post","2021","Female","Declared non-disabled","Cabinet Office","2390","2300","46490","40600"
"In post","2021","Female","Declared non-disabled","Chancellor's other departments","140","140","52570","45760"
"In post","2021","Female","Declared non-disabled","Charity Commission","120","110","35790","29160"
"In post","2021","Female","Declared non-disabled","Competition and Markets Authority","360","340","57760","55860"
"In post","2021","Female","Declared non-disabled","Department for Business, Energy and Industrial Strategy","4260","4000","40540","38790"
"In post","2021","Female","Declared non-disabled","Department for Digital, Culture, Media and Sport","720","700","48500","51730"
"In post","2021","Female","Declared non-disabled","Department for Education","3250","3070","44130","40510"
"In post","2021","Female","Declared non-disabled","Department for Environment, Food and Rural Affairs","4630","4260","34410","30220"
"In post","2021","Female","Declared non-disabled","Department for International Trade","640","620","46030","40810"
"In post","2021","Female","Declared non-disabled","Department for Transport","5020","4410","30870","26470"
"In post","2021","Female","Declared non-disabled","Department for Work and Pensions","46050","39630","27510","27570"
"In post","2021","Female","Declared non-disabled","Department of Health and Social Care","4010","3660","42190","37450"
"In post","2021","Female","Declared non-disabled","ESTYN","60","50","54760","69690"
"In post","2021","Female","Declared non-disabled","Food Standards Agency","280","260","40230","37910"
"In post","2021","Female","Declared non-disabled","Foreign, Commonwealth and Development Office","2850","2760","46180","39880"
"In post","2021","Female","Declared non-disabled","HM Land Registry","2270","1940","31900","27130"
"In post","2021","Female","Declared non-disabled","HM Revenue and Customs","20100","17800","31680","28130"
"In post","2021","Female","Declared non-disabled","HM Treasury","910","870","47080","44020"
"In post","2021","Female","Declared non-disabled","Home Office","14910","13420","31340","27240"
"In post","2021","Female","Declared non-disabled","Ministry of Defence","16020","15120","32050","28650"
"In post","2021","Female","Declared non-disabled","Ministry of Housing, Communities and Local Government","1260","1190","44580","40600"
"In post","2021","Female","Declared non-disabled","Ministry of Justice","30000","27410","28950","25780"
"In post","2021","Female","Declared non-disabled","National Crime Agency","740","700","40990","39840"
"In post","2021","Female","Declared non-disabled","Northern Ireland Office","50","50","[c]","[c]"
"In post","2021","Female","Declared non-disabled","Office for Standards in Education","970","930","49500","51360"
"In post","2021","Female","Declared non-disabled","Office of Gas and Electricity Markets","470","460","43580","37620"
"In post","2021","Female","Declared non-disabled","Office of Qualifications and Examinations Regulation","100","90","41270","38000"
"In post","2021","Female","Declared non-disabled","Office of Rail and Road","120","110","50290","49580"
"In post","2021","Female","Declared non-disabled","Other Cabinet Office Agencies","190","190","41120","37300"
"In post","2021","Female","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Declared non-disabled","Scottish Government","5530","5160","38510","33620"
"In post","2021","Female","Declared non-disabled","The National Archives","190","180","35270","33930"
"In post","2021","Female","Declared non-disabled","UK Export Finance","150","140","49280","43000"
"In post","2021","Female","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Female","Declared non-disabled","United Kingdom Statistics Authority","1510","1310","32970","29540"
"In post","2021","Female","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Declared non-disabled","Water Services Regulation Authority","90","80","56760","49710"
"In post","2021","Female","Declared non-disabled","Welsh Government","2960","2730","40000","37410"
"In post","2021","Female","Undeclared","Attorney General's Departments","90","80","54330","52730"
"In post","2021","Female","Undeclared","Cabinet Office","140","140","42530","36200"
"In post","2021","Female","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Department for Business, Energy and Industrial Strategy","180","180","43060","40050"
"In post","2021","Female","Undeclared","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2021","Female","Undeclared","Department for Education","210","200","43470","37100"
"In post","2021","Female","Undeclared","Department for Environment, Food and Rural Affairs","230","210","35970","32650"
"In post","2021","Female","Undeclared","Department for International Trade","30","30","[c]","[c]"
"In post","2021","Female","Undeclared","Department for Transport","640","590","33790","30540"
"In post","2021","Female","Undeclared","Department for Work and Pensions","2480","2220","27430","27570"
"In post","2021","Female","Undeclared","Department of Health and Social Care","380","320","44050","40070"
"In post","2021","Female","Undeclared","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Food Standards Agency","220","220","38340","37350"
"In post","2021","Female","Undeclared","Foreign, Commonwealth and Development Office","140","130","45250","39170"
"In post","2021","Female","Undeclared","HM Land Registry","120","100","31200","27130"
"In post","2021","Female","Undeclared","HM Revenue and Customs","1440","1260","31680","28130"
"In post","2021","Female","Undeclared","HM Treasury","170","170","41480","36060"
"In post","2021","Female","Undeclared","Home Office","810","720","32230","28670"
"In post","2021","Female","Undeclared","Ministry of Defence","1390","1320","32290","29290"
"In post","2021","Female","Undeclared","Ministry of Housing, Communities and Local Government","80","70","44890","42980"
"In post","2021","Female","Undeclared","Ministry of Justice","3940","3550","29290","26560"
"In post","2021","Female","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Scottish Government","180","170","37530","33620"
"In post","2021","Female","Undeclared","United Kingdom Statistics Authority","80","60","27770","23050"
"In post","2021","Female","Undeclared","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Welsh Government","90","80","41130","37410"
"In post","2021","Female","Unknown","Attorney General's Departments","1340","1250","40530","38000"
"In post","2021","Female","Unknown","Cabinet Office","2120","2090","42310","32000"
"In post","2021","Female","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Charity Commission","120","110","33160","29160"
"In post","2021","Female","Unknown","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2021","Female","Unknown","Department for Business, Energy and Industrial Strategy","1460","1360","34310","30990"
"In post","2021","Female","Unknown","Department for Digital, Culture, Media and Sport","140","130","47880","51730"
"In post","2021","Female","Unknown","Department for Education","750","720","39650","36500"
"In post","2021","Female","Unknown","Department for Environment, Food and Rural Affairs","660","610","39420","36520"
"In post","2021","Female","Unknown","Department for International Trade","500","490","42690","38540"
"In post","2021","Female","Unknown","Department for Transport","860","780","27110","21590"
"In post","2021","Female","Unknown","Department for Work and Pensions","1880","1750","28230","27570"
"In post","2021","Female","Unknown","Department of Health and Social Care","2950","2790","45400","40650"
"In post","2021","Female","Unknown","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Foreign, Commonwealth and Development Office","810","790","48000","47340"
"In post","2021","Female","Unknown","HM Land Registry","1130","1070","26560","22350"
"In post","2021","Female","Unknown","HM Revenue and Customs","10250","9020","27010","24120"
"In post","2021","Female","Unknown","HM Treasury","80","70","48440","43100"
"In post","2021","Female","Unknown","Home Office","930","900","31720","27370"
"In post","2021","Female","Unknown","Ministry of Defence","3000","2800","33260","29920"
"In post","2021","Female","Unknown","Ministry of Housing, Communities and Local Government","180","160","43450","40010"
"In post","2021","Female","Unknown","Ministry of Justice","3990","3820","26360","22920"
"In post","2021","Female","Unknown","National Crime Agency","1600","1550","35840","34140"
"In post","2021","Female","Unknown","Northern Ireland Office","30","30","[c]","[c]"
"In post","2021","Female","Unknown","Office for Standards in Education","120","110","43910","51360"
"In post","2021","Female","Unknown","Office of Gas and Electricity Markets","50","40","[c]","[c]"
"In post","2021","Female","Unknown","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"In post","2021","Female","Unknown","Other Cabinet Office Agencies","250","240","35690","34800"
"In post","2021","Female","Unknown","Scotland Office","40","40","[c]","[c]"
"In post","2021","Female","Unknown","Scottish Government","4950","4580","33620","29350"
"In post","2021","Female","Unknown","The National Archives","80","80","35950","31410"
"In post","2021","Female","Unknown","United Kingdom Statistics Authority","1200","1070","29610","29540"
"In post","2021","Female","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Water Services Regulation Authority","30","30","[c]","[c]"
"In post","2021","Female","Unknown","Welsh Government","190","180","37690","34490"
"In post","2021","Male","Declared disabled","Attorney General's Departments","330","320","45990","49710"
"In post","2021","Male","Declared disabled","Cabinet Office","320","310","44950","38340"
"In post","2021","Male","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Department for Business, Energy and Industrial Strategy","440","430","41260","39130"
"In post","2021","Male","Declared disabled","Department for Digital, Culture, Media and Sport","50","40","[c]","[c]"
"In post","2021","Male","Declared disabled","Department for Education","280","280","41870","37100"
"In post","2021","Male","Declared disabled","Department for Environment, Food and Rural Affairs","470","460","35510","31640"
"In post","2021","Male","Declared disabled","Department for International Trade","100","100","44850","38540"
"In post","2021","Male","Declared disabled","Department for Transport","630","590","31850","26780"
"In post","2021","Male","Declared disabled","Department for Work and Pensions","5110","4790","27580","27570"
"In post","2021","Male","Declared disabled","Department of Health and Social Care","180","170","45120","37380"
"In post","2021","Male","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Food Standards Agency","40","40","[c]","[c]"
"In post","2021","Male","Declared disabled","Foreign, Commonwealth and Development Office","380","380","44460","38600"
"In post","2021","Male","Declared disabled","HM Land Registry","200","180","31490","27130"
"In post","2021","Male","Declared disabled","HM Revenue and Customs","2470","2310","32080","28130"
"In post","2021","Male","Declared disabled","HM Treasury","110","110","49600","52500"
"In post","2021","Male","Declared disabled","Home Office","1400","1320","31720","27370"
"In post","2021","Male","Declared disabled","Ministry of Defence","2870","2800","34320","33040"
"In post","2021","Male","Declared disabled","Ministry of Housing, Communities and Local Government","160","160","41910","36340"
"In post","2021","Male","Declared disabled","Ministry of Justice","3470","3300","30710","28860"
"In post","2021","Male","Declared disabled","National Crime Agency","100","100","39050","36630"
"In post","2021","Male","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Office for Standards in Education","40","40","[c]","[c]"
"In post","2021","Male","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Other Cabinet Office Agencies","30","30","[c]","[c]"
"In post","2021","Male","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Scottish Government","830","800","36310","33650"
"In post","2021","Male","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","United Kingdom Statistics Authority","190","170","32070","30130"
"In post","2021","Male","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Welsh Government","140","130","39050","37410"
"In post","2021","Male","Declared non-disabled","Attorney General's Departments","2410","2350","48550","51120"
"In post","2021","Male","Declared non-disabled","Cabinet Office","2110","2090","51830","53500"
"In post","2021","Male","Declared non-disabled","Chancellor's other departments","190","180","65290","54910"
"In post","2021","Male","Declared non-disabled","Charity Commission","90","90","34520","29160"
"In post","2021","Male","Declared non-disabled","Competition and Markets Authority","350","340","61280","56630"
"In post","2021","Male","Declared non-disabled","Department for Business, Energy and Industrial Strategy","4550","4460","45180","41650"
"In post","2021","Male","Declared non-disabled","Department for Digital, Culture, Media and Sport","610","610","50940","51730"
"In post","2021","Male","Declared non-disabled","Department for Education","2330","2300","46280","42780"
"In post","2021","Male","Declared non-disabled","Department for Environment, Food and Rural Affairs","3610","3550","37140","32790"
"In post","2021","Male","Declared non-disabled","Department for International Trade","780","770","47240","41730"
"In post","2021","Male","Declared non-disabled","Department for Transport","6010","5810","35920","30780"
"In post","2021","Male","Declared non-disabled","Department for Work and Pensions","24500","23560","29530","27570"
"In post","2021","Male","Declared non-disabled","Department of Health and Social Care","1860","1770","47290","41030"
"In post","2021","Male","Declared non-disabled","ESTYN","40","40","[c]","[c]"
"In post","2021","Male","Declared non-disabled","Food Standards Agency","530","520","34930","29090"
"In post","2021","Male","Declared non-disabled","Foreign, Commonwealth and Development Office","3050","3020","48780","44880"
"In post","2021","Male","Declared non-disabled","HM Land Registry","1420","1320","35020","33840"
"In post","2021","Male","Declared non-disabled","HM Revenue and Customs","17310","16670","34250","31810"
"In post","2021","Male","Declared non-disabled","HM Treasury","920","910","49770","52500"
"In post","2021","Male","Declared non-disabled","Home Office","13580","13000","32720","28350"
"In post","2021","Male","Declared non-disabled","Ministry of Defence","22120","21760","35450","33300"
"In post","2021","Male","Declared non-disabled","Ministry of Housing, Communities and Local Government","1250","1220","47430","47660"
"In post","2021","Male","Declared non-disabled","Ministry of Justice","23190","22420","31230","28960"
"In post","2021","Male","Declared non-disabled","National Crime Agency","1010","1000","44990","43510"
"In post","2021","Male","Declared non-disabled","Northern Ireland Office","30","30","[c]","[c]"
"In post","2021","Male","Declared non-disabled","Office for Standards in Education","500","500","52340","51360"
"In post","2021","Male","Declared non-disabled","Office of Gas and Electricity Markets","550","550","45950","39380"
"In post","2021","Male","Declared non-disabled","Office of Qualifications and Examinations Regulation","60","60","49450","45440"
"In post","2021","Male","Declared non-disabled","Office of Rail and Road","170","170","57750","58900"
"In post","2021","Male","Declared non-disabled","Other Cabinet Office Agencies","170","170","49670","41700"
"In post","2021","Male","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared non-disabled","Scottish Government","4300","4210","40110","35110"
"In post","2021","Male","Declared non-disabled","The National Archives","150","140","36700","34770"
"In post","2021","Male","Declared non-disabled","UK Export Finance","230","230","57080","51250"
"In post","2021","Male","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared non-disabled","United Kingdom Statistics Authority","1080","980","36270","33020"
"In post","2021","Male","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared non-disabled","Water Services Regulation Authority","80","80","57460","52060"
"In post","2021","Male","Declared non-disabled","Welsh Government","1970","1930","43220","37410"
"In post","2021","Male","Undeclared","Attorney General's Departments","60","50","54320","64720"
"In post","2021","Male","Undeclared","Cabinet Office","140","140","46710","40600"
"In post","2021","Male","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Department for Business, Energy and Industrial Strategy","230","230","46720","42990"
"In post","2021","Male","Undeclared","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2021","Male","Undeclared","Department for Education","160","160","44960","40300"
"In post","2021","Male","Undeclared","Department for Environment, Food and Rural Affairs","200","200","37820","33840"
"In post","2021","Male","Undeclared","Department for International Trade","40","40","[c]","[c]"
"In post","2021","Male","Undeclared","Department for Transport","910","880","36700","32740"
"In post","2021","Male","Undeclared","Department for Work and Pensions","1720","1670","29110","27570"
"In post","2021","Male","Undeclared","Department of Health and Social Care","170","160","53570","48320"
"In post","2021","Male","Undeclared","Food Standards Agency","210","200","39040","37350"
"In post","2021","Male","Undeclared","Foreign, Commonwealth and Development Office","210","210","50710","46650"
"In post","2021","Male","Undeclared","HM Land Registry","120","100","33670","33840"
"In post","2021","Male","Undeclared","HM Revenue and Customs","1840","1750","34870","31810"
"In post","2021","Male","Undeclared","HM Treasury","210","210","46750","43250"
"In post","2021","Male","Undeclared","Home Office","1000","950","32940","29080"
"In post","2021","Male","Undeclared","Ministry of Defence","2810","2750","35380","33300"
"In post","2021","Male","Undeclared","Ministry of Housing, Communities and Local Government","90","90","45300","43500"
"In post","2021","Male","Undeclared","Ministry of Justice","5150","4820","32050","31650"
"In post","2021","Male","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Scottish Government","130","130","41220","36780"
"In post","2021","Male","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","United Kingdom Statistics Authority","50","40","30930","29540"
"In post","2021","Male","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Welsh Government","90","90","43350","45380"
"In post","2021","Male","Unknown","Attorney General's Departments","670","650","44340","48080"
"In post","2021","Male","Unknown","Cabinet Office","1840","1830","47370","34550"
"In post","2021","Male","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Charity Commission","80","80","36420","30370"
"In post","2021","Male","Unknown","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2021","Male","Unknown","Department for Business, Energy and Industrial Strategy","1450","1430","36970","33880"
"In post","2021","Male","Unknown","Department for Digital, Culture, Media and Sport","120","120","49100","47930"
"In post","2021","Male","Unknown","Department for Education","520","510","39430","36500"
"In post","2021","Male","Unknown","Department for Environment, Food and Rural Affairs","570","550","40850","36590"
"In post","2021","Male","Unknown","Department for International Trade","500","500","46570","40000"
"In post","2021","Male","Unknown","Department for Transport","1150","1130","31210","26700"
"In post","2021","Male","Unknown","Department for Work and Pensions","1370","1350","29770","27570"
"In post","2021","Male","Unknown","Department of Health and Social Care","1860","1830","50010","44950"
"In post","2021","Male","Unknown","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Foreign, Commonwealth and Development Office","770","760","49370","51500"
"In post","2021","Male","Unknown","HM Land Registry","820","800","28240","22350"
"In post","2021","Male","Unknown","HM Revenue and Customs","9820","9460","29320","25560"
"In post","2021","Male","Unknown","HM Treasury","130","130","58590","55630"
"In post","2021","Male","Unknown","Home Office","1080","1070","32300","25770"
"In post","2021","Male","Unknown","Ministry of Defence","7070","6970","35130","33200"
"In post","2021","Male","Unknown","Ministry of Housing, Communities and Local Government","210","200","44480","42870"
"In post","2021","Male","Unknown","Ministry of Justice","3660","3600","27240","24920"
"In post","2021","Male","Unknown","National Crime Agency","1920","1900","40840","38540"
"In post","2021","Male","Unknown","Northern Ireland Office","30","30","[c]","[c]"
"In post","2021","Male","Unknown","Office for Standards in Education","50","50","[c]","[c]"
"In post","2021","Male","Unknown","Office of Gas and Electricity Markets","60","60","51220","48040"
"In post","2021","Male","Unknown","Office of Qualifications and Examinations Regulation","30","30","[c]","[c]"
"In post","2021","Male","Unknown","Other Cabinet Office Agencies","280","280","37310","34800"
"In post","2021","Male","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Scottish Government","5400","5150","34560","33650"
"In post","2021","Male","Unknown","The National Archives","80","80","36520","33820"
"In post","2021","Male","Unknown","United Kingdom Statistics Authority","1060","980","32150","29540"
"In post","2021","Male","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Water Services Regulation Authority","40","40","[c]","[c]"
"In post","2021","Male","Unknown","Welsh Government","160","150","41100","32540"
"In post","2021","Unknown","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","United Kingdom Statistics Authority","40","40","[c]","[c]"
"In post","2022","Female","Declared disabled","Attorney General's Departments","700","630","43030","39750"
"In post","2022","Female","Declared disabled","Cabinet Office","510","490","42640","38580"
"In post","2022","Female","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Department for Business, Energy and Industrial Strategy","740","690","38930","34500"
"In post","2022","Female","Declared disabled","Department for Digital, Culture, Media and Sport","100","100","46000","38020"
"In post","2022","Female","Declared disabled","Department for Education","490","460","41540","37100"
"In post","2022","Female","Declared disabled","Department for Environment, Food and Rural Affairs","860","790","34450","30220"
"In post","2022","Female","Declared disabled","Department for International Trade","130","130","45570","42220"
"In post","2022","Female","Declared disabled","Department for Levelling Up, Housing and Communities","240","230","40670","36340"
"In post","2022","Female","Declared disabled","Department for Transport","760","640","28040","21840"
"In post","2022","Female","Declared disabled","Department for Work and Pensions","10760","9150","27360","27570"
"In post","2022","Female","Declared disabled","Department of Health and Social Care","410","380","40340","36330"
"In post","2022","Female","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Food Standards Agency","50","50","[c]","[c]"
"In post","2022","Female","Declared disabled","Foreign, Commonwealth and Development Office","410","390","44100","39220"
"In post","2022","Female","Declared disabled","HM Land Registry","430","380","29290","27130"
"In post","2022","Female","Declared disabled","HM Revenue and Customs","3650","3210","32310","28920"
"In post","2022","Female","Declared disabled","HM Treasury","170","160","43640","39690"
"In post","2022","Female","Declared disabled","Home Office","1650","1490","31820","28650"
"In post","2022","Female","Declared disabled","Ministry of Defence","2290","2160","32770","29670"
"In post","2022","Female","Declared disabled","Ministry of Justice","6480","5970","29520","26850"
"In post","2022","Female","Declared disabled","National Crime Agency","120","110","37170","36310"
"In post","2022","Female","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Office for Standards in Education, Children's Services and Skills","100","100","46280","51360"
"In post","2022","Female","Declared disabled","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2022","Female","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Scottish Government","1070","1000","36360","31540"
"In post","2022","Female","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","UK Statistics Authority","370","330","33020","30710"
"In post","2022","Female","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Welsh Government","210","190","39090","38160"
"In post","2022","Female","Declared non-disabled","Attorney General's Departments","4540","4120","44190","48080"
"In post","2022","Female","Declared non-disabled","Cabinet Office","2790","2690","45640","40600"
"In post","2022","Female","Declared non-disabled","Chancellor's other departments","150","140","53830","46180"
"In post","2022","Female","Declared non-disabled","Charity Commission","130","130","36410","29160"
"In post","2022","Female","Declared non-disabled","Competition and Markets Authority","360","340","57740","55860"
"In post","2022","Female","Declared non-disabled","Department for Business, Energy and Industrial Strategy","4930","4630","40750","38790"
"In post","2022","Female","Declared non-disabled","Department for Digital, Culture, Media and Sport","850","830","46490","47070"
"In post","2022","Female","Declared non-disabled","Department for Education","3170","2980","44900","41990"
