"Status","Year","Function_of_post","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Operational Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","East Wales","330","310","30790","29540"
"In post","2021","Analysis","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Hampshire and Isle of Wight","100","90","30800","29540"
"In post","2021","Analysis","Operational Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Inner London - West","60","60","40630","32540"
"In post","2021","Analysis","Operational Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Analysis","Operational Research","Hampshire and Isle of Wight","240","230","41640","46080"
"In post","2021","Analysis","Operational Research","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Inner London - East","110","110","48280","42190"
"In post","2021","Analysis","Operational Research","Inner London - West","160","160","50000","48870"
"In post","2021","Analysis","Operational Research","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","Inner London - West","190","180","64510","57250"
"In post","2021","Analysis","Other","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","Inner London - West","210","200","50730","47920"
"In post","2021","Analysis","Policy","South Yorkshire","70","60","43450","42500"
"In post","2021","Analysis","Policy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Dorset and Somerset","120","110","33040","29270"
"In post","2021","Analysis","Science and Engineering","East Anglia","350","330","34330","30220"
"In post","2021","Analysis","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","70","70","35320","37320"
"In post","2021","Analysis","Science and Engineering","Hampshire and Isle of Wight","80","80","38500","37320"
"In post","2021","Analysis","Science and Engineering","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","East Wales","260","250","38200","37020"
"In post","2021","Analysis","Social Research","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","Hampshire and Isle of Wight","210","200","37370","37020"
"In post","2021","Analysis","Social Research","Inner London - East","80","80","49800","51180"
"In post","2021","Analysis","Social Research","Inner London - West","240","230","45180","42280"
"In post","2021","Analysis","Social Research","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","East Wales","310","300","41090","37020"
"In post","2021","Analysis","Statistics","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Eastern Scotland","30","30","[c]","[c]"
"In post","2021","Analysis","Statistics","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","170","160","39720","36680"
"In post","2021","Analysis","Statistics","Greater Manchester","80","80","36260","31810"
"In post","2021","Analysis","Statistics","Hampshire and Isle of Wight","160","160","40660","37020"
"In post","2021","Analysis","Statistics","Inner London - East","170","160","49050","43330"
"In post","2021","Analysis","Statistics","Inner London - West","610","590","46510","42470"
"In post","2021","Analysis","Statistics","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Merseyside","50","40","[c]","[c]"
"In post","2021","Analysis","Statistics","North Yorkshire","50","50","[c]","[c]"
"In post","2021","Analysis","Statistics","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","West Yorkshire","50","50","[c]","[c]"
"In post","2021","Analysis","Tax","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Inner London - West","50","40","[c]","[c]"
"In post","2021","Analysis","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Berkshire, Buckinghamshire and Oxfordshire","170","170","39170","36800"
"In post","2021","Commercial","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Derbyshire and Nottinghamshire","70","70","42930","41650"
"In post","2021","Commercial","Commercial","Devon","220","210","42790","39790"
"In post","2021","Commercial","Commercial","Dorset and Somerset","40","40","[c]","[c]"
"In post","2021","Commercial","Commercial","East Anglia","210","200","38330","35730"
"In post","2021","Commercial","Commercial","East Wales","150","150","36550","32850"
"In post","2021","Commercial","Commercial","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Eastern Scotland","90","90","33600","28410"
"In post","2021","Commercial","Commercial","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","640","620","38710","36110"
"In post","2021","Commercial","Commercial","Greater Manchester","170","160","40160","38280"
"In post","2021","Commercial","Commercial","Hampshire and Isle of Wight","200","200","35780","34650"
"In post","2021","Commercial","Commercial","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Inner London - East","70","70","45720","42000"
"In post","2021","Commercial","Commercial","Inner London - West","450","440","50030","43840"
"In post","2021","Commercial","Commercial","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2021","Commercial","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Merseyside","230","220","36000","34800"
"In post","2021","Commercial","Commercial","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","North Yorkshire","60","50","41100","38180"
"In post","2021","Commercial","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Outer London - South","110","100","44730","44250"
"In post","2021","Commercial","Commercial","Outer London - West and North West","70","60","36230","29460"
"In post","2021","Commercial","Commercial","Overseas","40","30","[c]","[c]"
"In post","2021","Commercial","Commercial","Shropshire and Staffordshire","100","100","39530","34800"
"In post","2021","Commercial","Commercial","South Yorkshire","70","70","38680","38000"
"In post","2021","Commercial","Commercial","Southern Scotland","70","70","40210","39630"
"In post","2021","Commercial","Commercial","Surrey, East and West Sussex","40","40","[c]","[c]"
"In post","2021","Commercial","Commercial","Tees Valley and Durham","40","40","[c]","[c]"
"In post","2021","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","West Central Scotland","110","110","34650","33300"
"In post","2021","Commercial","Commercial","West Midlands","100","90","39240","38000"
"In post","2021","Commercial","Commercial","West Wales and The Valleys","170","160","33380","31040"
"In post","2021","Commercial","Commercial","West Yorkshire","170","170","40790","36820"
"In post","2021","Commercial","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Dorset and Somerset","30","30","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","East Anglia","70","70","34030","33000"
"In post","2021","Commercial","Knowledge and Information Management","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","160","150","37240","33300"
"In post","2021","Commercial","Knowledge and Information Management","Greater Manchester","30","30","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Hampshire and Isle of Wight","120","110","29450","26670"
"In post","2021","Commercial","Knowledge and Information Management","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Inner London - West","100","100","38150","35770"
"In post","2021","Commercial","Knowledge and Information Management","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
