"Status","Year","Parent_department","Region_ITL2","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","White","120","100","42010","40000"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","White","100","90","44770","40800"
"In post","2021","Attorney General's Departments","Cheshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","White","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","White","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","White","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Unknown","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","White","210","190","38730","32050"
"In post","2021","Attorney General's Departments","Devon","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","White","90","80","40000","38000"
"In post","2021","Attorney General's Departments","East Anglia","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","White","100","90","35850","28430"
"In post","2021","Attorney General's Departments","East Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","White","240","220","40430","38000"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","White","60","50","38750","28430"
"In post","2021","Attorney General's Departments","Essex","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","White","150","140","41720","35020"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","White","160","150","42470","48080"
"In post","2021","Attorney General's Departments","Greater Manchester","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","Unknown","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","White","290","260","40860","38000"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","White","220","200","43900","40000"
"In post","2021","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","White","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","White","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - West","Asian","560","520","44820","50500"
"In post","2021","Attorney General's Departments","Inner London - West","Black","400","380","41220","33290"
"In post","2021","Attorney General's Departments","Inner London - West","Chinese","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - West","Mixed","170","160","49280","51250"
