"Status","Year","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Undeclared","350","330","33510","30230"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","310","280","29870","25840"
"In post","2022","Attorney General's Office","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Unknown","30","30","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","4680","4550","47770","40600"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","510","510","44510","40600"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","530","520","48080","42440"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","4210","4170","46840","34550"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Heterosexual / straight","240","230","34540","30220"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Undeclared","40","30","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","350","340","34100","30220"
"In post","2022","Charity Commission","Charity Commission","Heterosexual / straight","240","230","34960","29160"
"In post","2022","Charity Commission","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Unknown","190","180","32890","29160"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","810","760","31940","27460"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","LGBO","40","40","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Undeclared","90","90","31380","25100"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","230","210","27670","22740"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Heterosexual / straight","700","680","60890","56630"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","LGBO","60","60","59140","56110"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Undeclared","70","70","63140","60850"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Unknown","30","30","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Heterosexual / straight","200","180","28320","25120"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","80","80","25900","25120"
"In post","2022","Crown Commercial Service","Cabinet Office","Heterosexual / straight","600","590","40520","38980"
"In post","2022","Crown Commercial Service","Cabinet Office","LGBO","40","40","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Unknown","140","140","38770","38330"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Heterosexual / straight","2020","1900","36260","31230"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","LGBO","110","110","33170","27580"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Undeclared","120","110","40300","36130"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Unknown","110","100","45080","42570"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","5140","4830","40990","38000"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","LGBO","290","280","39010","30110"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","Undeclared","230","220","39710","33120"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","Unknown","1390","1250","43680","48080"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","Heterosexual / straight","150","150","29710","28150"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","Undeclared","280","260","29600","29470"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Heterosexual / straight","8570","8260","36860","34000"
"In post","2022","Defence Equipment and Support","Ministry of Defence","LGBO","290","290","33190","31390"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Undeclared","1170","1120","38890","37840"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Unknown","720","690","33690","31730"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","960","930","41720","39500"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","110","110","35300","29230"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Undeclared","70","70","41890","42010"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","3510","3370","41070","38110"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","4460","4360","49110","49080"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","510","510","46880","41500"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","550","540","50650","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","480","480","46230","40050"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Heterosexual / straight","1490","1470","47390","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","LGBO","210","210","45920","51400"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Undeclared","150","140","44510","38020"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","160","160","46680","49300"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","4620","4450","44220","40360"
"In post","2022","Department for Education (excl. agencies)","Department for Education","LGBO","400","390","43670","40230"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Undeclared","460","450","44570","40780"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Unknown","820","790","44040","40230"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","4630","4470","42280","38560"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","430","420","41770","37270"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Undeclared","470","450","40830","36970"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","960","930","41530","37720"
"In post","2022","Department for International Trade","Department for International Trade","Heterosexual / straight","1740","1720","47330","44030"
"In post","2022","Department for International Trade","Department for International Trade","LGBO","200","200","45830","40600"
"In post","2022","Department for International Trade","Department for International Trade","Undeclared","150","150","46560","44030"
"In post","2022","Department for International Trade","Department for International Trade","Unknown","790","790","45180","39440"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Heterosexual / straight","2430","2360","45880","41560"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","LGBO","300","300","44010","39600"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Undeclared","220","220","45570","41980"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","360","350","45910","40050"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","2430","2370","49590","46620"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","LGBO","260","250","47650","44030"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Undeclared","300","290","50560","46710"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Unknown","680","660","43890","42470"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","62200","56230","28320","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","3910","3730","28180","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","7400","6590","27530","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","17950","15540","27480","27570"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","2250","2170","48400","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","280","280","45900","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","1540","1500","46380","41320"
"In post","2022","Disclosure Scotland","Scottish Government","Heterosexual / straight","220","210","30850","25930"
"In post","2022","Disclosure Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","Scottish Government","Unknown","100","90","25670","23230"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","4020","3620","27070","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","190","180","24530","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","1400","1170","25490","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","750","670","24360","21840"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","2880","2730","30360","27930"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","LGBO","160","160","29250","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","830","750","29620","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Unknown","1050","1010","27510","26470"
"In post","2022","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","1350","1300","41230","36960"
"In post","2022","Education and Skills Funding Agency","Department for Education","LGBO","100","100","38760","36500"
"In post","2022","Education and Skills Funding Agency","Department for Education","Undeclared","120","120","42070","37270"
"In post","2022","Education and Skills Funding Agency","Department for Education","Unknown","340","330","42490","39000"
"In post","2022","Education Scotland","Scottish Government","Heterosexual / straight","200","190","59540","65280"
"In post","2022","Education Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Scottish Government","Unknown","120","110","54580","54340"
"In post","2022","Estyn","Estyn","Heterosexual / straight","100","90","59530","75480"
"In post","2022","Estyn","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Heterosexual / straight","850","810","39970","36450"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","LGBO","30","30","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Undeclared","80","80","44460","41840"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","120","120","41080","40570"
"In post","2022","Food Standards Agency","Food Standards Agency","Heterosexual / straight","1030","1000","38430","37350"
"In post","2022","Food Standards Agency","Food Standards Agency","LGBO","70","70","40540","37350"
"In post","2022","Food Standards Agency","Food Standards Agency","Undeclared","130","120","38870","37350"
"In post","2022","Food Standards Agency","Food Standards Agency","Unknown","240","220","32490","27990"
"In post","2022","Food Standards Scotland","Scottish Government","Heterosexual / straight","170","160","36190","31540"
"In post","2022","Food Standards Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Scottish Government","Unknown","110","110","35260","31540"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","4850","4750","49350","45940"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","370","370","49380","50480"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Undeclared","540","530","49980","47340"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","1320","1290","48400","51500"
"In post","2022","Forestry and Land Scotland","Scottish Government","Heterosexual / straight","320","310","35010","31060"
"In post","2022","Forestry and Land Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Scottish Government","Undeclared","40","30","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Scottish Government","Unknown","650","620","31990","28980"
"In post","2022","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","170","160","68040","62730"
"In post","2022","Government Actuary's Department","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","380","360","48510","46360"
"In post","2022","Government Internal Audit Agency","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","HM Treasury","Undeclared","50","50","49370","44590"
"In post","2022","Government Internal Audit Agency","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Attorney General's Departments","Heterosexual / straight","1750","1640","53020","51250"
"In post","2022","Government Legal Department","Attorney General's Departments","LGBO","170","160","52860","51250"
"In post","2022","Government Legal Department","Attorney General's Departments","Undeclared","180","170","54250","52730"
"In post","2022","Government Legal Department","Attorney General's Departments","Unknown","540","490","58430","63730"
"In post","2022","Government Property Agency","Cabinet Office","Heterosexual / straight","240","240","50930","49700"
"In post","2022","Government Property Agency","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Cabinet Office","Unknown","40","40","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","1940","1840","43040","39600"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","LGBO","120","120","37950","31710"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Undeclared","410","390","43680","41480"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Unknown","230","220","41570","39330"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","11590","10420","26820","23720"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","LGBO","560","540","27010","21490"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Undeclared","1840","1660","27420","23720"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Unknown","2130","1980","25840","23720"
"In post","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","HM Land Registry","Heterosexual / straight","3970","3600","32240","27130"
"In post","2022","HM Land Registry","HM Land Registry","LGBO","180","170","30220","27130"
"In post","2022","HM Land Registry","HM Land Registry","Undeclared","650","570","33080","31740"
"In post","2022","HM Land Registry","HM Land Registry","Unknown","1840","1700","28790","27130"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","42810","40510","30610","28200"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","LGBO","3190","3110","30140","28010"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Undeclared","4200","3930","32160","31650"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Unknown","11500","10610","28660","27380"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","39460","36770","34660","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","2680","2590","33890","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Undeclared","4600","4210","35090","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","20770","19150","30290","26820"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","1640","1600","48010","52500"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","LGBO","180","180","45690","40360"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Undeclared","230","230","45140","40850"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Unknown","60","50","47210","41890"
"In post","2022","Home Office","Home Office","Heterosexual / straight","27010","25200","32580","28650"
"In post","2022","Home Office","Home Office","LGBO","1190","1150","33810","28670"
"In post","2022","Home Office","Home Office","Undeclared","3910","3590","33220","28850"
"In post","2022","Home Office","Home Office","Unknown","4430","4290","32340","27370"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","Heterosexual / straight","180","170","50210","49960"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","80","70","45120","49960"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","1030","970","38640","32100"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","70","70","35550","30770"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Undeclared","90","80","42590","41480"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","530","500","37580","30770"
"In post","2022","Legal Aid Agency","Ministry of Justice","Heterosexual / straight","930","860","30430","25120"
"In post","2022","Legal Aid Agency","Ministry of Justice","LGBO","50","50","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","Undeclared","120","110","30110","25120"
"In post","2022","Legal Aid Agency","Ministry of Justice","Unknown","80","70","25550","20970"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Heterosexual / straight","920","890","37980","34860"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","LGBO","50","50","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Undeclared","160","160","38380","36040"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Unknown","110","110","31820","26840"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Heterosexual / straight","690","670","47800","41010"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","LGBO","30","30","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Undeclared","120","120","52550","53100"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","290","280","50740","44430"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","1650","1570","39950","39650"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","LGBO","120","110","35570","37420"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Undeclared","400","380","39520","39650"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","28500","27520","32640","29200"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","970","950","33670","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","4130","3990","34340","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","3780","3650","33290","29250"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","4210","4100","43400","41100"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","380","370","44070","41750"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Undeclared","490","480","44360","41750"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","1080","1060","41270","36290"
"In post","2022","National Crime Agency","National Crime Agency","Heterosexual / straight","4260","4150","40750","37790"
"In post","2022","National Crime Agency","National Crime Agency","LGBO","220","220","37860","36410"
"In post","2022","National Crime Agency","National Crime Agency","Undeclared","360","350","39640","37390"
"In post","2022","National Crime Agency","National Crime Agency","Unknown","710","680","41710","39840"
"In post","2022","National Infrastructure Commission","HM Treasury","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","Heterosexual / straight","200","190","39390","36130"
"In post","2022","National Records of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","Unknown","210","200","33170","27230"
"In post","2022","National Savings and Investments","Chancellor's other departments","Heterosexual / straight","140","140","49730","44840"
"In post","2022","National Savings and Investments","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Undeclared","50","50","55370","48750"
"In post","2022","National Savings and Investments","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Heterosexual / straight","100","100","46390","41750"
"In post","2022","Northern Ireland Office","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Unknown","60","60","45090","39230"
"In post","2022","Office for Budget Responsibility","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","1510","1450","51180","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","LGBO","120","120","49730","46360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Undeclared","100","90","47480","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Unknown","100","90","40710","35010"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","700","690","41730","35050"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","100","90","36120","30950"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Undeclared","80","80","42610","38500"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","470","460","47720","43650"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Heterosexual / straight","200","190","43980","38760"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","60","60","49740","46660"
"In post","2022","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","220","210","52910","51660"
"In post","2022","Office of Rail and Road","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","Undeclared","30","30","[c]","[c]"
"In post","2022","Office of Rail and Road","Office of Rail and Road","Unknown","70","70","59670","60020"
"In post","2022","Office of the Public Guardian","Ministry of Justice","Heterosexual / straight","1000","920","24250","20970"
"In post","2022","Office of the Public Guardian","Ministry of Justice","LGBO","50","50","25280","25120"
"In post","2022","Office of the Public Guardian","Ministry of Justice","Undeclared","120","110","24980","21410"
"In post","2022","Office of the Public Guardian","Ministry of Justice","Unknown","260","240","22360","20970"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Heterosexual / straight","50","50","50770","49860"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Unknown","60","50","45540","41750"
"In post","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Heterosexual / straight","540","500","45160","47660"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","LGBO","30","30","[c]","[c]"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Undeclared","60","50","43800","43740"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Unknown","170","150","36460","32780"
"In post","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Unknown","40","40","[c]","[c]"
"In post","2022","Registers of Scotland","Scottish Government","Heterosexual / straight","690","670","34990","30840"
"In post","2022","Registers of Scotland","Scottish Government","LGBO","40","40","[c]","[c]"
"In post","2022","Registers of Scotland","Scottish Government","Undeclared","70","70","34700","30840"
"In post","2022","Registers of Scotland","Scottish Government","Unknown","380","350","31700","30840"
"In post","2022","Revenue Scotland","Scottish Government","Heterosexual / straight","40","40","[c]","[c]"
