"Status","Year","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Female","16320","14710","32230","28950"
"In post","2021","Asian","Male","12840","12470","33190","29290"
"In post","2021","Black","Female","10050","9520","32370","30330"
"In post","2021","Black","Male","5540","5440","33470","31060"
"In post","2021","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","740","690","36940","32120"
"In post","2021","Chinese","Male","510","500","36630","32560"
"In post","2021","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Female","4820","4500","34200","30220"
"In post","2021","Mixed","Male","3450","3370","36650","31810"
"In post","2021","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Female","1410","1310","35610","31060"
"In post","2021","Other ethnicity","Male","1180","1150","38440","33000"
"In post","2021","Undeclared","Female","8550","7620","32370","28130"
"In post","2021","Undeclared","Male","12010","11550","36050","32100"
"In post","2021","Unknown","Female","33120","30620","31710","27570"
"In post","2021","Unknown","Male","33930","33100","33750","29290"
"In post","2021","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Female","187670","168630","32480","27570"
"In post","2021","White","Male","152690","147600","35720","31650"
"In post","2021","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","18710","17030","33090","29290"
"In post","2022","Asian","Male","14940","14550","34070","30450"
"In post","2022","Black","Female","10920","10370","33010","31020"
"In post","2022","Black","Male","6160","6040","34010","31060"
"In post","2022","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","5390","5050","34870","31000"
"In post","2022","Mixed","Male","3780","3700","37000","32790"
"In post","2022","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","1430","1330","35650","31060"
"In post","2022","Other ethnicity","Male","1230","1200","38120","33200"
"In post","2022","Undeclared","Female","8290","7410","33140","28920"
"In post","2022","Undeclared","Male","11910","11440","36890","33300"
"In post","2022","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","36620","34050","32510","27570"
"In post","2022","Unknown","Male","35870","34950","34570","30210"
"In post","2022","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Female","196710","177950","33310","27770"
"In post","2022","White","Male","158110","153020","36430","31990"
"In post","2022","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Female","660","560","30190","25880"
"Leaver CS","2021","Asian","Male","510","480","31360","27570"
"Leaver CS","2021","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Female","350","320","30820","26410"
"Leaver CS","2021","Black","Male","250","240","32180","27570"
"Leaver CS","2021","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","40","30","[c]","[c]"
"Leaver CS","2021","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","220","200","29910","25110"
"Leaver CS","2021","Mixed","Male","170","160","34030","29390"
"Leaver CS","2021","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","70","60","34960","27660"
"Leaver CS","2021","Other ethnicity","Male","60","60","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","590","490","29080","26120"
"Leaver CS","2021","Undeclared","Male","730","660","34480","31100"
"Leaver CS","2021","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","3300","2910","30760","26510"
"Leaver CS","2021","Unknown","Male","3250","3010","33800","28000"
"Leaver CS","2021","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Female","9400","7790","30860","26670"
"Leaver CS","2021","White","Male","8110","7350","35070","28910"
"Leaver CS","2021","White","Unknown","60","60","47860","40860"
"Leaver CS","2022","Asian","Female","1310","1150","32510","27680"
"Leaver CS","2022","Asian","Male","1100","1030","34410","29290"
"Leaver CS","2022","Black","Female","930","860","31930","30370"
"Leaver CS","2022","Black","Male","530","500","33340","30720"
"Leaver CS","2022","Mixed","Female","520","490","31160","27570"
"Leaver CS","2022","Mixed","Male","360","340","33670","27570"
"Leaver CS","2022","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Female","150","130","34230","31060"
"Leaver CS","2022","Other ethnicity","Male","130","120","35970","31060"
"Leaver CS","2022","Undeclared","Female","750","620","31590","27570"
"Leaver CS","2022","Undeclared","Male","1040","940","35700","31520"
"Leaver CS","2022","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","4650","3990","30850","26350"
"Leaver CS","2022","Unknown","Male","4640","4240","33650","28000"
"Leaver CS","2022","White","Female","15120","12830","31960","27570"
"Leaver CS","2022","White","Male","12990","11940","35120","29190"
"Leaver CS","2022","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Female","540","510","35190","31510"
"Leaver Dept.","2021","Asian","Male","430","420","34400","31080"
"Leaver Dept.","2021","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Female","310","300","34220","31560"
"Leaver Dept.","2021","Black","Male","170","160","33570","31060"
"Leaver Dept.","2021","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","180","170","38660","33260"
"Leaver Dept.","2021","Mixed","Male","150","140","39550","33930"
"Leaver Dept.","2021","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","40","30","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","180","170","36380","33330"
"Leaver Dept.","2021","Undeclared","Male","250","240","38520","34360"
"Leaver Dept.","2021","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","1690","1510","37290","32430"
"Leaver Dept.","2021","Unknown","Male","1490","1370","38070","33120"
"Leaver Dept.","2021","White","Female","3670","3430","37620","32040"
"Leaver Dept.","2021","White","Male","2810","2710","39040","33440"
"Leaver Dept.","2021","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","1400","1290","36590","31060"
"Leaver Dept.","2022","Asian","Male","1030","980","36080","31060"
"Leaver Dept.","2022","Black","Female","870","810","35350","31060"
"Leaver Dept.","2022","Black","Male","370","360","38140","32330"
"Leaver Dept.","2022","Mixed","Female","400","360","36020","32330"
"Leaver Dept.","2022","Mixed","Male","240","230","39280","34640"
"Leaver Dept.","2022","Other ethnicity","Female","120","110","38470","32560"
"Leaver Dept.","2022","Other ethnicity","Male","70","70","44930","36830"
"Leaver Dept.","2022","Undeclared","Female","560","500","40790","36330"
"Leaver Dept.","2022","Undeclared","Male","520","500","41910","36740"
"Leaver Dept.","2022","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","2340","1670","36270","32000"
"Leaver Dept.","2022","Unknown","Male","1980","1470","38060","32000"
"Leaver Dept.","2022","White","Female","8270","7600","38270","32790"
"Leaver Dept.","2022","White","Male","5500","5240","40970","34710"
"Leaver Dept.","2022","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Female","2140","2050","29410","27570"
"New entrant CS","2021","Asian","Male","1960","1940","30710","27570"
"New entrant CS","2021","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","1770","1720","29720","29290"
"New entrant CS","2021","Black","Male","880","870","30320","29290"
"New entrant CS","2021","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","80","80","32500","29540"
"New entrant CS","2021","Chinese","Male","50","50","31110","29290"
"New entrant CS","2021","Mixed","Female","960","930","29460","27570"
"New entrant CS","2021","Mixed","Male","570","570","30250","27570"
"New entrant CS","2021","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","230","220","30330","28000"
"New entrant CS","2021","Other ethnicity","Male","160","150","32550","31030"
"New entrant CS","2021","Undeclared","Female","440","420","29810","27570"
"New entrant CS","2021","Undeclared","Male","540","530","31700","27570"
"New entrant CS","2021","Unknown","Female","8890","8570","28800","25560"
"New entrant CS","2021","Unknown","Male","7910","7780","30200","25560"
"New entrant CS","2021","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","17160","16520","28590","27570"
"New entrant CS","2021","White","Male","13390","13240","30100","27570"
"New entrant CS","2021","White","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Female","2730","2620","29500","27570"
"New entrant CS","2022","Asian","Male","2390","2340","29980","27570"
"New entrant CS","2022","Black","Female","1700","1640","29860","27980"
"New entrant CS","2022","Black","Male","1020","1000","30900","29010"
"New entrant CS","2022","Mixed","Female","1020","980","29590","27570"
"New entrant CS","2022","Mixed","Male","610","600","30090","27570"
"New entrant CS","2022","Other ethnicity","Female","240","240","29060","27270"
"New entrant CS","2022","Other ethnicity","Male","180","180","31070","28650"
"New entrant CS","2022","Undeclared","Female","420","400","30650","27570"
"New entrant CS","2022","Undeclared","Male","570","550","33190","29360"
"New entrant CS","2022","Unknown","Female","11910","11160","28400","25480"
"New entrant CS","2022","Unknown","Male","9700","9300","29830","26590"
"New entrant CS","2022","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Female","21400","20530","29200","26590"
"New entrant CS","2022","White","Male","15520","15290","30790","27430"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Sex","Self reported sex.","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","",""
"Ethnicity","Self reported ethnicity. For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' for 2022.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
