"Status","Year","Parent_department","Region_ITL3","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Aberdeen City and Aberdeenshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Aberdeen City and Aberdeenshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bath and North East Somerset, North Somerset and South Gloucestershire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bath and North East Somerset, North Somerset and South Gloucestershire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire","Declared non-disabled","90","80","44880","40280"
"In post","2021","Attorney General's Departments","Berkshire","Unknown","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Bexley and Greenwich","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bexley and Greenwich","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Birmingham","Declared disabled","50","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Birmingham","Declared non-disabled","310","290","40970","38000"
"In post","2021","Attorney General's Departments","Birmingham","Unknown","130","120","36900","31210"
"In post","2021","Attorney General's Departments","Bridgend and Neath Port Talbot","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bridgend and Neath Port Talbot","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Brighton and Hove","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Brighton and Hove","Declared non-disabled","70","60","45360","43380"
"In post","2021","Attorney General's Departments","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bristol, City of","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bristol, City of","Declared non-disabled","100","100","42360","41500"
"In post","2021","Attorney General's Departments","Bristol, City of","Unknown","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Cambridgeshire CC","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cambridgeshire CC","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Camden and City of London","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Camden and City of London","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","Declared non-disabled","150","140","41600","38760"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","Unknown","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Central Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Central Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
