"Status","Year","Age","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","White","40","40","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Asian","60","50","22900","21010"
"In post","2021","16-19","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","White","590","580","21450","21010"
"In post","2021","16-19","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","490","470","20500","20140"
"In post","2021","16-19","Unknown","White","60","60","21720","21290"
"In post","2021","20-29","Declared disabled","Asian","340","340","29380","27570"
"In post","2021","20-29","Declared disabled","Black","200","200","29700","29570"
"In post","2021","20-29","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Mixed","210","210","28820","27570"
"In post","2021","20-29","Declared disabled","Other ethnicity","40","40","[c]","[c]"
"In post","2021","20-29","Declared disabled","Undeclared","90","90","29090","27570"
"In post","2021","20-29","Declared disabled","Unknown","110","110","29130","27570"
"In post","2021","20-29","Declared disabled","White","3920","3850","28800","27570"
"In post","2021","20-29","Declared non-disabled","Asian","4680","4570","29030","27570"
"In post","2021","20-29","Declared non-disabled","Black","1710","1680","29840","29290"
"In post","2021","20-29","Declared non-disabled","Chinese","190","190","33870","31140"
"In post","2021","20-29","Declared non-disabled","Mixed","1670","1650","30850","28670"
"In post","2021","20-29","Declared non-disabled","Other ethnicity","340","340","31580","30450"
"In post","2021","20-29","Declared non-disabled","Undeclared","620","610","30280","27680"
