"Status","Year","Organisation","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","210","190","27660","25150"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Attorney General's Departments","Inner London - West","50","50","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","120","110","35550","33300"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East Anglia","110","110","47220","40250"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East Wales","60","60","38710","30620"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","170","170","55360","52600"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester","270","270","45320","38650"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Hampshire and Isle of Wight","90","90","51790","51480"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Inner London - East","900","880","52110","54700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Inner London - West","5550","5480","49460","40600"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Lancashire","50","50","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Merseyside","130","120","49120","49700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","North Yorkshire","450","420","29430","26670"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Northumberland and Tyne and Wear","400","380","28460","23850"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Outer London - South","50","50","43890","32000"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","South Yorkshire","100","100","46980","49700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","600","600","36250","32000"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","West Yorkshire","190","180","47020","40250"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Dorset and Somerset","140","130","33130","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","East Anglia","460","440","34620","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Dorset and Somerset","50","50","35580","30350"
"In post","2021","Charity Commission","Charity Commission","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Inner London - West","70","70","42950","37910"
"In post","2021","Charity Commission","Charity Commission","Merseyside","310","290","32780","29160"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","East Wales","1030","950","31130","27460"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Eastern Scotland","40","40","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Eastern Scotland","50","50","56490","55860"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Inner London - East","790","760","60810","56630"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","West Central Scotland","300","280","26120","22640"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","East Anglia","170","160","35020","33340"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","East Wales","110","110","33670","31680"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Inner London - East","70","70","50350","49300"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Merseyside","400","390","38230","34800"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","West Midlands","30","30","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Eastern Scotland","770","720","36840","31720"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Highlands and Islands","80","70","34120","23480"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","North Eastern Scotland","100","90","33070","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Southern Scotland","270","240","35120","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","West Central Scotland","820","750","35310","30500"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Bedfordshire and Hertfordshire","170","150","42490","40000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","140","130","43310","40000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Cumbria","40","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Derbyshire and Nottinghamshire","270","260","37450","30370"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Devon","100","90","39950","36240"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","East Anglia","120","110","36490","28430"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","East Wales","290","270","41190","38760"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","70","70","38580","28430"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Essex","190","170","41150","35020"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","160","150","40250","37780"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Greater Manchester","360","330","40750","38000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Hampshire and Isle of Wight","260","240","42870","39750"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Inner London - West","1570","1480","45210","40530"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Kent","130","120","39410","30110"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Lancashire","180","170","40040","38000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","160","140","39390","38470"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Merseyside","360","350","37570","30930"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","North Yorkshire","310","280","46790","53350"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Northumberland and Tyne and Wear","240","220","37990","32370"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Outer London - South","50","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Shropshire and Staffordshire","70","60","41790","48080"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","South Yorkshire","140","120","35940","28430"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Surrey, East and West Sussex","170","160","42360","36240"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Tees Valley and Durham","100","90","38060","32370"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","West Midlands","490","460","39800","38000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","West Wales and The Valleys","70","70","41350","38180"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","West Yorkshire","410","380","39720","37780"
"In post","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Inner London - West","110","110","58680","51550"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","East Wales","380","360","28840","28750"
"In post","2021","Defence Electronics and Components Agency","Ministry of Defence","Shropshire and Staffordshire","60","60","25720","25950"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Bedfordshire and Hertfordshire","60","60","36410","35370"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","130","130","35840","34260"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Cumbria","100","90","23950","21660"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Devon","100","90","26980","22540"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Dorset and Somerset","370","350","34640","33740"
"In post","2021","Defence Equipment and Support","Ministry of Defence","East Anglia","160","150","34080","33250"
"In post","2021","Defence Equipment and Support","Ministry of Defence","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Eastern Scotland","70","70","34510","32350"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","8180","7900","38070","35630"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Hampshire and Isle of Wight","330","320","27470","25070"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","140","140","24030","21430"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Lincolnshire","210","200","35900","34880"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Outer London - West and North West","180","170","24050","21530"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Overseas","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Shropshire and Staffordshire","60","60","30360","26940"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Southern Scotland","250","240","25160","23910"
"In post","2021","Defence Equipment and Support","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","West Central Scotland","180","170","31890","30000"
"In post","2021","Defence Equipment and Support","Ministry of Defence","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Ministry of Defence","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","2670","2580","39860","37320"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Hampshire and Isle of Wight","1440","1380","41690","42860"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Kent","260","240","38760","37320"
"In post","2021","Defence Science and Technology Laboratory","Ministry of Defence","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","East Wales","80","70","34620","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Inner London - West","4830","4740","49520","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","100","90","50000","45620"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","60","60","43510","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Midlands","150","150","40000","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Inner London - West","1710","1680","49440","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Derbyshire and Nottinghamshire","220","210","41850","37100"
"In post","2021","Department for Education (excl. agencies)","Department for Education","East Anglia","40","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","140","130","46090","42220"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Greater Manchester","930","910","40660","36780"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Inner London - West","2130","2050","50210","53420"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Outer London - South","40","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","South Yorkshire","1080","1040","40920","36960"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Tees Valley and Durham","540","520","38190","36780"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","West Midlands","480","460","39870","36780"
"In post","2021","Department for Education (excl. agencies)","Department for Education","West Yorkshire","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","190","190","40770","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Cheshire","170","170","43090","47550"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Cumbria","80","70","36740","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","60","50","41520","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Devon","110","100","37800","36560"
