"Status","Year","Age","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","East Midlands (England)","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2021","16-19","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Inner London - West","100","100","25670","25170"
"In post","2021","16-19","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North East (England)","Northumberland and Tyne and Wear","80","80","20990","20140"
"In post","2021","16-19","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Greater Manchester","50","40","[c]","[c]"
"In post","2021","16-19","North West (England)","Lancashire","40","40","[c]","[c]"
"In post","2021","16-19","North West (England)","Merseyside","50","50","20650","20140"
"In post","2021","16-19","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Eastern Scotland","90","90","21110","20930"
"In post","2021","16-19","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","West Central Scotland","50","50","20610","20140"
"In post","2021","16-19","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"In post","2021","16-19","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Kent","40","40","[c]","[c]"
"In post","2021","16-19","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","150","150","18720","17780"
"In post","2021","16-19","Unknown","Unknown","40","40","[c]","[c]"
"In post","2021","16-19","Wales","East Wales","70","70","20160","20140"
"In post","2021","16-19","Wales","West Wales and The Valleys","60","50","20480","21010"
"In post","2021","16-19","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","West Midlands","30","30","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","West Yorkshire","70","60","20970","20140"
"In post","2021","20-29","East Midlands (England)","Derbyshire and Nottinghamshire","1860","1820","25940","25560"
"In post","2021","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","870","850","23930","22920"
"In post","2021","20-29","East Midlands (England)","Lincolnshire","280","280","25570","26300"
"In post","2021","20-29","East of England","Bedfordshire and Hertfordshire","700","690","28360","27850"
"In post","2021","20-29","East of England","East Anglia","1500","1470","25670","25480"
"In post","2021","20-29","East of England","Essex","670","660","26630","25560"
"In post","2021","20-29","London","Inner London - East","3040","3010","33420","31060"
"In post","2021","20-29","London","Inner London - West","16490","16420","37380","34260"
"In post","2021","20-29","London","Outer London - East and North East","680","670","29280","31060"
"In post","2021","20-29","London","Outer London - South","1400","1390","32130","29570"
"In post","2021","20-29","London","Outer London - West and North West","1390","1370","29670","29250"
"In post","2021","20-29","North East (England)","Northumberland and Tyne and Wear","2690","2630","25300","25270"
"In post","2021","20-29","North East (England)","Tees Valley and Durham","1240","1210","24150","22850"
"In post","2021","20-29","North West (England)","Cheshire","630","630","26980","27570"
"In post","2021","20-29","North West (England)","Cumbria","220","220","23770","21050"
"In post","2021","20-29","North West (England)","Greater Manchester","3280","3230","26820","25560"
"In post","2021","20-29","North West (England)","Lancashire","1560","1520","24090","22850"
"In post","2021","20-29","North West (England)","Merseyside","2660","2580","24690","24880"
"In post","2021","20-29","Northern Ireland","Northern Ireland","420","410","23340","20310"
"In post","2021","20-29","Overseas","Overseas","310","310","37350","34220"
"In post","2021","20-29","Scotland","Eastern Scotland","2960","2910","26860","25870"
"In post","2021","20-29","Scotland","Highlands and Islands","190","190","24720","23130"
"In post","2021","20-29","Scotland","North Eastern Scotland","230","220","27170","26570"
"In post","2021","20-29","Scotland","Southern Scotland","710","690","25620","24110"
"In post","2021","20-29","Scotland","West Central Scotland","2430","2370","25660","24610"
"In post","2021","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","1480","1470","27560","27570"
"In post","2021","20-29","South East (England)","Hampshire and Isle of Wight","1930","1890","27460","26970"
"In post","2021","20-29","South East (England)","Kent","1210","1200","26790","26420"
"In post","2021","20-29","South East (England)","Surrey, East and West Sussex","1110","1090","26960","27570"
"In post","2021","20-29","South West (England)","Cornwall and Isles of Scilly","120","120","23510","21010"
"In post","2021","20-29","South West (England)","Devon","1040","1020","25870","24890"
"In post","2021","20-29","South West (England)","Dorset and Somerset","550","540","25300","24920"
"In post","2021","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5340","5270","27730","27540"
"In post","2021","20-29","Unknown","Unknown","890","890","29890","29250"
"In post","2021","20-29","Wales","East Wales","3470","3420","26450","25300"
"In post","2021","20-29","Wales","West Wales and The Valleys","1780","1710","23780","21590"
"In post","2021","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","540","530","23670","22920"
"In post","2021","20-29","West Midlands (England)","Shropshire and Staffordshire","1120","1100","24980","24910"
"In post","2021","20-29","West Midlands (England)","West Midlands","2630","2590","25930","25000"
"In post","2021","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","640","630","24100","24000"
"In post","2021","20-29","Yorkshire and The Humber","North Yorkshire","530","530","26120","25790"
"In post","2021","20-29","Yorkshire and The Humber","South Yorkshire","1410","1390","26840","25000"
"In post","2021","20-29","Yorkshire and The Humber","West Yorkshire","3220","3170","26350","25560"
"In post","2021","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","2470","2310","29940","27570"
"In post","2021","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","1320","1220","27110","26220"
"In post","2021","30-39","East Midlands (England)","Lincolnshire","450","430","27710","26670"
"In post","2021","30-39","East of England","Bedfordshire and Hertfordshire","900","860","32570","30160"
"In post","2021","30-39","East of England","East Anglia","2300","2150","29620","27570"
"In post","2021","30-39","East of England","Essex","860","800","29750","29290"
"In post","2021","30-39","London","Inner London - East","4030","3880","43060","38650"
"In post","2021","30-39","London","Inner London - West","15850","15450","49440","51970"
"In post","2021","30-39","London","Outer London - East and North East","720","690","31110","31060"
"In post","2021","30-39","London","Outer London - South","1950","1860","37970","35070"
"In post","2021","30-39","London","Outer London - West and North West","1760","1690","32760","31060"
"In post","2021","30-39","North East (England)","Northumberland and Tyne and Wear","4420","4110","28530","25560"
"In post","2021","30-39","North East (England)","Tees Valley and Durham","1790","1660","27150","25560"
"In post","2021","30-39","North West (England)","Cheshire","840","810","31230","30040"
"In post","2021","30-39","North West (England)","Cumbria","360","320","27470","25100"
"In post","2021","30-39","North West (England)","Greater Manchester","4390","4210","31050","27570"
"In post","2021","30-39","North West (England)","Lancashire","2300","2130","26740","26670"
"In post","2021","30-39","North West (England)","Merseyside","4180","3910","28280","25560"
"In post","2021","30-39","Northern Ireland","Northern Ireland","830","790","28130","25560"
"In post","2021","30-39","Overseas","Overseas","1060","1060","47130","50940"
"In post","2021","30-39","Scotland","Eastern Scotland","4480","4280","34000","30930"
"In post","2021","30-39","Scotland","Highlands and Islands","330","310","28720","27570"
"In post","2021","30-39","Scotland","North Eastern Scotland","420","400","33380","30650"
"In post","2021","30-39","Scotland","Southern Scotland","1260","1180","30050","27150"
"In post","2021","30-39","Scotland","West Central Scotland","3840","3660","30750","27570"
"In post","2021","30-39","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","1840","1770","32500","30450"
"In post","2021","30-39","South East (England)","Hampshire and Isle of Wight","2650","2500","32970","30790"
"In post","2021","30-39","South East (England)","Kent","1650","1560","29020","29290"
"In post","2021","30-39","South East (England)","Surrey, East and West Sussex","1400","1300","30020","27960"
"In post","2021","30-39","South West (England)","Cornwall and Isles of Scilly","240","220","25820","25100"
"In post","2021","30-39","South West (England)","Devon","1800","1680","31030","27570"
"In post","2021","30-39","South West (England)","Dorset and Somerset","860","810","29070","27570"
"In post","2021","30-39","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","6600","6270","35650","33300"
"In post","2021","30-39","Unknown","Unknown","780","770","36640","32700"
"In post","2021","30-39","Wales","East Wales","4980","4720","31940","28850"
"In post","2021","30-39","Wales","West Wales and The Valleys","3680","3370","27080","25390"
"In post","2021","30-39","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","720","680","27060","25790"
"In post","2021","30-39","West Midlands (England)","Shropshire and Staffordshire","1500","1420","29040","27380"
"In post","2021","30-39","West Midlands (England)","West Midlands","4090","3840","29940","27570"
"In post","2021","30-39","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","820","750","27300","26530"
"In post","2021","30-39","Yorkshire and The Humber","North Yorkshire","790","740","32800","30350"
"In post","2021","30-39","Yorkshire and The Humber","South Yorkshire","2240","2070","31210","27570"
"In post","2021","30-39","Yorkshire and The Humber","West Yorkshire","3650","3420","30910","27570"
"In post","2021","40-49","East Midlands (England)","Derbyshire and Nottinghamshire","2920","2710","32760","28430"
"In post","2021","40-49","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","1480","1350","28930","27380"
"In post","2021","40-49","East Midlands (England)","Lincolnshire","580","550","28950","27380"
"In post","2021","40-49","East of England","Bedfordshire and Hertfordshire","1020","950","34510","30210"
"In post","2021","40-49","East of England","East Anglia","2950","2740","31490","27570"
"In post","2021","40-49","East of England","Essex","1320","1220","31370","29290"
"In post","2021","40-49","London","Inner London - East","4000","3770","45980","40450"
"In post","2021","40-49","London","Inner London - West","12950","12370","53850","53760"
"In post","2021","40-49","London","Outer London - East and North East","760","710","30960","31060"
"In post","2021","40-49","London","Outer London - South","2540","2410","40180","35310"
"In post","2021","40-49","London","Outer London - West and North West","2050","1920","34970","31060"
"In post","2021","40-49","North East (England)","Northumberland and Tyne and Wear","5340","4880","30050","27370"
"In post","2021","40-49","North East (England)","Tees Valley and Durham","2140","1970","29070","27190"
"In post","2021","40-49","North West (England)","Cheshire","880","840","33480","31650"
"In post","2021","40-49","North West (England)","Cumbria","640","570","28570","25790"
"In post","2021","40-49","North West (England)","Greater Manchester","4560","4300","32990","27570"
"In post","2021","40-49","North West (England)","Lancashire","3820","3490","29200","27570"
"In post","2021","40-49","North West (England)","Merseyside","4670","4320","30190","27370"
"In post","2021","40-49","Northern Ireland","Northern Ireland","990","940","28070","25560"
"In post","2021","40-49","Overseas","Overseas","1180","1170","52150","54030"
"In post","2021","40-49","Scotland","Eastern Scotland","4710","4430","37440","31990"
"In post","2021","40-49","Scotland","Highlands and Islands","450","430","30220","27570"
"In post","2021","40-49","Scotland","North Eastern Scotland","440","430","40490","33650"
"In post","2021","40-49","Scotland","Southern Scotland","1300","1200","31520","27570"
"In post","2021","40-49","Scotland","West Central Scotland","3840","3620","32950","27570"
"In post","2021","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","2080","1980","34940","31810"
"In post","2021","40-49","South East (England)","Hampshire and Isle of Wight","3220","3000","34840","31810"
"In post","2021","40-49","South East (England)","Kent","2010","1900","30430","29290"
"In post","2021","40-49","South East (England)","Surrey, East and West Sussex","1890","1740","32390","28350"
"In post","2021","40-49","South West (England)","Cornwall and Isles of Scilly","370","340","27920","27570"
"In post","2021","40-49","South West (England)","Devon","2220","2050","33680","30450"
"In post","2021","40-49","South West (England)","Dorset and Somerset","1140","1070","31230","27570"
"In post","2021","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","6630","6280","39870","37390"
"In post","2021","40-49","Unknown","Unknown","730","710","37770","33130"
"In post","2021","40-49","Wales","East Wales","4700","4410","36210","31710"
"In post","2021","40-49","Wales","West Wales and The Valleys","3960","3670","30460","27130"
"In post","2021","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","910","850","30100","27570"
"In post","2021","40-49","West Midlands (England)","Shropshire and Staffordshire","1820","1710","31590","27570"
"In post","2021","40-49","West Midlands (England)","West Midlands","4470","4110","33210","27570"
"In post","2021","40-49","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","990","920","28620","27570"
"In post","2021","40-49","Yorkshire and The Humber","North Yorkshire","1150","1100","36510","32370"
"In post","2021","40-49","Yorkshire and The Humber","South Yorkshire","2420","2210","34050","29730"
"In post","2021","40-49","Yorkshire and The Humber","West Yorkshire","4060","3760","33730","30120"
"In post","2021","50-59","East Midlands (England)","Derbyshire and Nottinghamshire","3880","3610","33020","27570"
"In post","2021","50-59","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","1890","1740","28510","27380"
"In post","2021","50-59","East Midlands (England)","Lincolnshire","1080","1030","28930","27570"
"In post","2021","50-59","East of England","Bedfordshire and Hertfordshire","1370","1280","33680","29920"
"In post","2021","50-59","East of England","East Anglia","4120","3910","31500","27570"
"In post","2021","50-59","East of England","Essex","2020","1870","32660","29290"
"In post","2021","50-59","London","Inner London - East","4530","4350","43770","36340"
"In post","2021","50-59","London","Inner London - West","12280","11980","50310","44030"
"In post","2021","50-59","London","Outer London - East and North East","1180","1110","31320","31060"
"In post","2021","50-59","London","Outer London - South","3600","3450","38680","35050"
"In post","2021","50-59","London","Outer London - West and North West","2640","2460","34520","31060"
"In post","2021","50-59","North East (England)","Northumberland and Tyne and Wear","6280","5540","29110","25560"
"In post","2021","50-59","North East (England)","Tees Valley and Durham","3060","2780","29520","27570"
"In post","2021","50-59","North West (England)","Cheshire","1190","1120","32630","28860"
"In post","2021","50-59","North West (England)","Cumbria","690","640","29260","26270"
"In post","2021","50-59","North West (England)","Greater Manchester","5740","5390","32120","27570"
"In post","2021","50-59","North West (England)","Lancashire","4900","4490","29840","27570"
"In post","2021","50-59","North West (England)","Merseyside","5700","5210","30290","27130"
"In post","2021","50-59","Northern Ireland","Northern Ireland","1210","1150","29740","26660"
"In post","2021","50-59","Overseas","Overseas","990","980","53290","52400"
"In post","2021","50-59","Scotland","Eastern Scotland","5660","5370","36520","31870"
"In post","2021","50-59","Scotland","Highlands and Islands","710","670","29630","27570"
"In post","2021","50-59","Scotland","North Eastern Scotland","580","550","38660","32700"
"In post","2021","50-59","Scotland","Southern Scotland","1920","1730","30170","27570"
"In post","2021","50-59","Scotland","West Central Scotland","5840","5400","31780","27570"
"In post","2021","50-59","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","2940","2820","34710","31880"
"In post","2021","50-59","South East (England)","Hampshire and Isle of Wight","5150","4780","32830","28130"
"In post","2021","50-59","South East (England)","Kent","2720","2540","31060","29290"
"In post","2021","50-59","South East (England)","Surrey, East and West Sussex","2720","2510","31650","28130"
