"Status","Year","Disability","Ethnicity","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Asian","Bedfordshire and Hertfordshire","70","60","30460","27570"
"In post","2021","Declared disabled","Asian","Berkshire, Buckinghamshire and Oxfordshire","60","60","29910","27570"
"In post","2021","Declared disabled","Asian","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Derbyshire and Nottinghamshire","80","70","29900","27570"
"In post","2021","Declared disabled","Asian","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Anglia","40","30","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","60","50","31360","27570"
"In post","2021","Declared disabled","Asian","Greater Manchester","130","120","27930","25560"
"In post","2021","Declared disabled","Asian","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Inner London - East","230","210","34330","31060"
"In post","2021","Declared disabled","Asian","Inner London - West","540","510","40410","35980"
"In post","2021","Declared disabled","Asian","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Lancashire","100","90","24980","21440"
"In post","2021","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","120","110","23850","21440"
"In post","2021","Declared disabled","Asian","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Outer London - East and North East","90","80","29580","31060"
"In post","2021","Declared disabled","Asian","Outer London - South","160","150","33640","29620"
"In post","2021","Declared disabled","Asian","Outer London - West and North West","260","230","31090","30410"
"In post","2021","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Midlands","360","330","26850","27230"
"In post","2021","Declared disabled","Asian","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Yorkshire","150","140","27930","27570"
"In post","2021","Declared disabled","Black","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2021","Declared disabled","Black","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","[c]","[c]"
"In post","2021","Declared disabled","Black","Greater Manchester","50","40","[c]","[c]"
"In post","2021","Declared disabled","Black","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Inner London - East","310","300","32070","31060"
"In post","2021","Declared disabled","Black","Inner London - West","520","500","35290","31880"
"In post","2021","Declared disabled","Black","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Outer London - East and North East","90","80","31660","31060"
"In post","2021","Declared disabled","Black","Outer London - South","180","170","33250","31060"
"In post","2021","Declared disabled","Black","Outer London - West and North West","110","100","30490","31060"
"In post","2021","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","West Midlands","140","120","28210","27570"
"In post","2021","Declared disabled","Black","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","West Yorkshire","40","30","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
