"Status","Year","Parent_department","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Commercial","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","York","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Westminster","60","60","43790","39750"
"In post","2021","Attorney General's Departments","Communications","York","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Corporate Finance","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","Westminster","280","270","45240","40080"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Westminster","80","80","43070","39800"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","York","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Westminster","70","60","42800","32570"
"In post","2021","Attorney General's Departments","Finance","York","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Liverpool","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Westminster","110","110","41340","35010"
"In post","2021","Attorney General's Departments","Human Resources","York","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Berkshire","70","70","56700","57000"
"In post","2021","Attorney General's Departments","Legal","Bexley and Greenwich","[c]","[c]","[c]","[c]"
