"Status","Year","Organisation","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Accountant in Bankruptcy","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","16-19","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","16-19","White","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","20-29","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","20-29","Black","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","20-29","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","20-29","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","20-29","White","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","30-39","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","30-39","Black","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","30-39","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","30-39","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","30-39","White","30","30","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","40-49","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","40-49","Black","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","40-49","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","40-49","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","40-49","White","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","50-59","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","50-59","Black","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","50-59","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","50-59","White","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","60-64","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","60-64","White","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","65+","Black","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","65+","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","65+","White","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","16-19","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","16-19","White","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","20-29","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","20-29","Black","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","20-29","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","20-29","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","20-29","Unknown","60","60","26260","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","20-29","White","40","40","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","30-39","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","30-39","Black","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","30-39","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","30-39","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","30-39","Unknown","90","90","28550","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","30-39","White","120","110","31150","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","40-49","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","40-49","Black","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","40-49","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","40-49","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","40-49","Unknown","70","70","30870","26380"
"In post","2021","Advisory, Conciliation and Arbitration Service","40-49","White","160","150","35730","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","50-59","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","50-59","Black","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","50-59","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","50-59","Unknown","50","50","30360","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","50-59","White","240","220","36020","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","60-64","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","60-64","White","70","50","37240","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","65+","Black","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","65+","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","65+","White","30","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","16-19","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","16-19","White","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","Black","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","Unknown","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","White","370","360","25260","24920"
"In post","2021","Animal and Plant Health Agency","30-39","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Black","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Undeclared","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Unknown","60","60","29600","26860"
"In post","2021","Animal and Plant Health Agency","30-39","White","380","360","29430","28240"
"In post","2021","Animal and Plant Health Agency","40-49","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Black","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Undeclared","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Unknown","70","60","32610","30330"
"In post","2021","Animal and Plant Health Agency","40-49","White","550","510","32170","29180"
"In post","2021","Animal and Plant Health Agency","50-59","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Black","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Undeclared","60","50","33980","29860"
"In post","2021","Animal and Plant Health Agency","50-59","Unknown","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","White","620","590","32500","28820"
"In post","2021","Animal and Plant Health Agency","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","White","170","160","32830","28770"
"In post","2021","Animal and Plant Health Agency","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Black","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","White","60","50","33140","30610"
"In post","2021","Animal and Plant Health Agency","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","20-29","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","20-29","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","20-29","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","20-29","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","20-29","White","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","30-39","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","30-39","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","30-39","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","30-39","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","30-39","White","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","40-49","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","40-49","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","40-49","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","40-49","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","40-49","White","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","16-19","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","16-19","White","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","20-29","Asian","130","130","36030","34550"
"In post","2021","Cabinet Office (excl. agencies)","20-29","Black","70","70","35190","32000"
"In post","2021","Cabinet Office (excl. agencies)","20-29","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","20-29","Mixed","70","70","37110","34550"
"In post","2021","Cabinet Office (excl. agencies)","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","20-29","Undeclared","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","20-29","Unknown","2010","2010","32030","29250"
"In post","2021","Cabinet Office (excl. agencies)","20-29","White","1040","1040","36880","34550"
"In post","2021","Cabinet Office (excl. agencies)","30-39","Asian","170","170","47460","54700"
"In post","2021","Cabinet Office (excl. agencies)","30-39","Black","60","60","45340","40600"
"In post","2021","Cabinet Office (excl. agencies)","30-39","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","30-39","Mixed","60","60","49370","54700"
"In post","2021","Cabinet Office (excl. agencies)","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","30-39","Undeclared","70","60","49040","54700"
"In post","2021","Cabinet Office (excl. agencies)","30-39","Unknown","790","780","49630","50550"
"In post","2021","Cabinet Office (excl. agencies)","30-39","White","1190","1160","49120","54700"
"In post","2021","Cabinet Office (excl. agencies)","40-49","Asian","110","100","53640","54700"
"In post","2021","Cabinet Office (excl. agencies)","40-49","Black","60","60","42280","38500"
"In post","2021","Cabinet Office (excl. agencies)","40-49","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","40-49","Mixed","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","40-49","Undeclared","50","50","50080","54700"
"In post","2021","Cabinet Office (excl. agencies)","40-49","Unknown","630","610","63990","61380"
"In post","2021","Cabinet Office (excl. agencies)","40-49","White","950","920","56130","54700"
"In post","2021","Cabinet Office (excl. agencies)","50-59","Asian","50","50","50870","41820"
"In post","2021","Cabinet Office (excl. agencies)","50-59","Black","60","60","47700","38220"
"In post","2021","Cabinet Office (excl. agencies)","50-59","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","50-59","Undeclared","60","60","47720","37940"
"In post","2021","Cabinet Office (excl. agencies)","50-59","Unknown","510","500","65010","56910"
"In post","2021","Cabinet Office (excl. agencies)","50-59","White","790","770","53460","49700"
"In post","2021","Cabinet Office (excl. agencies)","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","60-64","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","60-64","Unknown","70","60","52130","53320"
"In post","2021","Cabinet Office (excl. agencies)","60-64","White","170","140","50900","37270"
"In post","2021","Cabinet Office (excl. agencies)","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","65+","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","65+","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","65+","White","30","30","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","20-29","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","20-29","Black","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","20-29","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","20-29","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","20-29","White","80","80","25520","24920"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","30-39","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","30-39","Black","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","30-39","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","30-39","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","30-39","Undeclared","[c]","[c]","[c]","[c]"
