"Status","Year","Region_ITL3","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Aberdeen City and Aberdeenshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Undeclared","80","70","41810","33650"
"In post","2021","Aberdeen City and Aberdeenshire","Unknown","420","400","32600","29190"
"In post","2021","Aberdeen City and Aberdeenshire","White","1300","1230","36360","30650"
"In post","2021","Angus and Dundee City","Asian","40","40","[c]","[c]"
"In post","2021","Angus and Dundee City","Black","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Undeclared","60","50","23360","21010"
"In post","2021","Angus and Dundee City","Unknown","320","300","24510","21010"
"In post","2021","Angus and Dundee City","White","1460","1340","26740","22230"
"In post","2021","Antrim and Newtownabbey","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Black","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","White","180","170","24160","20310"
"In post","2021","Ards and North Down","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Black","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","White","200","200","25970","20920"
"In post","2021","Armagh City, Banbridge and Craigavon","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Black","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","White","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Asian","140","130","30720","31060"
"In post","2021","Barking & Dagenham and Havering","Black","100","90","31020","31060"
"In post","2021","Barking & Dagenham and Havering","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","30","30","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","60","50","28700","31060"
"In post","2021","Barking & Dagenham and Havering","White","240","220","30270","31060"
"In post","2021","Barnet","Asian","400","380","37740","32090"
"In post","2021","Barnet","Black","210","200","34320","31060"
"In post","2021","Barnet","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Mixed","70","70","34350","31060"
"In post","2021","Barnet","Other ethnicity","40","30","[c]","[c]"
"In post","2021","Barnet","Undeclared","120","110","42810","36820"
"In post","2021","Barnet","Unknown","70","70","34930","31060"
"In post","2021","Barnet","White","760","710","42850","37960"
"In post","2021","Barnsley, Doncaster and Rotherham","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Black","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","100","90","26500","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","270","250","25090","24280"
"In post","2021","Barnsley, Doncaster and Rotherham","White","2560","2270","27350","27380"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Asian","360","350","35790","33190"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Black","270","260","33950","33000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Mixed","200","200","35330","32700"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Other ethnicity","60","60","37110","37170"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","770","740","40640","39980"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","890","860","34820","31600"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","White","10800","10350","38000","34740"
"In post","2021","Bedford","Asian","80","70","27780","27570"
"In post","2021","Bedford","Black","30","30","[c]","[c]"
"In post","2021","Bedford","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","110","100","28680","27570"
"In post","2021","Bedford","White","570","530","30900","29530"
"In post","2021","Belfast","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Black","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","70","60","28530","25560"
"In post","2021","Belfast","Unknown","590","560","26050","21440"
"In post","2021","Belfast","White","2120","1970","29700","25560"
"In post","2021","Berkshire","Asian","300","280","30340","29290"
"In post","2021","Berkshire","Black","90","80","32390","29290"
"In post","2021","Berkshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Mixed","60","60","35940","30960"
"In post","2021","Berkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","170","160","34500","31880"
"In post","2021","Berkshire","Unknown","440","420","33000","29290"
"In post","2021","Berkshire","White","1870","1800","35420","31900"
"In post","2021","Bexley and Greenwich","Asian","110","100","30500","31060"
"In post","2021","Bexley and Greenwich","Black","260","260","31000","31060"
"In post","2021","Bexley and Greenwich","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Mixed","60","60","31680","31060"
"In post","2021","Bexley and Greenwich","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","80","70","32730","31120"
"In post","2021","Bexley and Greenwich","Unknown","250","250","30270","31050"
"In post","2021","Bexley and Greenwich","White","990","930","32490","31880"
"In post","2021","Birmingham","Asian","2440","2260","27080","25560"
"In post","2021","Birmingham","Black","760","710","28440","26120"
"In post","2021","Birmingham","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Mixed","220","210","28920","27430"
"In post","2021","Birmingham","Other ethnicity","100","90","30280","26390"
"In post","2021","Birmingham","Undeclared","560","510","31100","27570"
"In post","2021","Birmingham","Unknown","1810","1710","28820","25560"
"In post","2021","Birmingham","White","5700","5280","34150","29270"
"In post","2021","Blackburn with Darwen","Asian","130","110","25510","27570"
"In post","2021","Blackburn with Darwen","Black","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","50","40","[c]","[c]"
"In post","2021","Blackburn with Darwen","White","290","260","27570","27570"
"In post","2021","Blackpool","Asian","90","80","29550","27570"
"In post","2021","Blackpool","Black","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Mixed","40","30","[c]","[c]"
"In post","2021","Blackpool","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Undeclared","190","170","29980","27570"
"In post","2021","Blackpool","Unknown","400","370","28880","27570"
"In post","2021","Blackpool","White","4400","4020","29070","27570"
"In post","2021","Bournemouth and Poole","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Black","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","40","40","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","40","40","[c]","[c]"
"In post","2021","Bournemouth and Poole","White","610","540","26950","27570"
"In post","2021","Bradford","Asian","680","610","25130","21440"
"In post","2021","Bradford","Black","40","30","[c]","[c]"
"In post","2021","Bradford","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Mixed","40","40","[c]","[c]"
"In post","2021","Bradford","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Undeclared","140","120","26580","25560"
"In post","2021","Bradford","Unknown","490","450","25130","21010"
"In post","2021","Bradford","White","1700","1490","28590","26120"
"In post","2021","Breckland and South Norfolk","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Black","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","40","40","[c]","[c]"
"In post","2021","Breckland and South Norfolk","White","470","450","29010","26910"
"In post","2021","Brent","Asian","140","130","29920","31060"
"In post","2021","Brent","Black","130","130","29690","31060"
"In post","2021","Brent","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Undeclared","50","50","31610","31060"
"In post","2021","Brent","Unknown","80","80","31530","30850"
"In post","2021","Brent","White","160","150","34270","31060"
"In post","2021","Bridgend and Neath Port Talbot","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Black","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","30","30","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","White","640","570","27180","27570"
"In post","2021","Brighton and Hove","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Black","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Unknown","60","60","29840","27270"
"In post","2021","Brighton and Hove","White","520","470","30910","27570"
"In post","2021","Bristol, City of","Asian","160","150","33640","27620"
"In post","2021","Bristol, City of","Black","130","120","30580","27570"
"In post","2021","Bristol, City of","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Mixed","120","110","32870","29430"
"In post","2021","Bristol, City of","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Bristol, City of","Undeclared","300","270","36450","31810"
"In post","2021","Bristol, City of","Unknown","850","800","33010","29250"
"In post","2021","Bristol, City of","White","5010","4640","36640","31810"
"In post","2021","Bromley","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Black","100","100","29760","31060"
"In post","2021","Bromley","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Unknown","40","40","[c]","[c]"
"In post","2021","Bromley","White","250","220","29070","30700"
"In post","2021","Buckinghamshire CC","Asian","90","90","30820","27570"
"In post","2021","Buckinghamshire CC","Black","50","50","29180","27570"
"In post","2021","Buckinghamshire CC","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Mixed","30","30","[c]","[c]"
"In post","2021","Buckinghamshire CC","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Undeclared","70","70","33610","33520"
"In post","2021","Buckinghamshire CC","Unknown","150","140","32220","28860"
"In post","2021","Buckinghamshire CC","White","1270","1210","32300","29920"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Black","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","White","180","170","29590","27570"
"In post","2021","Calderdale and Kirklees","Asian","140","130","26460","27570"
"In post","2021","Calderdale and Kirklees","Black","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Undeclared","60","50","27810","27570"
"In post","2021","Calderdale and Kirklees","Unknown","120","100","25890","27570"
"In post","2021","Calderdale and Kirklees","White","700","620","27290","27570"
"In post","2021","Cambridgeshire CC","Asian","80","80","35750","29510"
"In post","2021","Cambridgeshire CC","Black","50","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Mixed","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Undeclared","180","170","35990","33300"
"In post","2021","Cambridgeshire CC","Unknown","280","270","30360","28400"
"In post","2021","Cambridgeshire CC","White","2720","2570","34010","31610"
"In post","2021","Camden and City of London","Asian","580","540","33280","29570"
"In post","2021","Camden and City of London","Black","460","440","30330","28780"
"In post","2021","Camden and City of London","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Mixed","100","100","36800","31060"
"In post","2021","Camden and City of London","Other ethnicity","40","40","[c]","[c]"
"In post","2021","Camden and City of London","Undeclared","250","230","38390","36160"
"In post","2021","Camden and City of London","Unknown","580","570","33680","30160"
"In post","2021","Camden and City of London","White","1600","1540","44080","36540"
"In post","2021","Cardiff and Vale of Glamorgan","Asian","240","220","29530","25560"
"In post","2021","Cardiff and Vale of Glamorgan","Black","100","100","27870","25560"
"In post","2021","Cardiff and Vale of Glamorgan","Chinese","40","30","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Mixed","180","170","32110","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Other ethnicity","60","60","31910","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","410","380","34630","30660"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","1620","1530","27590","25560"
"In post","2021","Cardiff and Vale of Glamorgan","White","9420","8780","33980","28850"
"In post","2021","Causeway Coast and Glens","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Black","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Unknown","[c]","[c]","[c]","[c]"
