"Status","Year","Sexual_orientation","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Declared disabled","Commercial","380","370","40960","38780"
"In post","2021","Heterosexual / straight","Declared disabled","Communications","190","180","37030","34640"
"In post","2021","Heterosexual / straight","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Declared disabled","Counter Fraud","50","50","34430","31000"
"In post","2021","Heterosexual / straight","Declared disabled","Digital, Data and Technology","750","730","39560","36160"
"In post","2021","Heterosexual / straight","Declared disabled","Economics","80","70","47010","46220"
"In post","2021","Heterosexual / straight","Declared disabled","Finance","620","580","37910","33790"
"In post","2021","Heterosexual / straight","Declared disabled","Human Resources","770","730","40010","36030"
"In post","2021","Heterosexual / straight","Declared disabled","Inspector of Education and Training","50","50","61590","51360"
"In post","2021","Heterosexual / straight","Declared disabled","Intelligence Analysis","240","230","33240","30830"
"In post","2021","Heterosexual / straight","Declared disabled","Internal Audit","70","60","44110","39980"
"In post","2021","Heterosexual / straight","Declared disabled","International Trade","60","60","46950","46130"
"In post","2021","Heterosexual / straight","Declared disabled","Knowledge and Information Management","190","190","34640","33000"
"In post","2021","Heterosexual / straight","Declared disabled","Legal","700","650","48360","50500"
"In post","2021","Heterosexual / straight","Declared disabled","Medicine","100","90","54540","40890"
"In post","2021","Heterosexual / straight","Declared disabled","Operational Delivery","12940","11760","28120","25580"
"In post","2021","Heterosexual / straight","Declared disabled","Operational Research","110","100","42100","38800"
"In post","2021","Heterosexual / straight","Declared disabled","Other","1480","1410","28320","25380"
"In post","2021","Heterosexual / straight","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Declared disabled","Policy","1760","1710","44830","39900"
"In post","2021","Heterosexual / straight","Declared disabled","Project Delivery","1140","1100","40190","38310"
"In post","2021","Heterosexual / straight","Declared disabled","Property","440","420","34890","33250"
"In post","2021","Heterosexual / straight","Declared disabled","Psychology","90","80","33760","30450"
"In post","2021","Heterosexual / straight","Declared disabled","Science and Engineering","810","780","36660","35120"
"In post","2021","Heterosexual / straight","Declared disabled","Security","450","430","31220","28070"
"In post","2021","Heterosexual / straight","Declared disabled","Social Research","70","70","42710","39460"
"In post","2021","Heterosexual / straight","Declared disabled","Statistics","130","120","43760","39140"
"In post","2021","Heterosexual / straight","Declared disabled","Tax","990","920","35250","31810"
"In post","2021","Heterosexual / straight","Declared disabled","Unknown","12620","11210","28750","27570"
"In post","2021","Heterosexual / straight","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Declared non-disabled","Commercial","2830","2740","40950","37460"
"In post","2021","Heterosexual / straight","Declared non-disabled","Communications","2050","1970","42220","38630"
"In post","2021","Heterosexual / straight","Declared non-disabled","Corporate Finance","110","100","47160","46080"
"In post","2021","Heterosexual / straight","Declared non-disabled","Counter Fraud","470","450","37590","34990"
"In post","2021","Heterosexual / straight","Declared non-disabled","Digital, Data and Technology","6540","6360","42840","39040"
"In post","2021","Heterosexual / straight","Declared non-disabled","Economics","1140","1120","48740","49320"
"In post","2021","Heterosexual / straight","Declared non-disabled","Finance","5370","5120","41260","37410"
"In post","2021","Heterosexual / straight","Declared non-disabled","Human Resources","4550","4300","39310","35000"
"In post","2021","Heterosexual / straight","Declared non-disabled","Inspector of Education and Training","630","610","67470","74730"
"In post","2021","Heterosexual / straight","Declared non-disabled","Intelligence Analysis","2010","1930","33920","30830"
"In post","2021","Heterosexual / straight","Declared non-disabled","Internal Audit","490","470","46210","43540"
"In post","2021","Heterosexual / straight","Declared non-disabled","International Trade","620","610","47680","48220"
"In post","2021","Heterosexual / straight","Declared non-disabled","Knowledge and Information Management","1310","1250","36860","33300"
"In post","2021","Heterosexual / straight","Declared non-disabled","Legal","6200","5810","48570","50520"
"In post","2021","Heterosexual / straight","Declared non-disabled","Medicine","1320","1190","53690","40000"
"In post","2021","Heterosexual / straight","Declared non-disabled","Operational Delivery","90450","83620","29040","26130"
"In post","2021","Heterosexual / straight","Declared non-disabled","Operational Research","680","650","45100","46080"
"In post","2021","Heterosexual / straight","Declared non-disabled","Other","11970","11470","31060","26670"
"In post","2021","Heterosexual / straight","Declared non-disabled","Planning","140","130","47420","40920"
"In post","2021","Heterosexual / straight","Declared non-disabled","Planning Inspectors","220","200","58140","58810"
"In post","2021","Heterosexual / straight","Declared non-disabled","Policy","16090","15610","48220","45370"
"In post","2021","Heterosexual / straight","Declared non-disabled","Project Delivery","9700","9420","42750","39310"
"In post","2021","Heterosexual / straight","Declared non-disabled","Property","3980","3820","37300","33300"
"In post","2021","Heterosexual / straight","Declared non-disabled","Psychology","880","840","35770","30450"
"In post","2021","Heterosexual / straight","Declared non-disabled","Science and Engineering","7160","6880","38410","37210"
"In post","2021","Heterosexual / straight","Declared non-disabled","Security","4450","4360","30740","26670"
"In post","2021","Heterosexual / straight","Declared non-disabled","Social Research","630","600","45180","44580"
"In post","2021","Heterosexual / straight","Declared non-disabled","Statistics","1090","1050","44720","41760"
"In post","2021","Heterosexual / straight","Declared non-disabled","Tax","7970","7520","35760","31810"
"In post","2021","Heterosexual / straight","Declared non-disabled","Unknown","57460","52920","31110","27570"
"In post","2021","Heterosexual / straight","Declared non-disabled","Veterinarian","240","230","45570","44640"
"In post","2021","Heterosexual / straight","Undeclared","Commercial","160","160","43050","40000"
"In post","2021","Heterosexual / straight","Undeclared","Communications","70","70","40660","36420"
"In post","2021","Heterosexual / straight","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Counter Fraud","50","50","37560","33550"
"In post","2021","Heterosexual / straight","Undeclared","Digital, Data and Technology","240","240","41360","38450"
"In post","2021","Heterosexual / straight","Undeclared","Economics","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Finance","210","200","38030","35330"
"In post","2021","Heterosexual / straight","Undeclared","Human Resources","200","190","38520","36720"
"In post","2021","Heterosexual / straight","Undeclared","Intelligence Analysis","110","100","33120","30500"
"In post","2021","Heterosexual / straight","Undeclared","Internal Audit","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Knowledge and Information Management","60","50","37210","33300"
"In post","2021","Heterosexual / straight","Undeclared","Legal","170","160","48310","46950"
"In post","2021","Heterosexual / straight","Undeclared","Medicine","60","50","53270","38890"
"In post","2021","Heterosexual / straight","Undeclared","Operational Delivery","5180","4750","29220","27380"
"In post","2021","Heterosexual / straight","Undeclared","Operational Research","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Other","560","540","27580","22780"
"In post","2021","Heterosexual / straight","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Policy","610","600","44320","39680"
"In post","2021","Heterosexual / straight","Undeclared","Project Delivery","330","320","40280","38630"
"In post","2021","Heterosexual / straight","Undeclared","Property","190","180","35850","33300"
"In post","2021","Heterosexual / straight","Undeclared","Psychology","70","60","38120","31180"
"In post","2021","Heterosexual / straight","Undeclared","Science and Engineering","330","320","38190","35890"
"In post","2021","Heterosexual / straight","Undeclared","Security","290","280","31640","27420"
"In post","2021","Heterosexual / straight","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Statistics","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Undeclared","Tax","230","220","35370","31810"
"In post","2021","Heterosexual / straight","Undeclared","Unknown","2580","2410","29120","27570"
"In post","2021","Heterosexual / straight","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Commercial","400","380","37400","35290"
"In post","2021","Heterosexual / straight","Unknown","Communications","260","260","39780","36070"
"In post","2021","Heterosexual / straight","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Digital, Data and Technology","750","730","40570","37410"
"In post","2021","Heterosexual / straight","Unknown","Economics","140","140","42180","35340"
"In post","2021","Heterosexual / straight","Unknown","Finance","380","370","40760","36820"
"In post","2021","Heterosexual / straight","Unknown","Human Resources","490","460","35290","30660"
"In post","2021","Heterosexual / straight","Unknown","Inspector of Education and Training","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Intelligence Analysis","110","100","43470","40580"
"In post","2021","Heterosexual / straight","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","International Trade","140","140","48310","40000"
"In post","2021","Heterosexual / straight","Unknown","Knowledge and Information Management","80","70","40220","35750"
"In post","2021","Heterosexual / straight","Unknown","Legal","660","630","44870","48080"
"In post","2021","Heterosexual / straight","Unknown","Medicine","240","220","57000","40860"
"In post","2021","Heterosexual / straight","Unknown","Operational Delivery","7440","6950","31210","28840"
"In post","2021","Heterosexual / straight","Unknown","Operational Research","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Other","1250","1200","30120","26670"
"In post","2021","Heterosexual / straight","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Policy","1240","1210","45620","40260"
"In post","2021","Heterosexual / straight","Unknown","Project Delivery","700","680","42310","39550"
"In post","2021","Heterosexual / straight","Unknown","Property","260","250","32540","30500"
"In post","2021","Heterosexual / straight","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Science and Engineering","590","570","40420","38070"
"In post","2021","Heterosexual / straight","Unknown","Security","700","690","30750","28170"
"In post","2021","Heterosexual / straight","Unknown","Social Research","140","130","35040","32540"
"In post","2021","Heterosexual / straight","Unknown","Statistics","140","140","40810","37020"
"In post","2021","Heterosexual / straight","Unknown","Tax","410","380","34510","31810"
"In post","2021","Heterosexual / straight","Unknown","Unknown","2330","2220","39820","34550"
"In post","2021","Heterosexual / straight","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Communications","30","30","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Digital, Data and Technology","110","100","39140","36500"
"In post","2021","LGBO","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Finance","30","30","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Human Resources","90","90","40860","35000"
"In post","2021","LGBO","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Legal","70","70","52970","52490"
"In post","2021","LGBO","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Operational Delivery","1300","1240","28340","25830"
"In post","2021","LGBO","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Other","100","100","28470","26350"
"In post","2021","LGBO","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Policy","340","330","44610","40050"
"In post","2021","LGBO","Declared disabled","Project Delivery","110","110","40040","35760"
"In post","2021","LGBO","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Science and Engineering","80","80","36130","30930"
"In post","2021","LGBO","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared disabled","Tax","120","110","34200","31810"
"In post","2021","LGBO","Declared disabled","Unknown","1390","1320","29910","27570"
"In post","2021","LGBO","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared non-disabled","Commercial","110","110","37100","33300"
"In post","2021","LGBO","Declared non-disabled","Communications","140","140","43050","40610"
"In post","2021","LGBO","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared non-disabled","Digital, Data and Technology","300","300","42700","38630"
"In post","2021","LGBO","Declared non-disabled","Economics","90","90","46460","40930"
"In post","2021","LGBO","Declared non-disabled","Finance","190","180","44300","40680"
"In post","2021","LGBO","Declared non-disabled","Human Resources","220","220","42450","38630"
"In post","2021","LGBO","Declared non-disabled","Inspector of Education and Training","50","40","[c]","[c]"
"In post","2021","LGBO","Declared non-disabled","Intelligence Analysis","90","90","34720","30830"
"In post","2021","LGBO","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared non-disabled","International Trade","60","50","53110","51970"
"In post","2021","LGBO","Declared non-disabled","Knowledge and Information Management","60","60","34020","31400"
"In post","2021","LGBO","Declared non-disabled","Legal","320","310","50890","51250"
"In post","2021","LGBO","Declared non-disabled","Medicine","40","40","[c]","[c]"
"In post","2021","LGBO","Declared non-disabled","Operational Delivery","4300","4140","29150","25960"
"In post","2021","LGBO","Declared non-disabled","Operational Research","50","50","40700","37320"
"In post","2021","LGBO","Declared non-disabled","Other","410","400","32970","28120"
"In post","2021","LGBO","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Declared non-disabled","Policy","1320","1310","48080","46000"
"In post","2021","LGBO","Declared non-disabled","Project Delivery","390","380","41950","38630"
"In post","2021","LGBO","Declared non-disabled","Property","130","120","36270","32260"
"In post","2021","LGBO","Declared non-disabled","Psychology","40","40","[c]","[c]"
"In post","2021","LGBO","Declared non-disabled","Science and Engineering","300","290","35810","31600"
"In post","2021","LGBO","Declared non-disabled","Security","150","150","32380","30120"
"In post","2021","LGBO","Declared non-disabled","Social Research","40","40","[c]","[c]"
"In post","2021","LGBO","Declared non-disabled","Statistics","100","90","41320","37220"
"In post","2021","LGBO","Declared non-disabled","Tax","470","460","33210","31810"
"In post","2021","LGBO","Declared non-disabled","Unknown","3210","3110","31290","27570"
"In post","2021","LGBO","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Operational Delivery","410","390","29000","26850"
"In post","2021","LGBO","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Other","40","40","[c]","[c]"
"In post","2021","LGBO","Undeclared","Policy","90","90","44740","37700"
"In post","2021","LGBO","Undeclared","Project Delivery","30","30","[c]","[c]"
"In post","2021","LGBO","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Security","30","30","[c]","[c]"
"In post","2021","LGBO","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Unknown","230","220","29530","27570"
"In post","2021","LGBO","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Digital, Data and Technology","60","60","38390","35190"
"In post","2021","LGBO","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Legal","40","40","[c]","[c]"
"In post","2021","LGBO","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Operational Delivery","440","420","29030","26300"
"In post","2021","LGBO","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Other","40","40","[c]","[c]"
"In post","2021","LGBO","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Policy","160","160","45070","40230"
"In post","2021","LGBO","Unknown","Project Delivery","30","30","[c]","[c]"
"In post","2021","LGBO","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Security","40","40","[c]","[c]"
"In post","2021","LGBO","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Unknown","140","140","37160","32190"
"In post","2021","Undeclared","Declared disabled","Commercial","60","50","38010","36660"
"In post","2021","Undeclared","Declared disabled","Communications","[c]","[c]","[c]","[c]"
