"Status","Year","Region_ITL2","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Commercial","East of England","40","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Debt","East of England","40","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Digital, Data & Technology","East of England","80","80","36050","34820"
"In post","2021","Bedfordshire and Hertfordshire","Finance","East of England","100","100","43580","37640"
"In post","2021","Bedfordshire and Hertfordshire","Human Resources","East of England","50","50","36520","31780"
"In post","2021","Bedfordshire and Hertfordshire","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Legal","East of England","200","180","42770","40000"
"In post","2021","Bedfordshire and Hertfordshire","No function","East of England","1630","1540","29910","28200"
"In post","2021","Bedfordshire and Hertfordshire","Project Delivery","East of England","200","190","40080","37640"
"In post","2021","Bedfordshire and Hertfordshire","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Security","East of England","80","80","25590","22650"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","East of England","2040","1890","32130","29290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Analysis","South East (England)","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","South East (England)","210","210","40740","36800"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","South East (England)","100","100","32930","31200"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","South East (England)","90","80","31920","31810"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","South East (England)","260","250","41720","39650"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","South East (England)","300","290","38650","35000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","South East (England)","160","150","28760","25190"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","South East (England)","130","120","39040","35300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","South East (England)","230","200","45610","47360"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","No function","South East (England)","3750","3540","31670","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","South East (England)","500","480","39500","35300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","South East (England)","360","350","34050","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","South East (England)","1080","1060","34000","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","South East (England)","2360","2220","28930","27570"
"In post","2021","Cheshire","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Digital, Data & Technology","North West (England)","140","130","41990","41700"
"In post","2021","Cheshire","Finance","North West (England)","30","30","[c]","[c]"
"In post","2021","Cheshire","Grants Management","North West (England)","100","90","24740","24920"
"In post","2021","Cheshire","Human Resources","North West (England)","70","60","42030","40080"
"In post","2021","Cheshire","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Legal","North West (England)","50","40","[c]","[c]"
"In post","2021","Cheshire","No function","North West (England)","2410","2310","32220","31650"
"In post","2021","Cheshire","Project Delivery","North West (England)","50","50","37710","36460"
"In post","2021","Cheshire","Property","North West (England)","30","30","[c]","[c]"
"In post","2021","Cheshire","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","North West (England)","980","890","25520","27570"
"In post","2021","Cornwall and Isles of Scilly","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Legal","South West (England)","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","No function","South West (England)","260","230","29180","26700"
"In post","2021","Cornwall and Isles of Scilly","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","South West (England)","60","50","28850","26430"
"In post","2021","Cornwall and Isles of Scilly","Security","South West (England)","50","50","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","South West (England)","1170","1060","25420","26670"
"In post","2021","Cumbria","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Communications","North West (England)","70","60","28090","25880"
"In post","2021","Cumbria","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Grants Management","North West (England)","650","570","24000","21050"
"In post","2021","Cumbria","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","North West (England)","50","40","[c]","[c]"
"In post","2021","Cumbria","No function","North West (England)","610","560","27700","24920"
"In post","2021","Cumbria","Project Delivery","North West (England)","280","270","35460","33170"
"In post","2021","Cumbria","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Security","North West (England)","90","90","27810","23540"
"In post","2021","Cumbria","Unknown","North West (England)","280","240","26440","27570"
"In post","2021","Derbyshire and Nottinghamshire","Analysis","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","East Midlands (England)","110","100","41270","39210"
"In post","2021","Derbyshire and Nottinghamshire","Communications","East Midlands (England)","490","470","29530","25560"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","East Midlands (England)","520","490","33460","31810"
"In post","2021","Derbyshire and Nottinghamshire","Debt","East Midlands (England)","250","220","21470","20140"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data & Technology","East Midlands (England)","200","200","39510","36410"
"In post","2021","Derbyshire and Nottinghamshire","Finance","East Midlands (England)","190","180","37680","32650"
"In post","2021","Derbyshire and Nottinghamshire","Grants Management","East Midlands (England)","60","60","25370","25100"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","East Midlands (England)","440","410","37660","32100"
"In post","2021","Derbyshire and Nottinghamshire","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Legal","East Midlands (England)","410","370","36710","31810"
"In post","2021","Derbyshire and Nottinghamshire","No function","East Midlands (England)","6420","5970","30670","27130"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","East Midlands (England)","300","280","42280","38630"
"In post","2021","Derbyshire and Nottinghamshire","Property","East Midlands (England)","330","310","37260","33300"
"In post","2021","Derbyshire and Nottinghamshire","Security","East Midlands (England)","80","80","33610","33200"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","East Midlands (England)","2440","2170","26260","27570"
"In post","2021","Devon","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Commercial","South West (England)","220","220","42850","39830"
"In post","2021","Devon","Communications","South West (England)","60","60","33280","32640"
"In post","2021","Devon","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Digital, Data & Technology","South West (England)","1380","1310","39410","38450"
"In post","2021","Devon","Finance","South West (England)","90","80","42450","39650"
"In post","2021","Devon","Grants Management","South West (England)","180","170","26610","25190"
"In post","2021","Devon","Human Resources","South West (England)","110","100","36610","32940"
"In post","2021","Devon","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Legal","South West (England)","130","130","41670","39650"
"In post","2021","Devon","No function","South West (England)","2420","2230","29680","26810"
"In post","2021","Devon","Project Delivery","South West (England)","660","640","37990","38550"
"In post","2021","Devon","Property","South West (England)","530","490","27890","24500"
"In post","2021","Devon","Security","South West (England)","430","420","26990","20920"
"In post","2021","Devon","Unknown","South West (England)","2770","2420","26510","26670"
"In post","2021","Dorset and Somerset","Analysis","South West (England)","120","110","32950","29270"
"In post","2021","Dorset and Somerset","Commercial","South West (England)","70","60","40610","35900"
"In post","2021","Dorset and Somerset","Communications","South West (England)","50","50","[c]","[c]"
"In post","2021","Dorset and Somerset","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Digital, Data & Technology","South West (England)","230","230","38130","35340"
"In post","2021","Dorset and Somerset","Finance","South West (England)","40","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Human Resources","South West (England)","50","50","34910","32810"
"In post","2021","Dorset and Somerset","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Legal","South West (England)","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","No function","South West (England)","2240","2070","28790","27130"
"In post","2021","Dorset and Somerset","Project Delivery","South West (England)","450","430","34230","33500"
"In post","2021","Dorset and Somerset","Property","South West (England)","80","80","30770","30630"
"In post","2021","Dorset and Somerset","Security","South West (England)","150","140","24050","20060"
"In post","2021","Dorset and Somerset","Unknown","South West (England)","1680","1530","27420","27570"
"In post","2021","East Anglia","Analysis","East of England","360","340","34490","30220"
"In post","2021","East Anglia","Commercial","East of England","350","340","41120","37280"
"In post","2021","East Anglia","Communications","East of England","50","50","32880","30660"
"In post","2021","East Anglia","Counter Fraud","East of England","380","350","28070","25560"
"In post","2021","East Anglia","Debt","East of England","50","40","[c]","[c]"
"In post","2021","East Anglia","Digital, Data & Technology","East of England","170","160","33990","31500"
"In post","2021","East Anglia","Finance","East of England","150","140","35180","31240"
"In post","2021","East Anglia","Grants Management","East of England","50","40","[c]","[c]"
"In post","2021","East Anglia","Human Resources","East of England","130","120","35430","31400"
"In post","2021","East Anglia","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Legal","East of England","170","150","38660","35060"
"In post","2021","East Anglia","No function","East of England","5520","5160","30440","28080"
"In post","2021","East Anglia","Project Delivery","East of England","490","470","37080","33740"
"In post","2021","East Anglia","Property","East of England","390","370","33660","33300"
"In post","2021","East Anglia","Security","East of England","240","240","29420","26710"
"In post","2021","East Anglia","Unknown","East of England","3960","3600","26520","27370"
"In post","2021","East Wales","Analysis","Wales","1050","1000","36430","36030"
"In post","2021","East Wales","Commercial","Wales","180","180","37860","34800"
"In post","2021","East Wales","Communications","Wales","870","840","29380","25560"
"In post","2021","East Wales","Counter Fraud","Wales","380","350","31340","31810"
"In post","2021","East Wales","Debt","Wales","330","310","23100","20140"
"In post","2021","East Wales","Digital, Data & Technology","Wales","1050","1030","39850","37240"
"In post","2021","East Wales","Finance","Wales","180","170","34970","29710"
"In post","2021","East Wales","Human Resources","Wales","440","410","35940","31040"
"In post","2021","East Wales","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Legal","Wales","400","370","41440","38760"
"In post","2021","East Wales","No function","Wales","8000","7430","29210","25400"
"In post","2021","East Wales","Project Delivery","Wales","660","630","34940","30800"
"In post","2021","East Wales","Property","Wales","320","300","33260","31050"
"In post","2021","East Wales","Security","Wales","150","150","27160","21020"
"In post","2021","East Wales","Unknown","Wales","6340","5880","34670","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Legal","Yorkshire and The Humber","100","90","40650","38130"
"In post","2021","East Yorkshire and Northern Lincolnshire","No function","Yorkshire and The Humber","2480","2300","28410","26810"
"In post","2021","East Yorkshire and Northern Lincolnshire","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Property","Yorkshire and The Humber","80","80","30440","26870"
"In post","2021","East Yorkshire and Northern Lincolnshire","Security","Yorkshire and The Humber","50","50","35100","39070"
"In post","2021","East Yorkshire and Northern Lincolnshire","Unknown","Yorkshire and The Humber","1900","1700","26010","26930"
"In post","2021","Eastern Scotland","Analysis","Scotland","50","50","[c]","[c]"
"In post","2021","Eastern Scotland","Commercial","Scotland","110","100","34090","29340"
"In post","2021","Eastern Scotland","Communications","Scotland","150","140","33200","31810"
"In post","2021","Eastern Scotland","Counter Fraud","Scotland","230","220","31460","29570"
"In post","2021","Eastern Scotland","Debt","Scotland","620","580","21510","20140"
"In post","2021","Eastern Scotland","Digital, Data & Technology","Scotland","270","260","38870","35230"
"In post","2021","Eastern Scotland","Finance","Scotland","170","170","35540","33650"
"In post","2021","Eastern Scotland","Human Resources","Scotland","280","270","35200","33650"
"In post","2021","Eastern Scotland","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Legal","Scotland","1230","1140","33570","29350"
"In post","2021","Eastern Scotland","No function","Scotland","4800","4510","30460","30080"
"In post","2021","Eastern Scotland","Project Delivery","Scotland","420","400","39820","36780"
"In post","2021","Eastern Scotland","Property","Scotland","520","500","32590","30080"
"In post","2021","Eastern Scotland","Security","Scotland","90","90","27780","20060"
"In post","2021","Eastern Scotland","Unknown","Scotland","10900","10220","36600","30650"
"In post","2021","Essex","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Counter Fraud","East of England","40","40","[c]","[c]"
"In post","2021","Essex","Debt","East of England","60","50","23200","21440"
"In post","2021","Essex","Digital, Data & Technology","East of England","300","280","37520","34620"
"In post","2021","Essex","Finance","East of England","220","200","30550","28130"
"In post","2021","Essex","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Human Resources","East of England","30","30","[c]","[c]"
"In post","2021","Essex","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Legal","East of England","220","200","40800","36240"
"In post","2021","Essex","No function","East of England","1400","1290","29910","28030"
"In post","2021","Essex","Project Delivery","East of England","190","180","39330","38630"
"In post","2021","Essex","Property","East of England","120","120","28670","26500"
"In post","2021","Essex","Security","East of England","220","220","40170","40070"
"In post","2021","Essex","Unknown","East of England","2710","2470","28470","29290"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","South West (England)","320","310","38980","37320"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","South West (England)","1060","1020","42290","39500"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","South West (England)","230","220","37420","35000"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","South West (England)","390","370","35350","31810"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","South West (England)","720","700","38900","36510"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","South West (England)","1100","1050","39440","34720"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","South West (England)","30","30","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","South West (England)","930","860","36110","32710"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","South West (England)","70","70","43600","41650"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","South West (England)","380","350","43430","42840"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","No function","South West (England)","8170","7660","35300","31650"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","South West (England)","10170","9840","38980","37320"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Property","South West (England)","720","680","37560","34770"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Security","South West (England)","500","500","29190","26670"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","South West (England)","4500","4160","30400","27570"
"In post","2021","Greater Manchester","Analysis","North West (England)","230","220","38120","33270"
"In post","2021","Greater Manchester","Commercial","North West (England)","340","330","43500","38630"
"In post","2021","Greater Manchester","Communications","North West (England)","500","490","29520","25560"
"In post","2021","Greater Manchester","Counter Fraud","North West (England)","1100","1040","33120","31810"
"In post","2021","Greater Manchester","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Digital, Data & Technology","North West (England)","370","360","40120","38630"
"In post","2021","Greater Manchester","Finance","North West (England)","300","290","39840","36970"
"In post","2021","Greater Manchester","Human Resources","North West (England)","670","640","34140","31810"
"In post","2021","Greater Manchester","Internal Audit","North West (England)","30","30","[c]","[c]"
"In post","2021","Greater Manchester","Legal","North West (England)","640","590","41200","38630"
"In post","2021","Greater Manchester","No function","North West (England)","7670","7190","29410","25560"
"In post","2021","Greater Manchester","Project Delivery","North West (England)","570","550","41320","38630"
"In post","2021","Greater Manchester","Property","North West (England)","230","220","37590","33250"
"In post","2021","Greater Manchester","Security","North West (England)","80","80","33960","33300"
"In post","2021","Greater Manchester","Unknown","North West (England)","6960","6450","28300","27570"
"In post","2021","Hampshire and Isle of Wight","Analysis","South East (England)","820","780","38740","37320"
"In post","2021","Hampshire and Isle of Wight","Commercial","South East (England)","370","360","37700","33300"
"In post","2021","Hampshire and Isle of Wight","Communications","South East (England)","210","200","32510","30220"
"In post","2021","Hampshire and Isle of Wight","Counter Fraud","South East (England)","130","120","33390","31810"
"In post","2021","Hampshire and Isle of Wight","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Digital, Data & Technology","South East (England)","360","350","36470","33300"
"In post","2021","Hampshire and Isle of Wight","Finance","South East (England)","390","380","37420","33300"
"In post","2021","Hampshire and Isle of Wight","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Human Resources","South East (England)","280","270","35130","31910"
"In post","2021","Hampshire and Isle of Wight","Internal Audit","South East (England)","40","40","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Legal","South East (England)","310","290","42540","40000"
"In post","2021","Hampshire and Isle of Wight","No function","South East (England)","5670","4970","30110","26580"
"In post","2021","Hampshire and Isle of Wight","Project Delivery","South East (England)","1610","1570","37490","36030"
"In post","2021","Hampshire and Isle of Wight","Property","South East (England)","450","430","35070","33300"
"In post","2021","Hampshire and Isle of Wight","Security","South East (England)","700","690","28720","25610"
"In post","2021","Hampshire and Isle of Wight","Unknown","South East (England)","4000","3710","29170","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Commercial","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","West Midlands (England)","80","80","38280","33150"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Finance","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Grants Management","West Midlands (England)","140","120","25060","24920"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Human Resources","West Midlands (England)","110","100","36480","31180"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","No function","West Midlands (England)","1860","1780","28280","25790"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Project Delivery","West Midlands (England)","180","180","26060","24470"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Property","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Security","West Midlands (England)","150","150","32160","33250"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","West Midlands (England)","1320","1180","25390","26120"
"In post","2021","Highlands and Islands","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Human Resources","Scotland","30","30","[c]","[c]"
"In post","2021","Highlands and Islands","Legal","Scotland","110","90","32520","29350"
"In post","2021","Highlands and Islands","No function","Scotland","290","270","30230","29040"
"In post","2021","Highlands and Islands","Project Delivery","Scotland","100","100","32980","30160"
"In post","2021","Highlands and Islands","Property","Scotland","330","320","29890","28120"
"In post","2021","Highlands and Islands","Security","Scotland","40","40","[c]","[c]"
"In post","2021","Highlands and Islands","Unknown","Scotland","1000","930","27160","27570"
"In post","2021","Inner London - East","Analysis","London","690","670","50740","46820"
"In post","2021","Inner London - East","Commercial","London","200","200","53290","51900"
"In post","2021","Inner London - East","Communications","London","230","220","46870","41010"
"In post","2021","Inner London - East","Counter Fraud","London","180","170","40800","38510"
"In post","2021","Inner London - East","Debt","London","250","230","27810","25630"
"In post","2021","Inner London - East","Digital, Data & Technology","London","1290","1270","51010","54700"
"In post","2021","Inner London - East","Finance","London","410","400","48310","43300"
"In post","2021","Inner London - East","Human Resources","London","430","420","48100","41990"
"In post","2021","Inner London - East","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Legal","London","480","460","57720","59160"
"In post","2021","Inner London - East","No function","London","7330","6960","40720","36200"
"In post","2021","Inner London - East","Project Delivery","London","1010","970","53590","52580"
"In post","2021","Inner London - East","Property","London","370","360","43580","37450"
"In post","2021","Inner London - East","Security","London","70","70","38400","36580"
"In post","2021","Inner London - East","Unknown","London","4240","3980","34470","31060"
"In post","2021","Inner London - West","Analysis","London","2720","2650","48450","44500"
"In post","2021","Inner London - West","Commercial","London","1460","1430","61930","54700"
"In post","2021","Inner London - West","Communications","London","1980","1940","46530","42330"
"In post","2021","Inner London - West","Counter Fraud","London","1480","1430","39750","36160"
"In post","2021","Inner London - West","Debt","London","40","30","[c]","[c]"
"In post","2021","Inner London - West","Digital, Data & Technology","London","1880","1850","48760","45470"
"In post","2021","Inner London - West","Finance","London","1970","1920","49230","44510"
"In post","2021","Inner London - West","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Human Resources","London","2080","2020","46200","41220"
"In post","2021","Inner London - West","Internal Audit","London","190","180","54500","53070"
"In post","2021","Inner London - West","Legal","London","4630","4340","52280","51940"
"In post","2021","Inner London - West","No function","London","27980","27350","45170","40050"
"In post","2021","Inner London - West","Project Delivery","London","3850","3750","52400","53000"
"In post","2021","Inner London - West","Property","London","540","530","48290","44880"
"In post","2021","Inner London - West","Security","London","950","940","42170","38330"
"In post","2021","Inner London - West","Unknown","London","9410","9110","45970","41950"
"In post","2021","Kent","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Counter Fraud","South East (England)","200","180","30050","28130"
"In post","2021","Kent","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Human Resources","South East (England)","50","50","36550","33220"
"In post","2021","Kent","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Legal","South East (England)","150","140","39570","36480"
"In post","2021","Kent","No function","South East (England)","3510","3340","30780","30400"
"In post","2021","Kent","Project Delivery","South East (England)","80","80","35420","32890"
"In post","2021","Kent","Property","South East (England)","80","70","32390","31700"
"In post","2021","Kent","Security","South East (England)","70","70","32070","32440"
"In post","2021","Kent","Unknown","South East (England)","4300","3960","27890","27370"
"In post","2021","Lancashire","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Commercial","North West (England)","70","60","49010","49700"
"In post","2021","Lancashire","Communications","North West (England)","30","30","[c]","[c]"
"In post","2021","Lancashire","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Digital, Data & Technology","North West (England)","60","60","33420","31810"
"In post","2021","Lancashire","Finance","North West (England)","100","90","36650","32180"
"In post","2021","Lancashire","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Human Resources","North West (England)","230","210","27750","26670"
"In post","2021","Lancashire","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Legal","North West (England)","310","290","37070","31810"
"In post","2021","Lancashire","No function","North West (England)","4750","4300","27500","25560"
"In post","2021","Lancashire","Project Delivery","North West (England)","460","430","37420","33840"
"In post","2021","Lancashire","Property","North West (England)","100","90","34070","32550"
"In post","2021","Lancashire","Security","North West (England)","60","60","28580","23350"
"In post","2021","Lancashire","Unknown","North West (England)","7890","7150","27370","27570"
