"Status","Year","Region_ITL3","Sex","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chorley and West Lancashire","Male","Lancashire","700","650","30590","28830"
"In post","2021","City of Edinburgh","Female","Eastern Scotland","6750","6310","37110","31810"
"In post","2021","City of Edinburgh","Male","Eastern Scotland","6050","5900","37710","33620"
"In post","2021","Clackmannanshire and Fife","Female","Eastern Scotland","680","610","27840","27570"
"In post","2021","Clackmannanshire and Fife","Male","Eastern Scotland","670","640","32110","33300"
"In post","2021","Conwy and Denbighshire","Female","West Wales and The Valleys","450","410","34420","30210"
"In post","2021","Conwy and Denbighshire","Male","West Wales and The Valleys","240","220","36310","30600"
"In post","2021","Cornwall and Isles of Scilly","Female","Cornwall and Isles of Scilly","920","800","26230","26590"
"In post","2021","Cornwall and Isles of Scilly","Male","Cornwall and Isles of Scilly","730","700","27040","26670"
"In post","2021","Coventry","Female","West Midlands","1460","1350","35630","31000"
"In post","2021","Coventry","Male","West Midlands","970","950","38730","36430"
"In post","2021","Croydon","Female","Outer London - South","5350","4950","36810","32090"
"In post","2021","Croydon","Male","Outer London - South","4270","4190","40290","36160"
"In post","2021","Darlington","Female","Tees Valley and Durham","600","550","34360","30200"
"In post","2021","Darlington","Male","Tees Valley and Durham","380","370","37750","36500"
"In post","2021","Derby","Female","Derbyshire and Nottinghamshire","650","540","24990","21530"
"In post","2021","Derby","Male","Derbyshire and Nottinghamshire","370","350","29020","27570"
"In post","2021","Derry City and Strabane","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Female","Devon","2710","2360","29700","27570"
"In post","2021","Devon CC","Male","Devon","2870","2750","33560","31580"
"In post","2021","Dorset CC","Female","Dorset and Somerset","950","860","27860","26670"
"In post","2021","Dorset CC","Male","Dorset and Somerset","1190","1150","30160","28220"
"In post","2021","Dudley","Female","West Midlands","810","670","24960","25410"
"In post","2021","Dudley","Male","West Midlands","340","320","25360","26580"
"In post","2021","Dumfries and Galloway","Female","Southern Scotland","250","220","27880","26530"
"In post","2021","Dumfries and Galloway","Male","Southern Scotland","320","300","30440","28870"
"In post","2021","Durham CC","Female","Tees Valley and Durham","3150","2750","26070","23240"
"In post","2021","Durham CC","Male","Tees Valley and Durham","2440","2280","28250","26780"
"In post","2021","Ealing","Female","Outer London - West and North West","340","310","31640","31060"
"In post","2021","Ealing","Male","Outer London - West and North West","180","170","30700","31060"
"In post","2021","East Ayrshire and North Ayrshire mainland","Female","Southern Scotland","510","440","26050","27570"
"In post","2021","East Ayrshire and North Ayrshire mainland","Male","Southern Scotland","450","430","27460","26160"
"In post","2021","East Cumbria","Female","Cumbria","540","470","27230","25010"
"In post","2021","East Cumbria","Male","Cumbria","400","390","28160","24920"
"In post","2021","East Derbyshire","Female","Derbyshire and Nottinghamshire","280","240","26270","27570"
"In post","2021","East Derbyshire","Male","Derbyshire and Nottinghamshire","110","100","28250","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","West Central Scotland","840","770","27910","26670"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","West Central Scotland","1580","1540","31950","29420"
"In post","2021","East Kent","Female","Kent","2060","1840","27960","25980"
"In post","2021","East Kent","Male","Kent","2170","2050","28400","27240"
"In post","2021","East Lancashire","Female","Lancashire","320","280","25540","27570"
"In post","2021","East Lancashire","Male","Lancashire","160","160","26320","27570"
"In post","2021","East Lothian and Midlothian","Female","Eastern Scotland","70","60","27240","27570"
"In post","2021","East Lothian and Midlothian","Male","Eastern Scotland","50","40","[c]","[c]"
"In post","2021","East Merseyside","Female","Merseyside","730","630","26930","27570"
"In post","2021","East Merseyside","Male","Merseyside","310","300","29280","27570"
"In post","2021","East Riding of Yorkshire","Female","East Yorkshire and Northern Lincolnshire","680","620","26540","25570"
"In post","2021","East Riding of Yorkshire","Male","East Yorkshire and Northern Lincolnshire","1210","1160","29820","26930"
"In post","2021","East Surrey","Female","Surrey, East and West Sussex","520","480","33020","31880"
"In post","2021","East Surrey","Male","Surrey, East and West Sussex","470","460","33880","33880"
"In post","2021","East Sussex CC","Female","Surrey, East and West Sussex","1180","1010","26080","26350"
"In post","2021","East Sussex CC","Male","Surrey, East and West Sussex","820","780","27860","27570"
"In post","2021","Enfield","Female","Outer London - East and North East","240","220","30180","31060"
"In post","2021","Enfield","Male","Outer London - East and North East","120","120","30030","31060"
"In post","2021","Essex Haven Gateway","Female","Essex","570","530","29460","29290"
"In post","2021","Essex Haven Gateway","Male","Essex","560","540","35250","29670"
"In post","2021","Essex Thames Gateway","Female","Essex","690","600","27500","28200"
"In post","2021","Essex Thames Gateway","Male","Essex","250","240","28100","29290"
"In post","2021","Falkirk","Female","Eastern Scotland","1150","980","26250","22820"
"In post","2021","Falkirk","Male","Eastern Scotland","660","620","29880","27570"
"In post","2021","Fermanagh and Omagh","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Female","East Wales","1090","1000","27130","25200"
"In post","2021","Flintshire and Wrexham","Male","East Wales","1060","1030","28500","27460"
"In post","2021","Glasgow City","Female","West Central Scotland","6320","5720","31190","27570"
"In post","2021","Glasgow City","Male","West Central Scotland","5330","5140","32570","27570"
"In post","2021","Gloucestershire","Female","Gloucestershire, Wiltshire and Bath/Bristol area","830","730","28130","27130"
"In post","2021","Gloucestershire","Male","Gloucestershire, Wiltshire and Bath/Bristol area","570","530","30890","27570"
"In post","2021","Greater Manchester North East","Female","Greater Manchester","740","680","27400","27570"
"In post","2021","Greater Manchester North East","Male","Greater Manchester","470","450","27940","27570"
"In post","2021","Greater Manchester North West","Female","Greater Manchester","1340","1160","24820","22850"
"In post","2021","Greater Manchester North West","Male","Greater Manchester","650","620","26330","26780"
"In post","2021","Greater Manchester South East","Female","Greater Manchester","870","770","25440","21920"
"In post","2021","Greater Manchester South East","Male","Greater Manchester","520","500","25950","24300"
"In post","2021","Greater Manchester South West","Female","Greater Manchester","3090","2830","29920","25570"
"In post","2021","Greater Manchester South West","Male","Greater Manchester","3050","2960","31070","27570"
"In post","2021","Gwent Valleys","Female","West Wales and The Valleys","760","660","27540","27570"
"In post","2021","Gwent Valleys","Male","West Wales and The Valleys","330","320","30230","27570"
"In post","2021","Gwynedd","Female","West Wales and The Valleys","460","400","24760","21050"
"In post","2021","Gwynedd","Male","West Wales and The Valleys","290","280","25630","23600"
"In post","2021","Hackney and Newham","Female","Inner London - East","1820","1650","33280","31060"
"In post","2021","Hackney and Newham","Male","Inner London - East","1220","1180","36550","31880"
"In post","2021","Haringey and Islington","Female","Inner London - East","840","780","30160","31060"
"In post","2021","Haringey and Islington","Male","Inner London - East","670","650","32310","31540"
"In post","2021","Harrow and Hillingdon","Female","Outer London - West and North West","1670","1490","30880","29170"
"In post","2021","Harrow and Hillingdon","Male","Outer London - West and North West","1730","1590","31460","29410"
"In post","2021","Hartlepool and Stockton-on-Tees","Female","Tees Valley and Durham","870","760","26530","27470"
"In post","2021","Hartlepool and Stockton-on-Tees","Male","Tees Valley and Durham","680","650","28150","27570"
"In post","2021","Heart of Essex","Female","Essex","640","590","31120","29290"
"In post","2021","Heart of Essex","Male","Essex","480","460","33150","30680"
"In post","2021","Herefordshire, County of","Female","Herefordshire, Worcestershire and Warwickshire","220","200","26490","26670"
"In post","2021","Herefordshire, County of","Male","Herefordshire, Worcestershire and Warwickshire","220","220","29320","26930"
"In post","2021","Hertfordshire","Female","Bedfordshire and Hertfordshire","1600","1460","33730","30110"
"In post","2021","Hertfordshire","Male","Bedfordshire and Hertfordshire","1120","1100","36280","31880"
"In post","2021","Hounslow and Richmond upon Thames","Female","Outer London - West and North West","1480","1370","31680","30250"
"In post","2021","Hounslow and Richmond upon Thames","Male","Outer London - West and North West","1380","1330","33640","31870"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Female","West Central Scotland","590","510","28080","27570"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Male","West Central Scotland","460","430","31640","27570"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","Highlands and Islands","600","550","28410","27570"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","Highlands and Islands","540","520","29850","27570"
"In post","2021","Isle of Anglesey","Female","West Wales and The Valleys","130","120","26900","26670"
"In post","2021","Isle of Anglesey","Male","West Wales and The Valleys","120","120","28520","26800"
"In post","2021","Isle of Wight","Female","Hampshire and Isle of Wight","390","350","25840","25790"
"In post","2021","Isle of Wight","Male","Hampshire and Isle of Wight","510","480","28820","27380"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Female","Inner London - West","430","410","31850","31060"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Male","Inner London - West","420","410","33470","32680"
"In post","2021","Kent Thames Gateway","Female","Kent","760","700","28550","29290"
"In post","2021","Kent Thames Gateway","Male","Kent","850","820","31590","31650"
"In post","2021","Kingston upon Hull, City of","Female","East Yorkshire and Northern Lincolnshire","1090","930","27400","27130"
"In post","2021","Kingston upon Hull, City of","Male","East Yorkshire and Northern Lincolnshire","920","870","28690","27370"
"In post","2021","Lambeth","Female","Inner London - East","2590","2410","42350","37460"
"In post","2021","Lambeth","Male","Inner London - East","1790","1730","45540","40170"
"In post","2021","Lancaster and Wyre","Female","Lancashire","600","540","27720","26670"
"In post","2021","Lancaster and Wyre","Male","Lancashire","450","440","29660","26930"
"In post","2021","Leeds","Female","West Yorkshire","6130","5600","32610","28200"
"In post","2021","Leeds","Male","West Yorkshire","5290","5140","33700","28970"
"In post","2021","Leicester","Female","Leicestershire, Rutland and Northamptonshire","1560","1350","26630","24470"
"In post","2021","Leicester","Male","Leicestershire, Rutland and Northamptonshire","1060","1010","27190","26440"
"In post","2021","Leicestershire CC and Rutland","Female","Leicestershire, Rutland and Northamptonshire","1050","950","27880","25550"
"In post","2021","Leicestershire CC and Rutland","Male","Leicestershire, Rutland and Northamptonshire","970","950","30410","27380"
"In post","2021","Lewisham and Southwark","Female","Inner London - East","810","770","34040","31060"
"In post","2021","Lewisham and Southwark","Male","Inner London - East","580","560","33550","31060"
"In post","2021","Lincolnshire","Female","Lincolnshire","1450","1320","26730","25600"
"In post","2021","Lincolnshire","Male","Lincolnshire","1380","1340","29580","27570"
"In post","2021","Lisburn and Castlereagh","Female","Northern Ireland","180","170","26820","22580"
"In post","2021","Lisburn and Castlereagh","Male","Northern Ireland","220","210","28150","24970"
"In post","2021","Liverpool","Female","Merseyside","5970","5340","28360","25040"
"In post","2021","Liverpool","Male","Merseyside","4270","4120","30120","25560"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","Highlands and Islands","150","140","27810","27570"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","Highlands and Islands","180","170","28970","27150"
"In post","2021","Luton","Female","Bedfordshire and Hertfordshire","330","300","25600","25260"
"In post","2021","Luton","Male","Bedfordshire and Hertfordshire","220","190","27310","27370"
"In post","2021","Manchester","Female","Greater Manchester","4710","4380","33180","28430"
"In post","2021","Manchester","Male","Greater Manchester","4280","4150","34440","30990"
"In post","2021","Medway","Female","Kent","780","720","29570","29290"
"In post","2021","Medway","Male","Kent","640","620","32860","30400"
"In post","2021","Merton, Kingston upon Thames and Sutton","Female","Outer London - South","400","370","30020","31060"
"In post","2021","Merton, Kingston upon Thames and Sutton","Male","Outer London - South","250","250","32870","31060"
"In post","2021","Mid and East Antrim","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Mid and East Antrim","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","Female","Kent","500","460","29710","29290"
"In post","2021","Mid Kent","Male","Kent","380","370","31030","29290"
"In post","2021","Mid Lancashire","Female","Lancashire","3210","2770","27110","23840"
"In post","2021","Mid Lancashire","Male","Lancashire","2400","2260","27920","25560"
"In post","2021","Milton Keynes","Female","Berkshire, Buckinghamshire and Oxfordshire","990","930","30420","27570"
"In post","2021","Milton Keynes","Male","Berkshire, Buckinghamshire and Oxfordshire","1220","1190","34090","31800"
"In post","2021","Monmouthshire and Newport","Female","East Wales","3090","2810","31370","28030"
"In post","2021","Monmouthshire and Newport","Male","East Wales","2490","2420","36810","32820"
"In post","2021","Monmouthshire and Newport","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Na h-Eileanan Siar","Female","Highlands and Islands","100","90","24500","21010"
"In post","2021","Na h-Eileanan Siar","Male","Highlands and Islands","80","70","27570","27570"
"In post","2021","Newry, Mourne and Down","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Newry, Mourne and Down","Male","Northern Ireland","60","60","21140","20310"
"In post","2021","North and North East Lincolnshire","Female","East Yorkshire and Northern Lincolnshire","560","480","25560","25560"
"In post","2021","North and North East Lincolnshire","Male","East Yorkshire and Northern Lincolnshire","260","250","26290","26700"
"In post","2021","North and West Norfolk","Female","East Anglia","410","360","26210","25790"
"In post","2021","North and West Norfolk","Male","East Anglia","520","500","29450","27570"
"In post","2021","North Hampshire","Female","Hampshire and Isle of Wight","600","560","29400","26870"
"In post","2021","North Hampshire","Male","Hampshire and Isle of Wight","420","410","37610","32060"
"In post","2021","North Lanarkshire","Female","West Central Scotland","1750","1470","25360","21440"
"In post","2021","North Lanarkshire","Male","West Central Scotland","1050","980","27540","25560"
"In post","2021","North Northamptonshire","Female","Leicestershire, Rutland and Northamptonshire","360","310","25110","26780"
"In post","2021","North Northamptonshire","Male","Leicestershire, Rutland and Northamptonshire","150","150","26800","27570"
"In post","2021","North Nottinghamshire","Female","Derbyshire and Nottinghamshire","520","480","28780","27570"
"In post","2021","North Nottinghamshire","Male","Derbyshire and Nottinghamshire","470","450","29060","27380"
"In post","2021","North Yorkshire CC","Female","North Yorkshire","900","830","28900","26700"
"In post","2021","North Yorkshire CC","Male","North Yorkshire","1030","1000","30220","27570"
"In post","2021","Northumberland","Female","Northumberland and Tyne and Wear","250","220","27710","27570"
"In post","2021","Northumberland","Male","Northumberland and Tyne and Wear","140","140","29420","27570"
"In post","2021","Norwich and East Norfolk","Female","East Anglia","950","820","28480","27570"
"In post","2021","Norwich and East Norfolk","Male","East Anglia","840","810","30800","27570"
"In post","2021","Nottingham","Female","Derbyshire and Nottinghamshire","4430","4020","31160","27570"
"In post","2021","Nottingham","Male","Derbyshire and Nottinghamshire","3530","3410","32550","28130"
"In post","2021","Orkney Islands","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Orkney Islands","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Female","Overseas","1500","1490","49160","46620"
"In post","2021","Overseas","Male","Overseas","2260","2250","50540","50430"
"In post","2021","Oxfordshire","Female","Berkshire, Buckinghamshire and Oxfordshire","1440","1310","31500","27570"
"In post","2021","Oxfordshire","Male","Berkshire, Buckinghamshire and Oxfordshire","1300","1270","32850","30400"
"In post","2021","Perth and Kinross and Stirling","Female","Eastern Scotland","610","560","29630","27570"
"In post","2021","Perth and Kinross and Stirling","Male","Eastern Scotland","750","710","32050","31040"
"In post","2021","Peterborough","Female","East Anglia","1030","900","27450","25040"
"In post","2021","Peterborough","Male","East Anglia","640","600","29350","27130"
"In post","2021","Plymouth","Female","Devon","1420","1260","29110","27130"
"In post","2021","Plymouth","Male","Devon","1680","1630","32880","30640"
"In post","2021","Portsmouth","Female","Hampshire and Isle of Wight","1950","1740","29240","26670"
"In post","2021","Portsmouth","Male","Hampshire and Isle of Wight","1960","1900","31940","28130"
"In post","2021","Powys","Female","East Wales","290","270","29690","27570"
"In post","2021","Powys","Male","East Wales","260","250","28380","26670"
"In post","2021","Redbridge and Waltham Forest","Female","Outer London - East and North East","720","630","28820","30330"
"In post","2021","Redbridge and Waltham Forest","Male","Outer London - East and North East","340","330","29360","31060"
"In post","2021","Sandwell","Female","West Midlands","310","270","26810","27570"
"In post","2021","Sandwell","Male","West Midlands","140","130","27970","27570"
"In post","2021","Scottish Borders","Female","Southern Scotland","260","220","28640","27570"
"In post","2021","Scottish Borders","Male","Southern Scotland","220","220","30380","27570"
"In post","2021","Sefton","Female","Merseyside","3520","3060","27950","25560"
"In post","2021","Sefton","Male","Merseyside","2540","2440","30500","26920"
"In post","2021","Sheffield","Female","South Yorkshire","3880","3440","32330","27570"
"In post","2021","Sheffield","Male","South Yorkshire","3060","2960","34320","30200"
"In post","2021","Shetland Islands","Female","Highlands and Islands","30","30","[c]","[c]"
"In post","2021","Shetland Islands","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Female","Shropshire and Staffordshire","490","440","27660","26670"
"In post","2021","Shropshire CC","Male","Shropshire and Staffordshire","680","670","30110","29670"
"In post","2021","Solihull","Female","West Midlands","620","550","28490","26160"
"In post","2021","Solihull","Male","West Midlands","480","470","29450","27370"
"In post","2021","Somerset","Female","Dorset and Somerset","1140","1000","29250","27570"
"In post","2021","Somerset","Male","Dorset and Somerset","1220","1180","32550","32160"
"In post","2021","South and West Derbyshire","Female","Derbyshire and Nottinghamshire","670","590","31280","27570"
"In post","2021","South and West Derbyshire","Male","Derbyshire and Nottinghamshire","490","460","35010","31650"
"In post","2021","South Ayrshire","Female","Southern Scotland","200","180","27800","27570"
"In post","2021","South Ayrshire","Male","Southern Scotland","120","110","28270","27570"
"In post","2021","South Hampshire","Female","Hampshire and Isle of Wight","2070","1740","29850","27570"
"In post","2021","South Hampshire","Male","Hampshire and Isle of Wight","1980","1770","30180","27570"
"In post","2021","South Hampshire","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Female","Southern Scotland","2280","1980","29490","25560"
"In post","2021","South Lanarkshire","Male","Southern Scotland","1420","1340","31520","26120"
"In post","2021","South Nottinghamshire","Female","Derbyshire and Nottinghamshire","380","350","29780","27380"
"In post","2021","South Nottinghamshire","Male","Derbyshire and Nottinghamshire","400","380","31190","28220"
"In post","2021","South Teesside","Female","Tees Valley and Durham","750","650","26620","26060"
"In post","2021","South Teesside","Male","Tees Valley and Durham","370","360","25980","24890"
"In post","2021","South West Wales","Female","West Wales and The Valleys","880","800","29690","27570"
"In post","2021","South West Wales","Male","West Wales and The Valleys","590","560","31030","27570"
"In post","2021","Southampton","Female","Hampshire and Isle of Wight","710","630","29440","27570"
"In post","2021","Southampton","Male","Hampshire and Isle of Wight","570","550","37030","31040"
"In post","2021","Southend-on-Sea","Female","Essex","800","700","30560","29290"
"In post","2021","Southend-on-Sea","Male","Essex","540","510","34350","31810"
"In post","2021","Staffordshire CC","Female","Shropshire and Staffordshire","2090","1920","29320","27380"
"In post","2021","Staffordshire CC","Male","Shropshire and Staffordshire","1880","1820","30510","27570"
"In post","2021","Stoke-on-Trent","Female","Shropshire and Staffordshire","830","730","24810","21170"
"In post","2021","Stoke-on-Trent","Male","Shropshire and Staffordshire","410","390","25950","23200"
"In post","2021","Suffolk","Female","East Anglia","2150","1940","27440","26670"
"In post","2021","Suffolk","Male","East Anglia","2020","1970","30040","27830"
"In post","2021","Sunderland","Female","Northumberland and Tyne and Wear","3090","2500","24490","21440"
"In post","2021","Sunderland","Male","Northumberland and Tyne and Wear","1340","1250","26430","25560"
"In post","2021","Swansea","Female","West Wales and The Valleys","5380","4550","25580","21590"
"In post","2021","Swansea","Male","West Wales and The Valleys","3690","3530","29800","26350"
"In post","2021","Swindon","Female","Gloucestershire, Wiltshire and Bath/Bristol area","290","270","30880","27570"
"In post","2021","Swindon","Male","Gloucestershire, Wiltshire and Bath/Bristol area","180","170","34670","27570"
"In post","2021","Telford and Wrekin","Female","Shropshire and Staffordshire","1130","1010","31680","27570"
"In post","2021","Telford and Wrekin","Male","Shropshire and Staffordshire","800","770","35680","31810"
"In post","2021","Thurrock","Female","Essex","170","150","26650","26830"
"In post","2021","Thurrock","Male","Essex","200","190","26160","25310"
"In post","2021","Torbay","Female","Devon","220","180","25920","25190"
"In post","2021","Torbay","Male","Devon","110","110","25850","27570"
"In post","2021","Tower Hamlets","Female","Inner London - East","3580","3410","46080","40600"
"In post","2021","Tower Hamlets","Male","Inner London - East","3300","3240","50850","47980"
"In post","2021","Tyneside","Female","Northumberland and Tyne and Wear","9330","8090","28140","25560"
"In post","2021","Tyneside","Male","Northumberland and Tyne and Wear","7210","6930","30490","26470"
"In post","2021","Unknown","Female","Unknown","1200","1130","33020","29250"
"In post","2021","Unknown","Male","Unknown","2530","2510","36930","32700"
"In post","2021","Wakefield","Female","West Yorkshire","880","790","29230","27570"
"In post","2021","Wakefield","Male","West Yorkshire","800","750","31400","31650"
"In post","2021","Walsall","Female","West Midlands","420","350","25270","26120"
"In post","2021","Walsall","Male","West Midlands","190","170","24710","26120"
"In post","2021","Wandsworth","Female","Inner London - West","480","450","30480","30220"
"In post","2021","Wandsworth","Male","Inner London - West","480","470","33660","33260"
"In post","2021","Warrington","Female","Cheshire","1430","1330","30800","28840"
"In post","2021","Warrington","Male","Cheshire","1260","1230","34480","32770"
"In post","2021","Warwickshire","Female","Herefordshire, Worcestershire and Warwickshire","730","640","26400","23420"
