"Status","Year","Disability","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Aberdeen City and Aberdeenshire","Female","80","70","29420","27570"
"In post","2021","Declared disabled","Aberdeen City and Aberdeenshire","Male","50","50","39650","32400"
"In post","2021","Declared disabled","Angus and Dundee City","Female","180","160","24100","21150"
"In post","2021","Declared disabled","Angus and Dundee City","Male","80","80","23930","21010"
"In post","2021","Declared disabled","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Armagh City, Banbridge and Craigavon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Armagh City, Banbridge and Craigavon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Barking & Dagenham and Havering","Female","70","60","30790","31060"
"In post","2021","Declared disabled","Barking & Dagenham and Havering","Male","30","30","[c]","[c]"
"In post","2021","Declared disabled","Barnet","Female","80","70","32650","31060"
"In post","2021","Declared disabled","Barnet","Male","50","40","[c]","[c]"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","Female","280","240","26320","27570"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","Male","140","130","28080","26810"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","640","600","34130","32280"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","710","690","38750","37510"
"In post","2021","Declared disabled","Bedford","Female","70","60","29260","27850"
"In post","2021","Declared disabled","Bedford","Male","40","40","[c]","[c]"
"In post","2021","Declared disabled","Belfast","Female","140","120","29400","26550"
"In post","2021","Declared disabled","Belfast","Male","100","90","26950","25560"
"In post","2021","Declared disabled","Berkshire","Female","180","160","32880","29290"
"In post","2021","Declared disabled","Berkshire","Male","150","140","33830","31880"
"In post","2021","Declared disabled","Bexley and Greenwich","Female","120","110","30020","30550"
"In post","2021","Declared disabled","Bexley and Greenwich","Male","70","60","32140","31590"
"In post","2021","Declared disabled","Birmingham","Female","800","710","28870","27570"
"In post","2021","Declared disabled","Birmingham","Male","470","450","30150","27570"
"In post","2021","Declared disabled","Blackburn with Darwen","Female","50","40","27330","27570"
"In post","2021","Declared disabled","Blackburn with Darwen","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","Female","510","440","27220","27570"
"In post","2021","Declared disabled","Blackpool","Male","260","250","28000","27570"
"In post","2021","Declared disabled","Bournemouth and Poole","Female","80","70","26460","27570"
"In post","2021","Declared disabled","Bournemouth and Poole","Male","40","40","[c]","[c]"
"In post","2021","Declared disabled","Bradford","Female","240","200","25730","24000"
"In post","2021","Declared disabled","Bradford","Male","100","90","27030","25560"
"In post","2021","Declared disabled","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","Male","30","30","[c]","[c]"
"In post","2021","Declared disabled","Brent","Female","50","40","[c]","[c]"
"In post","2021","Declared disabled","Brent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Female","80","70","26100","27570"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Male","30","30","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Female","60","50","29500","27570"
"In post","2021","Declared disabled","Brighton and Hove","Male","40","30","[c]","[c]"
"In post","2021","Declared disabled","Bristol, City of","Female","370","330","31540","27570"
"In post","2021","Declared disabled","Bristol, City of","Male","300","280","33830","28990"
"In post","2021","Declared disabled","Bromley","Female","50","50","31440","31060"
"In post","2021","Declared disabled","Bromley","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Female","120","110","29650","27850"
"In post","2021","Declared disabled","Buckinghamshire CC","Male","70","70","31560","30400"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Female","120","110","26540","27570"
"In post","2021","Declared disabled","Calderdale and Kirklees","Male","60","60","26990","27570"
"In post","2021","Declared disabled","Cambridgeshire CC","Female","180","170","31660","28840"
"In post","2021","Declared disabled","Cambridgeshire CC","Male","170","160","34220","31900"
"In post","2021","Declared disabled","Camden and City of London","Female","160","150","34140","29570"
"In post","2021","Declared disabled","Camden and City of London","Male","130","130","36400","32520"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Female","620","560","31230","27570"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Male","460","440","32120","27570"
"In post","2021","Declared disabled","Causeway Coast and Glens","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Causeway Coast and Glens","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Female","220","210","33470","33000"
"In post","2021","Declared disabled","Central Hampshire","Male","210","210","35100","33300"
"In post","2021","Declared disabled","Central Valleys","Female","120","110","27590","27570"
"In post","2021","Declared disabled","Central Valleys","Male","60","60","30950","27570"
"In post","2021","Declared disabled","Cheshire East","Female","60","60","30340","27570"
"In post","2021","Declared disabled","Cheshire East","Male","30","30","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Female","60","50","26340","27570"
"In post","2021","Declared disabled","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Female","70","60","26950","26810"
"In post","2021","Declared disabled","Chorley and West Lancashire","Male","60","50","30770","30880"
"In post","2021","Declared disabled","City of Edinburgh","Female","600","550","36320","30650"
"In post","2021","Declared disabled","City of Edinburgh","Male","500","490","36180","32140"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Female","90","80","28540","27570"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Male","80","80","32140","33300"
"In post","2021","Declared disabled","Conwy and Denbighshire","Female","50","50","31140","27570"
"In post","2021","Declared disabled","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Female","130","110","26430","27570"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Male","80","70","26520","26690"
"In post","2021","Declared disabled","Coventry","Female","150","130","33090","29360"
"In post","2021","Declared disabled","Coventry","Male","90","80","34730","30200"
"In post","2021","Declared disabled","Croydon","Female","560","500","35260","30600"
"In post","2021","Declared disabled","Croydon","Male","380","370","39110","35200"
"In post","2021","Declared disabled","Darlington","Female","60","60","31120","29360"
"In post","2021","Declared disabled","Darlington","Male","40","40","[c]","[c]"
"In post","2021","Declared disabled","Derby","Female","90","70","24670","21010"
"In post","2021","Declared disabled","Derby","Male","60","60","25380","21010"
"In post","2021","Declared disabled","Derry City and Strabane","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derry City and Strabane","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon CC","Female","310","260","27700","26170"
