"Status","Year","Region_ITL1","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","Analysis","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Analysis","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Analysis","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Commercial","Derbyshire and Nottinghamshire","110","100","41270","39210"
"In post","2021","East Midlands (England)","Commercial","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Communications","Derbyshire and Nottinghamshire","490","470","29530","25560"
"In post","2021","East Midlands (England)","Communications","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Counter Fraud","Derbyshire and Nottinghamshire","520","490","33460","31810"
"In post","2021","East Midlands (England)","Counter Fraud","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Debt","Derbyshire and Nottinghamshire","250","220","21470","20140"
"In post","2021","East Midlands (England)","Debt","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Debt","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Digital, Data & Technology","Derbyshire and Nottinghamshire","200","200","39510","36410"
"In post","2021","East Midlands (England)","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","80","80","33470","30990"
"In post","2021","East Midlands (England)","Digital, Data & Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Finance","Derbyshire and Nottinghamshire","190","180","37680","32650"
"In post","2021","East Midlands (England)","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Finance","Lincolnshire","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","Grants Management","Derbyshire and Nottinghamshire","60","60","25370","25100"
"In post","2021","East Midlands (England)","Grants Management","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Grants Management","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Human Resources","Derbyshire and Nottinghamshire","440","410","37660","32100"
"In post","2021","East Midlands (England)","Human Resources","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","Human Resources","Lincolnshire","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","Internal Audit","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Internal Audit","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Legal","Derbyshire and Nottinghamshire","410","370","36710","31810"
"In post","2021","East Midlands (England)","Legal","Leicestershire, Rutland and Northamptonshire","190","170","40220","43160"
"In post","2021","East Midlands (England)","Legal","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","No function","Derbyshire and Nottinghamshire","6420","5970","30670","27130"
"In post","2021","East Midlands (England)","No function","Leicestershire, Rutland and Northamptonshire","3530","3240","26740","24440"
"In post","2021","East Midlands (England)","No function","Lincolnshire","1040","980","28510","26750"
"In post","2021","East Midlands (England)","Project Delivery","Derbyshire and Nottinghamshire","300","280","42280","38630"
"In post","2021","East Midlands (England)","Project Delivery","Leicestershire, Rutland and Northamptonshire","50","40","[c]","[c]"
"In post","2021","East Midlands (England)","Project Delivery","Lincolnshire","310","300","34880","33560"
"In post","2021","East Midlands (England)","Property","Derbyshire and Nottinghamshire","330","310","37260","33300"
"In post","2021","East Midlands (England)","Property","Leicestershire, Rutland and Northamptonshire","100","90","23220","18800"
"In post","2021","East Midlands (England)","Property","Lincolnshire","70","70","27600","26670"
"In post","2021","East Midlands (England)","Security","Derbyshire and Nottinghamshire","80","80","33610","33200"
"In post","2021","East Midlands (England)","Security","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Security","Lincolnshire","60","50","20830","19560"
"In post","2021","East Midlands (England)","Unknown","Derbyshire and Nottinghamshire","2440","2170","26260","27570"
"In post","2021","East Midlands (England)","Unknown","Leicestershire, Rutland and Northamptonshire","2140","1930","26400","27570"
"In post","2021","East Midlands (England)","Unknown","Lincolnshire","1190","1100","26120","25930"
"In post","2021","East of England","Analysis","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Analysis","East Anglia","360","340","34490","30220"
"In post","2021","East of England","Analysis","Essex","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Commercial","Bedfordshire and Hertfordshire","40","30","[c]","[c]"
"In post","2021","East of England","Commercial","East Anglia","350","340","41120","37280"
"In post","2021","East of England","Commercial","Essex","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Communications","East Anglia","50","50","32880","30660"
"In post","2021","East of England","Communications","Essex","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Counter Fraud","East Anglia","380","350","28070","25560"
"In post","2021","East of England","Counter Fraud","Essex","40","40","[c]","[c]"
"In post","2021","East of England","Debt","Bedfordshire and Hertfordshire","40","30","[c]","[c]"
"In post","2021","East of England","Debt","East Anglia","50","40","[c]","[c]"
"In post","2021","East of England","Debt","Essex","60","50","23200","21440"
"In post","2021","East of England","Digital, Data & Technology","Bedfordshire and Hertfordshire","80","80","36050","34820"
"In post","2021","East of England","Digital, Data & Technology","East Anglia","170","160","33990","31500"
"In post","2021","East of England","Digital, Data & Technology","Essex","300","280","37520","34620"
"In post","2021","East of England","Finance","Bedfordshire and Hertfordshire","100","100","43580","37640"
"In post","2021","East of England","Finance","East Anglia","150","140","35180","31240"
"In post","2021","East of England","Finance","Essex","220","200","30550","28130"
"In post","2021","East of England","Grants Management","East Anglia","50","40","[c]","[c]"
"In post","2021","East of England","Grants Management","Essex","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Human Resources","Bedfordshire and Hertfordshire","50","50","36520","31780"
"In post","2021","East of England","Human Resources","East Anglia","130","120","35430","31400"
"In post","2021","East of England","Human Resources","Essex","30","30","[c]","[c]"
"In post","2021","East of England","Internal Audit","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Internal Audit","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Internal Audit","Essex","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Legal","Bedfordshire and Hertfordshire","200","180","42770","40000"
"In post","2021","East of England","Legal","East Anglia","170","150","38660","35060"
"In post","2021","East of England","Legal","Essex","220","200","40800","36240"
"In post","2021","East of England","No function","Bedfordshire and Hertfordshire","1630","1540","29910","28200"
"In post","2021","East of England","No function","East Anglia","5520","5160","30440","28080"
"In post","2021","East of England","No function","Essex","1400","1290","29910","28030"
"In post","2021","East of England","Project Delivery","Bedfordshire and Hertfordshire","200","190","40080","37640"
"In post","2021","East of England","Project Delivery","East Anglia","490","470","37080","33740"
"In post","2021","East of England","Project Delivery","Essex","190","180","39330","38630"
"In post","2021","East of England","Property","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Property","East Anglia","390","370","33660","33300"
"In post","2021","East of England","Property","Essex","120","120","28670","26500"
"In post","2021","East of England","Security","Bedfordshire and Hertfordshire","80","80","25590","22650"
"In post","2021","East of England","Security","East Anglia","240","240","29420","26710"
"In post","2021","East of England","Security","Essex","220","220","40170","40070"
"In post","2021","East of England","Unknown","Bedfordshire and Hertfordshire","2040","1890","32130","29290"
"In post","2021","East of England","Unknown","East Anglia","3960","3600","26520","27370"
"In post","2021","East of England","Unknown","Essex","2710","2470","28470","29290"
"In post","2021","London","Analysis","Inner London - East","690","670","50740","46820"
"In post","2021","London","Analysis","Inner London - West","2720","2650","48450","44500"
"In post","2021","London","Analysis","Outer London - South","40","40","[c]","[c]"
"In post","2021","London","Commercial","Inner London - East","200","200","53290","51900"
"In post","2021","London","Commercial","Inner London - West","1460","1430","61930","54700"
"In post","2021","London","Commercial","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Commercial","Outer London - South","120","120","48470","46600"
"In post","2021","London","Commercial","Outer London - West and North West","90","80","35590","30450"
"In post","2021","London","Communications","Inner London - East","230","220","46870","41010"
"In post","2021","London","Communications","Inner London - West","1980","1940","46530","42330"
"In post","2021","London","Communications","Outer London - South","30","30","[c]","[c]"
"In post","2021","London","Communications","Outer London - West and North West","210","200","25840","22070"
"In post","2021","London","Counter Fraud","Inner London - East","180","170","40800","38510"
"In post","2021","London","Counter Fraud","Inner London - West","1480","1430","39750","36160"
"In post","2021","London","Counter Fraud","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Counter Fraud","Outer London - South","630","610","37780","36160"
"In post","2021","London","Counter Fraud","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","London","Debt","Inner London - East","250","230","27810","25630"
"In post","2021","London","Debt","Inner London - West","40","30","[c]","[c]"
"In post","2021","London","Debt","Outer London - South","250","220","27110","24670"
"In post","2021","London","Debt","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","London","Digital, Data & Technology","Inner London - East","1290","1270","51010","54700"
"In post","2021","London","Digital, Data & Technology","Inner London - West","1880","1850","48760","45470"
"In post","2021","London","Digital, Data & Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Digital, Data & Technology","Outer London - South","70","60","44550","41760"
"In post","2021","London","Digital, Data & Technology","Outer London - West and North West","150","140","41650","41170"
"In post","2021","London","Finance","Inner London - East","410","400","48310","43300"
"In post","2021","London","Finance","Inner London - West","1970","1920","49230","44510"
"In post","2021","London","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Finance","Outer London - South","110","100","46360","37290"
"In post","2021","London","Finance","Outer London - West and North West","60","60","41790","39500"
"In post","2021","London","Grants Management","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","London","Human Resources","Inner London - East","430","420","48100","41990"
"In post","2021","London","Human Resources","Inner London - West","2080","2020","46200","41220"
"In post","2021","London","Human Resources","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Human Resources","Outer London - South","100","100","51970","52570"
"In post","2021","London","Human Resources","Outer London - West and North West","50","40","[c]","[c]"
"In post","2021","London","Internal Audit","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","London","Internal Audit","Inner London - West","190","180","54500","53070"
"In post","2021","London","Internal Audit","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Internal Audit","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","London","Internal Audit","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","London","Legal","Inner London - East","480","460","57720","59160"
"In post","2021","London","Legal","Inner London - West","4630","4340","52280","51940"
"In post","2021","London","Legal","Outer London - East and North East","40","40","[c]","[c]"
"In post","2021","London","Legal","Outer London - South","180","170","44650","37730"
"In post","2021","London","Legal","Outer London - West and North West","70","70","42830","41440"
"In post","2021","London","No function","Inner London - East","7330","6960","40720","36200"
"In post","2021","London","No function","Inner London - West","27980","27350","45170","40050"
"In post","2021","London","No function","Outer London - East and North East","1650","1570","30710","30700"
"In post","2021","London","No function","Outer London - South","2600","2460","35030","32000"
"In post","2021","London","No function","Outer London - West and North West","3000","2840","35450","32330"
"In post","2021","London","Project Delivery","Inner London - East","1010","970","53590","52580"
"In post","2021","London","Project Delivery","Inner London - West","3850","3750","52400","53000"
"In post","2021","London","Project Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Project Delivery","Outer London - South","190","180","54190","59160"
"In post","2021","London","Project Delivery","Outer London - West and North West","50","50","40520","37890"
"In post","2021","London","Property","Inner London - East","370","360","43580","37450"
"In post","2021","London","Property","Inner London - West","540","530","48290","44880"
