"Status","Year","Profession_of_post","Region_ITL2","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","180","180","39050","37070"
"In post","2021","Commercial","Cheshire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","East Midlands (England)","70","70","43680","42490"
"In post","2021","Commercial","Devon","South West (England)","220","210","42790","39790"
"In post","2021","Commercial","Dorset and Somerset","South West (England)","70","70","42320","40430"
"In post","2021","Commercial","East Anglia","East of England","220","210","38250","35730"
"In post","2021","Commercial","East Wales","Wales","160","150","36670","33290"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Scotland","90","90","33600","28410"
"In post","2021","Commercial","Essex","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","1430","1370","38880","35900"
"In post","2021","Commercial","Greater Manchester","North West (England)","220","210","39840","37920"
"In post","2021","Commercial","Hampshire and Isle of Wight","South East (England)","220","210","36180","34800"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","London","70","70","45090","41190"
"In post","2021","Commercial","Inner London - West","London","570","560","50230","44480"
"In post","2021","Commercial","Kent","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","North West (England)","230","220","36010","34800"
"In post","2021","Commercial","North Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Yorkshire and The Humber","60","50","41100","38180"
"In post","2021","Commercial","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","North East (England)","30","30","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","London","150","140","43970","43420"
"In post","2021","Commercial","Outer London - West and North West","London","80","70","37840","32880"
"In post","2021","Commercial","Overseas","Overseas","40","40","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","West Midlands (England)","100","100","39280","34800"
"In post","2021","Commercial","South Yorkshire","Yorkshire and The Humber","110","100","38610","36960"
"In post","2021","Commercial","Southern Scotland","Scotland","70","70","40370","39630"
"In post","2021","Commercial","Surrey, East and West Sussex","South East (England)","40","40","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","North East (England)","90","80","43480","40300"
"In post","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","Scotland","110","110","34650","33300"
"In post","2021","Commercial","West Midlands","West Midlands (England)","130","130","38940","37040"
"In post","2021","Commercial","West Wales and The Valleys","Wales","170","160","33470","31040"
"In post","2021","Commercial","West Yorkshire","Yorkshire and The Humber","190","190","40810","36820"
"In post","2021","Communications","Bedfordshire and Hertfordshire","East of England","30","30","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","80","80","32450","31200"
"In post","2021","Communications","Cheshire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","East Midlands (England)","80","80","36960","36590"
"In post","2021","Communications","Devon","South West (England)","50","50","35460","33220"
"In post","2021","Communications","Dorset and Somerset","South West (England)","40","40","[c]","[c]"
"In post","2021","Communications","East Anglia","East of England","50","40","[c]","[c]"
"In post","2021","Communications","East Wales","Wales","260","240","38770","37180"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","Scotland","40","40","[c]","[c]"
"In post","2021","Communications","Essex","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","210","200","36470","34770"
"In post","2021","Communications","Greater Manchester","North West (England)","90","80","34140","31890"
"In post","2021","Communications","Hampshire and Isle of Wight","South East (England)","190","180","33120","31560"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Highlands and Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","London","220","210","47650","42290"
"In post","2021","Communications","Inner London - West","London","1810","1770","46330","42710"
"In post","2021","Communications","Kent","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Merseyside","North West (England)","70","70","39790","36780"
"In post","2021","Communications","North Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","North East (England)","90","80","34370","31810"
"In post","2021","Communications","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","London","30","30","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","London","30","30","[c]","[c]"
"In post","2021","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Communications","South Yorkshire","Yorkshire and The Humber","50","50","37890","34730"
"In post","2021","Communications","Southern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","North East (England)","30","30","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","West Midlands (England)","90","90","42560","39670"
"In post","2021","Communications","West Wales and The Valleys","Wales","100","90","31830","26780"
"In post","2021","Communications","West Yorkshire","Yorkshire and The Humber","60","50","49320","49530"
"In post","2021","Corporate Finance","Devon","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Anglia","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Hampshire and Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - West","London","50","50","58230","57890"
"In post","2021","Corporate Finance","Kent","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Central Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Derbyshire and Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Devon","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Dorset and Somerset","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Anglia","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Essex","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester","North West (England)","60","60","38620","39170"
"In post","2021","Counter Fraud","Hampshire and Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Inner London - East","London","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Inner London - West","London","340","330","43660","40000"
"In post","2021","Counter Fraud","Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Merseyside","North West (England)","40","30","[c]","[c]"
"In post","2021","Counter Fraud","North Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northumberland and Tyne and Wear","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Shropshire and Staffordshire","West Midlands (England)","[c]","[c]","[c]","[c]"
